#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,840849.02,528982.50,2650891.50,0.00,997380.17,1016320.85,807461.89,842015.61
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,785208.87,556668.12,2446608.69,0.00,936106.60,1016320.85,811158.12,847023.75
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,763308.80,553994.43,2695797.38,0.00,914613.86,1016320.85,814050.52,851756.94
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,832350.13,448996.49,2938013.50,0.00,1002234.78,1016320.85,819014.34,856097.71
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,825439.05,481515.07,2884701.63,0.00,998955.20,1016320.85,823790.48,860350.49
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,728118.71,496826.70,2655360.44,0.00,885647.24,1016320.85,825389.88,864383.34
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,702437.93,516794.82,2459746.31,0.00,858744.80,1016320.85,826230.59,868212.90
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,783927.17,447308.59,2589111.56,0.00,963069.76,1016320.85,829487.71,871738.24
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,782698.81,485357.00,2570614.69,0.00,966438.51,1016320.85,832776.45,875210.25
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,698147.08,512856.43,2411631.80,0.00,866411.08,1016320.85,833565.21,878519.42
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,685489.58,508939.40,2605542.28,0.00,855018.39,1016320.85,834056.78,881676.94
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,748626.21,424902.54,2668298.25,0.00,938351.35,1016320.85,836318.47,884596.78
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,707946.40,429856.25,2474714.06,0.00,891863.43,1016320.85,837536.30,887484.85
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,610892.11,451723.27,2192462.50,0.00,773499.46,1016320.85,836162.41,890248.99
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,592571.38,472594.86,2032681.25,0.00,754191.21,1016320.85,834405.90,892950.50
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,669098.76,394689.73,2175942.88,0.00,855722.51,1016320.85,834824.43,895372.77
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,650651.40,397938.15,2172390.75,0.00,836443.01,1016320.85,834857.68,897857.28
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,561071.86,424089.00,1956398.09,0.00,724903.29,1016320.85,832713.72,900167.15
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,543372.61,431232.20,1756776.63,0.00,705558.32,1016320.85,830279.28,902390.97
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,598309.59,344485.10,1802373.00,0.00,780790.89,1016320.85,829348.06,904534.77
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,560646.54,348839.39,1727341.45,0.00,735311.76,1016320.85,827611.28,906599.38
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,468181.48,372696.36,1518344.98,0.00,617120.80,1016320.85,823794.17,908589.11
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,449870.49,385365.90,1480607.25,0.00,595992.70,1016320.85,819692.92,910528.66
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,505466.18,297812.62,1594887.94,0.00,672969.30,1016320.85,817153.52,912359.65
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,488755.49,314380.63,1591045.44,0.00,653985.90,1016320.85,814347.25,914147.65
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,394165.04,336440.71,1465541.31,0.00,530093.31,1016320.85,809489.20,915893.84
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,377367.46,357408.80,1394553.03,0.00,510077.49,1016320.85,804458.08,917581.35
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,414308.84,253003.69,1410780.63,0.00,562758.09,1016320.85,800591.99,919160.73
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,395357.90,272886.84,1302095.65,0.00,539741.07,1016320.85,796349.08,920741.10
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,316011.17,301125.03,1182860.46,0.00,433605.69,1016320.85,790543.26,922270.88
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,301230.58,300307.59,1216628.88,0.00,415421.63,1016320.85,784639.95,923750.95
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,337941.67,213621.94,1201168.94,0.00,468361.84,1016320.85,779852.70,925152.11
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,319772.56,224855.14,1113608.44,0.00,445428.97,1016320.85,774757.14,926541.23
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,244666.64,245289.17,942620.16,0.00,342538.60,1016320.85,768270.34,927888.66
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,222893.08,247191.54,884268.31,0.00,313672.62,1016320.85,761397.33,929225.66
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,255606.72,162692.83,874014.84,0.00,361435.14,1016320.85,755868.86,930429.53
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,233216.66,169804.29,814379.09,0.00,331447.82,1016320.85,749754.53,931666.90
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,156572.40,196538.73,564998.66,0.00,223674.30,1016320.85,742123.23,932894.89
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,140091.03,204344.41,523731.34,0.00,201133.69,1016320.85,734631.32,934050.22
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,174572.80,119191.31,535231.67,0.00,251856.41,1016320.85,728251.45,935137.42
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,156907.19,127775.63,479076.36,0.00,227543.56,1016320.85,721281.82,936267.46
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,80057.22,144957.84,331322.78,0.00,116679.84,1016320.85,713242.95,937331.86
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,63397.11,153207.40,269973.81,0.00,92862.08,1016320.85,705102.52,938368.33
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,88195.53,53943.12,260093.25,0.00,129834.20,1016320.85,697651.81,939377.95
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,67966.71,58039.30,218168.64,0.00,100557.03,1016320.85,690017.29,940361.75
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8182.69,97107.64,59042.28,0.00,12167.06,1016320.85,681459.64,941320.71
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,2671.78,117109.32,20221.93,0.00,3992.90,1016320.85,672930.58,942264.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,1016320.85,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,1016320.85,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,1016320.85,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,1016320.85,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,1016320.85,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,1016320.85,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,1016320.85,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,1016320.85,0.00,0.00
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,78652.90,0.00,78652.90,78652.90,78652.90,78652.90,78652.90,78652.90
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,278089.99,187911.64,1035970.66,0.00,279487.59,279487.59,279487.59,279487.59
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,364537.08,262250.94,1239049.22,0.00,368242.07,368242.07,324352.49,324352.49
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,383747.41,375446.17,1598286.81,0.00,389662.26,389662.26,346595.67,346595.67
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,485778.77,503339.42,1745428.39,0.00,495735.05,495735.05,383605.87,383605.87
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,644913.26,452290.07,2341764.88,0.00,661343.19,661343.19,437429.08,437429.08
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,673817.92,495880.61,2326670.56,0.00,694571.30,694571.30,481529.72,481529.72
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,604275.10,530434.44,2233682.97,0.00,626000.46,694571.30,502100.72,511864.44
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,633900.96,563119.52,2271864.13,0.00,659957.95,694571.30,521776.24,534637.24
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,758027.69,465761.05,2463479.63,0.00,793139.53,793139.53,551850.76,563286.41
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,780497.12,509206.63,2831942.13,0.00,820742.20,820742.20,578678.12,588972.84
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,721011.02,553044.21,2743990.63,0.00,761988.30,820742.20,595307.87,609998.76
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,684242.80,552608.68,2535022.38,0.00,726794.16,820742.20,606354.16,627703.51
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,784420.95,431651.05,2780639.50,0.00,837331.63,837331.63,623895.33,643623.35
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,795907.35,479215.57,2911622.13,0.00,853850.45,853850.45,640293.73,658614.91
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,733178.48,585215.32,2668081.58,0.00,790540.00,853850.45,650397.30,671743.87
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,749024.89,649995.31,2712189.19,0.00,811718.10,853850.45,660552.15,683207.15
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,824974.66,510522.16,2632971.75,0.00,898455.68,898455.68,674330.35,695673.28
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,830658.70,512284.08,2587393.31,0.00,909229.34,909229.34,687459.58,707609.59
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,777247.91,591102.79,2801350.50,0.00,855076.89,909229.34,696332.30,718282.21
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,759607.88,599069.12,2776024.78,0.00,839904.38,909229.34,703557.28,727891.24
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,903135.50,566713.14,3058388.75,0.00,1003497.99,1003497.99,717503.67,740706.17
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,882554.52,586722.22,2967788.25,0.00,985598.24,1003497.99,729798.54,752757.86
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,788420.89,590684.31,2753536.75,0.00,884934.80,1003497.99,736601.16,763752.64
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,791891.70,619896.24,2751037.25,0.00,893431.87,1003497.99,743326.27,774033.24
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,883594.99,523717.60,2841775.44,0.00,1001669.36,1003497.99,753188.01,782792.61
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,877529.02,538454.04,2786597.50,0.00,999832.87,1003497.99,762757.98,791356.11
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,791773.19,587371.93,2768548.25,0.00,906795.18,1003497.99,768250.47,799445.59
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,766420.37,599966.58,2685294.69,0.00,882157.99,1003497.99,772305.71,806710.10
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,835055.01,529093.84,2800087.50,0.00,965814.63,1003497.99,778746.02,813259.53
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,850163.57,547896.49,2833257.25,0.00,988379.38,1003497.99,785942.82,819790.50
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,784414.20,591440.66,2882257.69,0.00,916510.72,1003497.99,790142.63,825699.59
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,808916.23,631257.26,2865847.81,0.00,949875.26,1003497.99,795115.37,831234.74
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,861188.35,535066.33,3014386.00,0.00,1016323.54,1016323.54,801783.12,836813.77
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,840917.90,529057.44,2651077.38,0.00,997374.45,1016323.54,807506.21,842066.31
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,785271.82,556744.30,2446986.44,0.00,936093.68,1016323.54,811200.80,847073.07
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,763373.34,554071.65,2696202.38,0.00,914599.47,1016323.54,814091.60,851804.96
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,832424.02,449072.34,2938354.88,0.00,1002217.12,1016323.54,819053.87,856144.54
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,825519.85,481598.10,2885086.75,0.00,998940.40,1016323.54,823828.57,860396.14
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,728194.34,496915.21,2655832.69,0.00,885633.83,1016323.54,825426.64,864427.88
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,702512.25,516882.16,2459813.81,0.00,858728.03,1016323.54,826265.99,868256.38
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,783996.66,447377.73,2589590.06,0.00,963028.55,1016323.54,829521.29,871780.76
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,782777.47,485434.72,2571053.81,0.00,966402.50,1016323.54,832808.36,875251.81
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,698227.61,512946.08,2412181.80,0.00,866386.20,1016323.54,833595.79,878560.07
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,685572.80,509030.38,2606101.28,0.00,854993.60,1016323.54,834086.09,881716.71
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,748703.09,424974.51,2668642.75,0.00,938300.88,1016323.54,836346.05,884635.75
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,708028.35,429932.94,2474903.56,0.00,891821.47,1016323.54,837562.36,887523.03
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,610960.38,451798.92,2192905.50,0.00,773455.09,1016323.54,836186.96,890286.41
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,592646.45,472680.90,2032893.94,0.00,754154.35,1016323.54,834429.13,892987.18
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,669178.86,394766.56,2176412.88,0.00,855669.55,1016323.54,834846.17,895408.77
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,650734.24,398013.18,2172828.13,0.00,836392.19,1016323.54,834877.93,897892.60
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,561140.38,424165.52,1956544.16,0.00,724850.95,1016323.54,832732.55,900201.84
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,543438.76,431305.96,1757084.88,0.00,705502.71,1016323.54,830296.68,902425.04
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,598379.24,344546.96,1802680.25,0.00,780720.31,1016323.54,829363.81,904568.25
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,560719.54,348904.64,1727766.08,0.00,735250.85,1016323.54,827625.61,906632.29
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,468243.65,372768.83,1518747.36,0.00,617067.43,1016323.54,823807.27,908621.47
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,449936.73,385443.29,1480812.56,0.00,595946.00,1016323.54,819704.95,910560.50
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,505536.69,297876.13,1595089.38,0.00,672907.19,1016323.54,817164.27,912390.98
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,488830.92,314449.35,1591268.31,0.00,653931.17,1016323.54,814356.87,914178.48
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,394227.48,336515.72,1465855.75,0.00,530047.76,1016323.54,809497.87,915924.20
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,377434.29,357489.15,1394595.05,0.00,510039.96,1016323.54,804465.98,917611.24
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,414378.24,253068.74,1410831.84,0.00,562707.85,1016323.54,800598.96,919190.19
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,395427.03,272952.23,1302129.79,0.00,539693.45,1016323.54,796355.16,920770.12
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,316065.10,301195.46,1182871.37,0.00,433562.88,1016323.54,790548.56,922299.48
