#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
cap_02,CapFloor,1,0,2017-04-19,InterestProjected,6.6613,GBP,0.0000044531,0.4986301370,2016-10-19,2017-04-19,0.0000,2016-10-19,0.0093369250,3000000.0000,0.9933293411,6.6169129019,1.2316211336,8.1495297694,EUR,#N/A,0.0250000000,#N/A,0.0066954700,#N/A,#N/A
cap_02,CapFloor,2,0,2017-10-19,InterestProjected,114.2308,GBP,0.0000759458,0.5013698630,2017-04-19,2017-10-19,0.0000,2017-04-19,0.0079903267,3000000.0000,0.9940408366,113.5500468794,1.2316211336,139.8506374617,EUR,#N/A,0.0250000000,#N/A,0.0078170320,#N/A,#N/A
cap_02,CapFloor,3,0,2018-04-19,InterestProjected,601.1127,GBP,0.0004018427,0.4986301370,2017-10-19,2018-04-19,0.0000,2017-10-19,0.0084982538,3000000.0000,0.9938803937,597.4341210111,1.2316211336,735.8124893909,EUR,#N/A,0.0250000000,#N/A,0.0088712061,#N/A,#N/A
cap_02,CapFloor,4,0,2018-10-19,InterestProjected,1491.8019,GBP,0.0009918173,0.5013698630,2018-04-19,2018-10-19,0.0000,2018-04-19,0.0095335486,3000000.0000,0.9922907463,1480.3012116719,1.2316211336,1823.1702564381,EUR,#N/A,0.0250000000,#N/A,0.0095566942,#N/A,#N/A
cap_02,CapFloor,5,0,2019-04-23,InterestProjected,2417.6170,GBP,0.0015814161,0.5095890411,2018-10-19,2019-04-23,0.0000,2018-10-19,0.0102492812,3000000.0000,0.9904528757,2394.5357094945,1.2316211336,2949.1607850532,EUR,#N/A,0.0250000000,#N/A,0.0098182755,#N/A,#N/A
cap_02,CapFloor,6,0,2019-10-21,InterestProjected,3239.9086,GBP,0.0021778391,0.4958904110,2019-04-23,2019-10-21,0.0000,2019-04-23,0.0112615098,3000000.0000,0.9883141445,3202.0474553414,1.2316211336,3943.7093168953,EUR,#N/A,0.0250000000,#N/A,0.0097966001,#N/A,#N/A
cap_02,CapFloor,7,0,2020-04-20,InterestProjected,3917.8160,GBP,0.0026190528,0.4986301370,2019-10-21,2020-04-20,0.0000,2019-10-21,0.0119208040,3000000.0000,0.9857421443,3861.9563181674,1.2316211336,4756.4670186239,EUR,#N/A,0.0250000000,#N/A,0.0096167869,#N/A,#N/A
cap_02,CapFloor,8,0,2020-10-19,InterestProjected,4653.2922,GBP,0.0031107173,0.4986301370,2020-04-20,2020-10-19,0.0000,2020-04-20,0.0128615226,3000000.0000,0.9824972184,4571.8466758420,1.2316211336,5630.7829856984,EUR,#N/A,0.0250000000,#N/A,0.0094169011,#N/A,#N/A
cap_02,CapFloor,9,0,2021-04-19,InterestProjected,5570.6493,GBP,0.0037239689,0.4986301370,2020-10-19,2021-04-19,0.0000,2020-10-19,0.0140305971,3000000.0000,0.9784457566,5450.5781687797,1.2316211336,6713.0472631897,EUR,#N/A,0.0250000000,#N/A,0.0092976361,#N/A,#N/A
cap_02,CapFloor,10,0,2021-10-19,InterestProjected,6881.1209,GBP,0.0045748800,0.5013698630,2021-04-19,2021-10-19,0.0000,2021-04-19,0.0157778021,3000000.0000,0.9730502419,6695.6763236082,1.2316211336,8246.5364641244,EUR,#N/A,0.0250000000,#N/A,0.0092200835,#N/A,#N/A
