#Tenor,Date,EUR,EUR-EONIA,EUR-EURIBOR-3M,EUR-EURIBOR-6M,CPTY_A
8Y10M,2024-12-05,0.839566901457236,0.837420036958399,0.959875254075597,0.839566901457236,0.915409693330635
8Y11M,2025-01-06,0.838112009436446,0.835947560728109,0.958798317143101,0.838112009436446,0.914607494066993
9Y,2025-02-05,0.836750338005667,0.834569465800995,0.957789786153564,0.836750338005667,0.913856070726503
9Y1M,2025-03-05,0.835481440722008,0.833285210347676,0.956602302152275,0.835481440722008,0.913155299276484
9Y2M,2025-04-07,0.833988424743407,0.831774133704704,0.955141438710838,0.833988424743407,0.912330079914706
9Y3M,2025-05-05,0.832723715786992,0.830494157130993,0.953903667865635,0.832723715786992,0.911630478638884
9Y4M,2025-06-05,0.831325739295920,0.829079337640701,0.952535149657706,0.831325739295920,0.910856545839395
9Y5M,2025-07-07,0.829885128449209,0.827621406914478,0.951124545036528,0.829885128449209,0.910058336626975
9Y6M,2025-08-05,0.828581731339985,0.826302371814989,0.949847989059919,0.828581731339985,0.909335563745671
9Y7M,2025-09-05,0.827190708411990,0.824894693397892,0.948485289332910,0.827190708411990,0.908563579224513
9Y8M,2025-10-06,0.825802020733148,0.823489413084194,0.947124544603508,0.825802020733148,0.907792250083091
9Y9M,2025-11-05,0.824460349206607,0.822131743859316,0.945809553641695,0.824460349206607,0.907046426011614
9Y10M,2025-12-05,0.823120857479147,0.820776312994391,0.944496388417838,0.823120857479147,0.906301214694372
9Y11M,2026-01-05,0.821739002265645,0.819378048702195,0.943141366366433,0.821739002265645,0.905531806197503
10Y,2026-02-05,0.820359466910538,0.817982166475610,0.941788288297857,0.820359466910538,0.904763050893443
10Y1M,2026-03-05,0.819114447952221,0.816723442183737,0.940572905669022,0.819114447952221,0.904069252235855
10Y2M,2026-04-07,0.817649337992456,0.815242439409703,0.939143500953809,0.817649337992456,0.903252243943920
10Y3M,2026-05-05,0.816408269642314,0.813987937228826,0.937932376364194,0.816408269642314,0.902559603817102
10Y4M,2026-06-05,0.815036426877241,0.812601275744543,0.936593310194762,0.815036426877241,0.901793371777635
10Y5M,2026-07-06,0.813666889273252,0.811216976494372,0.935256155781712,0.813666889273252,0.901027790234307
10Y6M,2026-08-05,0.812343721473602,0.809879577429844,0.933963953057883,0.812343721473602,0.900287523708607
10Y7M,2026-09-07,0.810890721981213,0.808410984955505,0.932544592080872,0.810890721981213,0.899473932968543
10Y8M,2026-10-05,0.809659912190617,0.807166995076364,0.931341977480191,0.809659912190617,0.898784190160620
10Y9M,2026-11-05,0.808299408954663,0.805791953343845,0.930012320283529,0.808299408954663,0.898021163275575
10Y10M,2026-12-07,0.806897416388549,0.804375012383367,0.928641762054084,0.806897416388549,0.897234202069940
10Y11M,2027-01-05,0.805628961212113,0.803093061935627,0.927401438372345,0.805628961212113,0.896521614180422
11Y,2027-02-05,0.804275231340837,0.801724960313542,0.926077406999827,0.804275231340837,0.895760508119443
11Y1M,2027-03-05,0.803054462867066,0.800491258947473,0.924883132516359,0.803054462867066,0.895073612873843
11Y2M,2027-04-05,0.801705059026110,0.799127589602364,0.923562696475722,0.801705059026110,0.894313736100093
11Y3M,2027-05-05,0.800401343300542,0.797810121499821,0.922286650095664,0.800401343300542,0.893578985707837
11Y4M,2027-06-07,0.798969704556029,0.796363415133790,0.920885035315481,0.798969704556029,0.892771457480307
11Y5M,2027-07-05,0.797756989071562,0.795137964160237,0.919697456942904,0.797756989071562,0.892086854325790
11Y6M,2027-08-05,0.796416486783138,0.793783414370045,0.918384424381347,0.796416486783138,0.891329513174157
11Y7M,2027-09-06,0.795035105104974,0.792387589766807,0.917031002170504,0.795035105104974,0.890548416049733
11Y8M,2027-10-05,0.793785297664727,0.791124743942599,0.915806186191558,0.793785297664727,0.889841138044902
11Y9M,2027-11-05,0.792451469164803,0.789777030835913,0.914498709114757,0.792451469164803,0.889085703404218
11Y10M,2027-12-06,0.791119881949106,0.788431613613196,0.913193098695260,0.791119881949106,0.888330910093173
11Y11M,2028-01-05,0.789833379613497,0.787131779249463,0.911931379537123,0.789833379613497,0.887601075071863
12Y,2028-02-07,0.788420643268876,0.785704436420314,0.910545501838536,0.788420643268876,0.886798949088183
12Y1M,2028-03-06,0.787224973493936,0.784495407712806,0.909326250713471,0.787224973493936,0.886118925827043
12Y2M,2028-04-05,0.785945995913502,0.783202086832002,0.908018017950781,0.785945995913502,0.885390908128046
12Y3M,2028-05-05,0.784669096244347,0.781910898122891,0.906711667321111,0.784669096244347,0.884663488553922
12Y4M,2028-06-05,0.783351812628183,0.780578906021168,0.905363746079490,0.783351812628183,0.883912449502085
12Y5M,2028-07-05,0.782079127640184,0.779292041893798,0.904061214107227,0.782079127640184,0.883186244600185
12Y6M,2028-08-07,0.780681562203550,0.777878941582756,0.902630593224658,0.780681562203550,0.882388108303240
12Y7M,2028-09-05,0.779455460486711,0.776639241640164,0.901375249940681,0.779455460486711,0.881687311255623
12Y8M,2028-10-05,0.778189105769222,0.775358872452290,0.900078456152396,0.778189105769222,0.880962934483086
12Y9M,2028-11-06,0.776840595037681,0.773995471825450,0.898697265768621,0.776840595037681,0.880190921883168
12Y10M,2028-12-05,0.775620525763089,0.772761960940021,0.897447392802450,0.775620525763089,0.879491869851993
12Y11M,2029-01-05,0.774318432669531,0.771445554133369,0.896113243868897,0.774318432669531,0.878745221269138
13Y,2029-02-05,0.773018525498558,0.770131389837307,0.894781078286559,0.773018525498558,0.877999206556960
13Y1M,2029-03-05,0.771846291590295,0.768946327039174,0.893579534234203,0.771846291590295,0.877325931194676
13Y2M,2029-04-05,0.770550534590338,0.767636420198479,0.892251135274883,0.770550534590338,0.876581121395197
13Y3M,2029-05-07,0.769215260609520,0.766286598827153,0.890881956088858,0.769215260609520,0.875812948701344
13Y4M,2029-06-05,0.768007167326275,0.765065373515870,0.889642952349358,0.768007167326275,0.875117373678359
13Y5M,2029-07-05,0.766759412260447,0.763804085032828,0.888363037625192,0.766759412260447,0.874398394635966
13Y6M,2029-08-06,0.765430707851355,0.762461002487035,0.886999824811374,0.765430707851355,0.873632134726969
13Y7M,2029-09-05,0.764187138671413,0.761204007575886,0.885723712711446,0.764187138671413,0.872914375927381
13Y8M,2029-10-05,0.762945589875929,0.759949084949354,0.884449436533065,0.762945589875929,0.872197206824158
13Y9M,2029-11-05,0.761664775160046,0.758654504989803,0.883134610414013,0.761664775160046,0.871456751078326
13Y10M,2029-12-05,0.760427324362579,0.757403785478928,0.881864059134644,0.760427324362579,0.870740779530710
13Y11M,2030-01-07,0.759068450422537,0.756030375425562,0.880468563875143,0.759068450422537,0.869953890213058
14Y,2030-02-05,0.757876293241786,0.754825495382009,0.879244042673768,0.757876293241786,0.869262968483620
14Y1M,2030-03-05,0.756727021575064,0.753663984988506,0.878063362308837,0.756727021575064,0.868596392323123
14Y2M,2030-04-05,0.755456646442157,0.752380111752095,0.876758029753624,0.755456646442157,0.867858993504974
14Y3M,2030-05-06,0.754188403984485,0.751098425605051,0.875454637711082,0.754188403984485,0.867122220704872
14Y4M,2030-06-05,0.752963099792421,0.749860163063520,0.874195135482477,0.752963099792421,0.866409810321268
14Y5M,2030-07-05,0.751739786310312,0.748623941924380,0.872937445279072,0.751739786310312,0.865697985239877
14Y6M,2030-08-05,0.750477783628080,0.747348654445720,0.871639732932902,0.750477783628080,0.864963047037472
14Y7M,2030-09-05,0.749217899565614,0.746075539430512,0.870343949771170,0.749217899565614,0.864228732764162
14Y8M,2030-10-07,0.747919592547003,0.744763630978479,0.869008387647909,0.747919592547003,0.863471384815925
14Y9M,2030-11-05,0.746744945237682,0.743576706662608,0.867799804810875,0.746744945237682,0.862785611524686
14Y10M,2030-12-05,0.745531734179320,0.742350844443720,0.866551315464814,0.745531734179320,0.862076764013001
14Y11M,2031-01-06,0.744239814854324,0.741045485541399,0.865221573223139,0.744239814854324,0.861321301895512
15Y,2031-02-05,0.743030673795904,0.739823796299304,0.863976793136577,0.743030673795904,0.860613657431516
15Y1M,2031-03-05,0.741903570366804,0.738685362842710,0.862973723228284,0.741903570366804,0.859953713814635
15Y2M,2031-04-07,0.740577305156474,0.737345884099678,0.861833231266875,0.740577305156474,0.859176572779112
15Y3M,2031-05-05,0.739453848661912,0.736211261624157,0.860866723195091,0.739453848661912,0.858517731160595
15Y4M,2031-06-05,0.738212009690632,0.734957108911973,0.859797924951659,0.738212009690632,0.857788888667220
15Y5M,2031-07-07,0.736932298901389,0.733664740586983,0.858696041177761,0.736932298901389,0.857037184135509
15Y6M,2031-08-05,0.735774477300733,0.732495494847027,0.857698678812814,0.735774477300733,0.856356520918623
15Y7M,2031-09-05,0.734538817466602,0.731247672028482,0.856633813815005,0.734538817466602,0.855629513194413
15Y8M,2031-10-06,0.733305232799894,0.730001974904630,0.855570270886930,0.733305232799894,0.854903122666684
15Y9M,2031-11-05,0.732113413740154,0.728798482092637,0.854542293035682,0.732113413740154,0.854200751251190
15Y10M,2031-12-05,0.730923531708281,0.727596973377946,0.853515550312042,0.730923531708281,0.853498956890092
15Y11M,2032-01-05,0.729696018553344,0.726357495302691,0.852455878824765,0.729696018553344,0.852774375107731
16Y,2032-02-05,0.728470566884295,0.725120128706670,0.851397522959285,0.728470566884295,0.852050408462336
16Y1M,2032-03-05,0.727326039823889,0.723964500564082,0.850408637712016,0.727326039823889,0.851373705767624
16Y2M,2032-04-05,0.726104568297688,0.722731210489295,0.849352823572968,0.726104568297688,0.850650928226772
16Y3M,2032-05-05,0.724924452262572,0.721539704374616,0.848332316058578,0.724924452262572,0.849952050329723
16Y4M,2032-06-07,0.723628539802307,0.720231316331642,0.847211173941471,0.723628539802307,0.849183947807544
16Y5M,2032-07-05,0.722530794601326,0.719123029628337,0.846261063864007,0.722530794601326,0.848532768824879
16Y6M,2032-08-05,0.721317376211105,0.717897987109954,0.845210399093059,0.721317376211105,0.847812403110236
16Y7M,2032-09-06,0.720066952732906,0.716635616003035,0.844127210128230,0.720066952732906,0.847069441253445
16Y8M,2032-10-05,0.718935628901619,0.715493509677410,0.843146769238512,0.718935628901619,0.846396694467795
16Y9M,2032-11-05,0.717728248233539,0.714274650129226,0.842099970980853,0.717728248233539,0.845678142183096
16Y10M,2032-12-06,0.716522895240843,0.713057866936141,0.841054472362394,0.716522895240843,0.844960199916593
16Y11M,2033-01-05,0.715358352012333,0.711882308448776,0.840043935415632,0.715358352012333,0.844265997408828
17Y,2033-02-07,0.714079540407849,0.710591432430821,0.838933747086853,0.714079540407849,0.843503033378389
17Y1M,2033-03-07,0.712996281048267,0.709497979510645,0.837992919779626,0.712996281048267,0.842856210686358
17Y2M,2033-04-05,0.711876066210873,0.708367248477576,0.837019603774659,0.711876066210873,0.842186810069491
17Y3M,2033-05-05,0.710719075334586,0.707199423018056,0.836013914770471,0.710719075334586,0.841494886123706
17Y4M,2033-06-06,0.709487024301972,0.705955864553654,0.834942511664338,0.709487024301972,0.840757460484755
17Y5M,2033-07-05,0.708372322987691,0.704830778609676,0.833972738661908,0.708372322987691,0.840089726705792
17Y6M,2033-08-05,0.707182682338104,0.703630083267590,0.832937330306427,0.707182682338104,0.839376528749772
17Y7M,2033-09-05,0.705995039571309,0.702431433337463,0.831903207449156,0.705995039571309,0.838663936266367
17Y8M,2033-10-05,0.704847606951702,0.701273393756748,0.830903665855976,0.704847606951702,0.837974906643686
17Y9M,2033-11-07,0.703587584898941,0.700001755179294,0.829805557157986,0.703587584898941,0.837217627878295
17Y10M,2033-12-05,0.702520241846104,0.698924597577336,0.828874966714373,0.702520241846104,0.836575625018257
17Y11M,2034-01-05,0.701340429182993,0.697733963549639,0.827845887433482,0.701340429182993,0.835865410374686
18Y,2034-02-06,0.700124636291010,0.696507049403457,0.826784952155343,0.700124636291010,0.835132918003684
18Y1M,2034-03-06,0.699062546534590,0.695435269429291,0.825857749187418,0.699062546534590,0.834492513759892
18Y2M,2034-04-05,0.697926381088547,0.694288763835147,0.824865471284205,0.697926381088547,0.833806911295042
18Y3M,2034-05-05,0.696792062218216,0.693144148388275,0.823874385614689,0.696792062218216,0.833121872107551
18Y4M,2034-06-05,0.695621869461350,0.691963361487898,0.822851514742315,0.695621869461350,0.832414589543064
18Y5M,2034-07-05,0.694491296044833,0.690822579736148,0.821862848865525,0.694491296044833,0.831730694259454
18Y6M,2034-08-07,0.693249787469310,0.689569891910843,0.820776688363436,0.693249787469310,0.830979058395070
18Y7M,2034-09-05,0.692160597078581,0.688470920386229,0.819823368748876,0.692160597078581,0.830319090671939
18Y8M,2034-10-05,0.691035649164532,0.687335896328165,0.818838341225496,0.691035649164532,0.829636917008556
18Y9M,2034-11-06,0.689837719891668,0.686127266422730,0.817788949670273,0.689837719891668,0.828909882841491
18Y10M,2034-12-05,0.688753890326554,0.685033781430265,0.816839100268671,0.688753890326554,0.828251558467931
18Y11M,2035-01-05,0.687597196877495,0.683866810725385,0.815824963966256,0.687597196877495,0.827548410578138
19Y,2035-02-05,0.686442445979693,0.682701827981775,0.814812086752001,0.686442445979693,0.826845859628911
19Y1M,2035-03-05,0.685401112119327,0.681651291381773,0.813898310826146,0.685401112119327,0.826211810142832
19Y2M,2035-04-05,0.684250049326796,0.680490082826006,0.812887825623844,0.684250049326796,0.825510393906563
19Y3M,2035-05-07,0.683063883077576,0.679293490782946,0.811846060019322,0.683063883077576,0.824786975927767
19Y4M,2035-06-05,0.681990696138106,0.678210896818239,0.810903113193477,0.681990696138106,0.824131925987492
19Y5M,2035-07-05,0.680882277059846,0.677092787597449,0.809928803463188,0.680882277059846,0.823454835575652
19Y6M,2035-08-06,0.679701948936326,0.675902169449588,0.808890830027047,0.679701948936326,0.822733218940442
19Y7M,2035-09-05,0.678597249690431,0.674787866433286,0.807918938078903,0.678597249690431,0.822057277678514
19Y8M,2035-10-05,0.677494345879176,0.673675400474576,0.806948213870489,0.677494345879176,0.821381891756493
19Y9M,2035-11-05,0.676356561711771,0.672527779031279,0.805946357473574,0.676356561711771,0.820684575901186
19Y10M,2035-12-05,0.675257299623662,0.671419039088438,0.804978003344206,0.675257299623662,0.820010317763665
19Y11M,2036-01-07,0.674050174735357,0.670201536243836,0.803914157577860,0.674050174735357,0.819269273615301
20Y,2036-02-05,0.672991149566563,0.669133432179658,0.802980423535816,0.672991149566563,0.818618605861792
