#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
portfolio_77_trade_20,1503523_RV,114.99,2382.48,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,299.14,299.14
portfolio_77_trade_200,1503523_RV,1.71,148.19,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,271.04,271.04
portfolio_77_trade_201,1503523_RV,18.99,331.52,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,104.43,104.43
portfolio_77_trade_202,1503523_RV,25.03,435.90,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1890.77,1890.77
portfolio_77_trade_203,1503523_RV,424.51,7411.23,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,2334.53,2334.53
portfolio_77_trade_204,1503523_RV,0.99,101.87,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,220.25,220.25
portfolio_77_trade_205,1503523_RV,50.10,779.38,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,3635.51,3635.51
portfolio_77_trade_206,1503523_RV,122.41,2001.37,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,625.47,625.47
portfolio_77_trade_207,1503523_RV,127.65,1789.54,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,772.10,772.10
portfolio_77_trade_208,1503523_RV,210.20,3445.48,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1119.47,1119.47
portfolio_77_trade_209,1503523_RV,34.18,459.45,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,2312.40,2312.40
portfolio_77_trade_21,1503523_RV,189.72,5515.17,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,7.27,7.27
portfolio_77_trade_210,1503523_RV,5.56,74.35,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,497.29,497.29
portfolio_77_trade_211,1503523_RV,3.64,58.02,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,212.30,212.30
portfolio_77_trade_212,1503523_RV,29.60,496.27,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1542.46,1542.46
portfolio_77_trade_213,1503523_RV,27.96,286.63,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1331.96,1331.96
portfolio_77_trade_214,1503523_RV,31.52,117.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1327.45,1327.45
portfolio_77_trade_215,1503523_RV,27.68,258.53,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1030.84,1030.84
portfolio_77_trade_216,1503523_RV,881.56,3318.97,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,33594.19,33594.19
portfolio_77_trade_217,1503523_RV,107.80,486.37,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,3777.81,3777.81
portfolio_77_trade_218,1503523_RV,127.15,670.88,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,6089.56,6089.56
portfolio_77_trade_219,1503523_RV,126.02,474.45,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,4802.32,4802.32
portfolio_77_trade_22,1503523_RV,1.56,667.39,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,54.95,54.95
portfolio_77_trade_220,1503523_RV,104.76,655.91,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,4381.43,4381.43
portfolio_77_trade_221,1503523_RV,391.74,983.19,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,15476.73,15476.73
portfolio_77_trade_222,1503523_RV,122.65,1167.36,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1326.95,1326.95
portfolio_77_trade_223,1503523_RV,53.60,510.17,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,579.92,579.92
portfolio_77_trade_224,1503523_RV,146.87,1397.95,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1589.08,1589.08
portfolio_77_trade_225,1503523_RV,49.97,475.60,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,540.62,540.62
portfolio_77_trade_226,1503523_RV,108.38,733.50,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1439.98,1439.98
portfolio_77_trade_227,1503523_RV,146.32,990.23,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1943.97,1943.97
portfolio_77_trade_228,1503523_RV,37.91,431.28,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,368.96,368.96
portfolio_77_trade_229,1503523_RV,12.01,136.68,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,116.93,116.93
portfolio_77_trade_23,1503523_RV,18.57,1051.60,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,16.98,16.98
portfolio_77_trade_230,1503523_RV,61.40,698.56,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,597.62,597.62
portfolio_77_trade_231,1503523_RV,2.64,182.21,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,601.55,601.55
portfolio_77_trade_232,1503523_RV,16.05,156.51,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,138.85,138.85
portfolio_77_trade_233,1503523_RV,19.06,185.87,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,164.90,164.90
portfolio_77_trade_234,1503523_RV,61.43,599.19,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,531.56,531.56
portfolio_77_trade_235,1503523_RV,8.90,86.82,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,77.02,77.02
portfolio_77_trade_236,1503523_RV,6.27,61.14,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,54.24,54.24
portfolio_77_trade_237,1503523_RV,40.75,423.43,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,337.97,337.97
portfolio_77_trade_238,1503523_RV,67.11,697.41,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,556.64,556.64
portfolio_77_trade_239,1503523_RV,141.03,1947.49,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,962.30,962.30
portfolio_77_trade_24,1503523_RV,0.00,8.50,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,0.00,0.00
portfolio_77_trade_240,1503523_RV,23.57,466.57,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,117.73,117.73
portfolio_77_trade_241,1503523_RV,15.16,421.13,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,61.29,61.29
portfolio_77_trade_242,1503523_RV,1.74,92.19,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,71.47,71.47
portfolio_77_trade_243,1503523_RV,10.59,134.97,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,56.45,56.45
portfolio_77_trade_244,1503523_RV,58.66,883.40,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,266.12,266.12
portfolio_77_trade_245,1503523_RV,33.59,452.38,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,172.11,172.11
portfolio_77_trade_246,1503523_RV,35.31,508.74,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,171.85,171.85
portfolio_77_trade_247,1503523_RV,273.64,3654.54,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1428.36,1428.36
portfolio_77_trade_248,1503523_RV,36.09,600.69,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,206.73,206.73
portfolio_77_trade_25,1503523_RV,4.38,141.56,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,85.16,85.16
portfolio_77_trade_26,1503523_RV,13.99,510.71,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,336.09,336.09
portfolio_77_trade_27,1503523_RV,0.08,77.62,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,27.04,28.32
portfolio_77_trade_28,1503523_RV,209.75,731.83,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,4686.32,4686.32
portfolio_77_trade_29,1503523_RV,18.30,63.84,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,408.83,408.83
portfolio_77_trade_3,1503523_RV,13.63,165.08,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,79.96,79.96
portfolio_77_trade_30,1503523_RV,20.32,258.53,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,107.35,107.35
portfolio_77_trade_31,1503523_RV,47.70,531.02,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,286.88,286.88
portfolio_77_trade_32,1503523_RV,29.68,329.78,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,187.69,187.69
portfolio_77_trade_33,1503523_RV,16.55,11.58,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,9859.51,12867.83
portfolio_77_trade_34,1503523_RV,34.03,409.69,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,164.47,164.47
portfolio_77_trade_35,1503523_RV,246.45,2954.56,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1167.22,1167.22
portfolio_77_trade_36,1503523_RV,951.04,710.88,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,12624.37,12624.37
portfolio_77_trade_37,1503523_RV,0.61,90.83,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,114.97,114.97
portfolio_77_trade_38,1503523_RV,5.20,404.93,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,595.59,595.59
portfolio_77_trade_39,1503523_RV,3.57,191.33,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,310.83,310.83
portfolio_77_trade_4,1503523_RV,5187.59,24738.28,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,216377.38,216377.38
portfolio_77_trade_40,1503523_RV,7.38,726.06,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,2607.87,2730.76
portfolio_77_trade_41,1503523_RV,4.43,435.64,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1564.72,1638.45
portfolio_77_trade_42,1503523_RV,0.44,59.04,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,30.94,30.94
portfolio_77_trade_43,1503523_RV,15.13,332.93,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,36.93,36.93
portfolio_77_trade_44,1503523_RV,49.02,1299.56,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,114.00,114.00
portfolio_77_trade_45,1503523_RV,32.87,866.54,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,74.69,74.69
portfolio_77_trade_46,1503523_RV,23.69,624.67,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,53.88,53.88
portfolio_77_trade_47,1503523_RV,10.90,287.34,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,24.79,24.79
portfolio_77_trade_48,1503523_RV,406.67,10724.96,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,925.35,925.35
portfolio_77_trade_49,1503523_RV,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,0.00,0.00
portfolio_77_trade_5,1503523_RV,58.81,292.37,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,2348.59,2348.59
portfolio_77_trade_50,1503523_RV,0.91,134.59,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,61.58,61.58
portfolio_77_trade_51,1503523_RV,18.68,315.44,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,93.03,93.03
portfolio_77_trade_52,1503523_RV,10.89,444.69,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,18.39,18.39
portfolio_77_trade_53,1503523_RV,4.08,137.96,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,7.20,7.20
portfolio_77_trade_54,1503523_RV,15.57,218.12,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,102.98,102.98
portfolio_77_trade_55,1503523_RV,4.10,57.40,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,27.10,27.10
portfolio_77_trade_56,1503523_RV,1909.11,365.15,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,229890.15,231214.82
portfolio_77_trade_57,1503523_RV,211.58,7276.68,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,363.76,363.76
portfolio_77_trade_58,1503523_RV,12.35,507.26,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,19.79,19.79
portfolio_77_trade_59,1503523_RV,5.49,301.99,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,6.40,6.40
portfolio_77_trade_6,1503523_RV,288.02,2910.72,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,2071.29,2071.29
portfolio_77_trade_60,1503523_RV,159.64,3513.55,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,194.10,194.10
portfolio_77_trade_61,1503523_RV,20.60,1499.15,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,16.14,16.14
portfolio_77_trade_62,1503523_RV,8.48,617.11,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,6.64,6.64
portfolio_77_trade_63,1503523_RV,44.35,2832.88,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,35.12,35.12
portfolio_77_trade_64,1503523_RV,216.95,12534.52,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,212.37,212.37
portfolio_77_trade_65,1503523_RV,13.93,852.99,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,14.02,14.02
portfolio_77_trade_66,1503523_RV,0.94,17.31,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,47.98,47.98
portfolio_77_trade_67,1503523_RV,84.46,4357.58,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,77.88,77.88
portfolio_77_trade_68,1503523_RV,38.05,202.23,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1782.86,1782.86
portfolio_77_trade_69,1503523_RV,56.01,334.53,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1889.38,1889.38
portfolio_77_trade_7,1503523_RV,100.35,1311.02,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,475.44,475.44
portfolio_77_trade_70,1503523_RV,4.67,286.15,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,4.72,4.72
portfolio_77_trade_71,1503523_RV,136.11,4469.09,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,255.23,255.23
portfolio_77_trade_72,1503523_RV,1.30,79.16,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1.27,1.27
portfolio_77_trade_73,1503523_RV,1.87,114.81,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,1.89,1.89
portfolio_77_trade_74,1503523_RV,219.43,6403.55,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,212.28,212.28
portfolio_77_trade_75,1503523_RV,22.95,1299.37,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,25.67,25.67
portfolio_77_trade_76,1503523_RV,5.25,295.56,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,5.74,5.74
portfolio_77_trade_77,1503523_RV,16.96,1675.03,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,311.84,311.84
portfolio_77_trade_78,1503523_RV,191.49,9074.42,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,206.77,206.77
portfolio_77_trade_79,1503523_RV,0.00,22.93,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,0.65,0.65
portfolio_77_trade_8,1503523_RV,2.45,118.87,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,248.76,248.76
portfolio_77_trade_80,1503523_RV,133.30,6645.33,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,163.27,163.27
portfolio_77_trade_81,1503523_RV,0.18,52.02,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,7.80,7.80
portfolio_77_trade_82,1503523_RV,31.73,1401.87,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,41.94,41.94
portfolio_77_trade_83,1503523_RV,16.92,628.67,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,24.23,24.23
portfolio_77_trade_84,1503523_RV,0.00,22.17,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,2.25,2.25
portfolio_77_trade_85,1503523_RV,57.01,2748.45,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,61.42,61.42
portfolio_77_trade_86,1503523_RV,92.56,4036.58,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,125.64,125.64
portfolio_77_trade_87,1503523_RV,0.39,117.76,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,21.48,21.48
portfolio_77_trade_88,1503523_RV,27.95,1070.96,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,38.89,38.89
portfolio_77_trade_89,1503523_RV,84.66,5086.34,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,82.00,82.00
portfolio_77_trade_9,1503523_RV,10.39,401.67,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,945.22,945.22
portfolio_77_trade_90,1503523_RV,0.29,129.46,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,11.68,11.68
portfolio_77_trade_91,1503523_RV,117.42,4852.90,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,149.43,149.43
portfolio_77_trade_92,1503523_RV,47.23,2186.06,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,54.54,54.54
portfolio_77_trade_93,1503523_RV,22.67,1049.36,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,26.18,26.18
portfolio_77_trade_94,1503523_RV,49.49,2783.95,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,44.23,44.23
portfolio_77_trade_95,1503523_RV,2.42,838.81,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,90.20,90.20
