#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma
portfolio_10_trade_1,false,DiscountCurve/USD/0/3M,0.000100,,0.000000,USD,-32.06,0.00,#N/A
portfolio_10_trade_1,false,DiscountCurve/USD/1/6M,0.000100,,0.000000,USD,-32.06,0.00,#N/A
portfolio_10_trade_1,false,DiscountCurve/USD/2/1Y,0.000100,,0.000000,USD,-32.06,0.00,#N/A
portfolio_10_trade_1,false,IndexCurve/USD-SOFR/0/3M,0.000100,,0.000000,USD,-32.06,0.51,#N/A
portfolio_10_trade_1,false,IndexCurve/USD-SOFR/1/6M,0.000100,,0.000000,USD,-32.06,-0.07,#N/A
portfolio_10_trade_1,false,IndexCurve/USD-SOFR/2/1Y,0.000100,,0.000000,USD,-32.06,-2.20,#N/A
portfolio_10_trade_10,false,DiscountCurve/USD/0/3M,0.000100,,0.000000,USD,-721980.79,6.02,#N/A
portfolio_10_trade_10,false,DiscountCurve/USD/1/6M,0.000100,,0.000000,USD,-721980.79,14.26,#N/A
portfolio_10_trade_10,false,DiscountCurve/USD/2/1Y,0.000100,,0.000000,USD,-721980.79,7.36,#N/A
portfolio_10_trade_10,false,IndexCurve/USD-SOFR/0/3M,0.000100,,0.000000,USD,-721980.79,-19.46,#N/A
portfolio_10_trade_10,false,IndexCurve/USD-SOFR/1/6M,0.000100,,0.000000,USD,-721980.79,-1205.67,#N/A
portfolio_10_trade_10,false,IndexCurve/USD-SOFR/2/1Y,0.000100,,0.000000,USD,-721980.79,-1326.23,#N/A
portfolio_10_trade_11,false,DiscountCurve/USD/0/3M,0.000100,,0.000000,USD,-201083.13,1.68,#N/A
portfolio_10_trade_11,false,DiscountCurve/USD/1/6M,0.000100,,0.000000,USD,-201083.13,3.97,#N/A
portfolio_10_trade_11,false,DiscountCurve/USD/2/1Y,0.000100,,0.000000,USD,-201083.13,2.05,#N/A
portfolio_10_trade_11,false,IndexCurve/USD-SOFR/0/3M,0.000100,,0.000000,USD,-201083.13,-5.42,#N/A
portfolio_10_trade_11,false,IndexCurve/USD-SOFR/1/6M,0.000100,,0.000000,USD,-201083.13,-335.80,#N/A
portfolio_10_trade_11,false,IndexCurve/USD-SOFR/2/1Y,0.000100,,0.000000,USD,-201083.13,-369.38,#N/A
portfolio_10_trade_12,false,DiscountCurve/USD/0/3M,0.000100,,0.000000,USD,-1028.91,0.00,#N/A
portfolio_10_trade_12,false,DiscountCurve/USD/1/6M,0.000100,,0.000000,USD,-1028.91,0.03,#N/A
portfolio_10_trade_12,false,DiscountCurve/USD/2/1Y,0.000100,,0.000000,USD,-1028.91,0.03,#N/A
portfolio_10_trade_12,false,IndexCurve/USD-SOFR/0/3M,0.000100,,0.000000,USD,-1028.91,17.58,#N/A
portfolio_10_trade_12,false,IndexCurve/USD-SOFR/1/6M,0.000100,,0.000000,USD,-1028.91,-8.38,#N/A
portfolio_10_trade_12,false,IndexCurve/USD-SOFR/2/1Y,0.000100,,0.000000,USD,-1028.91,-66.04,#N/A
portfolio_10_trade_13,false,DiscountCurve/USD/0/3M,0.000100,,0.000000,USD,-815943.25,6.81,#N/A
portfolio_10_trade_13,false,DiscountCurve/USD/1/6M,0.000100,,0.000000,USD,-815943.25,16.12,#N/A
portfolio_10_trade_13,false,DiscountCurve/USD/2/1Y,0.000100,,0.000000,USD,-815943.25,8.32,#N/A
portfolio_10_trade_13,false,IndexCurve/USD-SOFR/0/3M,0.000100,,0.000000,USD,-815943.25,-22.00,#N/A
portfolio_10_trade_13,false,IndexCurve/USD-SOFR/1/6M,0.000100,,0.000000,USD,-815943.25,-1362.58,#N/A
portfolio_10_trade_13,false,IndexCurve/USD-SOFR/2/1Y,0.000100,,0.000000,USD,-815943.25,-1498.84,#N/A
portfolio_10_trade_14,false,DiscountCurve/USD/0/3M,0.000100,,0.000000,USD,-459998.10,4.33,#N/A
portfolio_10_trade_14,false,DiscountCurve/USD/1/6M,0.000100,,0.000000,USD,-459998.10,8.69,#N/A
portfolio_10_trade_14,false,DiscountCurve/USD/2/1Y,0.000100,,0.000000,USD,-459998.10,2.59,#N/A
portfolio_10_trade_14,false,IndexCurve/USD-SOFR/0/3M,0.000100,,0.000000,USD,-459998.10,-39.35,#N/A
