#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
portfolio_11_trade_6,CapFloor,2027-01-11,1.802740,-20693.359133,USD,-20693.359133,USD,28000000.00,USD,28000000.00,026741Y,026741Y
portfolio_11_trade_7,CapFloor,2027-12-29,2.767123,-408030.439743,USD,-408030.439743,USD,550000000.00,USD,550000000.00,027910Y,027910Y
portfolio_11_trade_8,CapFloor,2025-04-01,0.021918,-54993.702408,USD,-54993.702408,USD,69600000.00,USD,69600000.00,027668Y,027668Y
portfolio_11_trade_9,CapFloor,2028-01-03,2.780807,-2146.094096,USD,-2146.094096,USD,3353323.00,USD,3353323.00,024887Y,024887Y
portfolio_12_trade_1,CapFloor,2026-01-01,0.775342,-8353586.506579,USD,-8353586.506579,USD,1212151180.00,USD,1212151180.00,026668Y,026668Y
portfolio_12_trade_10,CapFloor,2026-06-01,1.189041,-119052.856744,USD,-119052.856744,USD,113350277.75,USD,113350277.75,027895Y,027895Y
portfolio_12_trade_11,CapFloor,2026-06-01,1.189041,-45870.908709,USD,-45870.908709,USD,23168500.00,USD,23168500.00,027919Y,027919Y
portfolio_12_trade_12,Swap,2030-03-04,4.945205,56522.425642,USD,56522.425642,USD,20500000.00,USD,20500000.00,3000014_RV,3000014_RV
portfolio_12_trade_13,Swap,2029-03-02,3.939726,-49036.739822,USD,-49036.739822,USD,25000000.00,USD,25000000.00,3000014_RV,3000014_RV
portfolio_12_trade_14,Swap,2037-02-11,11.887671,2041349.200958,USD,2041349.200958,USD,30000000.00,USD,30000000.00,3000014_RV,3000014_RV
portfolio_12_trade_15,Swap,2032-02-11,6.887364,-511803.637961,USD,-511803.637961,USD,11000000.00,USD,11000000.00,3000014_RV,3000014_RV
portfolio_12_trade_16,Swap,2033-04-22,8.079452,-730484.715767,USD,-730484.715767,USD,50000000.00,USD,50000000.00,3000014_RV,3000014_RV
portfolio_12_trade_17,Swap,2030-04-24,5.084932,182013.921221,USD,182013.921221,USD,17000000.00,USD,17000000.00,3000014_RV,3000014_RV
portfolio_12_trade_18,Swap,2033-04-27,8.093151,-129747.496911,USD,-129747.496911,USD,9000000.00,USD,9000000.00,3000014_RV,3000014_RV
portfolio_12_trade_19,Swap,2030-04-29,5.098630,1319581.089040,USD,1319581.089040,USD,125000000.00,USD,125000000.00,3000014_RV,3000014_RV
portfolio_12_trade_2,CapFloor,2026-01-01,0.775342,-54791.751281,USD,-54791.751281,USD,50352000.00,USD,50352000.00,026694Y,026694Y
portfolio_12_trade_20,Swap,2029-03-07,3.953425,-597987.012169,USD,-597987.012169,USD,250000000.00,USD,250000000.00,3000014_RV,3000014_RV
portfolio_12_trade_21,Swap,2028-03-08,2.958403,247467.648985,USD,247467.648985,USD,165000000.00,USD,165000000.00,3000014_RV,3000014_RV
portfolio_12_trade_22,Swap,2030-03-07,4.953425,301384.192613,USD,301384.192613,USD,100000000.00,USD,100000000.00,3000014_RV,3000014_RV
portfolio_12_trade_23,Swap,2048-07-29,23.349113,105015.528297,USD,105015.528297,USD,20000000.00,USD,20000000.00,3000014_RV,3000014_RV
portfolio_12_trade_24,Swap,2043-07-29,18.347945,-34990.965623,USD,-34990.965623,USD,5500000.00,USD,5500000.00,3000014_RV,3000014_RV
portfolio_12_trade_25,Swap,2027-05-04,2.112329,28247.237219,USD,28247.237219,USD,76000000.00,USD,76000000.00,3000014_RV,3000014_RV
portfolio_12_trade_26,Swap,2029-05-02,4.106849,161332.481610,USD,161332.481610,USD,50000000.00,USD,50000000.00,3000014_RV,3000014_RV
portfolio_12_trade_27,Swap,2031-05-06,6.117808,-512899.325787,USD,-512899.325787,USD,50000000.00,USD,50000000.00,3000014_RV,3000014_RV
portfolio_12_trade_28,Swap,2044-07-27,19.343648,79159.788936,USD,79159.788936,USD,5000000.00,USD,5000000.00,3000014_RV,3000014_RV
portfolio_12_trade_29,Swap,2031-04-03,6.027397,-450222.210578,USD,-450222.210578,USD,100000000.00,USD,100000000.00,3000014_RV,3000014_RV
portfolio_12_trade_3,CapFloor,2025-10-01,0.523288,-189231.022424,USD,-189231.022424,USD,42755000.00,USD,42755000.00,026288Y,026288Y
portfolio_12_trade_30,Swap,2034-04-05,9.032877,659537.715854,USD,659537.715854,USD,75000000.00,USD,75000000.00,3000014_RV,3000014_RV
portfolio_12_trade_4,CapFloor,2025-11-01,0.608219,-2393954.936382,USD,-2393954.936382,USD,142875000.00,USD,142875000.00,026286Y,026286Y
portfolio_12_trade_5,CapFloor,2025-10-01,0.523288,-41382.817842,USD,-41382.817842,USD,81900000.00,USD,81900000.00,026291Y,026291Y
portfolio_12_trade_6,CapFloor,2026-03-01,0.936986,-720542.134934,USD,-720542.134934,USD,35580000.00,USD,35580000.00,026569Y,026569Y
portfolio_12_trade_7,CapFloor,2026-03-01,0.936986,-629061.302257,USD,-629061.302257,USD,24400000.00,USD,24400000.00,026628Y,026628Y
portfolio_12_trade_8,CapFloor,2026-01-01,0.775342,-2029.201341,USD,-2029.201341,USD,14174000.00,USD,14174000.00,026717Y,026717Y
portfolio_12_trade_9,CapFloor,2025-06-09,0.210959,-54323.697875,USD,-54323.697875,USD,15060000.00,USD,15060000.00,027894Y,027894Y
portfolio_13_trade_1,CapFloor,2027-05-01,2.104110,-1137545.434589,USD,-1137545.434589,USD,40215000.00,USD,40215000.00,023281Y,023281Y
portfolio_13_trade_10,CapFloor,2025-06-01,0.189041,-75995.316591,USD,-75995.316591,USD,23680000.00,USD,23680000.00,023277Y,023277Y
portfolio_13_trade_11,CapFloor,2025-10-01,0.523288,-11658.409916,USD,-11658.409916,USD,74150152.00,USD,74150152.00,020575Y,020575Y
portfolio_13_trade_12,CapFloor,2026-01-01,0.775342,-477565.822997,USD,-477565.822997,USD,39520000.00,USD,39520000.00,022998Y,022998Y
portfolio_13_trade_13,CapFloor,2025-12-01,0.690411,-132436.212978,USD,-132436.212978,USD,10087397.50,USD,10087397.50,020608Y,020608Y
portfolio_13_trade_14,CapFloor,2025-12-01,0.690411,-1344510.165754,USD,-1344510.165754,USD,102408610.00,USD,102408610.00,020609Y,020609Y
portfolio_13_trade_15,CapFloor,2026-01-01,0.775342,-314601.309207,USD,-314601.309207,USD,46180000.00,USD,46180000.00,020578Y,020578Y
portfolio_13_trade_16,CapFloor,2026-01-01,0.775342,-94328.489921,USD,-94328.489921,USD,9444606.00,USD,9444606.00,021169Y,021169Y
portfolio_13_trade_17,CapFloor,2026-02-01,0.860274,-1571899.143505,USD,-1571899.143505,USD,85000000.00,USD,85000000.00,023003Y,023003Y
portfolio_13_trade_18,CapFloor,2026-02-01,0.860274,-303102.486954,USD,-303102.486954,USD,17513000.00,USD,17513000.00,023004Y,023004Y
portfolio_13_trade_19,CapFloor,2026-11-01,1.608219,-482523.484804,USD,-482523.484804,USD,19954963.75,USD,19954963.75,020576Y,020576Y
portfolio_13_trade_2,CapFloor,2027-05-01,2.104110,-1116330.488029,USD,-1116330.488029,USD,39465000.00,USD,39465000.00,023280Y,023280Y
portfolio_13_trade_3,CapFloor,2025-04-01,0.021918,-11577.794768,USD,-11577.794768,USD,16950000.00,USD,16950000.00,023279Y,023279Y
portfolio_13_trade_4,CapFloor,2025-05-01,0.104110,-35892.482681,USD,-35892.482681,USD,8974000.00,USD,8974000.00,023235Y,023235Y
portfolio_13_trade_5,CapFloor,2025-09-01,0.441096,-4388024.596077,USD,-4388024.596077,USD,323860000.00,USD,323860000.00,020502Y,020502Y
portfolio_13_trade_6,CapFloor,2025-05-01,0.104110,-167021.853248,USD,-167021.853248,USD,109695000.00,USD,109695000.00,023240Y,023240Y
portfolio_13_trade_7,CapFloor,2025-05-01,0.104110,-0.000064,USD,-0.000064,USD,57052000.00,USD,57052000.00,023241Y,023241Y
portfolio_13_trade_8,CapFloor,2025-06-01,0.189041,-10428.717159,USD,-10428.717159,USD,13140000.00,USD,13140000.00,023256Y,023256Y
portfolio_13_trade_9,CapFloor,2025-06-01,0.189041,-10488.032550,USD,-10488.032550,USD,1907500.00,USD,1907500.00,023278Y,023278Y
portfolio_14_trade_1,CapFloor,2026-03-01,0.936986,-396120.562743,USD,-396120.562743,USD,20986696.00,USD,20986696.00,023010Y,023010Y
portfolio_14_trade_10,Swap,2031-01-22,5.832877,-179939.219355,USD,-179939.219355,USD,1134061.88,USD,1134061.88,020394O,020394O
portfolio_14_trade_11,Swap,2028-03-01,2.939277,-172524.224303,USD,-172524.224303,USD,2000000.00,USD,2000000.00,020655O,020655O
portfolio_14_trade_12,CapFloor,2026-07-01,1.271233,-538678.418919,USD,-538678.418919,USD,39147500.00,USD,39147500.00,028087Y,028087Y
portfolio_14_trade_13,CapFloor,2025-07-06,0.284932,0.000000,USD,0.000000,USD,9619534.00,USD,9619534.00,028096Y,028096Y
portfolio_14_trade_14,CapFloor,2025-06-02,0.191781,-731804.189260,USD,-731804.189260,USD,170850000.00,USD,170850000.00,027984Y,027984Y
portfolio_14_trade_15,CapFloor,2025-08-10,0.380822,-195530.464211,USD,-195530.464211,USD,33102500.00,USD,33102500.00,027993Y,027993Y
portfolio_14_trade_16,CapFloor,2025-08-01,0.356164,-4663367.474684,USD,-4663367.474684,USD,434906000.00,USD,434906000.00,028117Y,028117Y
portfolio_14_trade_17,CapFloor,2025-07-01,0.271233,-1508088.707465,USD,-1508088.707465,USD,485000000.00,USD,485000000.00,027988Y,027988Y
portfolio_14_trade_18,CapFloor,2026-09-01,1.441096,-1561742.130334,USD,-1561742.130334,USD,360000000.00,USD,360000000.00,028119Y,028119Y
portfolio_14_trade_19,CapFloor,2026-07-10,1.295890,-97077.377497,USD,-97077.377497,USD,6175000.00,USD,6175000.00,027994Y,027994Y
portfolio_14_trade_2,CapFloor,2027-02-01,1.860274,-4369075.070960,USD,-4369075.070960,USD,142400000.00,USD,142400000.00,022964Y,022964Y
portfolio_14_trade_3,CapFloor,2026-02-01,0.860274,-13412.397214,USD,-13412.397214,USD,5205000.00,USD,5205000.00,022962Y,022962Y
portfolio_14_trade_4,CapFloor,2026-10-01,1.523288,-371.847684,USD,-371.847684,USD,26442947.50,USD,26442947.50,020443Y,020443Y
portfolio_14_trade_5,Swap,2032-02-02,6.862774,-2580124.784694,USD,-2580124.784694,USD,16357217.87,USD,16357217.87,022349O,022349O
portfolio_14_trade_6,Swap,2030-09-09,5.463014,-5465785.568532,USD,-5465785.568532,USD,36946384.80,USD,36946384.80,020441O,020441O
portfolio_14_trade_7,Swap,2030-10-15,5.561644,-2452302.355195,USD,-2452302.355195,USD,15659603.00,USD,15659603.00,020487O,020487O
portfolio_14_trade_8,Swap,2030-11-25,5.673973,-7999661.033935,USD,-7999661.033935,USD,52648915.00,USD,52648915.00,020637O,020637O
portfolio_14_trade_9,Swap,2030-12-02,5.693151,-7982552.499857,USD,-7982552.499857,USD,50000000.00,USD,50000000.00,020393O,020393O
portfolio_15_trade_1,CapFloor,2026-02-10,0.884932,-260049.185100,USD,-260049.185100,USD,143152500.00,USD,143152500.00,028006Y,028006Y
portfolio_15_trade_10,CapFloor,2025-07-01,0.271233,-750622.927569,USD,-750622.927569,USD,155000000.00,USD,155000000.00,028079Y,028079Y
portfolio_15_trade_11,CapFloor,2025-09-01,0.441096,-311050.666812,USD,-311050.666812,USD,32140000.00,USD,32140000.00,028283Y,028283Y
portfolio_15_trade_12,CapFloor,2027-10-01,2.523288,-106498.553773,USD,-106498.553773,USD,21515000.00,USD,21515000.00,028141Y,028141Y
portfolio_15_trade_13,CapFloor,2027-09-01,2.441096,-923.035757,USD,-923.035757,USD,3454000.00,USD,3454000.00,028303Y,028303Y
portfolio_15_trade_14,Swap,2039-09-26,14.509589,-338089.272352,EUR,-375148.216996,USD,60000000.00,EUR,66576773.83,3000014,3000014
portfolio_15_trade_15,Swap,2026-02-27,0.931507,-1164422.399748,EUR,-1292058.112513,USD,25000000.00,EUR,27740322.43,3000014,3000014
portfolio_15_trade_16,Swap,2028-09-12,3.472064,1833567.426075,USD,1833567.426075,USD,100000000.00,USD,100000000.00,3000014,3000014
portfolio_15_trade_17,Swap,2039-11-17,14.652055,-1794621.751281,USD,-1794621.751281,USD,125000000.00,USD,125000000.00,3000014,3000014
portfolio_15_trade_18,Swap,2031-07-07,6.287671,-93518.279481,USD,-93518.279481,USD,12500000.00,USD,12500000.00,3000014,3000014
portfolio_15_trade_19,Swap,2025-05-07,0.120548,656620.890898,USD,656620.890898,USD,50000000.00,USD,50000000.00,3000014,3000014
portfolio_15_trade_2,CapFloor,2027-10-01,2.523288,-1263326.008071,USD,-1263326.008071,USD,331500000.00,USD,331500000.00,028286Y,028286Y
portfolio_15_trade_20,Swap,2026-12-07,1.706849,212715.409534,USD,212715.409534,USD,125000000.00,USD,125000000.00,3000014,3000014
portfolio_15_trade_21,Swap,2041-12-23,16.750685,10523963.544545,USD,10523963.544545,USD,50000000.00,USD,50000000.00,3000014,3000014
portfolio_15_trade_22,Swap,2029-08-03,4.361644,5041462.659178,USD,5041462.659178,USD,250000000.00,USD,250000000.00,3000014,3000014
portfolio_15_trade_3,CapFloor,2027-10-01,2.523288,-162702.791298,USD,-162702.791298,USD,23172500.00,USD,23172500.00,028285Y,028285Y
portfolio_15_trade_4,CapFloor,2027-10-01,2.523288,-143638.582983,USD,-143638.582983,USD,36400000.00,USD,36400000.00,028287Y,028287Y
portfolio_15_trade_5,CapFloor,2026-09-01,1.441096,-1492139.888302,USD,-1492139.888302,USD,605000000.00,USD,605000000.00,028282Y,028282Y
portfolio_15_trade_6,CapFloor,2025-07-01,0.271233,-85809.813746,USD,-85809.813746,USD,35000000.00,USD,35000000.00,028080Y,028080Y
portfolio_15_trade_7,CapFloor,2026-07-01,1.271233,-102753.160453,USD,-102753.160453,USD,6250000.00,USD,6250000.00,028077Y,028077Y
portfolio_15_trade_8,CapFloor,2025-07-01,0.271233,-42432.504381,USD,-42432.504381,USD,53410000.00,USD,53410000.00,028050Y,028050Y
portfolio_15_trade_9,CapFloor,2026-09-01,1.441096,-32674.783140,USD,-32674.783140,USD,8064000.00,USD,8064000.00,028051Y,028051Y
portfolio_16_trade_1,Swap,2028-03-13,2.972064,-746395.217861,USD,-746395.217861,USD,54277766.47,USD,54277766.47,3000666_RV,3000666_RV
portfolio_16_trade_10,Swap,2030-03-01,4.936986,984700.746819,USD,984700.746819,USD,200000000.00,USD,200000000.00,1502391,1502391
portfolio_16_trade_11,Swap,2030-01-25,4.841096,2715727.213026,USD,2715727.213026,USD,250000000.00,USD,250000000.00,1502391,1502391
portfolio_16_trade_12,Swap,2030-01-25,4.841096,683914.699387,USD,683914.699387,USD,100000000.00,USD,100000000.00,1502391,1502391
portfolio_16_trade_13,Swap,2040-07-26,15.340916,2153604.186471,USD,2153604.186471,USD,62500000.00,USD,62500000.00,1502391,1502391
portfolio_16_trade_14,Swap,2030-06-25,5.254795,-18431407.734992,USD,-18431407.734992,USD,750000000.00,USD,750000000.00,1502391,1502391
portfolio_16_trade_15,Swap,2030-08-27,5.427397,-1575742.441737,USD,-1575742.441737,USD,100000000.00,USD,100000000.00,1502391,1502391
portfolio_16_trade_16,Swap,2030-08-27,5.427397,-4309080.405014,USD,-4309080.405014,USD,250000000.00,USD,250000000.00,1502391,1502391
portfolio_16_trade_17,Swap,2030-09-25,5.506849,-4646825.766590,USD,-4646825.766590,USD,250000000.00,USD,250000000.00,1502391,1502391
portfolio_16_trade_18,Swap,2030-09-25,5.506849,-2039453.755250,USD,-2039453.755250,USD,100000000.00,USD,100000000.00,1502391,1502391
portfolio_16_trade_19,CapFloor,2027-09-01,2.441096,-4328.700983,USD,-4328.700983,USD,16198000.00,USD,16198000.00,028302Y,028302Y
portfolio_16_trade_2,Swap,2037-04-10,12.046575,-19584304.521768,JPY,-130067.169136,USD,1000000000.00,JPY,6641398.42,3000666_RV,3000666_RV
portfolio_16_trade_3,Swap,2037-05-18,12.150685,2448311.878028,JPY,16260.214642,USD,250000000.00,JPY,1660349.61,3000666_RV,3000666_RV
portfolio_16_trade_4,Swap,2032-05-21,7.160588,-30500154.060299,JPY,-202563.675030,USD,5000000000.00,JPY,33206992.11,3000666_RV,3000666_RV
portfolio_16_trade_5,Swap,2032-03-30,7.018512,-289114616.305843,JPY,-1920125.356354,USD,11250000000.00,JPY,74715732.24,3000666_RV,3000666_RV
portfolio_16_trade_6,Swap,2027-06-15,2.227397,-9444654.776882,JPY,-62725.715326,USD,2000000000.00,JPY,13282796.84,3000666_RV,3000666_RV
portfolio_16_trade_7,Swap,2037-07-06,12.284932,84294061.103181,JPY,559830.444349,USD,5000000000.00,JPY,33206992.11,3000666_RV,3000666_RV
portfolio_16_trade_8,Swap,2027-07-20,2.323288,-10560791.195618,JPY,-70138.421976,USD,7500000000.00,JPY,49810488.16,3000666_RV,3000666_RV
portfolio_16_trade_9,Swap,2042-07-22,17.328767,247473760.645227,JPY,1643571.843302,USD,3250000000.00,JPY,21584544.87,3000666_RV,3000666_RV
portfolio_17_trade_1,CapFloor,2028-08-01,3.357310,-1036262.360515,USD,-1036262.360515,USD,18764059.50,USD,18764059.50,028304Y,028304Y
