#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
portfolio_10_trade_1,CapFloor,2026-01-01,0.775342,-32.055401,USD,-32.055401,USD,4484500.00,USD,4484500.00,024878Y,024878Y
portfolio_10_trade_10,CapFloor,2026-01-01,0.775342,-721980.793065,USD,-721980.793065,USD,37558000.00,USD,37558000.00,024721Y,024721Y
portfolio_10_trade_11,CapFloor,2026-01-01,0.775342,-201083.127053,USD,-201083.127053,USD,10460500.00,USD,10460500.00,024722Y,024722Y
portfolio_10_trade_12,CapFloor,2026-01-01,0.775342,-1028.908373,USD,-1028.908373,USD,94600000.00,USD,94600000.00,024697Y,024697Y
portfolio_10_trade_13,CapFloor,2026-01-01,0.775342,-815943.254232,USD,-815943.254232,USD,42446000.00,USD,42446000.00,024720Y,024720Y
portfolio_10_trade_14,CapFloor,2025-12-01,0.690411,-459998.097621,USD,-459998.097621,USD,45834000.00,USD,45834000.00,024653Y,024653Y
portfolio_10_trade_15,CapFloor,2025-12-01,0.690411,-23476.668001,USD,-23476.668001,USD,1705000.00,USD,1705000.00,024649Y,024649Y
portfolio_10_trade_16,CapFloor,2025-09-01,0.441096,-28697.650619,USD,-28697.650619,USD,23600000.00,USD,23600000.00,023431Y,023431Y
portfolio_10_trade_17,Swap,2026-12-15,1.728767,-774379.095346,USD,-774379.095346,USD,362500000.00,USD,362500000.00,024658O,024658O
portfolio_10_trade_18,CapFloor,2027-05-03,2.109589,211699.109389,USD,211699.109389,USD,100000000.00,USD,100000000.00,3000184_RV,3000184_RV
portfolio_10_trade_19,CapFloor,2025-08-01,0.356164,105512.820359,USD,105512.820359,USD,50000000.00,USD,50000000.00,3000184_RV,3000184_RV
portfolio_10_trade_2,CapFloor,2026-01-01,0.775342,-55.156758,USD,-55.156758,USD,16015000.00,USD,16015000.00,024880Y,024880Y
portfolio_10_trade_20,CapFloor,2025-10-01,0.523288,593318.467790,USD,593318.467790,USD,200000000.00,USD,200000000.00,3000184_RV,3000184_RV
portfolio_10_trade_21,CapFloor,2026-02-02,0.863014,264690.475221,USD,264690.475221,USD,75000000.00,USD,75000000.00,3000184_RV,3000184_RV
portfolio_10_trade_22,CapFloor,2026-09-01,1.441096,291024.892606,USD,291024.892606,USD,150000000.00,USD,150000000.00,3000184_RV,3000184_RV
portfolio_10_trade_23,CapFloor,2027-10-01,2.523288,2483514.378123,USD,2483514.378123,USD,500000000.00,USD,500000000.00,3000184_RV,3000184_RV
portfolio_10_trade_24,CapFloor,2026-01-02,0.778082,2728347.426986,USD,2728347.426986,USD,750000000.00,USD,750000000.00,3000184_RV,3000184_RV
portfolio_10_trade_25,CapFloor,2026-02-02,0.863014,1120146.213798,USD,1120146.213798,USD,200000000.00,USD,200000000.00,3000184_RV,3000184_RV
portfolio_10_trade_26,CapFloor,2026-10-26,1.591781,11623.784077,USD,11623.784077,USD,50000000.00,USD,50000000.00,3000184_RV,3000184_RV
portfolio_10_trade_27,CapFloor,2025-12-01,0.690411,264862.968428,USD,264862.968428,USD,50000000.00,USD,50000000.00,3000184_RV,3000184_RV
portfolio_10_trade_28,Swap,2034-06-02,9.191781,-1233207.132382,USD,-1233207.132382,USD,36785606.80,USD,36785606.80,3000184_RV,3000184_RV
portfolio_10_trade_29,Swap,2039-09-08,14.460274,-55057.531554,USD,-55057.531554,USD,5000000.00,USD,5000000.00,3000184_RV,3000184_RV
portfolio_10_trade_3,CapFloor,2026-01-01,0.775342,-685708.079255,USD,-685708.079255,USD,99500000.00,USD,99500000.00,024881Y,024881Y
portfolio_10_trade_30,Swap,2039-12-29,14.767123,220006.154204,USD,220006.154204,USD,42000000.00,USD,42000000.00,3000184_RV,3000184_RV
portfolio_10_trade_31,Swap,2027-11-22,2.665753,-1068613.095175,USD,-1068613.095175,USD,100000000.00,USD,100000000.00,3000184_RV,3000184_RV
portfolio_10_trade_32,Swap,2029-11-21,4.663014,659509.525703,USD,659509.525703,USD,38000000.00,USD,38000000.00,3000184_RV,3000184_RV
portfolio_10_trade_33,Swap,2026-11-23,1.668493,89378.243541,USD,89378.243541,USD,15000000.00,USD,15000000.00,3000184_RV,3000184_RV
portfolio_10_trade_34,Swap,2027-01-27,1.846575,-174123.323180,USD,-174123.323180,USD,50000000.00,USD,50000000.00,3000184_RV,3000184_RV
portfolio_10_trade_35,Swap,2027-01-27,1.846575,-174123.323180,USD,-174123.323180,USD,50000000.00,USD,50000000.00,3000184_RV,3000184_RV
portfolio_10_trade_36,Swap,2027-01-28,1.849315,-173605.519010,USD,-173605.519010,USD,50000000.00,USD,50000000.00,3000184_RV,3000184_RV
portfolio_10_trade_37,Swap,2034-04-27,9.093151,3808795.362413,USD,3808795.362413,USD,125000000.00,USD,125000000.00,3000184_RV,3000184_RV
portfolio_10_trade_38,Swap,2031-11-04,6.616438,255348.832948,USD,255348.832948,USD,14000000.00,USD,14000000.00,3000184_RV,3000184_RV
portfolio_10_trade_39,Swap,2035-01-08,9.794521,2009301.990730,USD,2009301.990730,USD,75000000.00,USD,75000000.00,3000184_RV,3000184_RV
portfolio_10_trade_4,CapFloor,2025-09-01,0.441096,-732981.805544,USD,-732981.805544,USD,160000000.00,USD,160000000.00,023454Y,023454Y
portfolio_10_trade_40,Swap,2033-02-14,7.895890,-1418933.971779,USD,-1418933.971779,USD,50000000.00,USD,50000000.00,3000184_RV,3000184_RV
portfolio_10_trade_41,Swap,2032-11-02,7.611408,-604178.332587,USD,-604178.332587,USD,30000000.00,USD,30000000.00,3000184_RV,3000184_RV
portfolio_10_trade_42,Swap,2029-11-02,4.610959,1414919.591196,USD,1414919.591196,USD,100000000.00,USD,100000000.00,3000184_RV,3000184_RV
portfolio_10_trade_43,Swap,2030-12-11,5.717808,-1380929.703027,USD,-1380929.703027,USD,125000000.00,USD,125000000.00,3000184_RV,3000184_RV
portfolio_10_trade_44,Swap,2037-12-16,12.731507,1361522.433113,USD,1361522.433113,USD,45000000.00,USD,45000000.00,3000184_RV,3000184_RV
portfolio_10_trade_45,Swap,2029-12-14,4.726027,1421943.800903,USD,1421943.800903,USD,85000000.00,USD,85000000.00,3000184_RV,3000184_RV
portfolio_10_trade_46,Swap,2032-12-15,7.728894,-293482.929134,USD,-293482.929134,USD,12500000.00,USD,12500000.00,3000184_RV,3000184_RV
portfolio_10_trade_47,Swap,2029-11-19,4.657534,49275.788979,USD,49275.788979,USD,125000000.00,USD,125000000.00,3000184_RV,3000184_RV
portfolio_10_trade_48,Swap,2028-11-17,3.652392,-218790.738786,USD,-218790.738786,USD,150000000.00,USD,150000000.00,3000184_RV,3000184_RV
portfolio_10_trade_49,Swap,2032-06-30,7.269878,-576326.972257,USD,-576326.972257,USD,20000000.00,USD,20000000.00,3000184_RV,3000184_RV
portfolio_10_trade_5,CapFloor,2025-08-01,0.356164,-2613716.445867,USD,-2613716.445867,USD,323035000.00,USD,323035000.00,023450Y,023450Y
portfolio_10_trade_50,Swap,2026-12-15,1.728767,128027.333613,USD,128027.333613,USD,36250000.00,USD,36250000.00,3000184_RV,3000184_RV
portfolio_10_trade_51,Swap,2038-04-26,13.090411,497782.970220,USD,497782.970220,USD,36000000.00,USD,36000000.00,3000184_RV,3000184_RV
portfolio_10_trade_52,Swap,2043-04-23,18.082192,-1183315.554967,USD,-1183315.554967,USD,75000000.00,USD,75000000.00,3000184_RV,3000184_RV
portfolio_10_trade_53,Swap,2036-12-29,11.767146,-175089.772563,USD,-175089.772563,USD,50000000.00,USD,50000000.00,3000184_RV,3000184_RV
portfolio_10_trade_54,Swap,2030-02-20,4.912329,2196078.623721,USD,2196078.623721,USD,125000000.00,USD,125000000.00,3000184_RV,3000184_RV
portfolio_10_trade_6,CapFloor,2025-08-01,0.356164,-1293528.095100,USD,-1293528.095100,USD,159870000.00,USD,159870000.00,023451Y,023451Y
portfolio_10_trade_7,CapFloor,2025-08-01,0.356164,-1673446.852249,USD,-1673446.852249,USD,206825000.00,USD,206825000.00,023452Y,023452Y
portfolio_10_trade_8,CapFloor,2025-08-01,0.356164,-158497.040439,USD,-158497.040439,USD,19589000.00,USD,19589000.00,023453Y,023453Y
portfolio_10_trade_9,CapFloor,2026-01-01,0.775342,-2614.735821,USD,-2614.735821,USD,141150000.00,USD,141150000.00,024714Y,024714Y
portfolio_11_trade_1,CapFloor,2025-12-01,0.690411,-302693.935305,USD,-302693.935305,USD,104030000.00,USD,104030000.00,026693Y,026693Y
portfolio_11_trade_10,CapFloor,2025-05-01,0.104110,-55520.290214,USD,-55520.290214,USD,31380000.00,USD,31380000.00,027893Y,027893Y
portfolio_11_trade_11,CapFloor,2025-05-01,0.104110,-44804.591117,USD,-44804.591117,USD,25323500.00,USD,25323500.00,027914Y,027914Y
portfolio_11_trade_12,CapFloor,2025-05-01,0.104110,-238141.132221,USD,-238141.132221,USD,108656000.00,USD,108656000.00,027915Y,027915Y
portfolio_11_trade_13,CapFloor,2027-06-01,2.189041,-475652.076354,USD,-475652.076354,USD,19200000.00,USD,19200000.00,027918Y,027918Y
portfolio_11_trade_14,CapFloor,2029-05-15,4.142466,-19906.767978,USD,-19906.767978,USD,9742248.42,USD,9742248.42,027936Y,027936Y
portfolio_11_trade_15,CapFloor,2029-05-15,4.142466,-9516.832037,USD,-9516.832037,USD,4657478.40,USD,4657478.40,027938Y,027938Y
portfolio_11_trade_16,CapFloor,2029-05-15,4.142466,-144935.240414,USD,-144935.240414,USD,70930405.10,USD,70930405.10,027937Y,027937Y
portfolio_11_trade_17,CapFloor,2025-12-01,0.690411,-437130.589716,USD,-437130.589716,USD,26910000.00,USD,26910000.00,026658Y,026658Y
portfolio_11_trade_18,CapFloor,2025-12-01,0.690411,-11046.716641,USD,-11046.716641,USD,16975000.00,USD,16975000.00,026675Y,026675Y
portfolio_11_trade_19,CapFloor,2026-02-01,0.860274,-3572791.313106,USD,-3572791.313106,USD,180700000.00,USD,180700000.00,026736Y,026736Y
portfolio_11_trade_2,CapFloor,2025-12-01,0.690411,-1900576.025480,USD,-1900576.025480,USD,104880000.00,USD,104880000.00,026676Y,026676Y
portfolio_11_trade_3,CapFloor,2025-12-01,0.690411,-1840037.322657,USD,-1840037.322657,USD,224750000.00,USD,224750000.00,026659Y,026659Y
portfolio_11_trade_4,CapFloor,2025-12-01,0.690411,-135340.821943,USD,-135340.821943,USD,46514000.00,USD,46514000.00,026695Y,026695Y
portfolio_11_trade_5,CapFloor,2026-01-01,0.775342,-174099.046214,USD,-174099.046214,USD,35135500.00,USD,35135500.00,026680Y,026680Y
