#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
CommodityForward_Gold_1Y,DiscountCurve/USD/1/1Y,Up,1398.71,1398.57,-0.14
CommodityForward_Gold_1Y,DiscountCurve/USD/1/1Y,Down,1398.71,1398.85,0.14
CommodityForward_Gold_1Y,CommodityCurve/COMDTY_GOLD_USD/0/1Y,Up,1398.71,-10141.56,-11540.27
CommodityForward_Gold_1Y,CommodityCurve/COMDTY_GOLD_USD/0/1Y,Down,1398.71,12938.97,11540.27
CommodityForward_Gold_Apr_17,DiscountCurve/USD/1/1Y,Up,-8.90,-8.90,0.00
CommodityForward_Gold_Apr_17,DiscountCurve/USD/2/2Y,Up,-8.90,-8.90,0.00
CommodityForward_Gold_Apr_17,DiscountCurve/USD/1/1Y,Down,-8.90,-8.91,0.00
CommodityForward_Gold_Apr_17,DiscountCurve/USD/2/2Y,Down,-8.90,-8.91,0.00
CommodityForward_Gold_Apr_17,CommodityCurve/COMDTY_GOLD_USD/0/1Y,Up,-8.90,5432.87,5441.78
CommodityForward_Gold_Apr_17,CommodityCurve/COMDTY_GOLD_USD/1/5Y,Up,-8.90,315.89,324.80
CommodityForward_Gold_Apr_17,CommodityCurve/COMDTY_GOLD_USD/0/1Y,Down,-8.90,-5450.68,-5441.78
CommodityForward_Gold_Apr_17,CommodityCurve/COMDTY_GOLD_USD/1/5Y,Down,-8.90,-333.70,-324.80
CommodityForward_WTI_2Y,DiscountCurve/USD/2/2Y,Up,-1669620.66,-1669286.31,334.35
CommodityForward_WTI_2Y,DiscountCurve/USD/2/2Y,Down,-1669620.66,-1669955.07,-334.42
CommodityForward_WTI_2Y,CommodityCurve/COMDTY_WTI_USD/0/1Y,Up,-1669620.66,-1341516.12,328104.54
CommodityForward_WTI_2Y,CommodityCurve/COMDTY_WTI_USD/1/5Y,Up,-1669620.66,-1560352.27,109268.39
CommodityForward_WTI_2Y,CommodityCurve/COMDTY_WTI_USD/0/1Y,Down,-1669620.66,-1997725.19,-328104.54
CommodityForward_WTI_2Y,CommodityCurve/COMDTY_WTI_USD/1/5Y,Down,-1669620.66,-1778889.05,-109268.39
CommodityForward_WTI_Oct_21,DiscountCurve/USD/4/5Y,Up,81241.18,81215.45,-25.73
CommodityForward_WTI_Oct_21,DiscountCurve/USD/5/7Y,Up,81241.18,81220.29,-20.89
CommodityForward_WTI_Oct_21,DiscountCurve/USD/4/5Y,Down,81241.18,81266.92,25.74
CommodityForward_WTI_Oct_21,DiscountCurve/USD/5/7Y,Down,81241.18,81262.08,20.90
CommodityForward_WTI_Oct_21,CommodityCurve/COMDTY_WTI_USD/1/5Y,Up,81241.18,-116486.49,-197727.68
CommodityForward_WTI_Oct_21,CommodityCurve/COMDTY_WTI_USD/2/10Y,Up,81241.18,45159.57,-36081.62
CommodityForward_WTI_Oct_21,CommodityCurve/COMDTY_WTI_USD/1/5Y,Down,81241.18,278968.86,197727.68
CommodityForward_WTI_Oct_21,CommodityCurve/COMDTY_WTI_USD/2/10Y,Down,81241.18,117322.80,36081.62
CommodityOption_WTI_Oct_21,DiscountCurve/USD/4/5Y,Up,2355680.84,2354934.71,-746.13
CommodityOption_WTI_Oct_21,DiscountCurve/USD/5/7Y,Up,2355680.84,2355075.06,-605.77
CommodityOption_WTI_Oct_21,DiscountCurve/USD/4/5Y,Down,2355680.84,2356427.20,746.36
CommodityOption_WTI_Oct_21,DiscountCurve/USD/5/7Y,Down,2355680.84,2356286.77,605.93
CommodityOption_WTI_Oct_21,CommodityCurve/COMDTY_WTI_USD/1/5Y,Up,2355680.84,2464885.73,109204.89
CommodityOption_WTI_Oct_21,CommodityCurve/COMDTY_WTI_USD/2/10Y,Up,2355680.84,2375417.41,19736.57
CommodityOption_WTI_Oct_21,CommodityCurve/COMDTY_WTI_USD/1/5Y,Down,2355680.84,2249052.89,-106627.94
CommodityOption_WTI_Oct_21,CommodityCurve/COMDTY_WTI_USD/2/10Y,Down,2355680.84,2336030.08,-19650.75
