#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
CommodityOption_WTI_Oct_21,CommodityVolatility/COMDTY_WTI_USD/37/5Y/1.5,Up,2355680.84,2361587.15,5906.31
CommodityOption_WTI_Oct_21,CommodityVolatility/COMDTY_WTI_USD/45/5Y/1.667,Up,2355680.84,2368379.78,12698.94
CommodityOption_WTI_Oct_21,CommodityVolatility/COMDTY_WTI_USD/39/10Y/1.5,Up,2355680.84,2357349.79,1668.95
CommodityOption_WTI_Oct_21,CommodityVolatility/COMDTY_WTI_USD/47/10Y/1.667,Up,2355680.84,2359307.44,3626.60
CommodityOption_WTI_Oct_21,CommodityVolatility/COMDTY_WTI_USD/37/5Y/1.5,Down,2355680.84,2349818.60,-5862.24
CommodityOption_WTI_Oct_21,CommodityVolatility/COMDTY_WTI_USD/45/5Y/1.667,Down,2355680.84,2343040.13,-12640.71
CommodityOption_WTI_Oct_21,CommodityVolatility/COMDTY_WTI_USD/39/10Y/1.5,Down,2355680.84,2354027.32,-1653.52
CommodityOption_WTI_Oct_21,CommodityVolatility/COMDTY_WTI_USD/47/10Y/1.667,Down,2355680.84,2352084.79,-3596.05
CommodityOption_Gold_Apr_17,DiscountCurve/USD/1/1Y,Up,-23540.49,-23538.66,1.83
CommodityOption_Gold_Apr_17,DiscountCurve/USD/2/2Y,Up,-23540.49,-23539.43,1.06
CommodityOption_Gold_Apr_17,DiscountCurve/USD/1/1Y,Down,-23540.49,-23542.32,-1.83
CommodityOption_Gold_Apr_17,DiscountCurve/USD/2/2Y,Down,-23540.49,-23541.54,-1.06
CommodityOption_Gold_Apr_17,CommodityCurve/COMDTY_GOLD_USD/0/1Y,Up,-23540.49,-21029.73,2510.75
CommodityOption_Gold_Apr_17,CommodityCurve/COMDTY_GOLD_USD/1/5Y,Up,-23540.49,-23385.05,155.43
CommodityOption_Gold_Apr_17,CommodityCurve/COMDTY_GOLD_USD/0/1Y,Down,-23540.49,-26251.00,-2710.52
CommodityOption_Gold_Apr_17,CommodityCurve/COMDTY_GOLD_USD/1/5Y,Down,-23540.49,-23696.63,-156.15
CommodityOption_Gold_Apr_17,CommodityVolatility/COMDTY_GOLD_USD/1/1Y/ATM,Up,-23540.49,-23712.80,-172.32
CommodityOption_Gold_Apr_17,CommodityVolatility/COMDTY_GOLD_USD/5/5Y/ATM,Up,-23540.49,-23603.78,-63.29
CommodityOption_Gold_Apr_17,CommodityVolatility/COMDTY_GOLD_USD/1/1Y/ATM,Down,-23540.49,-23368.62,171.86
CommodityOption_Gold_Apr_17,CommodityVolatility/COMDTY_GOLD_USD/5/5Y/ATM,Down,-23540.49,-23477.65,62.83
