#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/8/10Y,Down,-2692.01,-1810.61,881.40
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/9/15Y,Down,-2692.01,-1380.61,1311.40
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/10/20Y,Down,-2692.01,11954.48,14646.50
Swap_Prime_20y,IndexCurve/USD-LIBOR-3M/11/30Y,Down,-2692.01,-2537.40,154.61
Swap_Prime_20y,IndexCurve/USD-Prime/0/2W,Down,-2692.01,-2681.70,10.31
Swap_Prime_20y,IndexCurve/USD-Prime/1/1M,Down,-2692.01,-2633.28,58.73
Swap_Prime_20y,IndexCurve/USD-Prime/2/3M,Down,-2692.01,-2692.27,-0.25
Swap_Prime_20y,IndexCurve/USD-Prime/3/6M,Down,-2692.01,-2693.21,-1.20
Swap_Prime_20y,IndexCurve/USD-Prime/4/1Y,Down,-2692.01,-2697.54,-5.53
Swap_Prime_20y,IndexCurve/USD-Prime/5/2Y,Down,-2692.01,-2708.70,-16.69
Swap_Prime_20y,IndexCurve/USD-Prime/6/3Y,Down,-2692.01,-2742.11,-50.09
Swap_Prime_20y,IndexCurve/USD-Prime/7/5Y,Down,-2692.01,-2969.67,-277.65
Swap_Prime_20y,IndexCurve/USD-Prime/8/10Y,Down,-2692.01,-3586.21,-894.20
Swap_Prime_20y,IndexCurve/USD-Prime/9/15Y,Down,-2692.01,-4012.08,-1320.07
Swap_Prime_20y,IndexCurve/USD-Prime/10/20Y,Down,-2692.01,-17417.30,-14725.28
Swap_Prime_20y,IndexCurve/USD-Prime/11/30Y,Down,-2692.01,-2847.47,-155.45
Swap_FedFunds_20y,DiscountCurve/USD/2/3M,Up,-12.62,-12.60,0.02
Swap_FedFunds_20y,DiscountCurve/USD/3/6M,Up,-12.62,-12.62,0.00
Swap_FedFunds_20y,DiscountCurve/USD/4/1Y,Up,-12.62,-12.83,-0.21
Swap_FedFunds_20y,DiscountCurve/USD/5/2Y,Up,-12.62,-13.32,-0.70
Swap_FedFunds_20y,DiscountCurve/USD/6/3Y,Up,-12.62,-12.30,0.32
Swap_FedFunds_20y,DiscountCurve/USD/7/5Y,Up,-12.62,-11.59,1.03
Swap_FedFunds_20y,DiscountCurve/USD/8/10Y,Up,-12.62,-11.67,0.95
Swap_FedFunds_20y,DiscountCurve/USD/9/15Y,Up,-12.62,-11.58,1.04
Swap_FedFunds_20y,DiscountCurve/USD/10/20Y,Up,-12.62,-12.16,0.46
Swap_FedFunds_20y,DiscountCurve/USD/11/30Y,Up,-12.62,-12.62,0.00
Swap_FedFunds_20y,DiscountCurve/USD/2/3M,Down,-12.62,-12.64,-0.02
Swap_FedFunds_20y,DiscountCurve/USD/3/6M,Down,-12.62,-12.62,0.00
Swap_FedFunds_20y,DiscountCurve/USD/4/1Y,Down,-12.62,-12.41,0.21
Swap_FedFunds_20y,DiscountCurve/USD/5/2Y,Down,-12.62,-11.92,0.70
Swap_FedFunds_20y,DiscountCurve/USD/6/3Y,Down,-12.62,-12.94,-0.32
Swap_FedFunds_20y,DiscountCurve/USD/7/5Y,Down,-12.62,-13.65,-1.03
Swap_FedFunds_20y,DiscountCurve/USD/8/10Y,Down,-12.62,-13.57,-0.95
Swap_FedFunds_20y,DiscountCurve/USD/9/15Y,Down,-12.62,-13.66,-1.04
Swap_FedFunds_20y,DiscountCurve/USD/10/20Y,Down,-12.62,-13.08,-0.46
Swap_FedFunds_20y,DiscountCurve/USD/11/30Y,Down,-12.62,-12.62,0.00
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/0/2W,Up,-12.62,-2.39,10.23
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/1/1M,Up,-12.62,45.67,58.29
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/2/3M,Up,-12.62,-12.88,-0.26
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/3/6M,Up,-12.62,-13.71,-1.09
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/4/1Y,Up,-12.62,-17.97,-5.35
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/5/2Y,Up,-12.62,-28.95,-16.33
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/6/3Y,Up,-12.62,-62.37,-49.75
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/7/5Y,Up,-12.62,-287.21,-274.59
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/8/10Y,Up,-12.62,-894.87,-882.25
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/9/15Y,Up,-12.62,-1325.73,-1313.11
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/10/20Y,Up,-12.62,-14660.55,-14647.93
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/11/30Y,Up,-12.62,-167.24,-154.62
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/0/2W,Down,-12.62,-22.85,-10.23
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/1/1M,Down,-12.62,-70.91,-58.29
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/2/3M,Down,-12.62,-12.37,0.25
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/3/6M,Down,-12.62,-11.55,1.07
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/4/1Y,Down,-12.62,-7.33,5.29
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/5/2Y,Down,-12.62,3.54,16.16
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/6/3Y,Down,-12.62,36.84,49.46
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/7/5Y,Down,-12.62,261.57,274.19
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/8/10Y,Down,-12.62,868.78,881.40
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/9/15Y,Down,-12.62,1298.78,1311.40
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/10/20Y,Down,-12.62,14633.88,14646.50
Swap_FedFunds_20y,IndexCurve/USD-LIBOR-3M/11/30Y,Down,-12.62,142.00,154.61
