#Scenario,ParKey,BaseParRate,ScenarioParRate
cds_spread_par,DiscountCurve/EUR/0,0.039000000000,0.039000000000
cds_spread_par,IndexCurve/EUR-ESTER/0,0.039000000000,0.039000000000
cds_spread_par,IndexCurve/EUR-EURIBOR-6M/0,0.039000000000,0.039000000000
cds_spread_par,IndexCurve/USD-SOFR/0,0.053000000000,0.053000000000
cds_spread_par,DiscountCurve/EUR/1,0.039000000000,0.039000000000
cds_spread_par,IndexCurve/EUR-ESTER/1,0.039000000000,0.039000000000
cds_spread_par,IndexCurve/EUR-EURIBOR-6M/1,0.039000000000,0.039000000000
cds_spread_par,IndexCurve/EUR-EURIBOR-6M/2,0.037000000000,0.037000000000
cds_spread_par,IndexCurve/EUR-EURIBOR-6M/3,0.036000000000,0.036000000000
cds_spread_par,IndexCurve/EUR-EURIBOR-6M/4,0.035000000000,0.035000000000
cds_spread_par,IndexCurve/EUR-EURIBOR-6M/5,0.034000000000,0.034000000000
cds_spread_par,IndexCurve/EUR-EURIBOR-6M/6,0.033000000000,0.033000000000
cds_spread_par,IndexCurve/USD-SOFR/1,0.040799967980,0.040799967980
cds_spread_par,DiscountCurve/EUR/2,0.038997535417,0.038997535417
cds_spread_par,DiscountCurve/EUR/3,0.038996987941,0.038996987941
cds_spread_par,DiscountCurve/EUR/4,0.038996172693,0.038996172693
cds_spread_par,DiscountCurve/EUR/5,0.038996934917,0.038996934917
cds_spread_par,DiscountCurve/EUR/6,0.038996599707,0.038996599707
cds_spread_par,DiscountCurve/EUR/7,0.038995879819,0.038995879819
cds_spread_par,DiscountCurve/EUR/8,0.037960534163,0.037960534163
cds_spread_par,DiscountCurve/EUR/9,0.037994012065,0.037994012065
cds_spread_par,DiscountCurve/EUR/10,0.037991271920,0.037991271920
cds_spread_par,DiscountCurve/EUR/11,0.036957625168,0.036957625168
cds_spread_par,DiscountCurve/EUR/12,0.035896587534,0.035896587534
cds_spread_par,DiscountCurve/EUR/13,0.035989382860,0.035989382860
cds_spread_par,DiscountCurve/EUR/14,0.034954000422,0.034954000422
cds_spread_par,DiscountCurve/EUR/15,0.034986454801,0.034986454801
cds_spread_par,DiscountCurve/USD/0,1.080042000000,1.080042000000
cds_spread_par,IndexCurve/EUR-ESTER/2,0.038997535417,0.038997535417
cds_spread_par,IndexCurve/EUR-ESTER/3,0.038996987941,0.038996987941
cds_spread_par,IndexCurve/EUR-ESTER/4,0.038996172693,0.038996172693
cds_spread_par,IndexCurve/EUR-ESTER/5,0.038996934917,0.038996934917
cds_spread_par,IndexCurve/EUR-ESTER/6,0.038996599707,0.038996599707
cds_spread_par,IndexCurve/EUR-ESTER/7,0.038995879819,0.038995879819
