Date,Scenario,Numeraire,IndexCurve/EUR-EURIBOR-3M/0,IndexCurve/EUR-EURIBOR-3M/1,IndexCurve/EUR-EURIBOR-3M/2,IndexCurve/EUR-EURIBOR-3M/3,IndexCurve/EUR-EURIBOR-3M/4,IndexCurve/EUR-EURIBOR-3M/5,IndexCurve/EUR-EURIBOR-3M/6,IndexCurve/EUR-EURIBOR-3M/7,IndexCurve/GBP-LIBOR-3M/0,IndexCurve/GBP-LIBOR-3M/1,IndexCurve/GBP-LIBOR-3M/2,IndexCurve/GBP-LIBOR-3M/3,IndexCurve/GBP-LIBOR-3M/4,IndexCurve/GBP-LIBOR-3M/5,IndexCurve/GBP-LIBOR-3M/6,IndexCurve/GBP-LIBOR-3M/7,IndexCurve/USD-LIBOR-3M/0,IndexCurve/USD-LIBOR-3M/1,IndexCurve/USD-LIBOR-3M/2,IndexCurve/USD-LIBOR-3M/3,IndexCurve/USD-LIBOR-3M/4,IndexCurve/USD-LIBOR-3M/5,IndexCurve/USD-LIBOR-3M/6,IndexCurve/USD-LIBOR-3M/7,FXSpot/EURUSD/0,FXSpot/GBPUSD/0
2008-04-01,1,1,0.9569102795361798,0.9203831344255925,0.8845780428059502,0.8169165588830484,0.6466979145537062,0.5055744926197115,0.3951939585028042,0.24153367270099146,0.9479894564841896,0.9046133046735112,0.8626410839006536,0.7816733403284517,0.6092757324093442,0.4801152240914017,0.3865519770092797,0.26212724212587135,0.9760057793689441,0.9495740843126682,0.9159007338825015,0.8401263464986808,0.6520488798724614,0.4959626669057916,0.38111916072333774,0.23131134368161554,1.5597,1.9759
2008-04-02,1,1,0.9564398560762272,0.9193129651069581,0.8835162067832922,0.8145280835774622,0.6479948627339092,0.508204429252595,0.3985176256288998,0.24512144047351497,0.9478284935109846,0.904140793025949,0.8625034877513587,0.7815796936856192,0.610350084197356,0.48189457387835605,0.38914762430376826,0.2650893781429412,0.9751508757613314,0.9472945219437108,0.9124917919061324,0.8400516676189547,0.6483052267444234,0.49369417638964785,0.37935812816583103,0.2292404362652622,1.5681,1.987
2008-04-03,1,1,0.9565316151365615,0.9197183114660353,0.8838978327346082,0.8145410799040134,0.6459293425753223,0.504577820485352,0.39410555888357746,0.24049101004755577,0.9484832230827159,0.9047684272022184,0.8627643900398387,0.7814295396041834,0.6084939703939387,0.47934287780223367,0.3861449786366714,0.26146478555316877,0.9749500235940616,0.946756905264111,0.9118995137379898,0.8361782654322262,0.649079511348468,0.49542904333920396,0.3815235346918892,0.23073516884870277,1.5661,1.9939
2008-04-04,1,1,0.9567718943354969,0.9202226588657613,0.8842086312490122,0.8150673616328231,0.6479427644850002,0.5070591181755867,0.39675484322393917,0.2429775460239401,0.9488572534994817,0.9048823049569901,0.8630456835672328,0.7820151647978185,0.6083786499278788,0.4792667519571587,0.3859044087284648,0.2607273246318292,0.9760201885548623,0.9468772781694517,0.9160652434799165,0.8423695036088319,0.6623174606240805,0.5085205186427528,0.3935286247324496,0.24407948876742414,1.573,1.9929
2008-04-07,1,1,0.956717603654022,0.9198011339403213,0.8838804999665394,0.8140759849679069,0.6451399381265426,0.5035122512675944,0.3929227775029845,0.23934228509965857,0.9487327970321309,0.9043066572363206,0.8620691506901168,0.7809003058377347,0.6056148570426991,0.47629804444325485,0.3835254034070937,0.25925184923620603,0.9754310244153879,0.9477763951476712,0.9139801826252475,0.8392263291311219,0.6558814307923371,0.5031071650821048,0.3887614613098205,0.23718791381986093,1.5703,1.9878
2008-04-08,1,1,0.9565849198726525,0.9201655695975437,0.884585965309667,0.8149586075935495,0.6442170286848324,0.5010939955394319,0.3897143897384669,0.23578731585895552,0.9488190349897255,0.9052043714941527,0.8636601984723092,0.7817428751465073,0.607998678076128,0.47882343377693065,0.3859249240739814,0.26158010528831077,0.9753187413942273,0.9482351802401974,0.9142613548899535,0.8382817869108886,0.6531382988857135,0.49840871972022766,0.38326169634998575,0.2315586197071204,1.5707,1.9685
2008-04-09,1,1,0.9566310448131042,0.9205515473096777,0.8854109477626896,0.8159920755639256,0.6459490324204427,0.5031105710243708,0.39180429680213863,0.23768379631459857,0.9486356918040022,0.9056052663090228,0.8628809027709915,0.7809438282424379,0.6065579705229214,0.47721919461553525,0.3841458269770967,0.25960507483861356,0.9757879782718052,0.9499607508532426,0.9175741881003052,0.8429798104255828,0.6578674182156891,0.503865004070169,0.38832893617449493,0.23625586142434174,1.5819,1.9755
2008-04-10,1,1,0.9565577442889616,0.9205594535210813,0.8847126421218751,0.8154205059086562,0.6448033900741559,0.5024709543928686,0.39150317941833546,0.23774018344221245,0.9482628712808584,0.9055677952465165,0.8642624938214709,0.7830221410445696,0.6070258680269509,0.4775524985062506,0.3841121780312315,0.25900090367623313,0.9752379478287351,0.9485146967266531,0.9154637455308354,0.839865584736258,0.6543997085122837,0.5000772940357127,0.3859175433792473,0.23411500022350523,1.5741,1.9728
2008-04-11,1,1,0.9567211296413256,0.921500469422116,0.8867564874761408,0.818094258898757,0.6489832044083764,0.506728143581411,0.3956013314707626,0.24117977233955037,0.9482676946893793,0.9059768472082114,0.8651690218434545,0.7848984378585735,0.6127070400953216,0.4842548138862801,0.3908840435974317,0.26584440661767,0.9757864756811109,0.9501331500618916,0.9179685245479363,0.8440963163432202,0.6588370558148092,0.5051640815314268,0.390568279171857,0.23803467713386917,1.5824,1.9719
2008-04-14,1,1,0.9562593999891561,0.9208237243352556,0.8871819084458687,0.8169856963229533,0.6479106087956269,0.506003435977679,0.3951236678499773,0.24099597777949533,0.948058864924661,0.9059010771097095,0.8649652823359261,0.7841778485903478,0.6108211818871992,0.4819458524185115,0.3886099864952914,0.2633964363203153,0.9753424322296902,0.9490575262564938,0.9163401440862943,0.840885379352324,0.6535585578356993,0.49946384563492885,0.38489096140483275,0.2324857724156996,1.581,1.9758
