#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,556603,1,556603,556603,556603.00
PRICING|buildMarket(),5525,1,5525,5525,5525.00
PRICING|buildPortfolio(),283718,1,283718,283718,283718.00
XVA|Run XVAAnalytic,59344919,1,59344919,59344919,59344919.00
XVA|buildMarket(),5064,1,5064,5064,5064.00
