#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,13716.73,22657.58,10811.99,-2153.32,11469.33,-2286.61,11888.99,-2371.74,0.00,0.00,0.00,0.00,0.00,0.00,-352554.67,13716.73,22657.58,RelativeXVA,460297.25,1201507.37
Swap_1,CPTY_A,99404.72,178855.67,85051.53,-15286.12,90802.12,-16572.48,94476.30,-17401.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5921.33,11057.26,RelativeXVA,861476.01,866779.43
Swap_3,CPTY_A,70269.23,87535.55,41579.91,-11096.38,44487.50,-11713.58,46328.88,-12102.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4185.79,5411.64,RelativeXVA,1817831.45,1848637.85
Swap_2,CPTY_A,60596.84,100104.42,47200.15,-9491.08,51160.89,-10101.71,53704.78,-10490.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3609.62,6188.68,RelativeXVA,1457674.53,1490108.54
