#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
CPTY_A,2016-02-05,0.000000,0.00,36716414.03,0.00,-36716414.03,0.00,0.00
CPTY_A,2016-05-06,0.248634,0.00,36681259.42,0.00,0.00,0.00,0.00
CPTY_A,2016-08-05,0.497268,0.00,36262172.56,0.00,0.00,0.00,0.00
CPTY_A,2016-11-07,0.754098,0.00,36357694.20,0.00,0.00,0.00,0.00
CPTY_A,2017-02-06,1.003002,0.00,35004404.36,0.00,0.00,0.00,0.00
CPTY_A,2017-05-05,1.244098,0.00,34819628.25,0.00,0.00,0.00,0.00
CPTY_A,2017-08-07,1.501632,895.93,33610980.58,0.00,0.00,923.44,923.44
CPTY_A,2017-11-06,1.750947,10622.75,33751859.39,0.00,0.00,11003.77,11003.77
CPTY_A,2018-02-05,2.000262,20668.77,32454438.53,0.00,0.00,21516.75,21516.75
CPTY_A,2018-05-08,2.252317,37746.67,32267559.23,0.00,0.00,39494.54,39494.54
CPTY_A,2018-08-06,2.498892,88948.39,31263966.71,0.00,0.00,93529.01,93529.01
CPTY_A,2018-11-05,2.748207,104120.81,31431121.03,0.00,0.00,110032.10,110032.10
CPTY_A,2019-02-05,3.000262,163941.09,30479608.48,0.00,0.00,174127.44,174127.44
CPTY_A,2019-05-07,3.249577,255486.39,30283702.66,0.00,0.00,272722.43,272722.43
CPTY_A,2019-08-05,3.496152,334276.63,29418125.56,0.00,0.00,358598.88,358598.88
CPTY_A,2019-11-05,3.748207,405767.57,29602218.63,0.00,0.00,437499.76,437499.76
CPTY_A,2020-02-05,4.000000,492226.06,28707038.65,0.00,0.00,533411.86,533411.86
CPTY_A,2020-05-05,4.245902,554753.80,28565640.93,0.00,0.00,604154.63,604154.63
CPTY_A,2020-08-05,4.497268,699790.30,27853122.21,1331567.14,0.00,765972.64,765972.64
CPTY_A,2020-11-05,4.748634,740443.08,28054722.97,2499044.09,0.00,814581.50,814581.50
CPTY_A,2021-02-05,5.000262,887137.50,27354804.86,5076465.45,0.00,980914.87,980914.87
CPTY_A,2021-05-05,5.244098,1042515.24,27289125.82,6599104.95,0.00,1158373.62,1158373.62
CPTY_A,2021-08-05,5.496152,1128759.26,26580921.21,6886814.88,0.00,1260564.56,1260564.56
CPTY_A,2021-11-05,5.748207,1141808.00,26744787.48,7650217.50,0.00,1281605.53,1281605.53
CPTY_A,2022-02-07,6.005741,1188845.08,26040548.65,7661159.78,0.00,1341318.30,1341318.30
CPTY_A,2022-05-05,6.244098,1294450.60,25931151.58,8651424.92,0.00,1467473.12,1467473.12
CPTY_A,2022-08-05,6.496152,1462740.60,25346010.06,9569833.02,0.00,1666669.59,1666669.59
CPTY_A,2022-11-07,6.753687,1527563.09,25541247.30,10768404.76,0.00,1749551.16,1749551.16
CPTY_A,2023-02-06,7.003002,1705283.72,24999544.61,12717185.63,0.00,1962898.18,1962898.18
CPTY_A,2023-05-05,7.244098,1794292.91,24915482.92,12574679.41,0.00,2075374.34,2075374.34
CPTY_A,2023-08-07,7.501632,2016496.86,24398094.21,15769681.76,0.00,2344476.84,2344476.84
CPTY_A,2023-11-06,7.750947,2047309.18,24615728.14,16740267.59,0.00,2392243.95,2392243.95
CPTY_A,2024-02-05,8.000000,2260289.11,24097226.01,17313085.20,0.00,2654359.00,2654359.00
CPTY_A,2024-05-07,8.251366,2321693.24,24003470.47,17858960.22,0.00,2740298.75,2740298.75
CPTY_A,2024-08-05,8.497268,2551132.40,23517280.47,19874375.06,0.00,3026047.25,3026047.25
CPTY_A,2024-11-05,8.748634,2571965.98,23674881.33,19421481.08,0.00,3066234.24,3066234.24
CPTY_A,2025-02-05,9.000262,2781857.98,23209106.83,20985699.21,0.00,3333285.11,3333285.11
CPTY_A,2025-05-06,9.246837,2949304.62,23157610.55,21783522.78,0.00,3551460.07,3551460.07
CPTY_A,2025-08-05,9.496152,3185591.82,22766507.20,23115412.82,0.00,3855237.42,3855237.42
CPTY_A,2025-11-05,9.748207,3274527.92,22954253.36,22645032.14,0.00,3982972.25,3982972.25
CPTY_A,2026-02-05,10.000262,951028.96,543907.46,3694095.16,0.00,1162652.44,3982972.25
CPTY_A,2026-05-05,10.244098,855057.85,564350.63,3420972.27,0.00,1050455.18,3982972.25
CPTY_A,2026-08-05,10.496152,834366.22,575520.01,3410399.31,0.00,1030234.92,3982972.25
CPTY_A,2026-11-05,10.748207,743199.68,603063.26,3142745.08,0.00,922322.04,3982972.25
CPTY_A,2027-02-05,11.000262,723745.13,614649.18,3072969.80,0.00,902734.93,3982972.25
CPTY_A,2027-05-05,11.244098,789722.46,526485.38,3110560.47,0.00,989862.68,3982972.25
CPTY_A,2027-08-05,11.496152,768245.44,535698.80,2984521.83,0.00,967827.53,3982972.25
CPTY_A,2027-11-05,11.748207,677510.51,559247.18,2730282.25,0.00,857850.36,3982972.25
CPTY_A,2028-02-07,12.005464,658610.70,570125.57,2770462.61,0.00,838242.31,3982972.25
CPTY_A,2028-05-05,12.245902,718123.45,479000.79,2781746.13,0.00,918421.08,3982972.25
CPTY_A,2028-08-07,12.502732,699812.27,490155.52,2707037.09,0.00,899641.62,3982972.25
CPTY_A,2028-11-06,12.751366,605798.52,514767.85,2500362.63,0.00,782690.01,3982972.25
CPTY_A,2029-02-05,13.000262,582647.21,521343.67,2481748.28,0.00,756555.59,3982972.25
CPTY_A,2029-05-08,13.252317,641058.85,432855.82,2492933.68,0.00,836624.46,3982972.25
