#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,84075.33,2624985.39,1252223.98,-12146.57,1346500.74,-14098.97,1407351.63,-15423.38,0.00,-29250.73,0.00,0.00,0.00,0.00,0.00,84075.33,2624985.39,None,0.00,0.00
BermSwp,CPTY_A,4399.49,76.23,32.29,-652.19,42.50,-737.77,50.05,-796.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,52710.26,52710.26
CC_SWAP_EUR_USD,CPTY_A,60291.29,2638742.87,1259872.05,-8944.15,1352667.27,-10110.53,1412339.94,-10876.89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,0.00,0.00
FX_CALL_OPTION,CPTY_A,15746.18,0.00,0.00,-2438.34,0.00,-2640.55,0.00,-2771.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,275142.03,275142.03
Swap_EUR,CPTY_A,38707.70,68782.61,31686.08,-5690.77,36208.59,-6491.06,39308.43,-7037.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,153776.26,153776.26
Swap_USD,CPTY_A,50210.96,55558.54,25723.19,-7429.28,29141.27,-8420.09,31469.72,-9093.09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,243992.05,243992.05
