#TradeId,ScenarioLabel,Type,CashflowNo,LegNo,PayDate,FlowType,Amount_Base,Amount_Scen,Amount_Diff,Currency,Coupon_Base,Coupon_Scen,Coupon_Diff,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount_Base,AccruedAmount_Scen,AccruedAmount_Diff,fixingDate,fixingValue_Base,fixingValue_Scen,fixingValue_Diff,Notional_Base,Notional_Scen,Notional_Diff,DiscountFactor_Base,DiscountFactor_Scen,PresentValue_Base,PresentValue_Scen,PresentValue_Diff,FXRate(Local-Base)_Base,FXRate(Local-Base)_Scen,PresentValue(Base)_Base,PresentValue(Base)_Scen,PresentValue(Base)_Diff,BaseCurrency,FloorStrike,CapStrike,FloorVolatility_Base,FloorVolatility_Scen,CapVolatility_Base,CapVolatility_Scen,EffectiveFloorVolatility_Base,EffectiveFloorVolatility_Scen,EffectiveCapVolatility_Base,EffectiveCapVolatility_Scen
BERMUDAN_SWAPTION,BASE,Swaption,1,0,2029-01-02,InterestProjected,42202.516560,42202.516560,0.000000,EUR,0.0165140282,0.0165140282,0.0000000000,0.2555555556,2028-10-02,2029-01-02,0.0000,0.0000,0.0000,2028-09-28,0.0165140282,0.0165140282,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.9198493545,0.9198493545,38819.9576149461,38819.9576149461,0.0000000000,1.0000000000,1.0000000000,38819.9576149461,38819.9576149461,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,2,0,2029-04-03,InterestProjected,41742.837471,41742.837471,0.000000,EUR,0.0165136500,0.0165136500,0.0000000000,0.2527777778,2029-01-02,2029-04-03,0.0000,0.0000,0.0000,2028-12-28,0.0165136500,0.0165136500,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.9164150965,0.9164150965,38253.7664283750,38253.7664283750,0.0000000000,1.0000000000,1.0000000000,38253.7664283750,38253.7664283750,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,3,0,2029-07-02,InterestProjected,41283.179423,41283.179423,0.000000,EUR,0.0165132718,0.0165132718,0.0000000000,0.2500000000,2029-04-03,2029-07-02,0.0000,0.0000,0.0000,2029-03-28,0.0165132718,0.0165132718,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.9130311890,0.9130311890,37692.8303943904,37692.8303943904,0.0000000000,1.0000000000,1.0000000000,37692.8303943904,37692.8303943904,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,4,0,2029-10-01,InterestProjected,41742.837471,41742.837471,0.000000,EUR,0.0165136500,0.0165136500,0.0000000000,0.2527777778,2029-07-02,2029-10-01,0.0000,0.0000,0.0000,2029-06-28,0.0165136500,0.0165136500,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.9096223866,0.9096223866,37970.2194452248,37970.2194452248,0.0000000000,1.0000000000,1.0000000000,37970.2194452248,37970.2194452248,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,5,0,2030-01-02,InterestProjected,42662.216692,42662.216692,0.000000,EUR,0.0165144065,0.0165144065,0.0000000000,0.2583333333,2029-10-01,2030-01-02,0.0000,0.0000,0.0000,2029-09-27,0.0165144065,0.0165144065,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.9061518146,0.9061518146,38658.4450698459,38658.4450698459,0.0000000000,1.0000000000,1.0000000000,38658.4450698459,38658.4450698459,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,6,0,2030-04-01,InterestProjected,40823.542416,40823.542416,0.000000,EUR,0.0165128936,0.0165128936,0.0000000000,0.2472222222,2030-01-02,2030-04-01,0.0000,0.0000,0.0000,2029-12-28,0.0165128936,0.0165128936,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.9028429147,0.9028429147,36857.2460231111,36857.2460231111,0.0000000000,1.0000000000,1.0000000000,36857.2460231111,36857.2460231111,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,7,0,2030-07-01,InterestProjected,41742.837471,41742.837471,0.000000,EUR,0.0165136500,0.0165136500,0.0000000000,0.2527777778,2030-04-01,2030-07-01,0.0000,0.0000,0.0000,2030-03-28,0.0165136500,0.0165136500,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8994721503,0.8994721503,37546.5197777335,37546.5197777335,0.0000000000,1.0000000000,1.0000000000,37546.5197777335,37546.5197777335,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,8,0,2030-10-01,InterestProjected,42202.516560,42202.516560,0.000000,EUR,0.0165140282,0.0165140282,0.0000000000,0.2555555556,2030-07-01,2030-10-01,0.0000,0.0000,0.0000,2030-06-27,0.0165140282,0.0165140282,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8960771372,0.8960771372,37816.7102232009,37816.7102232009,0.0000000000,1.0000000000,1.0000000000,37816.7102232009,37816.7102232009,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,9,0,2031-01-02,InterestProjected,42662.216692,42662.216692,0.000000,EUR,0.0165144065,0.0165144065,0.0000000000,0.2583333333,2030-10-01,2031-01-02,0.0000,0.0000,0.0000,2030-09-27,0.0165144065,0.0165144065,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8926582457,0.8926582457,38082.7795103489,38082.7795103489,0.0000000000,1.0000000000,1.0000000000,38082.7795103489,38082.7795103489,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,10,0,2031-04-01,InterestProjected,37252.621153,37252.621153,0.000000,EUR,0.0150684760,0.0150684760,0.0000000000,0.2472222222,2031-01-02,2031-04-01,0.0000,0.0000,0.0000,2030-12-30,0.0150684760,0.0150684760,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8895024646,0.8895024646,33136.2983273731,33136.2983273731,0.0000000000,1.0000000000,1.0000000000,33136.2983273731,33136.2983273731,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,11,0,2031-07-01,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2031-04-01,2031-07-01,0.0000,0.0000,0.0000,2031-03-28,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8863527092,0.8863527092,31762.2124583046,31762.2124583046,0.0000000000,1.0000000000,1.0000000000,31762.2124583046,31762.2124583046,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,12,0,2031-10-01,InterestProjected,36229.233502,36229.233502,0.000000,EUR,0.0141766566,0.0141766566,0.0000000000,0.2555555556,2031-07-01,2031-10-01,0.0000,0.0000,0.0000,2031-06-27,0.0141766566,0.0141766566,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8831796788,0.8831796788,31996.9228093007,31996.9228093007,0.0000000000,1.0000000000,1.0000000000,31996.9228093007,31996.9228093007,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,13,0,2032-01-02,InterestProjected,36623.749759,36623.749759,0.000000,EUR,0.0141769354,0.0141769354,0.0000000000,0.2583333333,2031-10-01,2032-01-02,0.0000,0.0000,0.0000,2031-09-29,0.0141769354,0.0141769354,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8799837038,0.8799837038,32228.3029607111,32228.3029607111,0.0000000000,1.0000000000,1.0000000000,32228.3029607111,32228.3029607111,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,14,0,2032-04-01,InterestProjected,35440.247511,35440.247511,0.000000,EUR,0.0141760990,0.0141760990,0.0000000000,0.2500000000,2032-01-02,2032-04-01,0.0000,0.0000,0.0000,2031-12-30,0.0141760990,0.0141760990,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8769018369,0.8769018369,31077.6181432658,31077.6181432658,0.0000000000,1.0000000000,1.0000000000,31077.6181432658,31077.6181432658,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,15,0,2032-07-01,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2032-04-01,2032-07-01,0.0000,0.0000,0.0000,2032-03-30,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8737967007,0.8737967007,31312.2712516333,31312.2712516333,0.0000000000,1.0000000000,1.0000000000,31312.2712516333,31312.2712516333,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,16,0,2032-10-01,InterestProjected,36229.233502,36229.233502,0.000000,EUR,0.0141766566,0.0141766566,0.0000000000,0.2555555556,2032-07-01,2032-10-01,0.0000,0.0000,0.0000,2032-06-29,0.0141766566,0.0141766566,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8706686193,0.8706686193,31543.6567127565,31543.6567127565,0.0000000000,1.0000000000,1.0000000000,31543.6567127565,31543.6567127565,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,17,0,2033-01-03,InterestProjected,37018.281524,37018.281524,0.000000,EUR,0.0141772142,0.0141772142,0.0000000000,0.2611111111,2032-10-01,2033-01-03,0.0000,0.0000,0.0000,2032-09-29,0.0141772142,0.0141772142,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8674841018,0.8674841018,32112.7706971618,32112.7706971618,0.0000000000,1.0000000000,1.0000000000,32112.7706971618,32112.7706971618,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,18,0,2033-04-01,InterestProjected,34651.323545,34651.323545,0.000000,EUR,0.0141755415,0.0141755415,0.0000000000,0.2444444444,2033-01-03,2033-04-01,0.0000,0.0000,0.0000,2032-12-30,0.0141755415,0.0141755415,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8645134082,0.8645134082,29956.5338168644,29956.5338168644,0.0000000000,1.0000000000,1.0000000000,29956.5338168644,29956.5338168644,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,19,0,2033-07-01,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2033-04-01,2033-07-01,0.0000,0.0000,0.0000,2033-03-30,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8614521398,0.8614521398,30869.9072108500,30869.9072108500,0.0000000000,1.0000000000,1.0000000000,30869.9072108500,30869.9072108500,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,20,0,2033-10-03,InterestProjected,37018.281524,37018.281524,0.000000,EUR,0.0141772142,0.0141772142,0.0000000000,0.2611111111,2033-07-01,2033-10-03,0.0000,0.0000,0.0000,2033-06-29,0.0141772142,0.0141772142,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8583013321,0.8583013321,31772.8403427111,31772.8403427111,0.0000000000,1.0000000000,1.0000000000,31772.8403427111,31772.8403427111,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,21,0,2034-01-02,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2033-10-03,2034-01-02,0.0000,0.0000,0.0000,2033-09-29,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8552620608,0.8552620608,30648.0873842022,30648.0873842022,0.0000000000,1.0000000000,1.0000000000,30648.0873842022,30648.0873842022,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,22,0,2034-04-03,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2034-01-02,2034-04-03,0.0000,0.0000,0.0000,2033-12-29,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8522335518,0.8522335518,30539.5615709309,30539.5615709309,0.0000000000,1.0000000000,1.0000000000,30539.5615709309,30539.5615709309,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,23,0,2034-07-03,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2034-04-03,2034-07-03,0.0000,0.0000,0.0000,2034-03-30,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8492157667,0.8492157667,30431.4200508782,30431.4200508782,0.0000000000,1.0000000000,1.0000000000,30431.4200508782,30431.4200508782,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,24,0,2034-10-02,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2034-07-03,2034-10-02,0.0000,0.0000,0.0000,2034-06-29,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8462086678,0.8462086678,30323.6614632502,30323.6614632502,0.0000000000,1.0000000000,1.0000000000,30323.6614632502,30323.6614632502,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,25,0,2035-01-02,InterestProjected,36229.233502,36229.233502,0.000000,EUR,0.0141766566,0.0141766566,0.0000000000,0.2555555556,2034-10-02,2035-01-02,0.0000,0.0000,0.0000,2034-09-28,0.0141766566,0.0141766566,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8431793480,0.8431793480,30547.7414839625,30547.7414839625,0.0000000000,1.0000000000,1.0000000000,30547.7414839625,30547.7414839625,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,26,0,2035-04-02,InterestProjected,35440.247511,35440.247511,0.000000,EUR,0.0141760990,0.0141760990,0.0000000000,0.2500000000,2035-01-02,2035-04-02,0.0000,0.0000,0.0000,2034-12-28,0.0141760990,0.0141760990,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8402263768,0.8402263768,29777.8307603544,29777.8307603544,0.0000000000,1.0000000000,1.0000000000,29777.8307603544,29777.8307603544,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,27,0,2035-07-02,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2035-04-02,2035-07-02,0.0000,0.0000,0.0000,2035-03-29,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8372511096,0.8372511096,30002.6697591486,30002.6697591486,0.0000000000,1.0000000000,1.0000000000,30002.6697591486,30002.6697591486,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,28,0,2035-10-01,InterestProjected,35834.732753,35834.732753,0.000000,EUR,0.0141763778,0.0141763778,0.0000000000,0.2527777778,2035-07-02,2035-10-01,0.0000,0.0000,0.0000,2035-06-28,0.0141763778,0.0141763778,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8342863778,0.8342863778,29896.4293893974,29896.4293893974,0.0000000000,1.0000000000,1.0000000000,29896.4293893974,29896.4293893974,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,29,0,2036-01-02,InterestProjected,36623.749759,36623.749759,0.000000,EUR,0.0141769354,0.0141769354,0.0000000000,0.2583333333,2035-10-01,2036-01-02,0.0000,0.0000,0.0000,2035-09-27,0.0141769354,0.0141769354,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8312673337,0.8312673337,30444.1268125163,30444.1268125163,0.0000000000,1.0000000000,1.0000000000,30444.1268125163,30444.1268125163,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BERMUDAN_SWAPTION,BASE,Swaption,30,0,2036-04-01,InterestProjected,35440.247511,35440.247511,0.000000,EUR,0.0141760990,0.0141760990,0.0000000000,0.2500000000,2036-01-02,2036-04-01,0.0000,0.0000,0.0000,2035-12-28,0.0141760990,0.0141760990,0.0000000000,-10000000.0000,-10000000.0000,0.0000,0.8283560806,0.8283560806,29357.1445241164,29357.1445241164,0.0000000000,1.0000000000,1.0000000000,29357.1445241164,29357.1445241164,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
