#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,13537.27,22499.56,10740.55,-2126.73,11386.06,-2256.69,11797.77,-2339.62,0.00,0.00,0.00,0.00,0.00,0.00,-352050.08,13537.27,22499.56,Marginal,460183.32,1201477.63
Swap_1,CPTY_A,99408.47,178873.13,85059.51,-15286.73,90811.30,-16573.11,94486.30,-17401.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93662.98,-9303.85,Marginal,861474.30,866777.59
Swap_2,CPTY_A,60560.36,100057.33,47178.31,-9485.70,51136.57,-10095.63,53678.86,-10484.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-24861.38,-7155.56,Marginal,1457674.53,1490108.54
Swap_3,CPTY_A,70230.14,87542.98,41583.36,-11090.59,44491.38,-11707.07,46333.05,-12095.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-55264.33,38958.98,Marginal,1817754.76,1848555.61
