#Portfolio,ProductClass,RiskClass,MarginType,Bucket,SimmSide,Regulation,InitialMargin,Currency,CalculationCurrency
CRIF_20201228,RatesFX,InterestRate,Delta,All,Call,"ESA,USPR",812069.423860555,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,USD,Call,"ESA,USPR",812069.423860555,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,All,Call,"ESA,USPR",164145.016111079,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,USD,Call,"ESA,USPR",164145.016111079,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,All,Call,"ESA,USPR",72875.510958683,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,USD,Call,"ESA,USPR",2114.166487675,USD,USD
CRIF_20201228,RatesFX,InterestRate,All,All,Call,"ESA,USPR",1049089.950930317,USD,USD
CRIF_20201228,RatesFX,All,Delta,All,Call,"ESA,USPR",812069.423860555,USD,USD
CRIF_20201228,RatesFX,All,Vega,All,Call,"ESA,USPR",164145.016111079,USD,USD
CRIF_20201228,RatesFX,All,Curvature,All,Call,"ESA,USPR",72875.510958683,USD,USD
CRIF_20201228,RatesFX,All,All,All,Call,"ESA,USPR",1049089.950930317,USD,USD
CRIF_20201228,All,InterestRate,Delta,All,Call,"ESA,USPR",812069.423860555,USD,USD
CRIF_20201228,All,InterestRate,Vega,All,Call,"ESA,USPR",164145.016111079,USD,USD
CRIF_20201228,All,InterestRate,Curvature,All,Call,"ESA,USPR",72875.510958683,USD,USD
CRIF_20201228,All,InterestRate,All,All,Call,"ESA,USPR",1049089.950930317,USD,USD
CRIF_20201228,All,All,Delta,All,Call,"ESA,USPR",812069.423860555,USD,USD
CRIF_20201228,All,All,Vega,All,Call,"ESA,USPR",164145.016111079,USD,USD
CRIF_20201228,All,All,Curvature,All,Call,"ESA,USPR",72875.510958683,USD,USD
CRIF_20201228,All,All,All,All,Call,"ESA,USPR",1049089.950930317,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,All,Post,"CFTC,SEC",812069.423860555,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,USD,Post,"CFTC,SEC",812069.423860555,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,All,Post,"CFTC,SEC",164145.016111079,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,USD,Post,"CFTC,SEC",164145.016111079,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,USD,Post,"CFTC,SEC",2114.166487675,USD,USD
CRIF_20201228,RatesFX,InterestRate,All,All,Post,"CFTC,SEC",976214.439971634,USD,USD
CRIF_20201228,RatesFX,All,Delta,All,Post,"CFTC,SEC",812069.423860555,USD,USD
CRIF_20201228,RatesFX,All,Vega,All,Post,"CFTC,SEC",164145.016111079,USD,USD
CRIF_20201228,RatesFX,All,All,All,Post,"CFTC,SEC",976214.439971634,USD,USD
CRIF_20201228,All,InterestRate,Delta,All,Post,"CFTC,SEC",812069.423860555,USD,USD
CRIF_20201228,All,InterestRate,Vega,All,Post,"CFTC,SEC",164145.016111079,USD,USD
CRIF_20201228,All,InterestRate,All,All,Post,"CFTC,SEC",976214.439971634,USD,USD
CRIF_20201228,All,All,Delta,All,Post,"CFTC,SEC",812069.423860555,USD,USD
CRIF_20201228,All,All,Vega,All,Post,"CFTC,SEC",164145.016111079,USD,USD
CRIF_20201228,All,All,All,All,Post,"CFTC,SEC",976214.439971634,USD,USD
