#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-02-19,14,1672547.983602,1564705.488022,0.000000,2050030.929454,CPTY_A,0.038251
1,2016-03-04,14,1562350.209350,1462631.045145,9864.233516,1833205.120135,CPTY_A,0.076503
2,2016-03-18,14,1598264.157164,1540537.063664,0.000000,1824856.738636,CPTY_A,0.114754
3,2016-04-01,14,1533887.475652,1437318.583107,0.000000,1452962.814069,CPTY_A,0.153005
4,2016-04-15,14,1754651.733758,1661610.785024,0.000000,1914947.191021,CPTY_A,0.191257
5,2016-04-29,14,1538470.105717,1460624.869050,0.000000,1565846.951480,CPTY_A,0.229508
6,2016-05-13,14,1441794.135687,1336827.169228,0.000000,1333034.276240,CPTY_A,0.267760
7,2016-05-27,14,1369347.202592,1316944.162654,63163.389863,1291291.548686,CPTY_A,0.306011
8,2016-06-10,14,1616602.483821,1545204.130115,0.000000,1394498.286122,CPTY_A,0.344262
9,2016-06-24,14,1450975.714799,1422113.691926,0.000000,1201302.598829,CPTY_A,0.382514
10,2016-07-08,14,1623895.980058,1549932.488333,0.000000,1663864.080584,CPTY_A,0.420765
11,2016-07-22,14,1554147.821785,1505426.873372,0.000000,1535779.995960,CPTY_A,0.459016
12,2016-08-05,14,1539545.188746,1441684.277188,0.000000,1840525.999369,CPTY_A,0.497268
13,2016-08-19,14,1462177.203500,1425778.863921,0.000000,1583982.664457,CPTY_A,0.535519
14,2016-09-02,14,1566068.807578,1364688.031143,-238236.817861,1810819.219023,CPTY_A,0.573770
15,2016-09-16,14,1697152.581614,1683418.179817,0.000000,1460121.813376,CPTY_A,0.612022
16,2016-09-30,14,1498705.380481,1467545.233703,0.000000,1412343.190884,CPTY_A,0.650273
17,2016-10-14,14,1615270.629907,1562184.100260,0.000000,1453698.484131,CPTY_A,0.688525
18,2016-10-28,17,1355919.634980,1297661.714188,0.000000,1208832.888517,CPTY_A,0.726776
19,2016-11-14,11,1547203.070432,1289609.058616,0.000000,1865834.920867,CPTY_A,0.773224
20,2016-11-25,14,1457536.646887,1427773.385318,65833.186445,1348396.691494,CPTY_A,0.803279
21,2016-12-09,14,1721794.593456,1652216.796700,0.000000,1718124.108583,CPTY_A,0.841530
22,2016-12-23,14,1156907.885966,1117840.666847,0.000000,951603.738508,CPTY_A,0.879781
23,2017-01-06,14,1574059.273701,1443586.195552,0.000000,1327769.205092,CPTY_A,0.918070
24,2017-01-20,14,1540909.335125,1420278.191852,0.000000,1744300.547877,CPTY_A,0.956426
25,2017-02-03,14,1394733.722730,1327553.208616,0.000000,1303761.179164,CPTY_A,0.994783
26,2017-02-17,14,1573841.197439,1465285.491609,0.000000,1348378.290255,CPTY_A,1.033139
27,2017-03-03,14,1569809.167328,1376217.246164,-220908.958023,2499955.049973,CPTY_A,1.071495
28,2017-03-17,14,1565358.766179,1512351.654721,0.000000,1655953.680352,CPTY_A,1.109851
29,2017-03-31,18,1476048.486196,1435784.678206,0.000000,1458903.613652,CPTY_A,1.148207
30,2017-04-18,10,1445450.268401,1320533.928613,0.000000,1310072.778627,CPTY_A,1.197522
31,2017-04-28,14,1655386.028685,1449710.650439,0.000000,2726352.247730,CPTY_A,1.224920
32,2017-05-12,14,1396401.910899,1309082.757274,0.000000,1169254.454958,CPTY_A,1.263276
33,2017-05-26,14,1637968.445701,1580582.677667,73954.225867,1693727.836776,CPTY_A,1.301632
34,2017-06-09,14,1719173.098630,1632745.510138,0.000000,1609722.680644,CPTY_A,1.339988
35,2017-06-23,14,1449947.488840,1347614.995120,0.000000,1420834.753041,CPTY_A,1.378344
36,2017-07-07,14,1516558.778220,1439718.522500,0.000000,2031302.212810,CPTY_A,1.416700
37,2017-07-21,14,1535971.394333,1465037.594918,0.000000,1521477.185774,CPTY_A,1.455057
38,2017-08-04,14,1481781.922333,1372731.228033,0.000000,1299033.209083,CPTY_A,1.493413
39,2017-08-18,14,1594522.487516,1506235.276846,0.000000,2358579.996289,CPTY_A,1.531769
