#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,15807.35,20943.54,10128.65,-2545.76,10491.64,-2634.79,10714.87,-2689.59,-691.34,0.00,0.00,0.00,0.00,0.00,-55740.27,15807.35,20943.54,Marginal,751726.53,1201501.38
Swap_1,CPTY_A,42099.67,103756.62,50207.81,-6749.35,51957.22,-7017.19,53029.95,-7181.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3617.77,17815.72,Marginal,861834.33,867139.82
Swap_3,CPTY_A,47923.86,48386.24,23307.93,-7716.61,24326.13,-7987.95,24953.36,-8154.53,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7200.26,4471.49,Marginal,1818613.04,1849406.68
Swap_2,CPTY_A,14233.35,9864.15,4819.04,-2340.79,4899.73,-2372.32,4948.15,-2391.22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2206.61,1218.45,Marginal,1457674.53,1490108.54
