#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
CVA,DiscountCurve/EUR/1/1M,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,DiscountCurve/EUR/2/3M,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,DiscountCurve/EUR/3/6M,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,DiscountCurve/EUR/4/1Y,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,DiscountCurve/EUR/5/2Y,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,DiscountCurve/EUR/6/3Y,Up,111138.60,0.000001,#N/A,111138.59,-0.01
CVA,DiscountCurve/EUR/7/5Y,Up,111138.60,0.000001,#N/A,111138.55,-0.05
CVA,DiscountCurve/EUR/8/10Y,Up,111138.60,0.000001,#N/A,111138.34,-0.26
CVA,DiscountCurve/EUR/9/15Y,Up,111138.60,0.000001,#N/A,111137.98,-0.62
CVA,DiscountCurve/EUR/10/20Y,Up,111138.60,0.000001,#N/A,111137.98,-0.62
CVA,IndexCurve/EUR-EONIA/4/1Y,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,IndexCurve/EUR-EONIA/5/2Y,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,IndexCurve/EUR-EONIA/6/3Y,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,IndexCurve/EUR-EONIA/7/5Y,Up,111138.60,0.000001,#N/A,111138.61,0.01
CVA,IndexCurve/EUR-EONIA/8/10Y,Up,111138.60,0.000001,#N/A,111138.62,0.02
CVA,IndexCurve/EUR-EONIA/9/15Y,Up,111138.60,0.000001,#N/A,111138.64,0.04
CVA,IndexCurve/EUR-EONIA/10/20Y,Up,111138.60,0.000001,#N/A,111138.45,-0.15
CVA,IndexCurve/EUR-EONIA/11/30Y,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,IndexCurve/EUR-EURIBOR-3M/9/15Y,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,IndexCurve/EUR-EURIBOR-3M/10/20Y,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,IndexCurve/EUR-EURIBOR-6M/1/1M,Up,111138.60,0.000001,#N/A,111138.60,0.00
CVA,IndexCurve/EUR-EURIBOR-6M/2/3M,Up,111138.60,0.000001,#N/A,111138.62,0.02
