#Date,EPE,ENE
2016-02-05,82769.9940,0.0000
2016-02-19,121587.7501,38817.7561
2016-03-04,156137.7799,73367.7859
2016-03-18,165844.7600,83074.7660
2016-04-01,187806.0851,105036.0911
2016-04-15,197212.4613,114442.4673
2016-04-29,213380.9698,130206.1068
2016-05-13,223542.8785,140368.0156
2016-05-27,232059.6475,148884.7845
2016-06-10,240265.2245,157090.3615
2016-06-24,249491.5077,166316.6447
2016-07-08,253666.3888,170491.5258
2016-07-22,262278.1287,179103.2657
2016-08-05,278141.8875,194967.0245
2016-08-19,286631.7428,203456.8798
2016-09-02,294123.8851,210949.0221
2016-09-16,303032.1048,219857.2418
2016-09-30,315197.6119,232022.7490
2016-10-14,324830.2402,241655.3773
2016-10-28,275590.5996,290500.5967
2016-11-14,284072.2173,298982.2144
2016-11-25,287559.1210,302469.1181
2016-12-09,294203.7543,309113.7514
2016-12-23,298508.0229,313418.0200
2017-01-06,302933.5401,317843.5372
2017-01-20,307198.9530,322108.9501
2017-02-03,312991.5022,327901.4993
2017-02-17,317783.4877,332693.4849
2017-03-03,323134.3556,338044.3527
2017-03-17,331819.9490,346729.9461
2017-03-31,336946.8834,351856.8805
2017-04-18,343025.6998,357935.6969
2017-04-28,389801.7715,308591.2231
2017-05-12,393908.6161,312698.0677
2017-05-26,400694.9676,319484.4192
2017-06-09,406017.5066,324806.9582
2017-06-23,409100.4082,327889.8598
2017-07-07,414407.7878,333197.2393
2017-07-21,418406.6349,337196.0865
2017-08-04,419822.5418,338611.9934
2017-08-18,423799.6037,342589.0553
2017-09-01,427898.4844,346687.9360
2017-09-15,431357.5793,350147.0309
2017-09-29,433041.6280,351831.0796
2017-10-13,438712.7629,357502.2145
2017-10-27,441028.0460,359817.4976
2017-11-13,388317.3998,404841.4880
2017-11-24,393210.8090,409734.8972
2017-12-08,396857.1121,413381.2003
2017-12-22,399117.3993,415641.4875
2018-01-05,402289.8114,418813.8996
2018-01-19,406306.7362,422830.8243
2018-02-02,409682.4953,426206.5835
2018-02-16,412953.5625,429477.6507
2018-03-02,418137.0676,434661.1558
2018-03-16,421114.7558,437638.8440
2018-04-03,426705.7017,443229.7899
2018-04-13,427592.4059,444116.4941
2018-04-27,432047.1288,448571.2170
2018-05-11,468482.7308,390131.0519
2018-05-25,471394.7685,393043.0896
2018-06-08,476077.1987,397725.5198
2018-06-22,477283.5262,398931.8473
2018-07-06,481507.0204,403155.3415
2018-07-20,483979.1090,405627.4301
2018-08-03,486731.4263,408379.7474
2018-08-17,490889.0055,412537.3266
2018-08-31,492799.4180,414447.7391
2018-09-14,494962.8266,416611.1477
2018-09-28,498672.7587,420321.0799
2018-10-12,501169.6016,422817.9228
2018-10-26,505792.8980,427441.2191
2018-11-09,450175.3720,466448.1679
2018-11-23,453632.3305,469905.1264
2018-12-07,456681.8054,472954.6013
2018-12-21,459285.7814,475558.5773
2019-01-04,460890.0068,477162.8027
2019-01-18,462044.1958,478316.9917
2019-02-01,464161.9377,480434.7336
2019-02-15,469003.4302,485276.2261
2019-03-01,472109.1398,488381.9357
2019-03-15,475573.3245,491846.1203
2019-03-29,477346.1156,493618.9114
2019-04-12,480381.8385,496654.6344
2019-04-26,483771.2232,500044.0191
2019-05-10,515319.3895,438027.2357
2019-05-24,517696.4390,440404.2852
2019-06-07,520278.7828,442986.6289
2019-06-21,523040.3934,445748.2396
2019-07-05,525836.7527,448544.5989
2019-07-19,528224.4527,450932.2988
2019-08-02,531754.6852,454462.5314
2019-08-16,534355.6731,457063.5193
2019-08-30,537747.4863,460455.3325
2019-09-13,539285.7686,461993.6148
2019-09-27,541323.6693,464031.5155
2019-10-11,543826.5931,466534.4392
2019-10-25,547058.7332,469766.5794
2019-11-08,491374.6201,506684.2766
2019-11-22,493626.5914,508936.2479
2019-12-06,496811.3145,512120.9710
2019-12-20,498608.1958,513917.8523
2020-01-03,500806.0249,516115.6814
2020-01-17,504104.7056,519414.3621
2020-01-31,505391.6192,520701.2757
2020-02-14,507203.4896,522513.1461
2020-02-28,509736.9100,525046.5664
2020-03-13,511175.6857,526485.3421
2020-03-27,513770.7329,529080.3894
2020-04-14,517238.8684,532548.5249
2020-04-24,519079.7417,534389.3981
2020-05-11,547946.3262,471628.6000
2020-05-22,549746.4390,473428.7128
2020-06-05,550471.3635,474153.6373
2020-06-19,552828.2964,476510.5701
2020-07-06,554564.5513,478246.8250
2020-07-17,555343.7048,479025.9786
2020-07-31,558477.7673,482160.0411
2020-08-14,559963.1292,483645.4029
2020-08-28,562601.4120,486283.6858
2020-09-11,563919.4183,487601.6921
2020-09-25,567588.8842,491271.1579
2020-10-09,569996.6303,493678.9040
2020-10-23,571725.8731,495408.1468
2020-11-06,513685.2193,528611.0760
2020-11-20,515780.8682,530706.7250
2020-12-04,518167.1550,533093.0118
2020-12-18,520798.7709,535724.6277
2021-01-04,522492.8240,537418.6808
2021-01-15,523463.0111,538388.8679
2021-01-29,526208.6286,541134.4854
2021-02-12,526336.4035,541262.2603
2021-02-26,528295.2066,543221.0634
2021-03-12,530715.4006,545641.2574
2021-03-26,532389.5679,547315.4247
2021-04-09,533225.3271,548151.1839
2021-04-23,534654.9932,549580.8500
2021-05-07,560371.7269,485793.1502
2021-05-21,561504.7773,486926.2006
2021-06-04,562465.8246,487887.2479
2021-06-18,565104.7713,490526.1946
2021-07-02,566250.4308,491671.8541
2021-07-16,568117.2820,493538.7053
2021-07-30,569217.0539,494638.4772
2021-08-13,570745.7135,496167.1368
2021-08-27,573309.5488,498730.9721
2021-09-10,574423.6838,499845.1071
2021-09-24,575439.3008,500860.7241
2021-10-08,576288.4170,501709.8403
2021-10-22,577764.3970,503185.8203
2021-11-05,517243.4294,531511.6251
2021-11-19,519754.5489,534022.7445
2021-12-03,522024.5350,536292.7306
2021-12-17,523008.2970,537276.4927
2022-01-04,523951.5679,538219.7636
2022-01-14,525158.2261,539426.4218
2022-01-28,527286.2843,541554.4799
2022-02-11,529229.2728,543497.4684
2022-02-25,530823.2211,545091.4167
2022-03-11,531838.1839,546106.3795
2022-03-25,533201.2165,547469.4122
2022-04-08,535352.0620,549620.2576
2022-04-22,536746.3802,551014.5759
2022-05-06,560052.2756,486275.5700
2022-05-20,559979.8297,486203.1241
2022-06-07,561934.7747,488158.0690
2022-06-17,562253.6699,488476.9643
2022-07-01,563200.2035,489423.4979
2022-07-15,565187.3175,491410.6119
2022-07-29,567468.0851,493691.3795
2022-08-12,568392.3404,494615.6348
2022-08-26,569943.0173,496166.3117
2022-09-09,571245.7030,497468.9974
2022-09-23,573949.3191,500172.6135
2022-10-07,575716.1411,501939.4355
2022-10-21,577243.8714,503467.1658
2022-11-04,515064.2658,528477.2163
2022-11-18,516573.2301,529986.1806
2022-12-02,517785.6386,531198.5891
2022-12-16,519373.2255,532786.1760
2022-12-30,520492.6375,533905.5880
2023-01-13,521582.2874,534995.2379
2023-01-27,522195.0086,535607.9591
2023-02-10,523747.8944,537160.8449
2023-02-24,525265.6852,538678.6357
2023-03-10,526784.2884,540197.2389
2023-03-24,527919.3446,541332.2951
2023-04-11,529220.0328,542632.9833
2023-04-21,530159.0747,543572.0252
2023-05-05,551314.1747,478130.5003
2023-05-19,552432.9648,479249.2904
2023-06-02,553753.4761,480569.8017
2023-06-16,554913.5450,481729.8706
2023-06-30,556374.8508,483191.1764
2023-07-14,557084.6159,483900.9416
2023-07-28,558304.0890,485120.4146
2023-08-11,559937.8035,486754.1291
2023-08-25,560431.2889,487247.6145
2023-09-08,562034.1839,488850.5095
2023-09-22,561967.3596,488783.6852
2023-10-06,562891.9069,489708.2325
2023-10-20,564409.7538,491226.0794
2023-11-03,501544.6489,513667.0386
2023-11-17,502072.3333,514194.7231
2023-12-01,503560.4240,515682.8138
2023-12-15,504253.5969,516375.9867
2023-12-29,504882.4673,517004.8570
2024-01-12,505647.6443,517770.0341
2024-01-26,506601.1364,518723.5261
2024-02-09,507407.4814,519529.8712
2024-02-23,508132.5055,520254.8953
2024-03-08,508674.1896,520796.5793
2024-03-22,509699.1929,521821.5827
2024-04-05,509753.1398,521875.5295
2024-04-19,510335.7924,522458.1822
2024-05-03,529939.3478,457235.9798
2024-05-17,531061.9991,458358.6311
2024-05-31,532286.2677,459582.8997
2024-06-14,533439.8812,460736.5132
2024-06-28,534441.3094,461737.9414
2024-07-12,536077.1095,463373.7416
2024-07-26,536873.4755,464170.1075
2024-08-09,538318.5724,465615.2044
2024-08-23,539293.0254,466589.6574
2024-09-06,540862.0502,468158.6822
2024-09-20,541724.7891,469021.4211
2024-10-04,542545.7199,469842.3519
2024-10-18,543570.5823,470867.2144
2024-11-01,481709.1628,491971.2825
2024-11-15,482686.4008,492948.5205
2024-11-29,484019.3742,494281.4939
2024-12-13,484911.6089,495173.7285
2024-12-27,485885.0854,496147.2050
2025-01-10,486282.2672,496544.3869
2025-01-24,487614.0135,497876.1331
2025-02-07,488685.6063,498947.7260
2025-02-21,489653.7143,499915.8339
2025-03-07,490460.9717,500723.0913
2025-03-21,490786.3244,501048.4441
2025-04-04,492025.5526,502287.6723
2025-04-22,492456.6087,502718.7283
2025-05-02,509927.4263,436778.5449
2025-05-16,510553.3435,437404.4621
2025-05-30,511542.8794,438393.9981
2025-06-13,512546.2412,439397.3599
2025-06-27,513797.4113,440648.5300
2025-07-11,514531.5123,441382.6310
2025-07-25,515100.8072,441951.9259
2025-08-08,515611.9571,442463.0758
2025-08-22,515951.7763,442802.8950
2025-09-05,516990.3651,443841.4838
2025-09-19,517729.1863,444580.3050
2025-10-03,519412.9067,446264.0254
2025-10-17,519991.2036,446842.3222
2025-10-31,457155.0078,465831.2133
2025-11-14,457674.9105,466351.1160
2025-11-28,458891.8898,467568.0953
2025-12-12,459735.2944,468411.4999
2025-12-29,461172.5959,469848.8014
2026-01-09,461745.5416,470421.7471
2026-01-23,462560.5566,471236.7621
2026-02-06,463324.1182,472000.3237
2026-02-20,464761.6844,473437.8899
2026-03-06,465188.8255,473865.0310
2026-03-20,466151.5432,474827.7488
2026-04-07,467198.2762,475874.4817
2026-04-17,467757.9494,476434.1549
2026-05-05,483752.5230,411106.8425
2026-05-15,484041.8213,411396.1409
2026-05-29,484484.1674,411838.4869
2026-06-12,484840.0367,412194.3562
2026-06-26,485613.7149,412968.0344
2026-07-10,486060.2117,413414.5312
2026-07-24,486850.7820,414205.1016
2026-08-07,487512.6920,414867.0115
2026-08-21,488051.6787,415405.9983
2026-09-04,488713.5573,416067.8768
2026-09-18,489639.4383,416993.7578
2026-10-02,490168.2362,417522.5557
2026-10-16,491207.3483,418561.6679
2026-10-30,427933.6979,435539.8037
2026-11-13,429002.7093,436608.8151
2026-11-27,429783.8486,437389.9545
2026-12-11,430346.7126,437952.8185
2026-12-29,431134.1034,438740.2092
2027-01-08,431837.3009,439443.4068
2027-01-22,432455.2671,440061.3729
2027-02-05,433203.0327,440809.1386
2027-02-19,433789.6512,441395.7570
2027-03-05,434555.3812,442161.4871
2027-03-19,435451.1869,443057.2927
2027-04-02,436213.3435,443819.4494
2027-04-16,436798.4771,444404.5830
2027-04-30,451094.8031,378769.2851
2027-05-14,451683.3503,379357.8323
2027-05-28,452730.5540,380405.0361
2027-06-11,453205.5188,380880.0008
2027-06-25,453973.1846,381647.6666
2027-07-09,454168.6490,381843.1310
2027-07-23,454844.3955,382518.8775
2027-08-06,455194.1426,382868.6246
2027-08-20,455922.1174,383596.5994
2027-09-03,456558.6797,384233.1617
2027-09-17,457352.8433,385027.3253
2027-10-01,458074.7002,385749.1822
2027-10-15,458677.4318,386351.9138
2027-10-29,395069.4956,401446.8658
2027-11-12,395940.1057,402317.4759
2027-11-26,396631.7175,403009.0877
2027-12-10,397268.8021,403646.1723
2027-12-29,397974.6479,404352.0180
2028-01-07,398290.8502,404668.2204
2028-01-21,398959.9505,405337.3207
2028-02-04,399394.3473,405771.7175
2028-02-18,400024.6784,406402.0486
2028-03-03,400491.3873,406868.7575
2028-03-17,400863.3074,407240.6775
2028-03-31,401652.2522,408029.6223
2028-04-18,402604.4961,408981.8663
2028-04-28,415219.3627,342637.7070
2028-05-12,415906.0738,343324.4181
2028-05-26,416275.2506,343693.5949
2028-06-09,416754.5696,344172.9139
2028-06-23,417435.8045,344854.1488
2028-07-07,418035.3170,345453.6613
2028-07-21,418917.0600,346335.4043
2028-08-04,419528.9927,346947.3370
2028-08-18,419969.8577,347388.2020
2028-09-01,420782.8365,348201.1808
2028-09-15,421230.7564,348649.1007
2028-09-29,421950.0984,349368.4427
2028-10-13,422313.3509,349731.6952
2028-10-27,422623.4030,350041.7474
2028-11-13,358732.8567,363132.3808
2028-11-24,359151.3745,363550.8986
2028-12-08,359524.5110,363924.0351
2028-12-22,359985.1317,364384.6558
2029-01-05,360285.6676,364685.1917
2029-01-19,360617.6737,365017.1978
2029-02-02,361235.0674,365634.5915
2029-02-16,361814.3611,366213.8852
2029-03-02,362355.0712,366754.5954
2029-03-16,362805.4183,367204.9424
2029-04-03,363604.6074,368004.1315
2029-04-13,363924.4693,368323.9934
2029-04-27,364443.1800,368842.7041
2029-05-11,376077.4390,303405.8651
2029-05-25,376497.0947,303825.5209
2029-06-08,376580.9179,303909.3441
2029-06-22,376647.6238,303976.0500
2029-07-06,376965.7726,304294.1987
2029-07-20,377252.5386,304580.9648
2029-08-03,377774.1070,305102.5332
2029-08-17,378250.4582,305578.8844
2029-08-31,378744.8988,306073.3250
2029-09-14,378839.0986,306167.5248
2029-09-28,379244.9460,306573.3722
2029-10-12,379484.0152,306812.4414
2029-10-26,379694.5590,307022.9852
2029-11-09,315882.9877,318410.4622
2029-11-23,316269.5149,318796.9893
2029-12-07,316372.9011,318900.3755
2029-12-21,316589.6581,319117.1326
2030-01-04,317213.1879,319740.6623
2030-01-18,317703.5141,320230.9885
2030-02-01,317847.5858,320375.0602
2030-02-15,318056.1713,320583.6457
2030-03-01,318295.0909,320822.5653
