#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,136196.66,190949.24,91932.70,-21478.19,97957.46,-22836.40,101784.17,-23699.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136196.66,190949.24,Marginal,2412650.50,2435305.08
Swap_1,CPTY_A,113163.69,176393.93,85009.61,-17645.05,90281.14,-19007.59,93632.53,-19878.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68395.98,102729.80,Marginal,754587.48,755867.20
Swap_2,CPTY_A,63296.40,102259.33,49131.26,-10055.24,52646.33,-10600.93,54881.62,-10945.19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28882.59,45970.46,Marginal,1495213.23,1564621.33
Swap_3,CPTY_A,60800.84,78269.90,37824.49,-9747.05,39929.31,-10167.61,41247.80,-10429.42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38918.10,42248.98,Marginal,1977968.37,2018970.19
