#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
EQ_CALL_SP5,DiscountCurve/USD/2/2Y,Up,117318.31,117294.82,-23.49
EQ_CALL_SP5,DiscountCurve/USD/2/2Y,Down,117318.31,117341.81,23.50
EQ_CALL_SP5,FXSpot/USDEUR/0/spot,Up,117318.31,118491.49,1173.18
EQ_CALL_SP5,FXSpot/USDEUR/0/spot,Down,117318.31,116145.13,-1173.18
EQ_CALL_SP5,EquitySpot/SP5/0/spot,Up,117318.31,124445.63,7127.32
EQ_CALL_SP5,EquitySpot/SP5/0/spot,Down,117318.31,110421.36,-6896.95
EQ_CALL_SP5,EquityVolatility/SP5/2/2Y/ATM,Up,117318.31,118665.05,1346.74
EQ_CALL_SP5,EquityVolatility/SP5/2/2Y/ATM,Down,117318.31,115971.55,-1346.76
EQ_PUT_SP5,DiscountCurve/USD/2/2Y,Up,-155558.62,-155527.47,31.15
EQ_PUT_SP5,DiscountCurve/USD/2/2Y,Down,-155558.62,-155589.78,-31.16
EQ_PUT_SP5,FXSpot/USDEUR/0/spot,Up,-155558.62,-157114.21,-1555.59
EQ_PUT_SP5,FXSpot/USDEUR/0/spot,Down,-155558.62,-154003.03,1555.59
EQ_PUT_SP5,EquitySpot/SP5/0/spot,Up,-155558.62,-148753.88,6804.74
EQ_PUT_SP5,EquitySpot/SP5/0/spot,Down,-155558.62,-162593.73,-7035.11
EQ_PUT_SP5,EquityVolatility/SP5/2/2Y/ATM,Up,-155558.62,-156905.36,-1346.74
EQ_PUT_SP5,EquityVolatility/SP5/2/2Y/ATM,Down,-155558.62,-154211.86,1346.76
Swaption_CALL,DiscountCurve/EUR/1/1Y,Up,417384.56,417345.39,-39.16
Swaption_CALL,DiscountCurve/EUR/2/2Y,Up,417384.56,417369.51,-15.05
Swaption_CALL,DiscountCurve/EUR/3/3Y,Up,417384.56,417366.42,-18.14
Swaption_CALL,DiscountCurve/EUR/4/5Y,Up,417384.56,417359.57,-24.98
Swaption_CALL,DiscountCurve/EUR/5/7Y,Up,417384.56,417384.30,-0.26
Swaption_CALL,DiscountCurve/EUR/6/10Y,Up,417384.56,417442.88,58.32
Swaption_CALL,DiscountCurve/EUR/7/15Y,Up,417384.56,417497.83,113.27
Swaption_CALL,DiscountCurve/EUR/8/20Y,Up,417384.56,417435.13,50.57
Swaption_CALL,DiscountCurve/EUR/1/1Y,Down,417384.56,417423.72,39.17
Swaption_CALL,DiscountCurve/EUR/2/2Y,Down,417384.56,417399.60,15.05
Swaption_CALL,DiscountCurve/EUR/3/3Y,Down,417384.56,417402.70,18.14
Swaption_CALL,DiscountCurve/EUR/4/5Y,Down,417384.56,417409.55,24.99
Swaption_CALL,DiscountCurve/EUR/5/7Y,Down,417384.56,417384.82,0.26
Swaption_CALL,DiscountCurve/EUR/6/10Y,Down,417384.56,417326.23,-58.33
Swaption_CALL,DiscountCurve/EUR/7/15Y,Down,417384.56,417271.28,-113.28
Swaption_CALL,DiscountCurve/EUR/8/20Y,Down,417384.56,417333.96,-50.59
Swaption_CALL,IndexCurve/EUR-EURIBOR-6M/1/1Y,Up,417384.56,417769.80,385.24
Swaption_CALL,IndexCurve/EUR-EURIBOR-6M/2/2Y,Up,417384.56,417441.24,56.68
