#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
Base,false,,0.00000000,,0.00000000,EUR,,CPTY_A,62670.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62670.75,0.00,None,374787.18,374787.18
Base,false,,0.00000000,,0.00000000,EUR,Swap_EUR,CPTY_A,36501.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,201031.23,201031.23
Base,false,,0.00000000,,0.00000000,EUR,Swap_USD,CPTY_A,49276.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,327958.78,327958.78
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,,CPTY_A,62676.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62676.10,0.00,None,374820.83,374820.83
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,CPTY_A,36508.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,201061.14,201061.14
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,Swap_USD,CPTY_A,49276.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,327981.22,327981.22
Up,false,DiscountCurve/EUR/1/5Y,0.00010000,,0.00000000,EUR,,CPTY_A,62631.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62631.59,0.00,None,374693.34,374693.34
Up,false,DiscountCurve/EUR/1/5Y,0.00010000,,0.00000000,EUR,Swap_EUR,CPTY_A,36444.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,200854.73,200854.73
Up,false,DiscountCurve/EUR/1/5Y,0.00010000,,0.00000000,EUR,Swap_USD,CPTY_A,49276.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,327958.82,327958.82
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,,CPTY_A,62678.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62678.88,0.00,None,374842.82,374842.82
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,Swap_EUR,CPTY_A,36501.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,201031.23,201031.23
Up,false,DiscountCurve/USD/0/1Y,0.00010000,,0.00000000,EUR,Swap_USD,CPTY_A,49287.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,328024.26,328024.26
