#NettingSet,Date,Time,CollateralBalance,COLVA Increment,COLVA,CollateralFloor Increment,CollateralFloor
CPTY,#N/A,#N/A,#N/A,#N/A,0.0000,#N/A,0.0000
CPTY,2021-02-02,0.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2021-05-04,0.5009,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2021-08-02,0.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2021-11-02,0.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2022-02-02,1.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2022-05-03,1.4982,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2022-08-02,1.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2022-11-02,1.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2023-02-02,2.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2023-05-02,2.4954,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2023-08-02,2.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2023-11-02,2.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2024-02-02,3.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2024-05-02,3.4973,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2024-08-02,3.7486,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2024-11-04,4.0055,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2025-02-03,4.2543,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2025-05-02,4.4954,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2025-08-04,4.7530,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2025-11-03,5.0023,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2026-02-02,5.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2026-05-05,5.5037,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2026-08-03,5.7502,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2026-11-02,5.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2027-02-02,6.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2027-05-04,6.5009,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2027-08-02,6.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2027-11-02,6.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2028-02-02,7.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2028-05-02,7.4973,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2028-08-02,7.7486,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2028-11-02,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2029-02-02,8.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2029-05-02,8.4954,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2029-08-02,8.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2029-11-02,8.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2030-02-04,9.2571,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2030-05-02,9.4954,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2030-08-02,9.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2030-11-04,10.0050,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2031-02-03,10.2543,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2031-05-02,10.4954,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2031-08-04,10.7530,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2031-11-03,11.0023,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2032-02-02,11.2514,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2032-05-04,11.5027,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2032-08-02,11.7486,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2032-11-02,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2033-02-02,12.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2033-05-03,12.4982,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2033-08-02,12.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2033-11-02,12.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2034-02-02,13.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2034-05-02,13.4954,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2034-08-02,13.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2034-11-02,13.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2035-02-02,14.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2035-05-02,14.4954,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2035-08-02,14.7475,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2035-11-02,14.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2036-02-04,15.2568,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2036-05-02,15.4973,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2036-08-04,15.7541,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2036-11-03,16.0027,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2037-02-02,16.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2037-05-05,16.5037,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2037-08-03,16.7502,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2037-11-02,16.9996,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2038-02-02,17.2516,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2038-05-04,17.5009,0.0000,0.0000,0.0000,0.0000,0.0000
CPTY,2038-08-02,17.7475,0.0000,0.0000,0.0000,0.0000,0.0000
