#Tenor,Date,EUR,GBP,EUR-EONIA,EUR-EURIBOR-3M,EUR-EURIBOR-6M,GBP-LIBOR-3M,GBP-LIBOR-6M,GBP-SONIA,EUHICPXT,UKRPI,CPTY
4Y1M,2024-12-02,1.022601867029068,0.993265558407884,1.022601867029068,1.020810956697785,1.019012865388902,0.997456414542918,0.993135002210875,1.000965091637051,107.428053595707851,336.788094400451200,0.950968914448044
4Y2M,2025-01-02,1.022990906368238,0.992975233396852,1.022990906368238,1.021062364294532,1.019226336217269,0.997234347289546,0.992790594063133,1.000834377621961,107.513785080827276,337.796673190600870,0.949020113243578
4Y3M,2025-02-03,1.023392650609138,0.992675632072988,1.023392650609138,1.021321946759359,1.019446740108160,0.997005168433844,0.992435201252929,1.000699464930227,107.600951925561262,338.811302064616370,0.946730741619524
4Y4M,2025-03-03,1.023744306239441,0.992413555068478,1.023744306239441,1.021549135550463,1.019639632609677,0.996804680140239,0.992124336906729,1.000581431243459,107.680919673360791,339.732971250750552,0.944732072303689
4Y5M,2025-04-02,1.024121214220042,0.992132835058430,1.024121214220042,1.021792608193473,1.019846343648534,0.996589915992767,0.991791376018066,1.000454982028417,107.770827290832443,340.759214775629061,0.942595322951546
4Y6M,2025-05-02,1.024498260965397,0.991852194454517,1.024498260965397,1.022036138864948,1.020053096593818,0.996375198116786,0.991458526872407,1.000328548793488,107.859210348618873,341.758214296332142,0.940463406395842
4Y7M,2025-06-02,1.024888021769946,0.991562282560504,1.024888021769946,1.022287848202289,1.020266785337998,0.996153371578455,0.991114700107624,1.000197917903245,107.951964351189133,342.796605686384112,0.938265491465534
4Y8M,2025-07-02,1.025265350827869,0.991281803346469,1.025265350827869,1.022531496907630,1.020473623519218,0.995938747757098,0.990782078057103,1.000071517154983,108.043108381682785,343.807430575466924,0.936143367913469
4Y9M,2025-08-04,1.025680573245899,0.990973367845581,1.025680573245899,1.022799577555381,1.020701193950581,0.995702714961874,0.990416322731914,0.999932494781774,108.138722120169305,344.858113725719534,0.933814575260607
4Y10M,2025-09-02,1.026045604493217,0.990702397692219,1.026045604493217,1.023035221599659,1.020901221981807,0.995495338381808,0.990095012851292,0.999810339559427,108.223618713084164,345.915099333529781,0.931772843443281
4Y11M,2025-10-02,1.026423359733893,0.990422161710341,1.026423359733893,1.023279048431504,1.021108188782054,0.995280856335405,0.989762733011885,0.999683987791664,108.306763242613968,346.912419094986774,0.929665404648791
5Y,2025-11-03,1.026826451951948,0.990123330701416,1.026826451951948,1.023539194439120,1.021328999616538,0.995052126420139,0.989408424095962,0.999549230172729,108.393700900906964,347.947989095148785,0.927422723416258
5Y1M,2025-12-02,1.027110659653693,0.989776392640974,1.027110659653693,1.023764738095675,1.021525805149613,0.994869070045324,0.989108116172563,0.999360154038465,108.478824962261569,348.955023627342086,0.925394967015067
5Y2M,2026-01-02,1.027408121134709,0.989402754327891,1.027408121134709,1.024005499245338,1.021736097665589,0.994673426332877,0.988787198153571,0.999158077721515,108.567812644293568,350.000684879049572,0.923202356441639
5Y3M,2026-02-02,1.027705668763533,0.989029257062412,1.027705668763533,1.024246317015365,1.021946433472633,0.994477821094300,0.988466384257044,0.998956042265548,108.657845647217044,351.051515119773171,0.920960687928853
5Y4M,2026-03-02,1.027974495527168,0.988692025882728,1.027974495527168,1.024463878517391,1.022136451418584,0.994301178457758,0.988176706334011,0.998773593741914,108.740066251765683,352.005117938143599,0.918940633901173
5Y5M,2026-04-02,1.028272207183659,0.988318796915603,1.028272207183659,1.024704804085544,1.022346869642927,0.994105646422739,0.987856090512722,0.998571636030798,108.832095397094747,353.065862381852298,0.916709313465558
5Y6M,2026-05-04,1.028579612879325,0.987933676087568,1.028579612879325,1.024953560876443,1.022564120987491,0.993903847235124,0.987525241357182,0.998363206388945,108.922157837940802,354.097387344237916,0.914411697749505
5Y7M,2026-06-02,1.028858278670739,0.987584789965551,1.028858278670739,1.025179048879171,1.022761044895429,0.993721002105347,0.987225505022506,0.998174354604604,109.016260159225268,355.168488526201202,0.912334458071272
5Y8M,2026-07-02,1.029146633074471,0.987224002941361,1.029146633074471,1.025412364532740,1.022964799190455,0.993531887368285,0.986915528688386,0.997979028282158,109.108333589777089,356.210088986229607,0.910190554988794
5Y9M,2026-08-03,1.029454300182919,0.986839308724620,1.029454300182919,1.025661293090636,1.023182181846640,0.993330204651300,0.986584994542379,0.997770722334006,109.204518838578466,357.291656463165509,0.907909277714715
5Y10M,2026-09-02,1.029742821631453,0.986478794041561,1.029742821631453,1.025894718495885,1.023386020040504,0.993141164286781,0.986275219320456,0.997575474995765,109.296151158172705,358.378585295450193,0.905775773404006
5Y11M,2026-10-02,1.030031423942855,0.986118411062656,1.030031423942855,1.026128197025320,1.023589898842980,0.992952159898474,0.985965541364039,0.997380265864220,109.385683435138105,359.391820679757586,0.903647282634579
6Y,2026-11-02,1.030329731306310,0.985746153629211,1.030329731306310,1.026369513995151,1.023800616275737,0.992756893151630,0.985645642959450,0.997178589891939,109.479086529177337,360.442652204670310,0.901453096662227
6Y1M,2026-12-02,1.030549362853089,0.985178854156746,1.030549362853089,1.026501940035994,1.023903258273781,0.992297711827519,0.985069730135111,0.996909755123983,109.570336408279701,361.463299342932544,0.899334763790388
6Y2M,2027-01-04,1.030782560101945,0.984538935212526,1.030782560101945,1.026639679381285,1.024008215094041,0.991792857672838,0.984436614685090,0.996614120588973,109.665518481104385,362.521821035690152,0.897010346643464
6Y3M,2027-02-02,1.030987534579413,0.983976925346246,1.030987534579413,1.026760738305941,1.024100458757106,0.991349410007410,0.983880576426440,0.996354392918543,109.761607823135975,363.584275005835025,0.894972637055520
6Y4M,2027-03-02,1.031185479647173,0.983434599544604,1.031185479647173,1.026877636330009,1.024189529488738,0.990921441777219,0.983344009911169,0.996103685601674,109.849179830455142,364.547304349350156,0.893009585750677
6Y5M,2027-04-02,1.031404677445952,0.982834516061123,1.031404677445952,1.027007074666758,1.024288152549467,0.990447835313034,0.982750295448132,0.995826190370659,109.947001964501709,365.617287647252795,0.890841229641071
6Y6M,2027-05-03,1.031623921839332,0.982234798743513,1.031623921839332,1.027136529319262,1.024386785106981,0.989974455206937,0.982156939452589,0.995548772444450,110.042538461300438,366.656544712965513,0.888678138612929
6Y7M,2027-06-02,1.031836138206519,0.981654775574057,1.031836138206519,1.027261823551941,1.024482245012158,0.989516560847992,0.981583065077975,0.995280377067792,110.142160609677475,367.734375505135631,0.886589825731784
6Y8M,2027-07-02,1.032048398228943,0.981075094916267,1.032048398228943,1.027387133068513,1.024577713812991,0.989058878279606,0.981009526018201,0.995012054049295,110.239443290305374,368.781258086301079,0.884506420196166
6Y9M,2027-08-02,1.032267779457239,0.980476451182575,1.032267779457239,1.027516635627531,1.024676374253448,0.988586162019302,0.980417221048522,0.994734862925728,110.340874247498121,369.867000928923574,0.882358710999286
6Y10M,2027-09-02,1.032487207319126,0.979878172736230,1.032487207319126,1.027646154510397,1.024775044194290,0.988113671691616,0.979825273695327,0.994457749022249,110.441309157707238,370.956789576460778,0.880216216750189
6Y11M,2027-10-04,1.032713762423967,0.979260977901454,1.032713762423967,1.027779868546131,1.024876907002443,0.987626176608368,0.979214606143881,0.994171776934509,110.539337880208805,372.012800471526248,0.878010066356140
7Y,2027-11-02,1.032919120927322,0.978701980881063,1.032919120927322,1.027901061919198,1.024969228918126,0.987184591937795,0.978661517426617,0.993912685763416,110.641497796288363,373.107949482754748,0.876015519094539
7Y1M,2027-12-02,1.033048533818270,0.978179649724553,1.033048533818270,1.027897385670096,1.024941467495608,0.986742320662743,0.978103722899783,0.993592458332144,110.741200004347178,374.171597137366632,0.873956962218746
7Y2M,2028-01-03,1.033176745910739,0.977627038103326,1.033176745910739,1.027883631626045,1.024902464592556,0.986270783031647,0.977509092483706,0.993250996124939,110.845093490852491,375.274669335715146,0.871855482847153
7Y3M,2028-02-02,1.033296959199135,0.977109248245274,1.033296959199135,1.027870737376893,1.024865900718908,0.985828921154628,0.976951954788999,0.992930981882589,110.949871304827127,376.381792624519619,0.869996961961577
7Y4M,2028-03-02,1.033413178673498,0.976608978732893,1.033413178673498,1.027858273089799,1.024830556880986,0.985401976179520,0.976413690196163,0.992621732789004,111.048691861246070,377.421170828449476,0.868204157753713
7Y5M,2028-04-03,1.033541436022195,0.976057254444625,1.033541436022195,1.027844519569105,1.024791558198502,0.984931079063024,0.975820087222091,0.992280604185464,111.155187753603258,378.536182288650480,0.866230178213865
7Y6M,2028-05-02,1.033657682993946,0.975557523541848,1.033657682993946,1.027832055599937,1.024756216924379,0.984504522927360,0.975282446246653,0.991971557652498,111.259096679020303,379.619129367581820,0.864445136223627
7Y7M,2028-06-02,1.033781961456739,0.975023611368854,1.033781961456739,1.027818732213825,1.024718439668774,0.984048753408732,0.974708054147443,0.991641304003628,111.367348171488530,380.742224951473190,0.862541055411438
7Y8M,2028-07-03,1.033906254861748,0.974489991400268,1.033906254861748,1.027805409000420,1.024680663805814,0.983593194885431,0.974134000336168,0.991311160304959,111.472960458220612,381.833027042527590,0.860641168646491
7Y9M,2028-08-02,1.034026553030752,0.973973863045943,1.034026553030752,1.027792515732529,1.024644107845013,0.983152532602017,0.973578786297285,0.990991771055780,111.582976671188831,382.964272340351556,0.858806553141531
7Y10M,2028-09-04,1.034158897183325,0.973406437583656,1.034158897183325,1.027778333324657,1.024603897794424,0.982668032109632,0.972968416344857,0.990640561734071,111.688499166508080,384.099684618889910,0.856792992763879
7Y11M,2028-10-02,1.034271202474838,0.972925244922884,1.034271202474838,1.027766299919933,1.024569781413191,0.982257128026948,0.972450826783373,0.990342663557184,111.791359704294933,385.193117813511321,0.855088219965392
8Y,2028-11-02,1.034395554702147,0.972392773367755,1.034395554702147,1.027752977386187,1.024532011030462,0.981802398924151,0.971878102365002,0.990012952210374,111.898417598200211,386.326876182589785,0.853204749280973
8Y1M,2028-12-04,1.034438370460644,0.971759907139427,1.034438370460644,1.027722482322368,1.024482074708151,0.981295474244349,0.971244172018013,0.989605090187482,112.002767763333622,387.427828203000331,0.851264872924312
8Y2M,2029-01-02,1.034462814310062,0.971175921454602,1.034462814310062,1.027692679416254,1.024435404585034,0.980836299836155,0.970670029813562,0.989235610369910,112.111368852649520,388.569385548820037,0.849510669963942
8Y3M,2029-02-02,1.034488944580936,0.970552048979534,1.034488944580936,1.027660822093018,1.024385518183777,0.980345695822690,0.970056666906250,0.988840801732283,112.220757216185305,389.714929046641316,0.847639484739285
8Y4M,2029-03-02,1.034512546683241,0.969988895736462,1.034512546683241,1.027632048585361,1.024340461586802,0.979902780542599,0.969502994841278,0.988484335818694,112.320238002585626,390.753052494028623,0.845952924801573
8Y5M,2029-04-03,1.034539521173819,0.969345692138355,1.034539521173819,1.027599165563095,1.024288970759769,0.979396836674659,0.968870613714025,0.988077103549758,112.431130436120995,391.906225161538089,0.844029536448362
8Y6M,2029-05-02,1.034563967413436,0.968763157292354,1.034563967413436,1.027569366233041,1.024242309433473,0.978938550689785,0.968297874617089,0.987708194222607,112.539201004641782,393.026036660847126,0.842290243358080
8Y7M,2029-06-04,1.034591786250852,0.968100698639005,1.034591786250852,1.027535457701724,1.024189214647824,0.978417313691268,0.967646548851872,0.987288568391143,112.651656465309856,394.187156270659500,0.840315407169064
8Y8M,2029-07-02,1.034615390699513,0.967538967767764,1.034615390699513,1.027506687704149,1.024144166685069,0.977975269644575,0.967094252392146,0.986932662040099,112.761243607027851,395.314687637799750,0.838643420049199
8Y9M,2029-08-02,1.034641524824428,0.966917431630787,1.034641524824428,1.027474836146448,1.024094294466073,0.977486096688357,0.966483149005750,0.986538772520106,112.875270323499691,396.483814824353772,0.836796171707493
8Y10M,2029-09-03,1.034668502678058,0.966276264733071,1.034668502678058,1.027441958154795,1.024042816013196,0.976981400603770,0.965852737643958,0.986132341777434,112.992254970827972,397.657034832648151,0.834893602470498
8Y11M,2029-10-02,1.034692951965517,0.965695574480217,1.034692951965517,1.027412163383596,1.023996165900442,0.976524244866061,0.965281782537155,0.985764158548230,113.106273783551757,398.720773089198701,0.833173135814783
9Y,2029-11-02,1.034719088049611,0.965075222518328,1.034719088049611,1.027380314756044,1.023946300888563,0.976035797697194,0.964671824443953,0.985370735383538,113.224930312058490,399.822147378808268,0.831337936662566
9Y1M,2029-12-03,1.034655081518596,0.964466122266444,1.034655081518596,1.027194561353725,1.023755433800471,0.975485492645919,0.964004056345961,0.984922654007326,113.340571511622500,400.890102740105078,0.829506779834546
9Y2M,2030-01-02,1.034580221134454,0.963878161091830,1.034580221134454,1.026998878114429,1.023556141056125,0.974953234791646,0.963358269275952,0.984489220874517,113.460909127759180,401.995837696967044,0.827738533026010
9Y3M,2030-02-04,1.034497880967793,0.963231817783679,1.034497880967793,1.026783669607213,1.023336963846415,0.974368086578489,0.962648403156100,0.984012664730053,113.582104641346461,403.103791007768507,0.825797814819960
9Y4M,2030-03-04,1.034428021723106,0.962683745178159,1.034428021723106,1.026601103815375,1.023151032110434,0.973871872602759,0.962046502723659,0.983608494970031,113.692310962058102,404.106431019018714,0.824154713553207
9Y5M,2030-04-02,1.034355672478694,0.962116427303633,1.034355672478694,1.026412052037137,1.022958495568777,0.973358203102314,0.961423502586461,0.983190065581189,113.815145988104092,405.218610554700149,0.822456376544009
9Y6M,2030-05-02,1.034280833757689,0.961529898558192,1.034280833757689,1.026216517867904,1.022759357963053,0.972827105969115,0.960779444231430,0.982757394905439,113.934842179108557,406.297029665526168,0.820703158971424
9Y7M,2030-06-03,1.034201011756927,0.960904662003481,1.034201011756927,1.026007989144737,1.022546987245270,0.972260921763461,0.960092924205153,0.982296089384104,114.059381703778740,407.413584412752300,0.818837179374770
9Y8M,2030-07-02,1.034128678389888,0.960338392558089,1.034128678389888,1.025819046590406,1.022354564372764,0.971748101960329,0.959471189162399,0.981878218295714,114.180732090782286,408.496240388926935,0.817149800217229
9Y9M,2030-08-02,1.034051362109243,0.959733439065051,1.034051362109243,1.025617111991442,1.022148910999274,0.971200214382498,0.958807021064160,0.981431725085059,114.306985825630278,409.617176094183606,0.815349895064109
9Y10M,2030-09-02,1.033974051609124,0.959128866655110,1.033974051609124,1.025415217143722,1.021943298994319,0.970652635712704,0.958143312718405,0.980985434909957,114.427878492080282,410.740340366124315,0.813553954494423
9Y11M,2030-10-02,1.033899240499529,0.958544159196729,1.033899240499529,1.025219872874132,1.021744359015201,0.970123014828515,0.957501451765128,0.980553734422043,114.545594268465862,411.817769935676040,0.811819714077613
10Y,2030-11-04,1.033816954530752,0.957901392685491,1.033816954530752,1.025005037159009,1.021525569767924,0.969540765620644,0.956795901335974,0.980079083306309,114.667982934549045,412.933044981785542,0.809916319181425
10Y1M,2030-12-02,1.033667768658446,0.957300190482469,1.033667768658446,1.024791635428245,1.021316252192355,0.969028175954093,0.956179681448640,0.979658010226365,114.787150434041948,414.014211888910040,0.808304817544912
10Y2M,2031-01-02,1.033499369650357,0.956635013884920,1.033499369650357,1.024555421050728,1.021084557763241,0.968460982072363,0.955497900926026,0.979192033189293,114.911043356566566,415.133348031124910,0.806527770548961
10Y3M,2031-02-03,1.033325567192469,0.955948864774496,1.033325567192469,1.024311643964712,1.020845444452701,0.967875839839713,0.954794637381534,0.978711257116964,115.035703937750640,416.254445713688597,0.804702311065391
10Y4M,2031-03-03,1.033173514018218,0.955348888025463,1.033173514018218,1.024098386595490,1.020636266239460,0.967364130408198,0.954179706398810,0.978290771698563,115.148962220879739,417.268735672396986,0.803108423593306
10Y5M,2031-04-02,1.033010624731734,0.954706473654430,1.033010624731734,1.023869945826409,1.020412194288792,0.966816170512839,0.953521291254658,0.977840452075874,115.275089855642321,418.393565313902855,0.801404190198585
10Y6M,2031-05-02,1.032847761126241,0.954064491268225,1.032847761126241,1.023641556014526,1.020188171531201,0.966268521007371,0.952863330438448,0.977390339741006,115.397885803757887,419.483976455454979,0.799703573266322
10Y7M,2031-06-02,1.032679495708905,0.953401562984648,1.032679495708905,1.023405606730208,1.019956733016946,0.965702942413452,0.952183914558766,0.976925441327660,115.525538622536914,420.612662675204263,0.797950060245995
10Y8M,2031-07-02,1.032516684308942,0.952760458071979,1.032516684308942,1.023177320496245,1.019732810251977,0.965155923491995,0.951526876576132,0.976475750183820,115.649814728510279,421.706805015479347,0.796256773138002
10Y9M,2031-08-04,1.032337621416188,0.952055740582342,1.032337621416188,1.022926264454199,1.019486551990271,0.964554560556329,0.950804658434379,0.975981329005222,115.779001385325543,422.839345769150668,0.794398307210695
10Y10M,2031-09-02,1.032180288752418,0.951436873714120,1.032180288752418,1.022705690301721,1.019270192309155,0.964026399425249,0.950170434429617,0.975547044334516,115.908970887354215,423.973844560191992,0.792768691082974
10Y11M,2031-10-02,1.032017556057013,0.950797089936209,1.032017556057013,1.022477560194796,1.019046420268318,0.963480330175473,0.949514785813996,0.975097987684255,116.035495345550260,425.073610384585436,0.791086399081120
11Y,2031-11-03,1.031844002794095,0.950115128092889,1.031844002794095,1.022234277503572,1.018807784240291,0.962898197242965,0.948815925949236,0.974619221758099,116.167011958134793,426.211960385804787,0.789295888918596
11Y1M,2031-12-02,1.031632720067836,0.949497522685234,1.031632720067836,1.022013852564621,1.018591568610093,0.962373235935635,0.948183028507054,0.974185543187407,116.295037935341455,427.315452059457130,0.787676739811088
11Y2M,2032-01-02,1.031402637152359,0.948837767743366,1.031402637152359,1.021778278465799,1.018360492299026,0.961812386887103,0.947506949802130,0.973722169144389,116.428110606429584,428.457650906729214,0.785949598073523
11Y3M,2032-02-02,1.031172605551800,0.948178471229849,1.031172605551800,1.021542758666784,1.018129468409620,0.961251864688533,0.946831353158582,0.973259015506514,116.561977528542101,429.601804777778739,0.784226243446115
11Y4M,2032-03-02,1.030957461145279,0.947562124711476,1.030957461145279,1.021322482840420,1.017913396734433,0.960727800943264,0.946199779504301,0.972825942189946,116.687929004026174,430.673911581688515,0.782617494129177
11Y5M,2032-04-02,1.030727528831406,0.946903714573936,1.030727528831406,1.021087068102255,1.017682474272524,0.960167910816506,0.945525114906545,0.972363214844897,116.823339896892207,431.821847477822587,0.780901445818568
