#Date,EPE,ENE
2033-08-26,363779.2483,185905.7330
2033-09-09,363919.2982,186045.7828
2033-09-23,364057.1330,186183.6177
2033-10-07,364193.3003,186319.7850
2033-10-21,364229.1925,186355.6771
2033-11-04,252259.6179,178643.8055
2033-11-18,252294.8036,178678.9912
2033-12-02,252360.9838,178745.1714
2033-12-16,252345.7709,178729.9585
2033-12-30,252437.8172,178822.0048
2034-01-13,252551.6194,178935.8070
2034-01-27,252545.4920,178929.6796
2034-02-10,252569.5234,178953.7110
2034-02-24,252569.5244,178953.7120
2034-03-10,252569.5234,178953.7110
2034-03-24,252569.5237,178953.7113
2034-04-11,252569.5244,178953.7120
2034-04-21,252569.5250,178953.7126
2034-05-05,239470.6635,99807.0105
2034-05-19,239470.6637,99807.0107
2034-06-02,239470.6636,99807.0107
2034-06-16,239470.6623,99807.0093
2034-06-30,239470.6612,99807.0082
2034-07-14,239470.6620,99807.0090
2034-07-28,239470.6630,99807.0100
2034-08-11,239470.6620,99807.0090
2034-08-25,239470.6618,99807.0088
2034-09-08,239470.6613,99807.0084
2034-09-22,239470.6623,99807.0093
2034-10-06,239470.6622,99807.0092
2034-10-20,239470.6614,99807.0084
2034-11-03,125121.2469,88733.3002
2034-11-17,125121.2467,88733.3001
2034-12-01,125121.2463,88733.2996
2034-12-15,125121.2457,88733.2991
2034-12-29,125121.2457,88733.2990
2035-01-12,125121.2452,88733.2985
2035-01-26,125121.2454,88733.2988
2035-02-09,125121.2456,88733.2990
2035-02-23,125121.2459,88733.2993
2035-03-09,125121.2469,88733.3003
2035-03-27,125121.2476,88733.3009
2035-04-06,125121.2464,88733.2998
2035-04-20,125121.2469,88733.3002
2035-05-04,118432.9726,16906.2683
2035-05-18,118432.9723,16906.2680
2035-06-01,118432.9725,16906.2682
2035-06-15,118432.9726,16906.2684
2035-06-29,118432.9727,16906.2684
2035-07-13,118432.9726,16906.2683
2035-07-27,118432.9726,16906.2684
2035-08-10,118432.9728,16906.2686
2035-08-24,118432.9726,16906.2684
2035-09-07,118432.9723,16906.2680
2035-09-21,118432.9721,16906.2679
2035-10-05,118432.9722,16906.2679
2035-10-19,118432.9723,16906.2680
