#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet
54,2018-03-16,18,1310346.072912,1253195.813447,0.000000,1289763.091760,CPTY_A
55,2018-04-03,10,1557550.908396,1452429.452497,0.000000,1428404.131303,CPTY_A
56,2018-04-13,14,1544166.119611,1451779.519083,0.000000,1607785.094360,CPTY_A
57,2018-04-27,14,1678185.689441,1462229.150503,0.000000,2546462.546343,CPTY_A
58,2018-05-11,14,1952630.891931,1879505.014510,0.000000,1600504.447604,CPTY_A
59,2018-05-25,14,1625305.044697,1436738.460730,88940.483208,2030781.498273,CPTY_A
60,2018-06-08,14,1365220.175829,1183125.954482,0.000000,1905515.556492,CPTY_A
61,2018-06-22,14,1536766.988018,1467735.576957,0.000000,1760453.487411,CPTY_A
62,2018-07-06,14,1603900.367945,1530938.358202,0.000000,1654915.059512,CPTY_A
63,2018-07-20,14,1728142.020344,1601004.257299,0.000000,1739808.550298,CPTY_A
64,2018-08-03,14,1814441.551606,1668462.054457,0.000000,1557619.207398,CPTY_A
65,2018-08-17,14,1542787.820109,1384076.239980,0.000000,1743127.476448,CPTY_A
66,2018-08-31,14,1851635.928489,1660365.241107,-202951.251914,2378048.939426,CPTY_A
67,2018-09-14,14,1310752.442096,1260751.641488,0.000000,1299959.960459,CPTY_A
68,2018-09-28,14,1602680.884256,1583134.755009,0.000000,1783530.278333,CPTY_A
69,2018-10-12,14,1450113.879163,1367033.889309,0.000000,1024274.016083,CPTY_A
70,2018-10-26,14,1592850.620882,1481857.119120,0.000000,1249265.676177,CPTY_A
71,2018-11-09,14,1617182.786067,1533686.371696,0.000000,1629934.105297,CPTY_A
72,2018-11-23,14,1657757.732535,1507935.656098,88088.643625,2116501.310108,CPTY_A
73,2018-12-07,14,1530002.372481,1480624.763612,0.000000,1717428.324008,CPTY_A
74,2018-12-21,14,1838368.443109,1736423.601857,0.000000,1985937.885456,CPTY_A
75,2019-01-04,14,1557909.200775,1445186.210876,0.000000,1447461.630853,CPTY_A
76,2019-01-18,14,1657419.448965,1584392.446076,0.000000,1426393.005818,CPTY_A
77,2019-02-01,14,1700026.046761,1503119.407704,0.000000,1867720.343061,CPTY_A
78,2019-02-15,14,1492706.000284,1438511.730745,0.000000,1788964.350877,CPTY_A
79,2019-03-01,14,1845986.145690,1751502.326671,-187709.284180,1962161.672081,CPTY_A
80,2019-03-15,14,1882805.291924,1757679.144220,0.000000,1874134.215603,CPTY_A
81,2019-03-29,14,2018522.844467,1586000.985376,0.000000,2053980.852977,CPTY_A
82,2019-04-12,14,1688042.487245,1467392.025024,0.000000,2235323.716746,CPTY_A
83,2019-04-26,14,1727425.554990,1669676.874383,0.000000,1921712.212913,CPTY_A
84,2019-05-10,14,1660619.420396,1535802.273974,0.000000,2265995.863626,CPTY_A
85,2019-05-24,14,1880829.253739,1670125.306663,111232.740482,2270881.855667,CPTY_A
86,2019-06-07,14,1799419.874684,1646721.229336,0.000000,1453019.404616,CPTY_A
87,2019-06-21,14,1755234.228537,1610439.372282,0.000000,1938739.904869,CPTY_A
88,2019-07-05,14,1904398.933620,1742502.726051,0.000000,2317614.628518,CPTY_A
89,2019-07-19,14,1915988.516057,1826891.888066,0.000000,1497539.144360,CPTY_A
90,2019-08-02,14,1579350.288361,1421809.071658,0.000000,2103577.772501,CPTY_A
91,2019-08-16,14,1812914.115957,1732286.576107,0.000000,2443533.020440,CPTY_A
92,2019-08-30,14,1814283.846479,1611551.001537,-175322.685254,2033514.523480,CPTY_A
93,2019-09-13,14,1696403.344683,1604646.176679,0.000000,1726043.589521,CPTY_A
94,2019-09-27,14,1669787.644077,1595669.059178,0.000000,1505924.225699,CPTY_A
95,2019-10-11,14,1958420.834977,1812773.824855,0.000000,2802321.440337,CPTY_A
96,2019-10-25,14,1795198.287918,1610255.561504,0.000000,1778445.309270,CPTY_A
97,2019-11-08,14,1909284.923194,1698886.339879,0.000000,2386324.995541,CPTY_A
98,2019-11-22,14,1718054.628202,1554462.045797,106324.697441,1836944.230977,CPTY_A
99,2019-12-06,14,1431078.867620,1311675.267405,0.000000,1129937.608377,CPTY_A
100,2019-12-20,14,1766792.409980,1556121.125469,0.000000,1053093.273589,CPTY_A
101,2020-01-03,14,1803853.630428,1701512.698249,0.000000,1608690.557631,CPTY_A
102,2020-01-17,14,1639439.177005,1602218.639984,0.000000,1659537.186368,CPTY_A
103,2020-01-31,14,1675765.996825,1509760.800002,0.000000,1936416.782397,CPTY_A
104,2020-02-14,14,1516531.062021,1408972.397203,0.000000,1518668.944783,CPTY_A
105,2020-02-28,14,1560215.292855,1398729.641096,-167840.329575,1227478.699001,CPTY_A
106,2020-03-13,14,1980612.279481,1768198.928782,0.000000,1592611.928839,CPTY_A
107,2020-03-27,18,1743160.308024,1673283.521671,0.000000,1826219.181240,CPTY_A
108,2020-04-14,10,1520444.525483,1438021.369989,0.000000,1235082.371649,CPTY_A
109,2020-04-24,17,1999283.156945,1753610.750118,0.000000,2634287.997391,CPTY_A
110,2020-05-11,11,1821001.208188,1704351.013939,0.000000,2186773.434604,CPTY_A
111,2020-05-22,14,1736573.378430,1619537.754252,123523.060000,2010745.932945,CPTY_A
112,2020-06-05,14,1700272.319364,1580567.789080,0.000000,1922611.372978,CPTY_A
113,2020-06-19,17,1958135.621140,1608622.503186,0.000000,2833378.279167,CPTY_A
114,2020-07-06,11,1595144.951930,1479665.626174,0.000000,1448035.207591,CPTY_A
115,2020-07-17,14,1998892.164842,1774931.535247,0.000000,2865543.254693,CPTY_A
116,2020-07-31,14,1664803.515010,1537093.808645,0.000000,1881078.999816,CPTY_A
117,2020-08-14,14,1752606.698157,1502920.736946,0.000000,1779185.665014,CPTY_A
118,2020-08-28,14,1816273.216057,1604688.966872,-160657.949629,2526375.527490,CPTY_A
119,2020-09-11,14,1722314.647865,1541927.827652,0.000000,1958232.554996,CPTY_A
120,2020-09-25,14,1669049.663534,1477422.457154,0.000000,1650191.578429,CPTY_A
121,2020-10-09,14,1548998.185688,1477084.127513,0.000000,1486223.106623,CPTY_A
122,2020-10-23,14,1658861.486519,1562896.660554,0.000000,1854502.413186,CPTY_A
123,2020-11-06,14,1813444.822127,1732917.292785,0.000000,1113763.712550,CPTY_A
124,2020-11-20,14,1547298.527388,1390755.112721,0.000000,2075543.287683,CPTY_A
125,2020-12-04,14,1539328.291140,1388815.174162,118039.653623,1530691.443842,CPTY_A
126,2020-12-18,17,1749952.929089,1687386.320228,0.000000,1448128.416508,CPTY_A
127,2021-01-04,11,1888794.401003,1804775.628229,0.000000,1704325.096815,CPTY_A
128,2021-01-15,14,1328259.931822,1238657.032470,0.000000,1302632.429516,CPTY_A
129,2021-01-29,14,1511881.262221,1428294.505469,0.000000,1426371.096643,CPTY_A
130,2021-02-12,14,1568210.923807,1426323.081632,0.000000,1252237.547557,CPTY_A
131,2021-02-26,14,1067845.047787,962667.811857,-147786.432544,1334758.273908,CPTY_A
132,2021-03-12,14,1806620.439551,1632834.105434,0.000000,1883930.649302,CPTY_A
133,2021-03-26,14,1785153.705283,1642972.083093,0.000000,2018410.912041,CPTY_A
134,2021-04-09,14,1714227.534023,1633172.075881,0.000000,2035262.536501,CPTY_A
135,2021-04-23,14,2039428.964838,1870394.323299,0.000000,2428593.280080,CPTY_A
136,2021-05-07,14,1297686.929374,1163451.427992,0.000000,1180111.220081,CPTY_A
137,2021-05-21,14,1376442.844461,1205763.122174,0.000000,1790871.799218,CPTY_A
138,2021-06-04,14,1387893.169041,1309965.238696,139892.015684,1843155.568667,CPTY_A
139,2021-06-18,14,2039333.775956,1588460.628165,0.000000,2382622.126717,CPTY_A
140,2021-07-02,14,1552655.280065,1498943.363790,0.000000,1315176.591801,CPTY_A
141,2021-07-16,14,1493426.189190,1416881.699858,0.000000,1504018.129778,CPTY_A
142,2021-07-30,14,1885267.790257,1731368.819057,0.000000,2405038.923443,CPTY_A
143,2021-08-13,14,1607509.971275,1528369.302133,0.000000,1700239.014696,CPTY_A
144,2021-08-27,14,1515838.928577,1403407.613048,-145326.286406,1895466.659029,CPTY_A
145,2021-09-10,14,1256313.158415,1121887.799158,0.000000,1517901.630782,CPTY_A
146,2021-09-24,14,1841778.951816,1817433.832272,0.000000,1774374.510506,CPTY_A
147,2021-10-08,14,1268062.248758,1128365.404175,0.000000,1054906.555251,CPTY_A
148,2021-10-22,14,1536724.462858,1414059.407629,0.000000,1423970.337507,CPTY_A
149,2021-11-05,14,1401693.322750,1224200.732040,0.000000,1000384.786150,CPTY_A
150,2021-11-19,14,1544060.862185,1445706.248871,0.000000,1162516.250306,CPTY_A
151,2021-12-03,14,1543820.538336,1405396.559438,135274.884153,1845332.182229,CPTY_A
152,2021-12-17,18,948208.431950,892229.270064,0.000000,761288.632228,CPTY_A
153,2022-01-04,10,2000791.736687,1837153.336222,0.000000,2451434.344368,CPTY_A
154,2022-01-14,14,1600989.176653,1478628.685341,0.000000,2042429.708956,CPTY_A
155,2022-01-28,14,1861591.493367,1416706.517367,0.000000,3362247.183274,CPTY_A
156,2022-02-11,14,1248620.599007,1155052.918464,0.000000,1467238.146193,CPTY_A
157,2022-02-25,14,1868479.820659,1771229.376508,-131091.213809,1401502.740595,CPTY_A
158,2022-03-11,14,1392251.537378,1347032.751431,0.000000,1715810.961646,CPTY_A
159,2022-03-25,14,1642232.547490,1507646.589581,0.000000,2200392.564441,CPTY_A
160,2022-04-08,14,1349286.765158,1244811.387404,0.000000,1452244.898356,CPTY_A
161,2022-04-22,14,1882374.514307,1573242.770718,0.000000,2177655.091386,CPTY_A
162,2022-05-06,14,1362261.718603,1198481.317864,0.000000,1185697.940806,CPTY_A
163,2022-05-20,14,1554568.397559,1332434.586195,0.000000,2229721.458128,CPTY_A
164,2022-06-03,14,1639625.072571,1441308.934855,140791.599150,1882106.820932,CPTY_A
165,2022-06-17,14,1642463.346257,1476056.082822,0.000000,1175938.637023,CPTY_A
166,2022-07-01,14,1683878.717485,1558943.057632,0.000000,1608478.446835,CPTY_A
167,2022-07-15,14,1617755.009839,1419322.580956,0.000000,1579993.075736,CPTY_A
168,2022-07-29,14,1458800.737636,1380235.017724,0.000000,1514041.877918,CPTY_A
169,2022-08-12,14,1267022.281775,1221155.050062,0.000000,1706731.174944,CPTY_A
170,2022-08-26,14,1882853.780176,1643533.282180,-131149.817494,2728266.291519,CPTY_A
171,2022-09-09,14,1615271.870577,1454524.094186,0.000000,1730138.741513,CPTY_A
172,2022-09-23,14,1492105.691915,1412146.477354,0.000000,1662064.322435,CPTY_A
173,2022-10-07,14,1750690.326418,1565260.721852,0.000000,2553416.877890,CPTY_A
174,2022-10-21,14,1616465.563627,1415154.809474,0.000000,2256611.178038,CPTY_A
175,2022-11-04,14,1876018.575419,1583643.850155,0.000000,3200758.201646,CPTY_A
176,2022-11-18,14,1512084.373023,1408077.483622,0.000000,2090647.504488,CPTY_A
177,2022-12-02,14,1831784.805641,1641650.106992,132324.043594,1996394.816473,CPTY_A
178,2022-12-16,14,1500093.977835,1338791.576945,0.000000,1507339.676612,CPTY_A
179,2022-12-30,14,1301963.363829,1233389.379329,0.000000,1240442.855204,CPTY_A
180,2023-01-13,14,1306238.914835,1269339.595561,0.000000,1142459.130025,CPTY_A
181,2023-01-27,14,1756393.058632,1648752.893347,0.000000,1506927.610072,CPTY_A
182,2023-02-10,14,1715705.741899,1608742.226371,0.000000,2095681.552695,CPTY_A
183,2023-02-24,14,1527291.395510,1443267.183455,-127747.646205,2006261.098430,CPTY_A
184,2023-03-10,14,1718231.528099,1489321.343716,0.000000,1629599.415283,CPTY_A
185,2023-03-24,18,1664590.378395,1519376.708521,0.000000,2032904.175767,CPTY_A
186,2023-04-11,10,1516308.197886,1437575.214119,0.000000,1477072.572972,CPTY_A
187,2023-04-21,14,1436683.011043,1354817.876213,0.000000,1338706.112381,CPTY_A
188,2023-05-05,14,1443962.764446,1279196.946111,0.000000,1711264.732916,CPTY_A
189,2023-05-19,14,1405278.376540,1163757.353705,0.000000,2548558.869853,CPTY_A
190,2023-06-02,14,1698312.904851,1486551.751792,141399.274282,1498562.211593,CPTY_A
191,2023-06-16,14,1567743.950147,1365127.319492,0.000000,1452144.898464,CPTY_A
192,2023-06-30,14,1629093.383036,1514024.143451,0.000000,1850215.008729,CPTY_A
193,2023-07-14,14,1512423.887012,1269664.605293,0.000000,1480980.730440,CPTY_A
194,2023-07-28,14,1562072.937985,1347568.941993,0.000000,1786642.873140,CPTY_A
195,2023-08-11,14,1472510.040630,1443853.629251,0.000000,1411945.121422,CPTY_A
196,2023-08-25,14,1204711.540540,1091264.032927,-123439.050020,1901325.037611,CPTY_A
197,2023-09-08,14,1471932.237934,1379869.424914,0.000000,1252822.386318,CPTY_A
198,2023-09-22,14,1628405.008581,1541786.304750,0.000000,1714795.929058,CPTY_A
199,2023-10-06,14,1382432.454680,1266778.441697,0.000000,866691.252214,CPTY_A
200,2023-10-20,14,1848953.308541,1660740.484738,0.000000,1940619.539878,CPTY_A
201,2023-11-03,14,1187547.010868,1139627.424847,0.000000,1025936.793672,CPTY_A
202,2023-11-17,14,1397459.523527,1222284.016091,0.000000,1608473.463445,CPTY_A
203,2023-12-01,14,1658145.575308,1471779.477482,138178.278545,1390039.854261,CPTY_A
204,2023-12-15,14,1589428.747512,1433783.454146,0.000000,2146413.541609,CPTY_A
205,2023-12-29,14,1579326.496177,1508821.071830,0.000000,1387865.626574,CPTY_A
206,2024-01-12,14,1690189.000411,1547756.911457,0.000000,1304329.288710,CPTY_A
207,2024-01-26,14,1736398.356227,1488989.783377,0.000000,1895423.831133,CPTY_A
208,2024-02-09,14,1552168.107767,1383167.050600,0.000000,1499090.975096,CPTY_A
209,2024-02-23,14,1342039.403635,1272454.759823,-114736.955952,1216860.354819,CPTY_A
210,2024-03-08,14,1514405.757179,1403528.474809,0.000000,1845012.606191,CPTY_A
211,2024-03-22,14,1393550.051155,1388369.225416,0.000000,1056790.285715,CPTY_A
212,2024-04-05,14,1528187.797733,1362702.603003,0.000000,2315480.369242,CPTY_A
213,2024-04-19,14,1602664.811002,1395770.126210,0.000000,2078109.081116,CPTY_A
214,2024-05-03,14,1366517.786797,1257371.913491,0.000000,1824194.381740,CPTY_A
215,2024-05-17,14,1537771.642284,1329424.769083,0.000000,2589325.586690,CPTY_A
216,2024-05-31,14,1324997.044735,1096995.391496,154881.261768,1755738.154910,CPTY_A
217,2024-06-14,14,1558795.462443,1408015.637213,0.000000,1620707.286172,CPTY_A
218,2024-06-28,14,1395720.944588,1294435.136595,0.000000,2224499.947331,CPTY_A
219,2024-07-12,14,1417936.817416,1302773.030023,0.000000,1424514.230385,CPTY_A
220,2024-07-26,14,1358046.304644,1236057.504326,0.000000,1700566.013489,CPTY_A
221,2024-08-09,14,1349002.298371,1288047.765905,0.000000,1163197.366127,CPTY_A
222,2024-08-23,14,1562994.224384,1417064.985778,-108353.051401,1573165.228122,CPTY_A
223,2024-09-06,14,1446137.780581,1340062.548526,0.000000,1281633.822191,CPTY_A
224,2024-09-20,14,1611462.711015,1520871.606916,0.000000,1584142.030244,CPTY_A
225,2024-10-04,14,1319701.135891,1103842.838141,0.000000,1873188.587126,CPTY_A
226,2024-10-18,14,1473005.379375,1293762.196340,0.000000,1016199.514253,CPTY_A
227,2024-11-01,14,1514907.607273,1436750.524409,0.000000,1981400.798673,CPTY_A
228,2024-11-15,14,1443372.226587,1273944.326310,0.000000,1802028.309308,CPTY_A
229,2024-11-29,14,1498188.848731,1300395.175022,149738.029424,1630824.881812,CPTY_A
230,2024-12-13,14,1564310.186073,1426192.201285,0.000000,1280770.700730,CPTY_A
231,2024-12-27,14,1508206.549573,1347253.130487,0.000000,1156937.885540,CPTY_A
232,2025-01-10,14,1555197.576699,1400996.742881,0.000000,1731504.956164,CPTY_A
233,2025-01-24,14,1256424.769902,1134395.961642,0.000000,1369997.064495,CPTY_A
234,2025-02-07,14,1269701.570315,1110698.567294,0.000000,1711869.778487,CPTY_A
235,2025-02-21,14,1685565.755520,1574844.257346,-105409.254346,1886577.005902,CPTY_A
236,2025-03-07,14,1050100.994295,970816.927278,0.000000,1235119.398121,CPTY_A
237,2025-03-21,14,1490408.597865,1238049.743246,0.000000,1453285.849552,CPTY_A
238,2025-04-04,18,1619916.189270,1471039.370733,0.000000,1722030.972151,CPTY_A
239,2025-04-22,10,1641716.756882,1476301.098459,0.000000,2759671.190552,CPTY_A
240,2025-05-02,14,1326530.533506,1224027.745003,0.000000,1514527.622796,CPTY_A
241,2025-05-16,14,1319951.650493,1236850.744813,0.000000,1441139.882798,CPTY_A
242,2025-05-30,14,1621294.913840,1203719.720504,158680.499150,2809928.464265,CPTY_A
243,2025-06-13,14,1427720.146242,1367232.223625,0.000000,1398183.792135,CPTY_A
244,2025-06-27,14,1644564.824763,1441900.336741,0.000000,1577088.065155,CPTY_A
245,2025-07-11,14,1625368.064644,1248580.621390,0.000000,2765959.344560,CPTY_A
246,2025-07-25,14,1491711.978758,1377550.359810,0.000000,1533633.200016,CPTY_A
247,2025-08-08,14,1542691.766721,1346967.497162,0.000000,1333586.208934,CPTY_A
248,2025-08-22,14,56233.022885,40370.503468,798565.211250,89670.576042,CPTY_A
249,2025-09-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
250,2025-09-19,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
251,2025-10-03,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
252,2025-10-17,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
253,2025-10-31,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
254,2025-11-14,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
255,2025-11-28,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
256,2025-12-12,17,0.000000,0.000000,0.000000,0.000000,CPTY_A
257,2025-12-29,11,0.000000,0.000000,0.000000,0.000000,CPTY_A
258,2026-01-09,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
259,2026-01-23,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
260,2026-02-06,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
261,2026-02-20,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
262,2026-03-06,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
263,2026-03-20,18,0.000000,0.000000,0.000000,0.000000,CPTY_A
264,2026-04-07,10,0.000000,0.000000,0.000000,0.000000,CPTY_A
265,2026-04-17,18,0.000000,0.000000,0.000000,0.000000,CPTY_A
266,2026-05-05,10,0.000000,0.000000,0.000000,0.000000,CPTY_A
267,2026-05-15,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
268,2026-05-29,14,0.000000,0.000000,0.000000,0.000000,CPTY_A
