#Sample,Regressor_0_USD,Regressor_1_EUR-EURIBOR-3M,Regressor_2_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
159,0.692753,0.011170,0.038218,1413138.680977,0.000000,1784027.818359,1852580.809479,942527.835247,2096519.677726
160,0.693629,0.006678,0.010890,1364299.508438,0.000000,1784027.818359,1852580.809479,357132.004561,2096519.677726
161,0.693819,-0.014077,0.051834,1557557.777935,0.000000,1784027.818359,1852580.809479,-783165.501352,2096519.677726
162,0.693869,-0.009695,0.013563,1501842.142590,0.000000,1784027.818359,1852580.809479,534215.511863,2096519.677726
163,0.694610,-0.005365,0.035729,1461118.091024,0.000000,1784027.818359,1852580.809479,1070272.433304,2096519.677726
164,0.694760,0.006372,0.005974,1349740.218663,0.000000,1784027.818359,1852580.809479,115730.644927,2096519.677726
165,0.696877,-0.008973,0.007290,1482852.976628,0.000000,1784027.818359,1852580.809479,20927.277351,2096519.677726
166,0.698764,0.017061,0.013900,1452281.149286,0.000000,1784027.818359,1852580.809479,-879061.508989,2096519.677726
167,0.699839,0.005896,0.035699,1415592.321656,0.000000,1784027.818359,1852580.809479,31768.958986,2096519.677726
168,0.700562,-0.011035,0.045596,1539438.184759,0.000000,1784027.818359,1852580.809479,1443566.564640,2096519.677726
169,0.701191,0.006825,0.026744,1417772.292415,0.000000,1784027.818359,1852580.809479,296847.573372,2096519.677726
170,0.703452,0.011441,0.004916,1384480.654648,0.000000,1784027.818359,1852580.809479,-740354.650823,2096519.677726
171,0.705716,0.005185,0.018198,1417186.115541,0.000000,1784027.818359,1852580.809479,741205.830021,2096519.677726
172,0.706390,0.011434,0.013430,1422564.824551,0.000000,1784027.818359,1852580.809479,526701.686790,2096519.677726
173,0.706617,-0.000517,0.025229,1450783.684454,0.000000,1784027.818359,1852580.809479,571733.048601,2096519.677726
174,0.707647,-0.006761,-0.001152,1449259.423925,0.000000,1784027.818359,1852580.809479,-971196.094889,2096519.677726
175,0.708345,-0.017312,0.020166,1688294.689930,0.000000,1784027.818359,1852580.809479,-748976.524197,2096519.677726
176,0.708490,0.004477,0.039869,1436897.932897,0.000000,1784027.818359,1852580.809479,1295911.676581,2096519.677726
177,0.709021,0.014429,0.005950,1425049.082871,0.000000,1784027.818359,1852580.809479,-505267.618061,2096519.677726
178,0.709269,-0.009310,0.011518,1532135.196865,0.000000,1784027.818359,1852580.809479,399324.231973,2096519.677726
179,0.709965,-0.001298,-0.007054,1364505.401062,0.000000,1784027.818359,1852580.809479,-292818.912671,2096519.677726
180,0.710929,0.003228,0.027624,1447514.199793,0.000000,1784027.818359,1852580.809479,-808648.844604,2096519.677726
181,0.711385,-0.004070,0.019047,1485813.574191,1724409.462323,1784027.818359,1852580.809479,244217.174885,2096519.677726
182,0.711797,-0.021143,-0.004920,1725758.570231,0.000000,1784027.818359,1852580.809479,892835.504569,2096519.677726
183,0.712943,0.014565,0.026539,1489190.258028,0.000000,1784027.818359,1852580.809479,-87267.648792,2096519.677726
184,0.713272,0.011472,0.036969,1470805.309558,0.000000,1784027.818359,1852580.809479,-750429.948384,2096519.677726
185,0.713739,0.020694,0.041863,1567977.469793,1726159.963315,1784027.818359,1852580.809479,-1012735.562029,2096519.677726
186,0.713740,0.011955,0.013143,1444492.972210,0.000000,1784027.818359,1852580.809479,-284210.575469,2096519.677726
187,0.713759,0.007256,0.029553,1454657.132209,0.000000,1784027.818359,1852580.809479,432828.156051,2096519.677726
188,0.713866,-0.004145,0.025105,1500288.356718,1726255.190059,1784027.818359,1852580.809479,-433936.611854,2096519.677726
189,0.714849,0.009983,0.019593,1453113.193870,0.000000,1784027.818359,1852580.809479,568970.957466,2096519.677726
190,0.715446,0.001443,0.009128,1431256.926959,1727433.257472,1784027.818359,1852580.809479,388165.766583,2096519.677726
191,0.716592,0.013375,0.022003,1482290.686464,0.000000,1784027.818359,1852580.809479,-80989.707040,2096519.677726
192,0.717594,0.013730,-0.001655,1407531.121589,0.000000,1784027.818359,1852580.809479,699246.023434,2096519.677726
193,0.717632,0.000516,-0.007383,1370363.408351,0.000000,1784027.818359,1852580.809479,-394936.377701,2096519.677726
194,0.718468,-0.004577,0.005539,1476999.138418,0.000000,1784027.818359,1852580.809479,859518.581828,2096519.677726
195,0.718521,0.000694,0.030869,1479136.231493,0.000000,1784027.818359,1852580.809479,-302127.589820,2096519.677726
196,0.718666,0.016866,0.015308,1505073.148062,0.000000,1784027.818359,1852580.809479,878108.202438,2096519.677726
197,0.718897,0.017079,0.028831,1532113.892011,0.000000,1784027.818359,1852580.809479,152194.358694,2096519.677726
198,0.719613,-0.001419,0.021348,1488044.902209,0.000000,1784027.818359,1852580.809479,-670217.522488,2096519.677726
199,0.719663,0.012856,0.030040,1495879.154392,1730591.630034,1784027.818359,1852580.809479,82936.816967,2096519.677726
200,0.720147,0.005473,0.011017,1438209.681623,0.000000,1784027.818359,1852580.809479,-232108.616885,2096519.677726
201,0.720258,0.011685,-0.005243,1382025.258152,0.000000,1784027.818359,1852580.809479,964729.391825,2096519.677726
202,0.720397,0.017391,0.045113,1537229.560796,1731143.108268,1784027.818359,1852580.809479,254781.246972,2096519.677726
203,0.720641,-0.002360,-0.005871,1411047.251473,0.000000,1784027.818359,1852580.809479,578847.584178,2096519.677726
204,0.720862,0.006382,0.017056,1455781.063883,0.000000,1784027.818359,1852580.809479,773840.264062,2096519.677726
205,0.721011,-0.005556,-0.006638,1444308.693411,0.000000,1784027.818359,1852580.809479,-472464.667122,2096519.677726
206,0.721581,0.004763,0.008819,1435994.186205,1732034.057391,1784027.818359,1852580.809479,52357.836868,2096519.677726
207,0.722510,-0.005569,0.003918,1493900.165372,0.000000,1784027.818359,1852580.809479,-93783.581129,2096519.677726
208,0.722544,-0.002671,0.010730,1484577.374740,0.000000,1784027.818359,1852580.809479,-243797.212341,2096519.677726
209,0.723280,-0.005187,0.005320,1496235.875298,0.000000,1784027.818359,1852580.809479,369643.424232,2096519.677726
210,0.723761,-0.002641,0.004786,1468880.059204,0.000000,1784027.818359,1852580.809479,266042.769675,2096519.677726
211,0.723802,-0.004233,-0.007370,1432032.939265,0.000000,1784027.818359,1852580.809479,66967.497514,2096519.677726
212,0.726199,-0.003073,0.014530,1507413.459248,0.000000,1784027.818359,1852580.809479,-471033.687356,2096519.677726
213,0.727022,-0.005652,0.008541,1521718.231061,0.000000,1784027.818359,1852580.809479,-457167.464122,2096519.677726
214,0.727336,-0.006353,0.015147,1546922.915955,0.000000,1784027.818359,1852580.809479,630969.490717,2096519.677726
215,0.727543,-0.000206,0.008431,1471855.792588,0.000000,1784027.818359,1852580.809479,259802.813341,2096519.677726
216,0.727726,0.019309,0.063029,1539973.933588,0.000000,1784027.818359,1852580.809479,-417090.077779,2096519.677726
217,0.728630,0.026779,0.008877,1656564.454192,0.000000,1784027.818359,1852580.809479,-613609.253904,2096519.677726
218,0.729809,0.000820,0.018060,1495900.431791,0.000000,1784027.818359,1852580.809479,698998.672312,2096519.677726
219,0.730060,0.005743,0.031450,1497847.426280,0.000000,1784027.818359,1852580.809479,-1094.514363,2096519.677726
220,0.730872,-0.007889,0.034116,1589074.491865,0.000000,1784027.818359,1852580.809479,723398.741929,2096519.677726
221,0.731569,0.008515,0.003410,1443755.559206,0.000000,1784027.818359,1852580.809479,-901187.712890,2096519.677726
222,0.734271,0.009720,0.016770,1497510.062377,1741674.507377,1784027.818359,1852580.809479,-1645801.833754,2096519.677726
223,0.735355,-0.004147,0.018713,1549874.050812,0.000000,1784027.818359,1852580.809479,-42562.703399,2096519.677726
224,0.736796,0.007988,0.021406,1508477.739203,0.000000,1784027.818359,1852580.809479,572109.373493,2096519.677726
225,0.737305,-0.004637,-0.012204,1447337.757901,0.000000,1784027.818359,1852580.809479,-36206.214214,2096519.677726
226,0.737546,0.010903,0.012990,1501237.833344,0.000000,1784027.818359,1852580.809479,-437971.666014,2096519.677726
227,0.737832,0.007027,-0.000005,1443945.522185,0.000000,1784027.818359,1852580.809479,1487525.383366,2096519.677726
228,0.738383,-0.009435,0.001877,1581837.708295,0.000000,1784027.818359,1852580.809479,-1131936.772439,2096519.677726
229,0.738523,0.004859,0.021235,1511527.572745,0.000000,1784027.818359,1852580.809479,-1086430.671605,2096519.677726
230,0.739315,-0.012813,0.002706,1643020.177729,0.000000,1784027.818359,1852580.809479,-1347661.411919,2096519.677726
231,0.739502,0.012861,0.066232,1485714.010391,1745698.903614,1784027.818359,1852580.809479,53859.880060,2096519.677726
232,0.740047,-0.002239,0.017341,1542532.103207,0.000000,1784027.818359,1852580.809479,-1064205.568441,2096519.677726
233,0.740597,0.021829,0.024384,1640938.125824,0.000000,1784027.818359,1852580.809479,45203.724525,2096519.677726
234,0.740626,0.014729,0.053012,1547017.360333,0.000000,1784027.818359,1852580.809479,-944244.447309,2096519.677726
235,0.741867,-0.011113,0.040554,1656593.714325,0.000000,1784027.818359,1852580.809479,532086.182591,2096519.677726
236,0.741927,0.018929,0.034335,1613977.881327,0.000000,1784027.818359,1852580.809479,1321600.086306,2096519.677726
237,0.742207,-0.002724,0.010742,1537574.972860,0.000000,1784027.818359,1852580.809479,-378000.064077,2096519.677726
238,0.742685,0.000869,-0.014163,1397892.737743,0.000000,1784027.818359,1852580.809479,554638.515894,2096519.677726
