#Portfolio,ProductClass,RiskClass,MarginType,Bucket,SimmSide,Regulation,InitialMargin,Currency,CalculationCurrency
CRIF_20201228,RatesFX,InterestRate,Delta,All,Call,"ESA,USPR",773922.591961526,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,USD,Call,"ESA,USPR",773922.591961526,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,All,Call,"ESA,USPR",164581.581711581,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,USD,Call,"ESA,USPR",164581.581711581,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,All,Call,"ESA,USPR",73242.737069232,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,USD,Call,"ESA,USPR",2126.783396207,USD,USD
CRIF_20201228,RatesFX,InterestRate,All,All,Call,"ESA,USPR",1011746.910742339,USD,USD
CRIF_20201228,RatesFX,All,Delta,All,Call,"ESA,USPR",773922.591961526,USD,USD
CRIF_20201228,RatesFX,All,Vega,All,Call,"ESA,USPR",164581.581711581,USD,USD
CRIF_20201228,RatesFX,All,Curvature,All,Call,"ESA,USPR",73242.737069232,USD,USD
CRIF_20201228,RatesFX,All,All,All,Call,"ESA,USPR",1011746.910742339,USD,USD
CRIF_20201228,All,InterestRate,Delta,All,Call,"ESA,USPR",773922.591961526,USD,USD
CRIF_20201228,All,InterestRate,Vega,All,Call,"ESA,USPR",164581.581711581,USD,USD
CRIF_20201228,All,InterestRate,Curvature,All,Call,"ESA,USPR",73242.737069232,USD,USD
CRIF_20201228,All,InterestRate,All,All,Call,"ESA,USPR",1011746.910742339,USD,USD
CRIF_20201228,All,All,Delta,All,Call,"ESA,USPR",773922.591961526,USD,USD
CRIF_20201228,All,All,Vega,All,Call,"ESA,USPR",164581.581711581,USD,USD
CRIF_20201228,All,All,Curvature,All,Call,"ESA,USPR",73242.737069232,USD,USD
CRIF_20201228,All,All,All,All,Call,"ESA,USPR",1011746.910742339,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,All,Post,"CFTC,SEC",773922.591961526,USD,USD
CRIF_20201228,RatesFX,InterestRate,Delta,USD,Post,"CFTC,SEC",773922.591961526,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,All,Post,"CFTC,SEC",164581.581711581,USD,USD
CRIF_20201228,RatesFX,InterestRate,Vega,USD,Post,"CFTC,SEC",164581.581711581,USD,USD
CRIF_20201228,RatesFX,InterestRate,Curvature,USD,Post,"CFTC,SEC",2126.783396207,USD,USD
CRIF_20201228,RatesFX,InterestRate,All,All,Post,"CFTC,SEC",938504.173673107,USD,USD
CRIF_20201228,RatesFX,All,Delta,All,Post,"CFTC,SEC",773922.591961526,USD,USD
CRIF_20201228,RatesFX,All,Vega,All,Post,"CFTC,SEC",164581.581711581,USD,USD
CRIF_20201228,RatesFX,All,All,All,Post,"CFTC,SEC",938504.173673107,USD,USD
CRIF_20201228,All,InterestRate,Delta,All,Post,"CFTC,SEC",773922.591961526,USD,USD
CRIF_20201228,All,InterestRate,Vega,All,Post,"CFTC,SEC",164581.581711581,USD,USD
CRIF_20201228,All,InterestRate,All,All,Post,"CFTC,SEC",938504.173673107,USD,USD
CRIF_20201228,All,All,Delta,All,Post,"CFTC,SEC",773922.591961526,USD,USD
CRIF_20201228,All,All,Vega,All,Post,"CFTC,SEC",164581.581711581,USD,USD
CRIF_20201228,All,All,All,All,Post,"CFTC,SEC",938504.173673107,USD,USD
