#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-05-06,14,7544879.610000,7544879.610000,0.000000,7544879.610000,CPTY_A,0.248634
1,2016-08-05,14,7527697.590000,7527697.590000,0.000000,7527697.590000,CPTY_A,0.497268
2,2016-11-07,14,7505609.430000,7505609.430000,0.000000,7505609.430000,CPTY_A,0.754098
3,2017-02-06,15,7463445.430000,7463445.430000,0.000000,7463445.430000,CPTY_A,1.003002
4,2017-05-05,14,7425007.280000,7425007.280000,0.000000,7425007.280000,CPTY_A,1.244098
5,2017-08-07,14,7400218.890000,7400218.890000,0.000000,7400218.890000,CPTY_A,1.501632
6,2017-11-06,14,7354622.190000,7354622.190000,0.000000,7354622.190000,CPTY_A,1.750947
7,2018-02-05,15,7334643.830000,7334643.830000,0.000000,7334643.830000,CPTY_A,2.000262
8,2018-05-08,14,7292679.560000,7292679.560000,0.000000,7292679.560000,CPTY_A,2.252317
9,2018-08-06,14,15423325.320000,15423325.320000,0.000000,15423325.320000,CPTY_A,2.498892
10,2018-11-05,14,15287619.290000,15287619.290000,0.000000,15287619.290000,CPTY_A,2.748207
11,2019-02-05,14,15211177.300000,15211177.300000,0.000000,15211177.300000,CPTY_A,3.000262
12,2019-05-07,14,15181892.810000,15181892.810000,0.000000,15181892.810000,CPTY_A,3.249577
13,2019-08-05,14,15094476.850000,15094476.850000,0.000000,15094476.850000,CPTY_A,3.496152
14,2019-11-05,14,14975745.630000,14975745.630000,0.000000,14975745.630000,CPTY_A,3.748207
15,2020-02-05,14,14900771.750000,14900771.750000,0.000000,14900771.750000,CPTY_A,4.000000
16,2020-05-05,14,14861581.290000,14861581.290000,0.000000,14861581.290000,CPTY_A,4.245902
17,2020-08-05,14,14719939.290000,14719939.290000,0.000000,14719939.290000,CPTY_A,4.497268
18,2020-11-05,14,14564782.050000,14564782.050000,0.000000,14564782.050000,CPTY_A,4.748634
19,2021-02-05,14,16235725.700000,16235725.700000,0.000000,16235725.700000,CPTY_A,5.000262
20,2021-05-05,14,16266749.300000,16266749.300000,0.000000,16266749.300000,CPTY_A,5.244098
21,2021-08-05,14,16179601.800000,16179601.800000,0.000000,16179601.800000,CPTY_A,5.496152
22,2021-11-05,14,16033633.680000,16033633.680000,0.000000,16033633.680000,CPTY_A,5.748207
23,2022-02-07,15,15926207.710000,15926207.710000,0.000000,15926207.710000,CPTY_A,6.005741
