#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,194045.63,2099880.32,1001801.22,-29021.86,1077091.06,-32540.38,1125710.16,-34887.50,0.00,-48454.22,0.00,0.00,0.00,0.00,0.00,194045.63,2099880.32,None,1004212.14,1221245.32
BermSwp,CPTY_A,4732.72,132.03,56.40,-700.98,73.18,-793.65,85.46,-856.91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,57282.20,57784.92
CC_SWAP_EUR_USD,CPTY_A,149535.80,2111945.13,1008658.92,-22755.07,1082377.87,-25076.36,1129762.75,-26585.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,737503.38,949324.09
FX_CALL_OPTION,CPTY_A,12269.53,155.66,74.19,-1899.91,79.92,-2057.54,83.59,-2159.46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,216847.33,216847.33
Swap_EUR,CPTY_A,46835.64,78710.68,36403.75,-6938.88,41313.37,-7854.08,44674.41,-8478.54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,586003.93,620123.21
Swap_USD,CPTY_A,67660.44,50332.84,23497.39,-10094.87,26239.14,-11346.28,28101.78,-12195.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,809511.91,857065.56
