#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
CPTY_A,2016-02-05,0.000000,0.00,28292974.00,0.00,-28292974.95,0.00,0.00,0.00,0.00
CPTY_A,2016-05-06,0.248634,1215101.13,29508076.00,9836106.58,0.00,1221245.32,1221245.32,1221245.32,1221245.32
CPTY_A,2016-08-05,0.497268,1104425.88,29129010.00,7685737.30,0.00,1115595.08,1221245.32,1168420.20,1221245.32
CPTY_A,2016-11-07,0.754098,919669.50,29063612.00,4413893.09,0.00,933774.10,1221245.32,1088504.50,1221245.32
CPTY_A,2017-02-06,1.003002,733419.81,27754108.00,8331752.15,0.00,748376.65,1221245.32,1004098.90,1221245.32
CPTY_A,2017-05-05,1.244098,1630850.38,28399750.00,4343385.54,0.00,1672240.72,1672240.72,1133579.29,1308644.52
CPTY_A,2017-08-07,1.501632,1480641.00,27167164.00,3580683.34,0.00,1526110.39,1672240.72,1200899.52,1371002.33
CPTY_A,2017-11-06,1.750947,1487701.25,27293848.00,5762606.89,0.00,1541062.64,1672240.72,1249334.90,1413895.27
CPTY_A,2018-02-05,2.000262,1770950.25,26207086.00,7353098.49,0.00,1843607.84,1843607.84,1323405.80,1467455.17
CPTY_A,2018-05-08,2.252317,1620762.63,25815094.00,12372994.31,0.00,1695812.63,1843607.84,1365081.52,1509550.08
CPTY_A,2018-08-06,2.498892,2226602.50,25402858.00,13143268.39,0.00,2341266.91,2341266.91,1461405.51,1591618.80
CPTY_A,2018-11-05,2.748207,2685535.50,25987482.00,17321182.52,0.00,2838002.51,2838002.51,1586289.24,1704689.69
CPTY_A,2019-02-05,3.000262,2654721.75,24954978.00,11240038.64,0.00,2819670.89,2838002.51,1689906.78,1799900.35
CPTY_A,2019-05-07,3.249577,2121866.25,24193002.00,9326473.98,0.00,2265015.20,2838002.51,1734030.43,1879545.95
CPTY_A,2019-08-05,3.496152,2526329.00,23688760.00,12319125.45,0.00,2710146.89,2838002.51,1802873.61,1947143.62
CPTY_A,2019-11-05,3.748207,2189734.75,23475366.00,7671793.51,0.00,2360978.29,2838002.51,1840404.34,2007050.99
CPTY_A,2020-02-05,4.000000,2248714.50,22622574.00,13531119.51,0.00,2436870.17,2838002.51,1877950.79,2059357.90
CPTY_A,2020-05-05,4.245902,3144637.25,23303984.00,15968992.14,0.00,3424667.23,3424667.23,1967528.96,2138429.87
CPTY_A,2020-08-05,4.497268,2897263.25,22260534.00,19089820.16,0.00,3171270.58,3424667.23,2034809.78,2210321.63
