#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.020858,345530.640527,149437.980418,110078.923701,116395.855989,-16038.320036,164760.210568
1,-0.019621,339100.071448,149402.906109,110078.923701,116395.855989,209997.107404,164760.210568
2,-0.006952,273060.819649,149043.791180,110078.923701,116395.855989,-31075.741384,164760.210568
3,-0.002291,248645.325173,148911.701222,110078.923701,116395.855989,-161296.271841,164760.210568
4,-0.002070,247486.698302,148905.445191,110078.923701,116395.855989,19224.431093,164760.210568
5,-0.000553,239517.344850,148862.448464,110078.923701,116395.855989,100807.269077,164760.210568
6,0.000991,231395.857971,148818.696214,110078.923701,116395.855989,-30681.323630,164760.210568
7,0.002642,222697.054681,148771.914489,110078.923701,116395.855989,125117.049604,164760.210568
8,0.003527,218026.034559,148746.831561,110078.923701,116395.855989,10055.231665,164760.210568
9,0.003938,215853.829393,148735.176573,110078.923701,116395.855989,-179093.214446,164760.210568
10,0.004687,211895.591665,148713.954930,110078.923701,116395.855989,-158538.476021,164760.210568
11,0.007157,198812.686877,148643.975762,110078.923701,116395.855989,-130242.780898,164760.210568
12,0.007167,198759.125689,148643.689825,110078.923701,116395.855989,-40899.317799,164760.210568
13,0.009990,183737.906039,148563.703216,110078.923701,116395.855989,0.000000,164760.210568
14,0.012881,168266.834533,148481.817317,110078.923701,116395.855989,0.000000,164760.210568
15,0.014361,160300.537061,148439.892000,110078.923701,116395.855989,0.000000,164760.210568
16,0.014461,159756.897784,148437.037641,110078.923701,116395.855989,-18671.842095,164760.210568
17,0.014983,156936.911469,148422.246085,110078.923701,116395.855989,0.000000,164760.210568
18,0.015638,153395.535581,148403.706935,110078.923701,116395.855989,-60845.093979,164760.210568
19,0.017255,144611.025556,148357.910512,110078.923701,116395.855989,0.000000,164760.210568
20,0.017378,143938.380660,148354.415896,110078.923701,116395.855989,0.000000,164760.210568
21,0.019480,132420.348531,148294.879762,110078.923701,116395.855989,0.000000,164760.210568
22,0.019880,130214.395063,148283.549115,110078.923701,116395.855989,160283.208199,164760.210568
23,0.021576,120800.849183,148235.499393,110078.923701,116395.855989,0.000000,164760.210568
24,0.022507,115588.646317,148209.130950,110078.923701,116395.855989,0.000000,164760.210568
25,0.023409,110501.379488,148183.581060,110078.923701,116395.855989,0.000000,164760.210568
26,0.025756,97055.883834,148117.114479,110078.923701,116395.855989,0.000000,164760.210568
27,0.026558,92373.636645,148094.400806,110078.923701,116395.855989,0.000000,164760.210568
28,0.027345,87726.648004,148072.122898,110078.923701,116395.855989,0.000000,164760.210568
29,0.029252,76174.300076,148018.108271,110078.923701,116395.855989,0.000000,164760.210568
30,0.030904,65714.348706,147971.339712,110078.923701,116395.855989,0.000000,164760.210568
31,0.034818,37104.246144,147860.503982,110078.923701,116395.855989,0.000000,164760.210568
32,0.035091,34662.620105,147852.761770,110078.923701,116395.855989,0.000000,164760.210568
33,0.036049,24873.843232,147825.634461,110078.923701,116395.855989,0.000000,164760.210568
34,0.037038,8254.645595,147797.639258,110078.923701,116395.855989,0.000000,164760.210568
35,0.037635,0.000000,147780.749496,110078.923701,116395.855989,0.000000,164760.210568
36,0.039719,0.000000,147721.746808,110078.923701,116395.855989,0.000000,164760.210568
37,0.040817,0.000000,147690.661404,110078.923701,116395.855989,0.000000,164760.210568
38,0.043368,0.000000,147618.432896,110078.923701,116395.855989,0.000000,164760.210568
39,0.043518,0.000000,147614.187654,110078.923701,116395.855989,0.000000,164760.210568
40,0.043555,0.000000,147613.133695,110078.923701,116395.855989,0.000000,164760.210568
41,0.047435,0.000000,147503.303546,110078.923701,116395.855989,0.000000,164760.210568
42,0.048675,0.000000,147468.220650,110078.923701,116395.855989,0.000000,164760.210568
43,0.050176,0.000000,147425.737662,110078.923701,116395.855989,0.000000,164760.210568
44,0.051030,0.000000,147401.553296,110078.923701,116395.855989,0.000000,164760.210568
45,0.053606,0.000000,147328.651406,110078.923701,116395.855989,0.000000,164760.210568
46,0.053840,0.000000,147322.038707,110078.923701,116395.855989,0.000000,164760.210568
47,0.054874,0.000000,147292.750666,110078.923701,116395.855989,0.000000,164760.210568
48,0.055203,0.000000,147283.450083,110078.923701,116395.855989,0.000000,164760.210568
49,0.059620,39531.378405,147158.461552,110078.923701,116395.855989,0.000000,164760.210568
