#Tenor,Date,GBP,GBP-SONIA
39W4D,2023-06-26,0.960232296512586,0.960232296512586
39W5D,2023-06-27,0.960090946151769,0.960090946151769
39W6D,2023-06-28,0.959949616598339,0.959949616598339
40W,2023-06-29,0.959808307849232,0.959808307849232
40W1D,2023-06-30,0.959667019901386,0.959667019901386
40W4D,2023-07-03,0.959243280834797,0.959243280834797
40W5D,2023-07-04,0.959102076061380,0.959102076061380
40W6D,2023-07-05,0.958960892073918,0.958960892073918
41W,2023-07-06,0.958819728869352,0.958819728869352
41W1D,2023-07-07,0.958678586444622,0.958678586444622
41W4D,2023-07-10,0.958255283818862,0.958255283818862
41W5D,2023-07-11,0.958114224482893,0.958114224482893
41W6D,2023-07-12,0.957973185911470,0.957973185911470
42W,2023-07-13,0.957832168101537,0.957832168101537
42W1D,2023-07-14,0.957691171050037,0.957691171050037
42W4D,2023-07-17,0.957268304415584,0.957268304415584
42W5D,2023-07-18,0.957127390367266,0.957127390367266
42W6D,2023-07-19,0.956986497062107,0.956986497062107
43W,2023-07-20,0.956845624497054,0.956845624497054
43W1D,2023-07-21,0.956704772669054,0.956704772669054
43W4D,2023-07-24,0.956282341576847,0.956282341576847
43W5D,2023-07-25,0.956141572666537,0.956141572666537
43W6D,2023-07-26,0.956000824478021,0.956000824478021
44W,2023-07-27,0.955860097008250,0.955860097008250
44W1D,2023-07-28,0.955719390254172,0.955719390254172
44W4D,2023-07-31,0.955297394255614,0.955297394255614
44W5D,2023-08-01,0.955156770333823,0.955156770333823
44W6D,2023-08-02,0.955016167112484,0.955016167112484
45W,2023-08-03,0.954875584588550,0.954875584588550
45W1D,2023-08-04,0.954740338398299,0.954740338398299
45W4D,2023-08-07,0.954336089645243,0.954336089645243
45W5D,2023-08-08,0.954201828314944,0.954201828314944
45W6D,2023-08-09,0.954067806939608,0.954067806939608
46W,2023-08-10,0.953934023018302,0.953934023018302
46W1D,2023-08-11,0.953800474051619,0.953800474051619
46W4D,2023-08-14,0.953401211908019,0.953401211908019
46W5D,2023-08-15,0.953268577796088,0.953268577796088
46W6D,2023-08-16,0.953136166164440,0.953136166164440
47W,2023-08-17,0.953003974522706,0.953003974522706
47W1D,2023-08-18,0.952872000382000,0.952872000382000
47W4D,2023-08-21,0.952477358099386,0.952477358099386
47W5D,2023-08-22,0.952346229103477,0.952346229103477
47W6D,2023-08-23,0.952215305186270,0.952215305186270
48W,2023-08-24,0.952084583867681,0.952084583867681
48W1D,2023-08-25,0.951954062669074,0.951954062669074
48W4D,2023-08-28,0.951563675028391,0.951563675028391
48W5D,2023-08-29,0.951433929552128,0.951433929552128
48W6D,2023-08-30,0.951304371824207,0.951304371824207
49W,2023-08-31,0.951174999374573,0.951174999374573
49W1D,2023-09-01,0.951045809734586,0.951045809734586
49W4D,2023-09-04,0.950659313007196,0.950659313007196
49W5D,2023-09-05,0.950530829947488,0.950530829947488
49W6D,2023-09-06,0.950402517375258,0.950402517375258
50W,2023-09-07,0.950274372830248,0.950274372830248
50W1D,2023-09-08,0.950146393853583,0.950146393853583
50W4D,2023-09-11,0.949763425765527,0.949763425765527
50W5D,2023-09-12,0.949636084500963,0.949636084500963
50W6D,2023-09-13,0.949508896530940,0.949508896530940
51W,2023-09-14,0.949381859404787,0.949381859404787
51W1D,2023-09-15,0.949254970673182,0.949254970673182
51W4D,2023-09-18,0.948875170372678,0.948875170372678
51W5D,2023-09-19,0.948748850753001,0.948748850753001
51W6D,2023-09-20,0.948622667301439,0.948622667301439
52W,2023-09-21,0.948496617576715,0.948496617576715
52W1D,2023-09-22,0.948370699138878,0.948370699138878
52W4D,2023-09-25,0.947993206473559,0.947993206473559
52W5D,2023-09-26,0.947867406335891,0.947867406335891
52W6D,2023-09-27,0.947741621860200,0.947741621860200
53W,2023-09-28,0.947615853218301,0.947615853218301
53W1D,2023-09-29,0.947490100581920,0.947490100581920
53W4D,2023-10-02,0.947112940421750,0.947112940421750
53W5D,2023-10-03,0.946987253522846,0.946987253522846
53W6D,2023-10-04,0.946861583486704,0.946861583486704
54W,2023-10-05,0.946735930484497,0.946735930484497
54W1D,2023-10-06,0.946610294687307,0.946610294687307
54W4D,2023-10-09,0.946233492235273,0.946233492235273
54W5D,2023-10-10,0.946107926967130,0.946107926967130
54W6D,2023-10-11,0.945982379758035,0.945982379758035
55W,2023-10-12,0.945856850778521,0.945856850778521
55W1D,2023-10-13,0.945731340199027,0.945731340199027
55W4D,2023-10-16,0.945354920563697,0.945354920563697
55W5D,2023-10-17,0.945229485286857,0.945229485286857
55W6D,2023-10-18,0.945104069260866,0.945104069260866
56W,2023-10-19,0.944978672655616,0.944978672655616
56W1D,2023-10-20,0.944853295640907,0.944853295640907
56W4D,2023-10-23,0.944477283836660,0.944477283836660
56W5D,2023-10-24,0.944351986880293,0.944351986880293
56W6D,2023-10-25,0.944226710362100,0.944226710362100
57W,2023-10-26,0.944101454451335,0.944101454451335
57W1D,2023-10-27,0.943976219317161,0.943976219317161
57W4D,2023-10-30,0.943600640264432,0.943600640264432
57W5D,2023-10-31,0.943475489926419,0.943475489926419
57W6D,2023-11-01,0.943350361209443,0.943350361209443
58W,2023-11-02,0.943225254282121,0.943225254282121
58W1D,2023-11-03,0.943100169312978,0.943100169312978
58W4D,2023-11-06,0.942725047838527,0.942725047838527
58W5D,2023-11-07,0.942600052385548,0.942600052385548
58W6D,2023-11-08,0.942475079732020,0.942475079732020
59W,2023-11-09,0.942350130045923,0.942350130045923
59W1D,2023-11-10,0.942225203495150,0.942225203495150
59W4D,2023-11-13,0.941850564332334,0.941850564332334
59W5D,2023-11-14,0.941725731999965,0.941725731999965
59W6D,2023-11-15,0.941600923641022,0.941600923641022
60W,2023-11-16,0.941476139422856,0.941476139422856
60W1D,2023-11-17,0.941351379512726,0.941351379512726
60W4D,2023-11-20,0.940977247301797,0.940977247301797
60W5D,2023-11-21,0.940852586294605,0.940852586294605
60W6D,2023-11-22,0.940727950430396,0.940727950430396
61W,2023-11-23,0.940603339875889,0.940603339875889
61W1D,2023-11-24,0.940478754797713,0.940478754797713
61W4D,2023-11-27,0.940105154086125,0.940105154086125
61W5D,2023-11-28,0.939980672577776,0.939980672577776
61W6D,2023-11-29,0.939856217377559,0.939856217377559
62W,2023-11-30,0.939731788651567,0.939731788651567
62W1D,2023-12-01,0.939607386565801,0.939607386565801
62W4D,2023-12-04,0.939234341808534,0.939234341808534
62W5D,2023-12-05,0.939110047941900,0.939110047941900
62W6D,2023-12-06,0.938985781544159,0.938985781544159
63W,2023-12-07,0.938861542780778,0.938861542780778
63W1D,2023-12-08,0.938737331817131,0.938737331817131
63W4D,2023-12-11,0.938364867377029,0.938364867377029
63W5D,2023-12-12,0.938240769264305,0.938240769264305
63W6D,2023-12-13,0.938116699776861,0.938116699776861
64W,2023-12-14,0.937992659079539,0.937992659079539
64W1D,2023-12-15,0.937868647337095,0.937868647337095
64W4D,2023-12-18,0.937496787485220,0.937496787485220
64W5D,2023-12-19,0.937372893208038,0.937372893208038
64W6D,2023-12-20,0.937249028708170,0.937249028708170
65W,2023-12-21,0.937125194149835,0.937125194149835
65W1D,2023-12-22,0.937001389697166,0.937001389697166
65W6D,2023-12-27,0.936382824757294,0.936382824757294
66W,2023-12-28,0.936259204380472,0.936259204380472
66W1D,2023-12-29,0.936135615255774,0.936135615255774
66W5D,2024-01-02,0.935641574545459,0.935641574545459
66W6D,2024-01-03,0.935518144131036,0.935518144131036
67W,2024-01-04,0.935394745947983,0.935394745947983
67W1D,2024-01-05,0.935271380159200,0.935271380159200
67W4D,2024-01-08,0.934901478786161,0.934901478786161
67W5D,2024-01-09,0.934778244201709,0.934778244201709
67W6D,2024-01-10,0.934655042824716,0.934655042824716
68W,2024-01-11,0.934531874817556,0.934531874817556
68W1D,2024-01-12,0.934408740342518,0.934408740342518
68W4D,2024-01-15,0.934039539731706,0.934039539731706
68W5D,2024-01-16,0.933916541006293,0.933916541006293
68W6D,2024-01-17,0.933793576623134,0.933793576623134
69W,2024-01-18,0.933670646743997,0.933670646743997
69W1D,2024-01-19,0.933547751530560,0.933547751530560
69W4D,2024-01-22,0.933179275499936,0.933179275499936
69W5D,2024-01-23,0.933056520564354,0.933056520564354
69W6D,2024-01-24,0.932933801101565,0.932933801101565
70W,2024-01-25,0.932811117272731,0.932811117272731
70W1D,2024-01-26,0.932688469238922,0.932688469238922
70W4D,2024-01-29,0.932320741517088,0.932320741517088
70W5D,2024-01-30,0.932198238272387,0.932198238272387
70W6D,2024-01-31,0.932075771626782,0.932075771626782
71W,2024-02-01,0.931953341740830,0.931953341740830
71W1D,2024-02-02,0.931830948775000,0.931830948775000
71W4D,2024-02-05,0.931463993001653,0.931463993001653
71W5D,2024-02-06,0.931341749319293,0.931341749319293
71W6D,2024-02-07,0.931219543358117,0.931219543358117
72W,2024-02-08,0.931097375278081,0.931097375278081
72W1D,2024-02-09,0.930975245239055,0.930975245239055
72W4D,2024-02-12,0.930609084965457,0.930609084965457
72W5D,2024-02-13,0.930487108687464,0.930487108687464
72W6D,2024-02-14,0.930365171248552,0.930365171248552
73W,2024-02-15,0.930243272808079,0.930243272808079
73W1D,2024-02-16,0.930121413525319,0.930121413525319
73W4D,2024-02-19,0.929756072214778,0.929756072214778
73W5D,2024-02-20,0.929634371153908,0.929634371153908
73W6D,2024-02-21,0.929512710045846,0.929512710045846
74W,2024-02-22,0.929391089049358,0.929391089049358
74W1D,2024-02-23,0.929269508323125,0.929269508323125
74W4D,2024-02-26,0.928905009351490,0.928905009351490
74W5D,2024-02-27,0.928783591291393,0.928783591291393
74W6D,2024-02-28,0.928662214293689,0.928662214293689
75W,2024-02-29,0.928540878516552,0.928540878516552
75W1D,2024-03-01,0.928419584118074,0.928419584118074
75W4D,2024-03-04,0.928055950774247,0.928055950774247
75W5D,2024-03-05,0.927934823469640,0.927934823469640
75W6D,2024-03-06,0.927813738332890,0.927813738332890
76W,2024-03-07,0.927692695521586,0.927692695521586
76W1D,2024-03-08,0.927571695193234,0.927571695193234
76W4D,2024-03-11,0.927208950679691,0.927208950679691
76W5D,2024-03-12,0.927088121856532,0.927088121856532
76W6D,2024-03-13,0.926967336302602,0.926967336302602
77W,2024-03-14,0.926846594174906,0.926846594174906
77W1D,2024-03-15,0.926725895630369,0.926725895630369
77W4D,2024-03-18,0.926364063063695,0.926364063063695
77W5D,2024-03-19,0.926243540419365,0.926243540419365
77W6D,2024-03-20,0.926123062141569,0.926123062141569
78W,2024-03-21,0.926002628386731,0.926002628386731
78W1D,2024-03-22,0.925882239311199,0.925882239311199
78W4D,2024-03-25,0.925521341722641,0.925521341722641
78W5D,2024-03-26,0.925401132926129,0.925401132926129
78W6D,2024-03-27,0.925280969589412,0.925280969589412
79W,2024-03-28,0.925160851868343,0.925160851868343
79W5D,2024-04-02,0.924560952946812,0.924560952946812
79W6D,2024-04-03,0.924441112187946,0.924441112187946
80W,2024-04-04,0.924321318133406,0.924321318133406
80W1D,2024-04-05,0.924201570938391,0.924201570938391
80W4D,2024-04-08,0.923842612061283,0.923842612061283
80W5D,2024-04-09,0.923723053854747,0.923723053854747
80W6D,2024-04-10,0.923603543282520,0.923603543282520
81W,2024-04-11,0.923484080499315,0.923484080499315
81W1D,2024-04-12,0.923364665659767,0.923364665659767
81W4D,2024-04-15,0.923006710348183,0.923006710348183
81W5D,2024-04-16,0.922887488827983,0.922887488827983
81W6D,2024-04-17,0.922768316023398,0.922768316023398
82W,2024-04-18,0.922649192088580,0.922649192088580
82W1D,2024-04-19,0.922530117177600,0.922530117177600
82W4D,2024-04-22,0.922173188127200,0.922173188127200
82W5D,2024-04-23,0.922054310850685,0.922054310850685
82W6D,2024-04-24,0.921935483367165,0.921935483367165
83W,2024-04-25,0.921816705830233,0.921816705830233
83W1D,2024-04-26,0.921697978393402,0.921697978393402
83W4D,2024-04-29,0.921342098217454,0.921342098217454
83W5D,2024-04-30,0.921223572714570,0.921223572714570
84W,2024-05-02,0.920986674461273,0.920986674461273
84W1D,2024-05-03,0.920868302016857,0.920868302016857
84W4D,2024-05-06,0.920513493246869,0.920513493246869
84W5D,2024-05-07,0.920395327020371,0.920395327020371
84W6D,2024-05-08,0.920277212729965,0.920277212729965
85W,2024-05-09,0.920159150528139,0.920159150528139
85W1D,2024-05-10,0.920041140567303,0.920041140567303
85W4D,2024-05-13,0.919687425653663,0.919687425653663
85W5D,2024-05-14,0.919569626179327,0.919569626179327
85W6D,2024-05-15,0.919451879706860,0.919451879706860
86W,2024-05-16,0.919334186388206,0.919334186388206
86W1D,2024-05-17,0.919216546375231,0.919216546375231
86W4D,2024-05-20,0.918863947687865,0.918863947687865
86W5D,2024-05-21,0.918746522414707,0.918746522414707
86W6D,2024-05-22,0.918629151205394,0.918629151205394
87W,2024-05-23,0.918511834211326,0.918511834211326
87W1D,2024-05-24,0.918394571583829,0.918394571583829
87W4D,2024-05-27,0.918043111412865,0.918043111412865
87W5D,2024-05-28,0.917926067763368,0.917926067763368
87W6D,2024-05-29,0.917809079235918,0.917809079235918
88W,2024-05-30,0.917692145981379,0.917692145981379
88W1D,2024-05-31,0.917575268150542,0.917575268150542
88W4D,2024-06-03,0.917224968706990,0.917224968706990
88W5D,2024-06-04,0.917108314077331,0.917108314077331
88W6D,2024-06-05,0.916991715624180,0.916991715624180
89W,2024-06-06,0.916875173497873,0.916875173497873
89W1D,2024-06-07,0.916758687848667,0.916758687848667
89W4D,2024-06-10,0.916409571265114,0.916409571265114
89W5D,2024-06-11,0.916293313025394,0.916293313025394
89W6D,2024-06-12,0.916177112012939,0.916177112012939
90W,2024-06-13,0.916060968377557,0.916060968377557
90W1D,2024-06-14,0.915944882268981,0.915944882268981
90W4D,2024-06-17,0.915596970600294,0.915596970600294
90W5D,2024-06-18,0.915481116094776,0.915481116094776
90W6D,2024-06-19,0.915365319863607,0.915365319863607
91W,2024-06-20,0.915249582056075,0.915249582056075
91W1D,2024-06-21,0.915133902821392,0.915133902821392
91W4D,2024-06-24,0.914787218045436,0.914787218045436
91W5D,2024-06-25,0.914671774592783,0.914671774592783
91W6D,2024-06-26,0.914556390457929,0.914556390457929
92W,2024-06-27,0.914441065789642,0.914441065789642
92W1D,2024-06-28,0.914325800736619,0.914325800736619
92W4D,2024-07-01,0.913980364754988,0.913980364754988
92W5D,2024-07-02,0.913865339648511,0.913865339648511
92W6D,2024-07-03,0.913750374899679,0.913750374899679
93W,2024-07-04,0.913635470656750,0.913635470656750
93W1D,2024-07-05,0.913520627067907,0.913520627067907
93W4D,2024-07-08,0.913176461706663,0.913176461706663
93W5D,2024-07-09,0.913061862214567,0.913061862214567
93W6D,2024-07-10,0.912947324116397,0.912947324116397
94W,2024-07-11,0.912832847559903,0.912832847559903
94W1D,2024-07-12,0.912718432692764,0.912718432692764
94W4D,2024-07-15,0.912375559703192,0.912375559703192
94W5D,2024-07-16,0.912261393068830,0.912261393068830
94W6D,2024-07-17,0.912147288861144,0.912147288861144
95W,2024-07-18,0.912033247227383,0.912033247227383
95W1D,2024-07-19,0.911919268314726,0.911919268314726
95W4D,2024-07-22,0.911577709374103,0.911577709374103
95W5D,2024-07-23,0.911463982816230,0.911463982816230
95W6D,2024-07-24,0.911350319714291,0.911350319714291
96W,2024-07-25,0.911236720215040,0.911236720215040
96W1D,2024-07-26,0.911123184465160,0.911123184465160
96W4D,2024-07-29,0.910782961177529,0.910782961177529
96W5D,2024-07-30,0.910669681890565,0.910669681890565
96W6D,2024-07-31,0.910556467085338,0.910556467085338
97W,2024-08-01,0.910443316908111,0.910443316908111
97W1D,2024-08-02,0.910330231505079,0.910330231505079
97W4D,2024-08-05,0.909991365402042,0.909991365402042
97W5D,2024-08-06,0.909878540556336,0.909878540556336
97W6D,2024-08-07,0.909765781214753,0.909765781214753
98W,2024-08-08,0.909653087523071,0.909653087523071
98W1D,2024-08-09,0.909540459627001,0.909540459627001
98W4D,2024-08-12,0.909202972168521,0.909202972168521
98W5D,2024-08-13,0.909090608910619,0.909090608910619
98W6D,2024-08-14,0.908978312175847,0.908978312175847
99W,2024-08-15,0.908866082109505,0.908866082109505
99W1D,2024-08-16,0.908753918856824,0.908753918856824
99W4D,2024-08-19,0.908417831432039,0.908417831432039
99W5D,2024-08-20,0.908305936884955,0.908305936884955
99W6D,2024-08-21,0.908194109876671,0.908194109876671
100W,2024-08-22,0.908082350552012,0.908082350552012
100W1D,2024-08-23,0.907970659055736,0.907970659055736
100W4D,2024-08-26,0.907635992983781,0.907635992983781
100W5D,2024-08-27,0.907524574247278,0.907524574247278
100W6D,2024-08-28,0.907413224061944,0.907413224061944
101W,2024-08-29,0.907301942572136,0.907301942572136
101W1D,2024-08-30,0.907190729922146,0.907190729922146
101W4D,2024-09-02,0.906857506452996,0.906857506452996
101W5D,2024-09-03,0.906746570603861,0.906746570603861
101W6D,2024-09-04,0.906635704315006,0.906635704315006
102W,2024-09-05,0.906524907730326,0.906524907730326
102W1D,2024-09-06,0.906414180993650,0.906414180993650
102W4D,2024-09-09,0.906082421308965,0.906082421308965
102W5D,2024-09-10,0.905971975401296,0.905971975401296
102W6D,2024-09-11,0.905861600059799,0.905861600059799
103W,2024-09-12,0.905751295427915,0.905751295427915
103W1D,2024-09-13,0.905641061649015,0.905641061649015
