#Scenario,TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
BASE,BermSwp,2016-02-05,0.000000,52315,0,0,0,52315,52315,52315,52315.30,52315.30
BASE,BermSwp,2016-05-05,0.245902,52334,0,0,0,70075,52595,52595,52595.47,52595.47
BASE,BermSwp,2016-08-05,0.497268,52308,0,0,0,75350,52837,52837,52717.74,52717.74
BASE,BermSwp,2016-11-07,0.754098,52313,0,0,0,83195,53116,53116,52853.22,52853.22
BASE,BermSwp,2017-02-06,1.003002,52384,0,0,0,89547,53453,53453,53001.94,53001.94
BASE,BermSwp,2017-05-05,1.244098,52333,0,0,0,92348,53661,53661,53129.71,53129.71
BASE,BermSwp,2017-08-07,1.501632,52340,0,0,0,99367,53947,53947,53269.90,53269.90
BASE,BermSwp,2017-11-06,1.750947,52296,0,0,0,107822,54172,54172,53398.37,53398.37
BASE,BermSwp,2018-02-05,2.000262,52245,0,0,0,110254,54389,54389,53521.79,53521.79
BASE,BermSwp,2018-05-07,2.249577,52217,0,0,0,114005,54632,54632,53644.85,53644.85
BASE,BermSwp,2018-08-06,2.498892,52294,0,0,0,116623,54987,54987,53778.81,53778.81
BASE,BermSwp,2018-11-05,2.748207,52353,0,0,0,121302,55325,55325,53919.06,53919.06
BASE,BermSwp,2019-02-05,3.000262,52485,0,0,0,125070,55746,55746,54072.52,54072.52
BASE,BermSwp,2019-05-06,3.246837,52356,0,0,0,131438,55885,55885,54210.17,54210.17
BASE,BermSwp,2019-08-05,3.496152,52367,0,0,0,129355,56178,56178,54350.48,54350.48
BASE,BermSwp,2019-11-05,3.748207,52231,0,0,0,128549,56316,56316,54482.63,54482.63
BASE,BermSwp,2020-02-05,4.000000,52210,0,0,0,138372,56578,56578,54614.53,54614.53
BASE,BermSwp,2020-05-05,4.245902,52281,0,0,0,143411,56937,56937,54749.04,54749.04
BASE,BermSwp,2020-08-05,4.497268,52242,0,0,0,141608,57183,57183,54885.06,54885.06
BASE,BermSwp,2020-11-05,4.748634,52313,0,0,0,145974,57551,57551,55026.19,55026.19
BASE,BermSwp,2021-02-05,5.000262,52285,0,0,0,143492,57812,57812,55166.37,55166.37
BASE,BermSwp,2021-05-05,5.244098,52511,0,0,0,152297,58347,58347,55314.26,55314.26
BASE,BermSwp,2021-08-05,5.496152,52437,0,0,0,151329,58560,58560,55463.13,55463.13
BASE,BermSwp,2021-11-05,5.748207,52335,0,0,0,152624,58743,58743,55606.94,55606.94
BASE,BermSwp,2022-02-07,6.005741,52265,0,0,0,156156,58968,58968,55751.07,55751.07
BASE,BermSwp,2022-05-05,6.244098,52420,0,0,0,161138,59427,59427,55891.38,55891.38
BASE,BermSwp,2022-08-05,6.496152,52473,0,0,0,166957,59788,59788,56042.59,56042.59
BASE,BermSwp,2022-11-07,6.753687,52350,0,0,0,164491,59957,59957,56191.86,56191.86
BASE,BermSwp,2023-02-06,7.003002,52526,0,0,0,166009,60461,60461,56343.85,56343.85
BASE,BermSwp,2023-05-05,7.244098,52448,0,0,0,169614,60664,60664,56487.63,56487.63
BASE,BermSwp,2023-08-07,7.501632,52378,0,0,0,175225,60897,60897,56639.02,56639.02
BASE,BermSwp,2023-11-06,7.750947,52477,0,0,0,174289,61318,61318,56789.53,56789.53
BASE,BermSwp,2024-02-05,8.000000,52342,0,0,0,180467,61467,61467,56935.15,56935.15
BASE,BermSwp,2024-05-06,8.248634,52433,0,0,0,180826,61883,61883,57084.29,57084.29
BASE,BermSwp,2024-08-05,8.497268,52421,0,0,0,185078,62179,62179,57233.37,57233.37
BASE,BermSwp,2024-11-05,8.748634,52433,0,0,0,185609,62509,62509,57384.94,57384.94
BASE,BermSwp,2025-02-05,9.000262,52606,0,0,0,184375,63033,63033,57542.86,57542.86
BASE,BermSwp,2025-05-05,9.244098,52144,0,0,0,183825,62786,63033,57681.17,57687.68
BASE,BermSwp,2025-08-05,9.496152,52256,0,0,0,192589,63241,63241,57828.74,57835.08
BASE,BermSwp,2025-11-05,9.748207,52144,0,0,0,198751,63426,63426,57973.45,57979.63
BASE,BermSwp,2026-02-05,10.000262,52239,0,0,0,203559,63863,63863,58121.90,58127.92
BASE,BermSwp,2026-05-05,10.244098,52282,0,0,0,200783,64229,64229,58267.26,58273.14
BASE,BermSwp,2026-08-05,10.496152,52685,0,0,0,204617,65052,65052,58430.20,58435.94
BASE,BermSwp,2026-11-05,10.748207,47307,26,0,0,179524,58708,65052,58436.72,58591.10
BASE,BermSwp,2027-02-05,11.000262,47224,26,0,0,188259,58903,65052,58447.40,58739.15
BASE,BermSwp,2027-05-05,11.244098,47612,23,0,0,191330,59678,65052,58474.09,58876.06
BASE,BermSwp,2027-08-05,11.496152,47548,78,0,0,196205,59901,65052,58505.38,59011.48
BASE,BermSwp,2027-11-05,11.748207,42196,302,0,0,176566,53428,65052,58396.45,59141.08
BASE,BermSwp,2028-02-07,12.005464,42575,389,0,0,177660,54187,65052,58306.25,59267.75
BASE,BermSwp,2028-05-05,12.245902,42801,307,0,0,177721,54738,65052,58236.20,59381.33
BASE,BermSwp,2028-08-07,12.502732,42338,378,0,0,179304,54428,65052,58157.97,59497.83
BASE,BermSwp,2028-11-06,12.751366,36603,605,0,0,159427,47292,65052,57946.09,59606.13
BASE,BermSwp,2029-02-05,13.000262,36555,781,0,0,161952,47466,65052,57745.44,59710.41
BASE,BermSwp,2029-05-07,13.249577,37106,546,0,0,158539,48423,65052,57570.02,59810.93
BASE,BermSwp,2029-08-06,13.498892,37230,534,0,0,158027,48829,65052,57408.57,59907.73
BASE,BermSwp,2029-11-05,13.748207,31626,860,0,0,136961,41687,65052,57123.46,60001.03
BASE,BermSwp,2030-02-05,14.000262,31637,970,0,0,137258,41914,65052,56849.63,60091.97
BASE,BermSwp,2030-05-06,14.246837,32438,754,0,0,137997,43188,65052,56613.17,60177.82
BASE,BermSwp,2030-08-05,14.496152,32530,826,0,0,134461,43527,65052,56388.11,60261.66
BASE,BermSwp,2030-11-05,14.748207,26839,1339,0,0,118154,36094,65052,56041.28,60343.54
BASE,BermSwp,2031-02-05,15.000262,26955,1415,0,0,118764,36434,65052,55711.81,60422.66
BASE,BermSwp,2031-05-05,15.244098,27629,1002,0,0,115276,37528,65052,55420.95,60496.72
BASE,BermSwp,2031-08-05,15.496152,27798,1130,0,0,114333,37949,65052,55136.77,60570.82
BASE,BermSwp,2031-11-05,15.748207,21966,1657,0,0,97847,30140,65052,54736.68,60642.55
BASE,BermSwp,2032-02-05,16.000000,22073,1799,0,0,96459,30440,65052,54354.32,60711.95
BASE,BermSwp,2032-05-05,16.245902,22631,1160,0,0,91376,31365,65052,54006.34,60777.65
BASE,BermSwp,2032-08-05,16.497268,22636,1279,0,0,94140,31531,65052,53663.89,60842.78
BASE,BermSwp,2032-11-05,16.748634,16705,1871,0,0,73044,23387,65052,53209.49,60905.96
BASE,BermSwp,2033-02-07,17.005741,16829,1945,0,0,77051,23684,65052,52763.09,60968.65
BASE,BermSwp,2033-05-05,17.244098,17238,1155,0,0,69652,24375,65052,52370.70,61025.10
BASE,BermSwp,2033-08-05,17.496152,17279,1240,0,0,72062,24557,65052,51970.01,61083.12
BASE,BermSwp,2033-11-07,17.753687,11290,1739,0,0,50542,16129,65052,51450.10,61140.69
BASE,BermSwp,2034-02-06,18.003002,11332,1719,0,0,49643,16269,65052,50962.90,61194.87
BASE,BermSwp,2034-05-05,18.244098,11697,825,0,0,47295,16876,65052,50512.43,61245.84
BASE,BermSwp,2034-08-07,18.501632,11671,818,0,0,45851,16925,65052,50044.92,61298.83
BASE,BermSwp,2034-11-06,18.750947,5769,1544,0,0,29302,8408,65052,49491.30,61348.74
BASE,BermSwp,2035-02-05,19.000262,5824,1663,0,0,29459,8531,65052,48953.84,61397.34
BASE,BermSwp,2035-05-07,19.249577,5896,480,0,0,23482,8680,65052,48432.22,61444.68
BASE,BermSwp,2035-08-06,19.498892,5865,498,0,0,23452,8677,65052,47923.91,61490.81
BASE,BermSwp,2035-11-05,19.748207,659,2077,0,0,4804,981,65052,47331.26,61535.77
BASE,BermSwp,2036-02-05,20.000000,654,2116,0,0,5307,977,65052,46747.68,61580.04
BASE,BermSwp,2036-05-05,20.245902,0,0,0,0,0,0,65052,0.00,0.00
BASE,BermSwp,2036-08-05,20.497268,0,0,0,0,0,0,65052,0.00,0.00
BASE,BermSwp,2036-11-05,20.748634,0,0,0,0,0,0,65052,0.00,0.00
BASE,BermSwp,2037-02-05,21.000262,0,0,0,0,0,0,65052,0.00,0.00
BASE,BermSwp,2037-05-05,21.244098,0,0,0,0,0,0,65052,0.00,0.00
BASE,BermSwp,2037-08-05,21.496152,0,0,0,0,0,0,65052,0.00,0.00
BASE,BermSwp,2037-11-05,21.748207,0,0,0,0,0,0,65052,0.00,0.00
BASE,BermSwp,2038-02-05,22.000262,0,0,0,0,0,0,65052,0.00,0.00
eur_6m_up,BermSwp,2016-02-05,0.000000,157314,0,0,0,157314,157314,157314,157314.05,157314.05
eur_6m_up,BermSwp,2016-05-05,0.245902,157333,0,0,0,188082,158119,158119,158119.31,158119.31
eur_6m_up,BermSwp,2016-08-05,0.497268,157331,0,0,0,198632,158922,158922,158525.04,158525.04
eur_6m_up,BermSwp,2016-11-07,0.754098,157358,0,0,0,210594,159771,159771,158949.55,158949.55
eur_6m_up,BermSwp,2017-02-06,1.003002,157439,0,0,0,221144,160650,160650,159371.57,159371.57
eur_6m_up,BermSwp,2017-05-05,1.244098,157373,0,0,0,226381,161367,161367,159758.29,159758.29
eur_6m_up,BermSwp,2017-08-07,1.501632,157372,0,0,0,237378,162205,162205,160177.86,160177.86
eur_6m_up,BermSwp,2017-11-06,1.750947,157308,0,0,0,249882,162950,162950,160572.61,160572.61
eur_6m_up,BermSwp,2018-02-05,2.000262,157217,0,0,0,253685,163667,163667,160958.34,160958.34
eur_6m_up,BermSwp,2018-05-07,2.249577,157214,0,0,0,258898,164485,164485,161349.17,161349.17
eur_6m_up,BermSwp,2018-08-06,2.498892,157320,0,0,0,263338,165421,165421,161755.44,161755.44
eur_6m_up,BermSwp,2018-11-05,2.748207,157360,0,0,0,269976,166294,166294,162167.18,162167.18
eur_6m_up,BermSwp,2019-02-05,3.000262,157463,0,0,0,275275,167247,167247,162593.93,162593.93
eur_6m_up,BermSwp,2019-05-06,3.246837,157371,0,0,0,284087,167978,167978,163002.84,163002.84
eur_6m_up,BermSwp,2019-08-05,3.496152,157414,0,0,0,282120,168868,168868,163421.09,163421.09
eur_6m_up,BermSwp,2019-11-05,3.748207,157266,0,0,0,281390,169565,169565,163834.25,163834.25
eur_6m_up,BermSwp,2020-02-05,4.000000,157213,0,0,0,294063,170367,170367,164245.47,164245.47
eur_6m_up,BermSwp,2020-05-05,4.245902,157183,0,0,0,300594,171181,171181,164647.12,164647.12
eur_6m_up,BermSwp,2020-08-05,4.497268,157115,0,0,0,298933,171974,171974,165056.64,165056.64
eur_6m_up,BermSwp,2020-11-05,4.748634,157173,0,0,0,304845,172910,172910,165472.36,165472.36
eur_6m_up,BermSwp,2021-02-05,5.000262,157187,0,0,0,302411,173802,173802,165891.55,165891.55
eur_6m_up,BermSwp,2021-05-05,5.244098,157318,0,0,0,313410,174801,174801,166305.83,166305.83
eur_6m_up,BermSwp,2021-08-05,5.496152,157322,0,0,0,312811,175692,175692,166736.30,166736.30
eur_6m_up,BermSwp,2021-11-05,5.748207,157212,0,0,0,314878,176461,176461,167162.70,167162.70
eur_6m_up,BermSwp,2022-02-07,6.005741,157183,0,0,0,319292,177342,177342,167599.21,167599.21
eur_6m_up,BermSwp,2022-05-05,6.244098,157262,0,0,0,325440,178282,178282,168007.03,168007.03
eur_6m_up,BermSwp,2022-08-05,6.496152,157244,0,0,0,332466,179167,179167,168440.03,168440.03
eur_6m_up,BermSwp,2022-11-07,6.753687,157157,0,0,0,330110,179996,179996,168880.67,168880.67
eur_6m_up,BermSwp,2023-02-06,7.003002,157237,0,0,0,332070,180990,180990,169311.79,169311.79
eur_6m_up,BermSwp,2023-05-05,7.244098,157138,0,0,0,336403,181754,181754,169725.88,169725.88
eur_6m_up,BermSwp,2023-08-07,7.501632,157052,0,0,0,343109,182596,182596,170167.71,170167.71
eur_6m_up,BermSwp,2023-11-06,7.750947,157118,0,0,0,342219,183590,183590,170599.44,170599.44
eur_6m_up,BermSwp,2024-02-05,8.000000,157086,0,0,0,348742,184473,184473,171031.35,171031.35
eur_6m_up,BermSwp,2024-05-06,8.248634,157235,0,0,0,349332,185575,185575,171469.73,171469.73
eur_6m_up,BermSwp,2024-08-05,8.497268,157236,0,0,0,354261,186507,186507,171909.73,171909.73
eur_6m_up,BermSwp,2024-11-05,8.748634,157325,0,0,0,355294,187559,187559,172359.38,172359.38
eur_6m_up,BermSwp,2025-02-05,9.000262,157356,0,0,0,354056,188547,188547,172811.96,172811.96
eur_6m_up,BermSwp,2025-05-05,9.244098,157062,0,0,0,353639,189118,189118,173242.07,173242.07
eur_6m_up,BermSwp,2025-08-05,9.496152,157191,0,0,0,362992,190235,190235,173693.11,173693.11
eur_6m_up,BermSwp,2025-11-05,9.748207,157175,0,0,0,369461,191180,191180,174145.25,174145.25
eur_6m_up,BermSwp,2026-02-05,10.000262,157163,0,0,0,374282,192135,192135,174598.68,174598.68
eur_6m_up,BermSwp,2026-05-05,10.244098,157409,0,0,0,370209,193380,193380,175045.72,175045.72
eur_6m_up,BermSwp,2026-08-05,10.496152,157644,7,0,0,374449,194651,194651,175516.52,175516.52
eur_6m_up,BermSwp,2026-11-05,10.748207,142578,48,0,0,338697,176942,194651,175549.95,175965.24
eur_6m_up,BermSwp,2027-02-05,11.000262,142556,93,0,0,348244,177812,194651,175601.77,176393.40
eur_6m_up,BermSwp,2027-05-05,11.244098,140709,34,0,0,341588,176368,194651,175618.40,176789.33
eur_6m_up,BermSwp,2027-08-05,11.496152,140664,42,0,0,346879,177208,194651,175653.24,177180.95
eur_6m_up,BermSwp,2027-11-05,11.748207,125808,233,0,0,317313,159295,194651,175302.28,177555.77
eur_6m_up,BermSwp,2028-02-07,12.005464,126078,318,0,0,318512,160465,194651,174984.35,177922.10
eur_6m_up,BermSwp,2028-05-05,12.245902,124564,290,0,0,308904,159308,194651,174676.56,178250.56
eur_6m_up,BermSwp,2028-08-07,12.502732,124153,298,0,0,310610,159605,194651,174366.96,178587.46
eur_6m_up,BermSwp,2028-11-06,12.751366,109488,460,0,0,281122,141458,194651,173725.28,178900.68
eur_6m_up,BermSwp,2029-02-05,13.000262,109447,552,0,0,283844,142115,194651,173120.08,179202.23
eur_6m_up,BermSwp,2029-05-07,13.249577,107994,396,0,0,270933,140931,194651,172514.38,179492.92
eur_6m_up,BermSwp,2029-08-06,13.498892,108019,503,0,0,270426,141672,194651,171944.75,179772.89
eur_6m_up,BermSwp,2029-11-05,13.748207,93422,758,0,0,239896,123142,194651,171059.74,180042.69
eur_6m_up,BermSwp,2030-02-05,14.000262,93594,976,0,0,240235,123994,194651,170212.40,180305.70
eur_6m_up,BermSwp,2030-05-06,14.246837,92127,720,0,0,232239,122656,194651,169389.32,180553.98
eur_6m_up,BermSwp,2030-08-05,14.496152,92158,786,0,0,228510,123314,194651,168596.88,180796.43
eur_6m_up,BermSwp,2030-11-05,14.748207,77948,1200,0,0,203432,104828,194651,167507.05,181033.22
eur_6m_up,BermSwp,2031-02-05,15.000262,78140,1323,0,0,204085,105619,194651,166467.13,181262.04
eur_6m_up,BermSwp,2031-05-05,15.244098,76464,866,0,0,191880,103861,194651,165465.71,181476.21
eur_6m_up,BermSwp,2031-08-05,15.496152,76491,973,0,0,190894,104425,194651,164472.85,181690.50
eur_6m_up,BermSwp,2031-11-05,15.748207,62773,1385,0,0,166077,86132,194651,163218.99,181897.94
eur_6m_up,BermSwp,2032-02-05,16.000000,62788,1456,0,0,164639,86589,194651,162013.06,182098.64
eur_6m_up,BermSwp,2032-05-05,16.245902,60951,931,0,0,151186,84473,194651,160839.40,182288.64
eur_6m_up,BermSwp,2032-08-05,16.497268,61041,1005,0,0,154059,85028,194651,159684.27,182477.00
eur_6m_up,BermSwp,2032-11-05,16.748634,47306,1453,0,0,124719,66230,194651,158281.69,182659.71
eur_6m_up,BermSwp,2033-02-07,17.005741,47355,1517,0,0,128859,66642,194651,156896.20,182841.01
eur_6m_up,BermSwp,2033-05-05,17.244098,45537,857,0,0,113467,64391,194651,155617.55,183004.25
