#Scenario,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
eonia_up,CPTY_A,2023-08-07,7.501632,5081693.50,13292858.00,29906393.55,0.00,6865315.76,6865315.76,2537822.37,2537822.37
eonia_up,CPTY_A,2023-11-06,7.750947,5151814.50,13482196.00,31541374.59,0.00,7029937.23,7029937.23,2682314.64,2682314.64
eonia_up,CPTY_A,2024-02-05,8.000000,5455155.50,13251249.00,32292206.22,0.00,7518609.38,7518609.38,2832876.40,2832876.40
eonia_up,CPTY_A,2024-05-06,8.248634,5664352.50,13304543.00,33359103.68,0.00,7885326.87,7885326.87,2985169.54,2985169.54
eonia_up,CPTY_A,2024-08-05,8.497268,5884809.00,13071883.00,33963263.62,0.00,8274482.06,8274482.06,3139937.20,3139937.20
eonia_up,CPTY_A,2024-11-05,8.748634,5945803.00,13259266.00,35514642.09,0.00,8445117.94,8445117.94,3292365.88,3292365.88
eonia_up,CPTY_A,2025-02-05,9.000262,6297569.50,13088505.00,37541452.45,0.00,9035555.77,9035555.77,3452933.21,3452933.21
eonia_up,CPTY_A,2025-05-05,9.244098,6380026.50,13093878.00,37540125.40,0.00,9243750.80,9243750.80,3605680.15,3605680.15
eonia_up,CPTY_A,2025-08-05,9.496152,6645253.50,12964443.00,36165316.06,0.00,9725774.48,9725774.48,3768124.79,3768124.79
eonia_up,CPTY_A,2025-11-05,9.748207,6717413.00,13101522.00,35501531.29,0.00,9931196.74,9931196.74,3927480.44,3927480.44
eonia_up,CPTY_A,2026-02-05,10.000262,792471.44,485841.28,2987793.76,0.00,1183504.89,9931196.74,3858319.03,4078803.02
eonia_up,CPTY_A,2026-05-05,10.244098,759470.00,470573.16,3000103.81,0.00,1145357.02,9931196.74,3793743.62,4218104.90
eonia_up,CPTY_A,2026-08-05,10.496152,738087.06,480449.81,2972160.70,0.00,1124409.93,9931196.74,3729642.20,4355299.19
eonia_up,CPTY_A,2026-11-05,10.748207,659060.75,500985.19,2702750.76,0.00,1014213.49,9931196.74,3665963.03,4486058.83
eonia_up,CPTY_A,2027-02-05,11.000262,637421.44,513749.72,2622463.92,0.00,990871.71,9931196.74,3604667.26,4610826.14
eonia_up,CPTY_A,2027-05-05,11.244098,698883.38,442994.38,2702578.88,0.00,1097082.47,9931196.74,3550288.64,4726201.86
eonia_up,CPTY_A,2027-08-05,11.496152,673109.69,448693.84,2693268.36,0.00,1067351.00,9931196.74,3495849.88,4840322.12
eonia_up,CPTY_A,2027-11-05,11.748207,595465.13,466798.44,2424154.23,0.00,953815.90,9931196.74,3441311.18,4949545.54
eonia_up,CPTY_A,2028-02-07,12.005464,571167.25,470485.53,2386217.45,0.00,924386.79,9931196.74,3387377.65,5056294.10
eonia_up,CPTY_A,2028-05-05,12.245902,625426.69,392879.41,2380286.48,0.00,1022028.33,9931196.74,3340936.17,5152008.39
eonia_up,CPTY_A,2028-08-07,12.502732,596180.81,396670.25,2304404.27,0.00,984343.55,9931196.74,3292527.14,5250182.27
eonia_up,CPTY_A,2028-11-06,12.751366,517634.50,416203.41,2028461.04,0.00,863238.93,9931196.74,3245159.40,5341455.54
eonia_up,CPTY_A,2029-02-05,13.000262,490427.41,421219.53,2010782.98,0.00,826079.13,9931196.74,3198845.02,5429328.20
eonia_up,CPTY_A,2029-05-07,13.249577,546941.19,354012.34,2057005.49,0.00,930522.10,9931196.74,3156162.37,5514039.10
eonia_up,CPTY_A,2029-08-06,13.498892,520851.63,357569.53,1966580.71,0.00,895033.30,9931196.74,3114400.90,5595620.91
eonia_up,CPTY_A,2029-11-05,13.748207,444965.63,376259.28,1810628.45,0.00,772308.39,9931196.74,3071928.53,5674243.84
eonia_up,CPTY_A,2030-02-05,14.000262,419722.13,382415.28,1757494.55,0.00,735890.09,9931196.74,3029871.48,5750884.22
eonia_up,CPTY_A,2030-05-06,14.246837,467029.53,306942.75,1729803.64,0.00,826964.51,9931196.74,2991744.95,5823234.45
eonia_up,CPTY_A,2030-08-05,14.496152,441349.97,312531.63,1697046.08,0.00,789341.15,9931196.74,2953866.45,5893886.09
eonia_up,CPTY_A,2030-11-05,14.748207,368204.81,327349.19,1494161.00,0.00,665208.64,9931196.74,2914752.06,5962885.90
eonia_up,CPTY_A,2031-02-05,15.000262,348362.88,334380.16,1434839.46,0.00,635751.09,9931196.74,2876457.18,6029566.85
eonia_up,CPTY_A,2031-05-05,15.244098,393622.34,260427.58,1466312.60,0.00,725402.02,9931196.74,2842050.17,6091975.03
eonia_up,CPTY_A,2031-08-05,15.496152,372481.72,267810.03,1411122.79,0.00,693411.09,9931196.74,2807101.19,6154422.42
eonia_up,CPTY_A,2031-11-05,15.748207,302318.34,281799.88,1212817.46,0.00,568508.71,9931196.74,2771271.84,6214870.83
eonia_up,CPTY_A,2032-02-05,16.000000,279859.84,285850.28,1182148.66,0.00,531618.43,9931196.74,2736026.30,6273354.83
eonia_up,CPTY_A,2032-05-05,16.245902,319362.56,212973.28,1225976.91,0.00,612681.69,9931196.74,2703886.88,6328720.75
eonia_up,CPTY_A,2032-08-05,16.497268,293489.53,214954.34,1117733.13,0.00,568761.70,9931196.74,2671354.33,6383611.08
eonia_up,CPTY_A,2032-11-05,16.748634,225045.05,228978.89,943261.50,0.00,440548.80,9931196.74,2637874.05,6436853.80
eonia_up,CPTY_A,2033-02-07,17.005741,202261.81,231966.98,870467.78,0.00,400055.84,9931196.74,2604040.78,6489684.31
eonia_up,CPTY_A,2033-05-05,17.244098,238713.17,157913.55,906846.05,0.00,476685.04,9931196.74,2574635.45,6537254.54
eonia_up,CPTY_A,2033-08-05,17.496152,213702.95,159623.45,846982.03,0.00,431074.66,9931196.74,2543754.67,6586148.69
eonia_up,CPTY_A,2033-11-07,17.753687,147817.78,174527.03,639269.18,0.00,301266.48,9931196.74,2511225.23,6634671.82
eonia_up,CPTY_A,2034-02-06,18.003002,128310.39,180625.75,568038.16,0.00,264134.48,9931196.74,2480106.33,6680323.83
eonia_up,CPTY_A,2034-05-05,18.244098,159401.13,106550.08,587777.20,0.00,331322.36,9931196.74,2451710.13,6723284.14
eonia_up,CPTY_A,2034-08-07,18.501632,136236.78,108861.80,510780.98,0.00,286111.90,9931196.74,2421566.00,6767936.82
eonia_up,CPTY_A,2034-11-06,18.750947,73740.91,124044.94,347023.86,0.00,156418.90,9931196.74,2391448.30,6809995.94
eonia_up,CPTY_A,2035-02-05,19.000262,56426.90,131928.81,283922.16,0.00,120894.36,9931196.74,2361654.85,6850951.29
eonia_up,CPTY_A,2035-05-07,19.249577,80789.09,54761.98,296264.23,0.00,174828.27,9931196.74,2333331.70,6890845.76
eonia_up,CPTY_A,2035-08-06,19.498892,58781.01,57431.15,228694.69,0.00,128479.88,9931196.74,2305140.21,6929720.03
eonia_up,CPTY_A,2035-11-05,19.748207,7313.65,82032.22,52261.81,0.00,16146.23,9931196.74,2276242.36,6967612.76
eonia_up,CPTY_A,2036-02-05,20.000000,1460.63,100087.91,4619.18,0.00,3257.34,9931196.74,2247626.30,7004923.21
eonia_up,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,9931196.74,0.00,0.00
eonia_up,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,9931196.74,0.00,0.00
eonia_up,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,9931196.74,0.00,0.00
eonia_up,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,9931196.74,0.00,0.00
eonia_up,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,9931196.74,0.00,0.00
eonia_up,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,9931196.74,0.00,0.00
eonia_up,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,9931196.74,0.00,0.00
eonia_up,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,9931196.74,0.00,0.00
no_shift,CPTY_A,2016-02-05,0.000000,0.00,36798404.00,0.00,-36798403.41,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2016-05-05,0.245902,0.00,36808044.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2016-08-05,0.497268,0.00,36404992.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2016-11-07,0.754098,0.00,36507212.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2017-02-06,1.003002,0.00,35156172.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2017-05-05,1.244098,0.00,34991732.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2017-08-07,1.501632,0.00,33746664.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2017-11-06,1.750947,10375.20,33887684.00,0.00,0.00,10747.34,10747.34,1530.30,1530.30
no_shift,CPTY_A,2018-02-05,2.000262,30944.82,32561222.00,0.00,0.00,32214.40,32214.40,5354.80,5354.80
no_shift,CPTY_A,2018-05-07,2.249577,54610.57,32362794.00,0.00,0.00,57136.18,57136.18,11093.61,11093.61
no_shift,CPTY_A,2018-08-06,2.498892,85320.73,31370306.00,0.00,0.00,89714.52,89714.52,18937.63,18937.63
no_shift,CPTY_A,2018-11-05,2.748207,107955.32,31516220.00,0.00,0.00,114084.31,114084.31,27569.26,27569.26
no_shift,CPTY_A,2019-02-05,3.000262,168995.44,30529156.00,0.00,0.00,179495.84,179495.84,40332.75,40332.75
no_shift,CPTY_A,2019-05-06,3.246837,247167.75,30386522.00,0.00,0.00,263828.08,263828.08,57305.71,57305.71
no_shift,CPTY_A,2019-08-05,3.496152,321339.66,29531844.00,0.00,0.00,344720.60,344720.60,77801.63,77801.63
no_shift,CPTY_A,2019-11-05,3.748207,386868.59,29748004.00,0.00,0.00,417122.83,417122.83,100619.89,100619.89
no_shift,CPTY_A,2020-02-05,4.000000,503771.13,28902732.00,0.00,0.00,545922.94,545922.94,128650.91,128650.91
no_shift,CPTY_A,2020-05-05,4.245902,541003.81,28728136.00,1123686.18,0.00,589180.23,589180.23,155322.49,155322.49
no_shift,CPTY_A,2020-08-05,4.497268,612617.81,27936974.00,1182250.94,0.00,670555.88,670555.88,184120.47,184120.47
no_shift,CPTY_A,2020-11-05,4.748634,655510.94,28082934.00,2044289.97,0.00,721145.38,721145.38,212547.57,212547.57
no_shift,CPTY_A,2021-02-05,5.000262,815288.50,27308410.00,3579648.47,0.00,901470.87,901470.87,247216.24,247216.24
no_shift,CPTY_A,2021-05-05,5.244098,915593.00,27255160.00,4807127.88,0.00,1017346.05,1017346.05,283025.09,283025.09
no_shift,CPTY_A,2021-08-05,5.496152,1101706.63,26583902.00,7511294.20,0.00,1230353.02,1230353.02,326469.76,326469.76
no_shift,CPTY_A,2021-11-05,5.748207,1176151.13,26805744.00,8723218.84,0.00,1320153.46,1320153.46,370042.08,370042.08
no_shift,CPTY_A,2022-02-07,6.005741,1305332.63,26041280.00,8529321.97,0.00,1472745.77,1472745.77,417327.50,417327.50
no_shift,CPTY_A,2022-05-05,6.244098,1366004.25,25957190.00,11284776.49,0.00,1548590.94,1548590.94,460511.26,460511.26
no_shift,CPTY_A,2022-08-05,6.496152,1545680.63,25393136.00,12726381.61,0.00,1761172.81,1761172.81,510977.74,510977.74
no_shift,CPTY_A,2022-11-07,6.753687,1608855.13,25583322.00,13562370.62,0.00,1842656.72,1842656.72,561757.85,561757.85
no_shift,CPTY_A,2023-02-06,7.003002,1789182.75,24978182.00,13999189.52,0.00,2059471.66,2059471.66,615078.22,615078.22
no_shift,CPTY_A,2023-05-05,7.244098,1855999.13,24897968.00,14144619.39,0.00,2146747.03,2146747.03,666054.76,666054.76
no_shift,CPTY_A,2023-08-07,7.501632,2013191.13,24265888.00,14890988.13,0.00,2340633.40,2340633.40,723543.77,723543.77
no_shift,CPTY_A,2023-11-06,7.750947,2116992.25,24502778.00,17455198.46,0.00,2473667.36,2473667.36,779837.81,779837.81
no_shift,CPTY_A,2024-02-05,8.000000,2324782.00,23982038.00,18908453.70,0.00,2730095.88,2730095.88,840552.54,840552.54
no_shift,CPTY_A,2024-05-06,8.248634,2482274.25,23972734.00,19877813.03,0.00,2929671.67,2929671.67,903523.67,903523.67
no_shift,CPTY_A,2024-08-05,8.497268,2602828.75,23435652.00,19458416.21,0.00,3087367.41,3087367.41,967423.92,967423.92
no_shift,CPTY_A,2024-11-05,8.748634,2697389.25,23670912.00,19816496.00,0.00,3215760.71,3215760.71,1032023.22,1032023.22
no_shift,CPTY_A,2025-02-05,9.000262,2949276.75,23186512.00,22295247.12,0.00,3533890.19,3533890.19,1101970.09,1101970.09
no_shift,CPTY_A,2025-05-05,9.244098,2972690.25,23117606.00,23766285.66,0.00,3579423.51,3579423.51,1167318.96,1167318.96
no_shift,CPTY_A,2025-08-05,9.496152,3238603.75,22770062.00,22125812.70,0.00,3919392.91,3919392.91,1240366.80,1240366.80
no_shift,CPTY_A,2025-11-05,9.748207,3322299.75,22932980.00,22263392.79,0.00,4041079.41,4041079.41,1312783.51,1312783.51
no_shift,CPTY_A,2026-02-05,10.000262,954488.88,537103.56,3583790.72,0.00,1166882.23,4041079.41,1309106.09,1381549.71
no_shift,CPTY_A,2026-05-05,10.244098,854307.88,556501.63,3426579.80,0.00,1049533.80,4041079.41,1302927.61,1444853.29
no_shift,CPTY_A,2026-08-05,10.496152,837969.31,571000.44,3388050.78,0.00,1034683.87,4041079.41,1296486.00,1507199.11
no_shift,CPTY_A,2026-11-05,10.748207,746247.19,595457.00,3096120.27,0.00,926104.06,4041079.41,1287800.22,1566620.81
no_shift,CPTY_A,2027-02-05,11.000262,726790.38,610450.63,3087579.80,0.00,906533.29,4041079.41,1279064.05,1623319.38
no_shift,CPTY_A,2027-05-05,11.244098,792675.38,528207.56,3098519.05,0.00,993563.98,4041079.41,1272872.80,1675750.09
no_shift,CPTY_A,2027-08-05,11.496152,768404.63,535573.81,3007762.17,0.00,968028.04,4041079.41,1266189.03,1727610.27
no_shift,CPTY_A,2027-11-05,11.748207,676789.50,557038.94,2830674.79,0.00,856937.41,4041079.41,1257408.64,1777245.17
no_shift,CPTY_A,2028-02-07,12.005464,657322.50,565350.75,2786233.59,0.00,836602.75,4041079.41,1248391.47,1825755.40
no_shift,CPTY_A,2028-05-05,12.245902,716357.69,475700.28,2779866.20,0.00,916162.82,4041079.41,1241868.46,1869251.27
no_shift,CPTY_A,2028-08-07,12.502732,687122.06,480041.88,2668848.81,0.00,883327.79,4041079.41,1234503.33,1913864.87
no_shift,CPTY_A,2028-11-06,12.751366,593033.50,502712.03,2394970.07,0.00,766197.64,4041079.41,1225372.02,1955342.59
no_shift,CPTY_A,2029-02-05,13.000262,566706.63,508920.38,2382924.49,0.00,735857.05,4041079.41,1216000.04,1995274.97
no_shift,CPTY_A,2029-05-07,13.249577,626425.94,426834.16,2363447.01,0.00,817482.54,4041079.41,1208501.20,2033770.53
no_shift,CPTY_A,2029-08-06,13.498892,604593.81,434560.91,2367451.20,0.00,792950.50,4041079.41,1200826.27,2070844.11
no_shift,CPTY_A,2029-11-05,13.748207,511945.59,456050.91,2117545.53,0.00,674807.28,4041079.41,1191287.25,2106573.09
no_shift,CPTY_A,2030-02-05,14.000262,488922.16,464486.13,2099301.58,0.00,647728.73,4041079.41,1181501.25,2141401.12
no_shift,CPTY_A,2030-05-06,14.246837,541361.56,375071.22,2112011.64,0.00,720759.78,4041079.41,1173527.02,2174279.56
no_shift,CPTY_A,2030-08-05,14.496152,517426.44,382534.38,2040438.86,0.00,692349.45,4041079.41,1165251.39,2206386.11
no_shift,CPTY_A,2030-11-05,14.748207,428889.91,402445.66,1783247.84,0.00,576793.07,4041079.41,1155194.32,2237742.00
no_shift,CPTY_A,2031-02-05,15.000262,411872.31,412171.47,1772756.08,0.00,556716.78,4041079.41,1145137.89,2268044.13
no_shift,CPTY_A,2031-05-05,15.244098,461224.72,322365.88,1755407.53,0.00,626484.21,4041079.41,1136841.81,2296404.56
no_shift,CPTY_A,2031-08-05,15.496152,443137.66,332847.28,1774749.12,0.00,604969.79,4041079.41,1128190.57,2324782.81
no_shift,CPTY_A,2031-11-05,15.748207,355672.69,350547.91,1469165.08,0.00,488026.10,4041079.41,1117944.55,2352252.65
no_shift,CPTY_A,2032-02-05,16.000000,335178.81,356541.34,1416074.37,0.00,462239.03,4041079.41,1107625.68,2378829.80
no_shift,CPTY_A,2032-05-05,16.245902,377300.97,266106.25,1421998.89,0.00,522910.87,4041079.41,1098775.30,2403989.99
no_shift,CPTY_A,2032-08-05,16.497268,352476.53,269253.34,1368606.59,0.00,490984.13,4041079.41,1089514.49,2428934.05
no_shift,CPTY_A,2032-11-05,16.748634,265565.72,286936.13,1075343.53,0.00,371797.78,4041079.41,1078742.89,2453129.38
no_shift,CPTY_A,2033-02-07,17.005741,245231.97,292385.38,1045556.70,0.00,345109.67,4041079.41,1067651.18,2477137.38
no_shift,CPTY_A,2033-05-05,17.244098,284026.88,199539.50,1087818.86,0.00,401622.03,4041079.41,1058445.01,2498754.94
no_shift,CPTY_A,2033-08-05,17.496152,260335.55,202602.03,1039364.45,0.00,369989.22,4041079.41,1048526.91,2520974.12
no_shift,CPTY_A,2033-11-07,17.753687,175270.14,221139.70,776090.93,0.00,250385.29,4041079.41,1036949.10,2543024.71
no_shift,CPTY_A,2034-02-06,18.003002,157163.83,228657.80,730197.18,0.00,225645.70,4041079.41,1025713.74,2563770.56
no_shift,CPTY_A,2034-05-05,18.244098,191206.63,135768.38,709275.51,0.00,275854.06,4041079.41,1015804.34,2583293.21
no_shift,CPTY_A,2034-08-07,18.501632,169274.52,139325.59,645644.73,0.00,245478.41,4041079.41,1005081.76,2603584.93
no_shift,CPTY_A,2034-11-06,18.750947,87862.27,159047.94,415446.42,0.00,128055.36,4041079.41,993420.70,2622698.04
no_shift,CPTY_A,2035-02-05,19.000262,71788.00,168198.45,363107.40,0.00,105152.79,4041079.41,981765.14,2641309.57
no_shift,CPTY_A,2035-05-07,19.249577,97425.63,69996.30,358477.59,0.00,143421.99,4041079.41,970907.16,2659438.99
no_shift,CPTY_A,2035-08-06,19.498892,76403.10,73656.46,308060.09,0.00,113038.70,4041079.41,959938.36,2677104.80
no_shift,CPTY_A,2035-11-05,19.748207,8469.01,106162.52,54462.48,0.00,12592.80,4041079.41,947978.41,2694324.56
no_shift,CPTY_A,2036-02-05,20.000000,2785.41,124388.46,17418.48,0.00,4162.71,4041079.41,936096.11,2711279.72
no_shift,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
no_shift,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
no_shift,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
no_shift,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
no_shift,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
no_shift,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
no_shift,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
no_shift,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,4041079.41,0.00,0.00
