#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
CVA,DiscountCurve/EUR/1/1M,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,DiscountCurve/EUR/2/3M,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,DiscountCurve/EUR/3/6M,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,DiscountCurve/EUR/4/1Y,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,DiscountCurve/EUR/5/2Y,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,DiscountCurve/EUR/6/3Y,Up,110658.68,0.000001,#N/A,110658.68,-0.01
CVA,DiscountCurve/EUR/7/5Y,Up,110658.68,0.000001,#N/A,110658.63,-0.05
CVA,DiscountCurve/EUR/8/10Y,Up,110658.68,0.000001,#N/A,110658.42,-0.26
CVA,DiscountCurve/EUR/9/15Y,Up,110658.68,0.000001,#N/A,110658.06,-0.62
CVA,DiscountCurve/EUR/10/20Y,Up,110658.68,0.000001,#N/A,110658.07,-0.61
CVA,IndexCurve/EUR-EONIA/4/1Y,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,IndexCurve/EUR-EONIA/5/2Y,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,IndexCurve/EUR-EONIA/6/3Y,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,IndexCurve/EUR-EONIA/7/5Y,Up,110658.68,0.000001,#N/A,110658.69,0.01
CVA,IndexCurve/EUR-EONIA/8/10Y,Up,110658.68,0.000001,#N/A,110658.71,0.02
CVA,IndexCurve/EUR-EONIA/9/15Y,Up,110658.68,0.000001,#N/A,110658.71,0.03
CVA,IndexCurve/EUR-EONIA/10/20Y,Up,110658.68,0.000001,#N/A,110658.54,-0.14
CVA,IndexCurve/EUR-EONIA/11/30Y,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,IndexCurve/EUR-EURIBOR-3M/9/15Y,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,IndexCurve/EUR-EURIBOR-3M/10/20Y,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,IndexCurve/EUR-EURIBOR-6M/1/1M,Up,110658.68,0.000001,#N/A,110658.68,0.00
CVA,IndexCurve/EUR-EURIBOR-6M/2/3M,Up,110658.68,0.000001,#N/A,110658.70,0.02
CVA,IndexCurve/EUR-EURIBOR-6M/3/6M,Up,110658.68,0.000001,#N/A,110658.69,0.01
CVA,IndexCurve/EUR-EURIBOR-6M/4/1Y,Up,110658.68,0.000001,#N/A,110658.75,0.06
CVA,IndexCurve/EUR-EURIBOR-6M/5/2Y,Up,110658.68,0.000001,#N/A,110658.84,0.16
CVA,IndexCurve/EUR-EURIBOR-6M/6/3Y,Up,110658.68,0.000001,#N/A,110658.99,0.31
CVA,IndexCurve/EUR-EURIBOR-6M/7/5Y,Up,110658.68,0.000001,#N/A,110659.76,1.08
CVA,IndexCurve/EUR-EURIBOR-6M/8/10Y,Up,110658.68,0.000001,#N/A,110661.02,2.34
CVA,IndexCurve/EUR-EURIBOR-6M/9/15Y,Up,110658.68,0.000001,#N/A,110660.34,1.66
CVA,IndexCurve/EUR-EURIBOR-6M/10/20Y,Up,110658.68,0.000001,#N/A,110640.63,-18.05
