#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility
bmaBasisSwap_01y,Swap,1,0,2016-05-09,Interest,-12541.8222,USD,0.0049616000,0.2527777778,2016-02-08,2016-05-09,0.0000,2016-02-04,0.0062020000,10000000.0000,0.9978042314,-12514.2832824644,0.8831293157,-11051.7304322515,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_01y,Swap,2,0,2016-08-08,InterestProjected,-16444.5255,USD,0.0065055266,0.2527777778,2016-05-09,2016-08-08,0.0000,2016-05-05,0.0081319082,10000000.0000,0.9953596376,-16368.2169492760,0.8831293157,-14455.2522343401,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_01y,Swap,3,0,2016-11-08,InterestProjected,-17531.3772,USD,0.0068601041,0.2555555556,2016-08-08,2016-11-08,0.0000,2016-08-04,0.0085751302,10000000.0000,0.9929171188,-17407.2045537272,0.8831293157,-15372.8126465241,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_01y,Swap,4,0,2017-02-08,InterestProjected,-18675.7991,USD,0.0073079214,0.2555555556,2016-11-08,2017-02-08,0.0000,2016-11-04,0.0091349017,10000000.0000,0.9899987097,-18489.0170286254,0.8831293157,-16328.1929572428,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_01y,Swap,1,1,2016-05-09,InterestProjected,12541.8222,USD,0.0050442933,0.2486338798,2016-02-08,2016-05-09,0.0000,2016-05-04,0.0050442933,10000000.0000,0.9978042314,12514.2832824585,0.8831293157,11051.7304322463,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_01y,Swap,2,1,2016-08-08,InterestProjected,17312.8361,USD,0.0069631846,0.2486338798,2016-05-09,2016-08-08,0.0000,2016-08-03,0.0069631846,10000000.0000,0.9953596376,17232.4983025051,0.8831293157,15218.5244344265,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_01y,Swap,3,1,2016-11-08,InterestProjected,17667.2904,USD,0.0070285090,0.2513661202,2016-08-08,2016-11-08,0.0000,2016-11-02,0.0070285090,10000000.0000,0.9929171188,17542.1550811996,0.8831293157,15491.9914135100,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_01y,Swap,4,1,2017-02-08,InterestProjected,17667.3237,USD,0.0070205776,0.2516505726,2016-11-08,2017-02-08,0.0000,2017-02-08,0.0070205776,10000000.0000,0.9899987097,17490.6276579256,0.8831293157,15446.4860354520,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_02y,Swap,1,0,2016-05-09,Interest,-12541.8222,USD,0.0049616000,0.2527777778,2016-02-08,2016-05-09,0.0000,2016-02-04,0.0062020000,10000000.0000,0.9978042314,-12514.2832824644,0.8831293157,-11051.7304322515,EUR,#N/A,#N/A,#N/A,#N/A
bmaBasisSwap_02y,Swap,2,0,2016-08-08,InterestProjected,-16444.5255,USD,0.0065055266,0.2527777778,2016-05-09,2016-08-08,0.0000,2016-05-05,0.0081319082,10000000.0000,0.9953596376,-16368.2169492760,0.8831293157,-14455.2522343401,EUR,#N/A,#N/A,#N/A,#N/A
