PrincipalComponent,EigenValue,EigenVector_0,EigenVector_1,EigenVector_2,EigenVector_3,EigenVector_4,EigenVector_5,EigenVector_6,EigenVector_7
0,0.000460823055751,0.268571461909357,0.341554884072611,0.363417138736622,0.375727494934006,0.375580988843201,0.369001402031372,0.363979703629437,0.358137020288872
1,0.000067655409166,0.435184792432040,0.473622430142274,0.366818940100495,0.139050028359286,-0.190758056093355,-0.306220404111336,-0.355079953104418,-0.419718477009984
