#PrincipalComponent,v_0,v_1,kappa_0,kappa_1
0,-0.588532683439273,0.509142101869651,1.185750418112669,0.018952355317876
1,3.815901092964239,-3.212698457970491,0.088303115009414,0.044840216294052
