#PrincipalComponent,v_0,v_1,kappa_0,kappa_1
0,0.411974251014898,-0.698493072622927,0.009713493883733,5.000000000000000
1,-3.888586906306405,4.528778892859145,0.064472436947345,0.111778556596514
