#PrincipalComponent,v_0,v_1,kappa_0,kappa_1
0,-1.420583940271532,0.497231217371187,4.999988991192155,0.030518781407201
1,-3.471382536096782,4.002516704646938,0.035026772646724,0.072320887413517
