#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma,Currency(Trade),Base NPV(Trade),Delta(Trade),Gamma(Trade)
CAP_USD,false,IndexCurve/USD-LIBOR-3M/4/9M,0.000100,,0.000000,EUR,-12692.72,0.00,0.00,USD,-14372.43,0.00,0.00
CAP_USD,false,IndexCurve/USD-LIBOR-3M/5/1Y,0.000100,,0.000000,EUR,-12692.72,0.34,-0.01,USD,-14372.43,0.38,-0.01
CAP_USD,false,IndexCurve/USD-LIBOR-3M/6/2Y,0.000100,,0.000000,EUR,-12692.72,5.27,-0.20,USD,-14372.43,5.97,-0.23
CAP_USD,false,IndexCurve/USD-LIBOR-3M/7/3Y,0.000100,,0.000000,EUR,-12692.72,12.48,-1.02,USD,-14372.43,14.13,-1.15
CAP_USD,false,IndexCurve/USD-LIBOR-3M/8/4Y,0.000100,,0.000000,EUR,-12692.72,11.66,-2.46,USD,-14372.43,13.21,-2.79
CAP_USD,false,IndexCurve/USD-LIBOR-3M/9/5Y,0.000100,,0.000000,EUR,-12692.72,14.43,-3.23,USD,-14372.43,16.34,-3.66
CAP_USD,false,IndexCurve/USD-LIBOR-3M/10/7Y,0.000100,,0.000000,EUR,-12692.72,24.10,-3.79,USD,-14372.43,27.28,-4.29
CAP_USD,false,IndexCurve/USD-LIBOR-3M/11/10Y,0.000100,,0.000000,EUR,-12692.72,-176.22,-3.15,USD,-14372.43,-199.54,-3.57
CAP_USD,false,OptionletVolatility/USD/3/1Y/0.04,0.000100,,0.000000,EUR,-12692.72,-0.52,-0.02,USD,-14372.43,-0.59,-0.03
CAP_USD,false,OptionletVolatility/USD/8/2Y/0.04,0.000100,,0.000000,EUR,-12692.72,-6.39,-0.17,USD,-14372.43,-7.24,-0.19
CAP_USD,false,OptionletVolatility/USD/13/3Y/0.04,0.000000,,0.000000,EUR,-12692.72,-35.83,-0.43,USD,-14372.43,-40.57,-0.49
CAP_USD,false,OptionletVolatility/USD/18/5Y/0.04,0.000100,,0.000000,EUR,-12692.72,-84.89,-0.63,USD,-14372.43,-96.12,-0.71
CAP_USD,false,OptionletVolatility/USD/23/7Y/0.04,0.000100,,0.000000,EUR,-12692.72,-150.54,-0.74,USD,-14372.43,-170.47,-0.84
CAP_USD,false,OptionletVolatility/USD/28/10Y/0.04,0.000000,,0.000000,EUR,-12692.72,-94.25,-0.37,USD,-14372.43,-106.73,-0.41
CAP_USD,false,FXSpot/USDEUR/0/spot,0.008831,,0.000000,EUR,-12692.72,-126.93,0.00,USD,-14372.43,-143.72,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/0/2W,0.000100,,0.000000,EUR,402556.81,-109.59,0.00,USD,455829.97,-124.09,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/2/3M,0.000100,,0.000000,EUR,402556.81,-4.23,0.00,USD,455829.97,-4.78,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000100,,0.000000,EUR,402556.81,-10.67,0.00,USD,455829.97,-12.08,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/4/9M,0.000100,,0.000000,EUR,402556.81,-16.32,0.00,USD,455829.97,-18.48,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000100,,0.000000,EUR,402556.81,-55.37,0.00,USD,455829.97,-62.69,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000100,,0.000000,EUR,402556.81,-164.89,0.02,USD,455829.97,-186.71,0.03
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000100,,0.000000,EUR,402556.81,-199.83,0.04,USD,455829.97,-226.27,0.05
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/8/4Y,0.000100,,0.000000,EUR,402556.81,-176.33,0.05,USD,455829.97,-199.66,0.06
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000100,,0.000000,EUR,402556.81,-44.35,0.02,USD,455829.97,-50.22,0.02
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/10/7Y,0.000100,,0.000000,EUR,402556.81,790.94,-0.36,USD,455829.97,895.61,-0.41
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/11/10Y,0.000100,,0.000000,EUR,402556.81,97389.02,-97.26,USD,455829.97,110277.19,-110.13
CC_SWAP_EUR_USD,false,DiscountCurve/USD/0/2W,0.000100,,0.000000,EUR,402556.81,109.58,0.00,USD,455829.97,124.08,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/USD/2/3M,0.000100,,0.000000,EUR,402556.81,-4.66,0.00,USD,455829.97,-5.28,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/USD/3/6M,0.000100,,0.000000,EUR,402556.81,-10.30,0.00,USD,455829.97,-11.67,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/USD/4/9M,0.000100,,0.000000,EUR,402556.81,-16.78,0.00,USD,455829.97,-19.00,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/USD/5/1Y,0.000100,,0.000000,EUR,402556.81,-61.01,0.00,USD,455829.97,-69.09,0.01
CC_SWAP_EUR_USD,false,DiscountCurve/USD/6/2Y,0.000100,,0.000000,EUR,402556.81,-211.66,0.03,USD,455829.97,-239.67,0.03
CC_SWAP_EUR_USD,false,DiscountCurve/USD/7/3Y,0.000100,,0.000000,EUR,402556.81,-378.08,0.08,USD,455829.97,-428.12,0.09
CC_SWAP_EUR_USD,false,DiscountCurve/USD/8/4Y,0.000100,,0.000000,EUR,402556.81,-578.99,0.16,USD,455829.97,-655.62,0.18
CC_SWAP_EUR_USD,false,DiscountCurve/USD/9/5Y,0.000100,,0.000000,EUR,402556.81,-1255.14,0.42,USD,455829.97,-1421.24,0.48
CC_SWAP_EUR_USD,false,DiscountCurve/USD/10/7Y,0.000100,,0.000000,EUR,402556.81,-3232.48,1.52,USD,455829.97,-3660.26,1.72
CC_SWAP_EUR_USD,false,DiscountCurve/USD/11/10Y,0.000100,,0.000000,EUR,402556.81,-83671.78,82.92,USD,455829.97,-94744.66,93.89
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/0/2W,0.000100,,0.000000,EUR,402556.81,109.65,0.00,USD,455829.97,124.16,0.00
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/2/3M,0.000100,,0.000000,EUR,402556.81,0.72,-0.13,USD,455829.97,0.81,-0.15
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/3/6M,0.000100,,0.000000,EUR,402556.81,4.74,-0.52,USD,455829.97,5.37,-0.59
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/4/9M,0.000100,,0.000000,EUR,402556.81,5.39,-1.16,USD,455829.97,6.10,-1.32
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/5/1Y,0.000100,,0.000000,EUR,402556.81,24.42,-1.29,USD,455829.97,27.65,-1.46
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/6/2Y,0.000100,,0.000000,EUR,402556.81,65.28,-2.04,USD,455829.97,73.92,-2.31
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/7/3Y,0.000100,,0.000000,EUR,402556.81,53.41,-4.60,USD,455829.97,60.48,-5.21
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/8/4Y,0.000100,,0.000000,EUR,402556.81,-1.23,-8.15,USD,455829.97,-1.39,-9.23
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/9/5Y,0.000100,,0.000000,EUR,402556.81,-333.13,-9.51,USD,455829.97,-377.21,-10.77
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/10/7Y,0.000100,,0.000000,EUR,402556.81,-1645.41,-10.20,USD,455829.97,-1863.16,-11.55
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/11/10Y,0.000100,,0.000000,EUR,402556.81,-98231.39,-8.20,USD,455829.97,-111231.04,-9.29
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/0/2W,0.000100,,0.000000,EUR,402556.81,-109.56,0.00,USD,455829.97,-124.06,0.00
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/2/3M,0.000100,,0.000000,EUR,402556.81,6.19,0.13,USD,455829.97,7.01,0.15
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/3/6M,0.000100,,0.000000,EUR,402556.81,12.18,0.52,USD,455829.97,13.79,0.59
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/4/9M,0.000100,,0.000000,EUR,402556.81,21.87,1.15,USD,455829.97,24.76,1.31
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/5/1Y,0.000100,,0.000000,EUR,402556.81,102.65,1.27,USD,455829.97,116.23,1.44
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/6/2Y,0.000100,,0.000000,EUR,402556.81,329.16,1.98,USD,455829.97,372.72,2.24
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/7/3Y,0.000100,,0.000000,EUR,402556.81,544.85,4.36,USD,455829.97,616.96,4.94
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/8/4Y,0.000100,,0.000000,EUR,402556.81,768.62,7.57,USD,455829.97,870.34,8.57
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/9/5Y,0.000100,,0.000000,EUR,402556.81,1640.92,8.66,USD,455829.97,1858.07,9.81
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/10/7Y,0.000100,,0.000000,EUR,402556.81,3948.64,8.96,USD,455829.97,4471.19,10.15
CC_SWAP_EUR_USD,false,IndexCurve/USD-LIBOR-3M/11/10Y,0.000100,,0.000000,EUR,402556.81,84169.80,7.03,USD,455829.97,95308.58,7.96
CC_SWAP_EUR_USD,false,FXSpot/USDEUR/0/spot,0.008831,,0.000000,EUR,402556.81,-43623.19,0.00,USD,455829.97,-49396.15,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/2/3M,0.000100,IndexCurve/EUR-EURIBOR-3M/0/2W,0.000100,EUR,402556.81,0.00,0.00,USD,455829.97,0.00,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/2/3M,0.000100,IndexCurve/EUR-EURIBOR-3M/2/3M,0.000100,EUR,402556.81,0.00,0.07,USD,455829.97,0.00,0.08
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000100,IndexCurve/EUR-EURIBOR-3M/2/3M,0.000100,EUR,402556.81,0.00,-0.13,USD,455829.97,0.00,-0.15
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000100,IndexCurve/EUR-EURIBOR-3M/3/6M,0.000100,EUR,402556.81,0.00,0.26,USD,455829.97,0.00,0.29
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EURIBOR-3M/3/6M,0.000100,EUR,402556.81,0.00,-0.39,USD,455829.97,0.00,-0.44
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EURIBOR-3M/4/9M,0.000100,EUR,402556.81,0.00,0.58,USD,455829.97,0.00,0.66
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000100,DiscountCurve/EUR/6/2Y,0.000100,EUR,402556.81,0.00,0.00,USD,455829.97,0.00,0.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000100,IndexCurve/EUR-EURIBOR-3M/4/9M,0.000100,EUR,402556.81,0.00,-0.77,USD,455829.97,0.00,-0.88
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000100,IndexCurve/EUR-EURIBOR-3M/5/1Y,0.000100,EUR,402556.81,0.00,0.64,USD,455829.97,0.00,0.73
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000100,IndexCurve/EUR-EURIBOR-3M/6/2Y,0.000100,EUR,402556.81,0.00,0.77,USD,455829.97,0.00,0.87
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000100,DiscountCurve/EUR/7/3Y,0.000100,EUR,402556.81,0.00,0.01,USD,455829.97,0.00,0.01
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000100,IndexCurve/EUR-EURIBOR-3M/5/1Y,0.000100,EUR,402556.81,0.00,-1.28,USD,455829.97,0.00,-1.45
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000100,IndexCurve/EUR-EURIBOR-3M/6/2Y,0.000100,EUR,402556.81,0.00,1.02,USD,455829.97,0.00,1.15
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000100,IndexCurve/EUR-EURIBOR-3M/7/3Y,0.000100,EUR,402556.81,0.00,2.30,USD,455829.97,0.00,2.60
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000100,DiscountCurve/EUR/8/4Y,0.000100,EUR,402556.81,0.00,0.01,USD,455829.97,0.00,0.01
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-3M/6/2Y,0.000100,EUR,402556.81,0.00,-3.83,USD,455829.97,0.00,-4.34
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-3M/7/3Y,0.000100,EUR,402556.81,0.00,2.30,USD,455829.97,0.00,2.60
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000100,IndexCurve/EUR-EURIBOR-3M/8/4Y,0.000100,EUR,402556.81,0.00,4.59,USD,455829.97,0.00,5.20
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/8/4Y,0.000100,DiscountCurve/EUR/9/5Y,0.000100,EUR,402556.81,0.00,0.01,USD,455829.97,0.00,0.01
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-3M/7/3Y,0.000100,EUR,402556.81,0.00,-7.66,USD,455829.97,0.00,-8.67
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-3M/8/4Y,0.000100,EUR,402556.81,0.00,4.08,USD,455829.97,0.00,4.61
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/8/4Y,0.000100,IndexCurve/EUR-EURIBOR-3M/9/5Y,0.000100,EUR,402556.81,0.00,7.63,USD,455829.97,0.00,8.65
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000100,DiscountCurve/EUR/10/7Y,0.000100,EUR,402556.81,0.00,-0.01,USD,455829.97,0.00,-0.01
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-3M/8/4Y,0.000100,EUR,402556.81,0.00,-12.72,USD,455829.97,0.00,-14.40
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-3M/9/5Y,0.000100,EUR,402556.81,0.00,4.81,USD,455829.97,0.00,5.45
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000100,IndexCurve/EUR-EURIBOR-3M/10/7Y,0.000100,EUR,402556.81,0.00,15.49,USD,455829.97,0.00,17.54
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/10/7Y,0.000100,DiscountCurve/EUR/11/10Y,0.000100,EUR,402556.81,0.00,-0.25,USD,455829.97,0.00,-0.29
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-3M/9/5Y,0.000100,EUR,402556.81,0.00,-19.83,USD,455829.97,0.00,-22.46
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-3M/10/7Y,0.000100,EUR,402556.81,0.00,5.48,USD,455829.97,0.00,6.21
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/10/7Y,0.000100,IndexCurve/EUR-EURIBOR-3M/11/10Y,0.000100,EUR,402556.81,0.00,31.79,USD,455829.97,0.00,36.00
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/11/10Y,0.000100,IndexCurve/EUR-EURIBOR-3M/10/7Y,0.000100,EUR,402556.81,0.00,-37.11,USD,455829.97,0.00,-42.02
CC_SWAP_EUR_USD,false,DiscountCurve/EUR/11/10Y,0.000100,IndexCurve/EUR-EURIBOR-3M/11/10Y,0.000100,EUR,402556.81,0.00,53.00,USD,455829.97,0.00,60.01
CC_SWAP_EUR_USD,false,IndexCurve/EUR-EURIBOR-3M/0/2W,0.000100,IndexCurve/EUR-EURIBOR-3M/2/3M,0.000100,EUR,402556.81,0.00,0.00,USD,455829.97,0.00,0.00
