#ParKey,BaseParRate,ScenarioParRate
OptionletVolatility/USD/17,0.009361860332,0.009461860332
OptionletVolatility/USD/18,0.010012667269,0.010112667269
OptionletVolatility/USD/19,0.011224320637,0.011324320637
OptionletVolatility/USD/20,0.007604529472,0.007704529472
OptionletVolatility/USD/21,0.008619313356,0.008719313356
OptionletVolatility/USD/22,0.009233680443,0.009333680443
OptionletVolatility/USD/23,0.009497604183,0.009597604183
OptionletVolatility/USD/24,0.010411164290,0.010511164290
OptionletVolatility/USD/25,0.007685289055,0.007785289055
OptionletVolatility/USD/26,0.008425092077,0.008525092077
OptionletVolatility/USD/27,0.008785443147,0.008885443147
OptionletVolatility/USD/28,0.008849380034,0.008949380034
OptionletVolatility/USD/29,0.009611457080,0.009711457080
SurvivalProbability/CPTY_1/0,0.006008205636,0.006108205636
SurvivalProbability/CPTY_1/1,0.006008332264,0.006108332264
SurvivalProbability/CPTY_1/2,0.006010681262,0.006110681262
SurvivalProbability/CPTY_1/3,0.006011718190,0.006111718190
SurvivalProbability/CPTY_1/4,0.006012713924,0.006112713924
SurvivalProbability/CPTY_1/5,0.006013491010,0.006113491010
SurvivalProbability/CPTY_1/6,0.006015181081,0.006115181081
SurvivalProbability/CPTY_1/7,0.006016732735,0.006116732735
SurvivalProbability/CPTY_1/8,0.006017388776,0.006117388776
SurvivalProbability/CPTY_1/9,0.006018044188,0.006118044188
SurvivalProbability/CPTY_1/10,0.006018792108,0.006118792108
SurvivalProbability/CPTY_2/0,0.006008205636,0.006108205636
SurvivalProbability/CPTY_2/1,0.006008332264,0.006108332264
SurvivalProbability/CPTY_2/2,0.006010681262,0.006110681262
SurvivalProbability/CPTY_2/3,0.006011718190,0.006111718190
SurvivalProbability/CPTY_2/4,0.006012713924,0.006112713924
SurvivalProbability/CPTY_2/5,0.006013491010,0.006113491010
SurvivalProbability/CPTY_2/6,0.006015181081,0.006115181081
SurvivalProbability/CPTY_2/7,0.006016732735,0.006116732735
SurvivalProbability/CPTY_2/8,0.006017388776,0.006117388776
SurvivalProbability/CPTY_2/9,0.006018044188,0.006118044188
SurvivalProbability/CPTY_2/10,0.006018792108,0.006118792108
SurvivalProbability/CPTY_3/0,0.006008205636,0.006108205636
SurvivalProbability/CPTY_3/1,0.006008332264,0.006108332264
SurvivalProbability/CPTY_3/2,0.006010681262,0.006110681262
SurvivalProbability/CPTY_3/3,0.006011718190,0.006111718190
SurvivalProbability/CPTY_3/4,0.006012713924,0.006112713924
SurvivalProbability/CPTY_3/5,0.006013491010,0.006113491010
SurvivalProbability/CPTY_3/6,0.006015181081,0.006115181081
SurvivalProbability/CPTY_3/7,0.006016732735,0.006116732735
SurvivalProbability/CPTY_3/8,0.006017388776,0.006117388776
SurvivalProbability/CPTY_3/9,0.006018044188,0.006118044188
SurvivalProbability/CPTY_3/10,0.006018792108,0.006118792108
ZeroInflationCurve/UKRPI/0,0.028084152516,0.028184152516
ZeroInflationCurve/UKRPI/1,0.028250000000,0.028350000000
ZeroInflationCurve/UKRPI/2,0.029425000000,0.029525000000
ZeroInflationCurve/UKRPI/3,0.029750000000,0.029850000000
ZeroInflationCurve/UKRPI/4,0.029830000000,0.029930000000
ZeroInflationCurve/UKRPI/5,0.030000000000,0.030100000000
ZeroInflationCurve/UKRPI/6,0.030080000000,0.030180000000
ZeroInflationCurve/UKRPI/7,0.030445000000,0.030545000000
ZeroInflationCurve/UKRPI/8,0.030900000000,0.031000000000
ZeroInflationCurve/UKRPI/9,0.031090000000,0.031190000000
ZeroInflationCurve/UKRPI/10,0.031080000000,0.031180000000
ZeroInflationCurve/UKRPI/11,0.030480000000,0.030580000000
YoYInflationCurve/EUHICPXT/0,0.010820491803,0.010920491803
YoYInflationCurve/EUHICPXT/1,0.011650000000,0.011750000000
YoYInflationCurve/EUHICPXT/2,0.012319541084,0.012419541084
YoYInflationCurve/EUHICPXT/3,0.012867763963,0.012967763963
YoYInflationCurve/EUHICPXT/4,0.013275574665,0.013375574665
YoYInflationCurve/EUHICPXT/5,0.013629260554,0.013729260554
YoYInflationCurve/EUHICPXT/6,0.014246467309,0.014346467309
YoYInflationCurve/EUHICPXT/7,0.015131824797,0.015231824797
YoYInflationCurve/EUHICPXT/8,0.016455850352,0.016555850352
YoYInflationCurve/EUHICPXT/9,0.017468705789,0.017568705789
YoYInflationCurve/EUHICPXT/10,0.018204074948,0.018304074948
YoYInflationCurve/EUHICPXT/11,0.018685913631,0.018785913631
