#upperBucketBound,pdf,cdf
-10.000000,0.00000000,0.00000000
-9.953333,0.00000000,0.00000000
-9.906667,0.00000000,0.00000000
-9.860000,0.00000000,0.00000000
-9.813333,0.00000000,0.00000000
-9.766667,0.00000000,0.00000000
-9.720000,0.00000000,0.00000000
-9.673333,0.00000000,0.00000000
-9.626667,0.00000000,0.00000000
-9.580000,0.00000000,0.00000000
-9.533333,0.00000000,0.00000000
-9.486667,0.00000000,0.00000000
-9.440000,0.00000000,0.00000000
-9.393333,0.00002000,0.00002000
-9.346667,0.00000000,0.00002000
-9.300000,0.00000000,0.00002000
-9.253333,0.00000000,0.00002000
-9.206667,0.00000000,0.00002000
-9.160000,0.00000000,0.00002000
-9.113333,0.00000000,0.00002000
-9.066667,0.00000000,0.00002000
-9.020000,0.00000000,0.00002000
-8.973333,0.00000000,0.00002000
-8.926667,0.00000000,0.00002000
-8.880000,0.00000000,0.00002000
-8.833333,0.00000000,0.00002000
-8.786667,0.00000000,0.00002000
-8.740000,0.00000000,0.00002000
-8.693333,0.00000000,0.00002000
-8.646667,0.00000000,0.00002000
-8.600000,0.00000000,0.00002000
-8.553333,0.00000000,0.00002000
-8.506667,0.00000000,0.00002000
-8.460000,0.00000000,0.00002000
-8.413333,0.00000000,0.00002000
-8.366667,0.00000000,0.00002000
-8.320000,0.00000000,0.00002000
-8.273333,0.00000000,0.00002000
-8.226667,0.00002000,0.00004000
-8.180000,0.00000000,0.00004000
-8.133333,0.00000000,0.00004000
-8.086667,0.00000000,0.00004000
-8.040000,0.00000000,0.00004000
-7.993333,0.00002000,0.00006000
-7.946667,0.00000000,0.00006000
-7.900000,0.00000000,0.00006000
-7.853333,0.00002000,0.00008000
-7.806667,0.00000000,0.00008000
-7.760000,0.00000000,0.00008000
-7.713333,0.00002000,0.00010000
-7.666667,0.00000000,0.00010000
-7.620000,0.00000000,0.00010000
-7.573333,0.00000000,0.00010000
-7.526667,0.00004000,0.00014000
-7.480000,0.00000000,0.00014000
-7.433333,0.00000000,0.00014000
-7.386667,0.00002000,0.00016000
-7.340000,0.00000000,0.00016000
-7.293333,0.00000000,0.00016000
-7.246667,0.00000000,0.00016000
-7.200000,0.00004000,0.00020000
-7.153333,0.00008000,0.00028000
-7.106667,0.00000000,0.00028000
-7.060000,0.00002000,0.00030000
-7.013333,0.00000000,0.00030000
-6.966667,0.00004000,0.00034000
-6.920000,0.00000000,0.00034000
-6.873333,0.00000000,0.00034000
-6.826667,0.00000000,0.00034000
-6.780000,0.00000000,0.00034000
-6.733333,0.00008000,0.00042000
-6.686667,0.00000000,0.00042000
-6.640000,0.00000000,0.00042000
-6.593333,0.00000000,0.00042000
-6.546667,0.00000000,0.00042000
-6.500000,0.00002000,0.00044000
-6.453333,0.00000000,0.00044000
-6.406667,0.00008000,0.00052000
-6.360000,0.00000000,0.00052000
-6.313333,0.00006000,0.00058000
-6.266667,0.00004000,0.00062000
-6.220000,0.00006000,0.00068000
-6.173333,0.00002000,0.00070000
-6.126667,0.00018000,0.00088000
-6.080000,0.00002000,0.00090000
-6.033333,0.00000000,0.00090000
-5.986667,0.00036000,0.00126000
-5.940000,0.00002000,0.00128000
-5.893333,0.00000000,0.00128000
-5.846667,0.00000000,0.00128000
-5.800000,0.00014000,0.00142000
-5.753333,0.00000000,0.00142000
-5.706667,0.00014000,0.00156000
-5.660000,0.00002000,0.00158000
-5.613333,0.00002000,0.00160000
