#upperBucketBound,pdf,cdf
-20000000.000000,0.00123313,0.00123313
-19900000.000000,0.00004182,0.00127496
-19800000.000000,0.00001249,0.00128745
-19700000.000000,0.00000018,0.00128763
-19600000.000000,0.00003794,0.00132557
-19500000.000000,0.00000293,0.00132850
-19400000.000000,0.00000293,0.00133142
-19300000.000000,0.00003179,0.00136321
-19200000.000000,0.00000000,0.00136321
-19100000.000000,0.00019191,0.00155513
-19000000.000000,0.00001775,0.00157287
-18900000.000000,0.00014597,0.00171884
-18800000.000000,0.00003853,0.00175737
-18700000.000000,0.00000018,0.00175756
-18600000.000000,0.00003794,0.00179550
-18500000.000000,0.00001189,0.00180739
-18400000.000000,0.00018294,0.00199033
-18300000.000000,0.00000585,0.00199619
-18200000.000000,0.00000000,0.00199619
-18100000.000000,0.00016197,0.00215816
-18000000.000000,0.00000000,0.00215816
-17900000.000000,0.00000000,0.00215816
-17800000.000000,0.00004661,0.00220477
-17700000.000000,0.00014889,0.00235367
-17600000.000000,0.00004086,0.00239453
-17500000.000000,0.00001267,0.00240721
-17400000.000000,0.00008551,0.00249271
-17300000.000000,0.00014208,0.00263479
-17200000.000000,0.00000371,0.00263850
-17100000.000000,0.00017680,0.00281530
-17000000.000000,0.00007588,0.00289117
-16900000.000000,0.00014597,0.00303714
-16800000.000000,0.00000060,0.00303773
-16700000.000000,0.00000018,0.00303792
-16600000.000000,0.00002378,0.00306170
-16500000.000000,0.00001249,0.00307419
-16400000.000000,0.00004397,0.00311816
-16300000.000000,0.00003794,0.00315610
-16200000.000000,0.00005783,0.00321394
-16100000.000000,0.00000389,0.00321782
-16000000.000000,0.00016275,0.00338058
-15900000.000000,0.00014208,0.00352266
-15800000.000000,0.00002378,0.00354644
-15700000.000000,0.00007588,0.00362231
-15600000.000000,0.00004260,0.00366492
-15500000.000000,0.00029001,0.00395493
-15400000.000000,0.00000467,0.00395960
-15300000.000000,0.00000000,0.00395960
-15200000.000000,0.00000078,0.00396037
-15100000.000000,0.00008777,0.00404815
-15000000.000000,0.00001189,0.00406004
-14900000.000000,0.00016490,0.00422494
-14800000.000000,0.00001990,0.00424484
-14700000.000000,0.00028416,0.00452899
-14600000.000000,0.00000000,0.00452899
-14500000.000000,0.00001578,0.00454478
-14400000.000000,0.00005461,0.00459939
-14300000.000000,0.00008347,0.00468286
-14200000.000000,0.00014268,0.00482553
-14100000.000000,0.00014519,0.00497072
-14000000.000000,0.00014208,0.00511280
-13900000.000000,0.00000777,0.00512057
-13800000.000000,0.00000000,0.00512057
-13700000.000000,0.00002145,0.00514203
-13600000.000000,0.00002282,0.00516485
-13500000.000000,0.00030405,0.00546890
-13400000.000000,0.00007588,0.00554478
-13300000.000000,0.00000000,0.00554478
-13200000.000000,0.00000389,0.00554867
-13100000.000000,0.00000448,0.00555315
-13000000.000000,0.00004446,0.00559761
-12900000.000000,0.00000078,0.00559838
-12800000.000000,0.00002300,0.00562139
-12700000.000000,0.00032502,0.00594641
-12600000.000000,0.00000000,0.00594641
-12500000.000000,0.00001070,0.00595711
-12400000.000000,0.00000645,0.00596356
-12300000.000000,0.00004464,0.00600820
-12200000.000000,0.00003853,0.00604674
-12100000.000000,0.00005002,0.00609675
-12000000.000000,0.00108721,0.00718396
-11900000.000000,0.00004983,0.00723379
-11800000.000000,0.00000777,0.00724157
-11700000.000000,0.00136963,0.00861120
-11600000.000000,0.00000037,0.00861156
-11500000.000000,0.00003979,0.00865135
-11400000.000000,0.00003794,0.00868929
-11300000.000000,0.00108721,0.00977650
-11200000.000000,0.00000000,0.00977650
-11100000.000000,0.00014208,0.00991858
-11000000.000000,0.00000777,0.00992635
-10900000.000000,0.00000000,0.00992635
-10800000.000000,0.00000156,0.00992791
-10700000.000000,0.00000000,0.00992791
-10600000.000000,0.00108428,0.01101219
-10500000.000000,0.00025775,0.01126994
-10400000.000000,0.00014208,0.01141202
-10300000.000000,0.00000000,0.01141202
-10200000.000000,0.00018002,0.01159203
-10100000.000000,0.00007588,0.01166791
-10000000.000000,0.00108016,0.01274807
-9900000.000000,0.00109288,0.01384094
-9800000.000000,0.00000389,0.01384483
-9700000.000000,0.00018294,0.01402778
-9600000.000000,0.00107239,0.01510016
-9500000.000000,0.00214477,0.01724494
-9400000.000000,0.00107239,0.01831732
-9300000.000000,0.00002378,0.01834110
-9200000.000000,0.00107591,0.01941701
-9100000.000000,0.00109539,0.02051240
-9000000.000000,0.00541976,0.02593216
-8900000.000000,0.00000000,0.02593216
-8800000.000000,0.00229074,0.02822290
-8700000.000000,0.00335924,0.03158214
-8600000.000000,0.00965595,0.04123809
-8500000.000000,0.00765345,0.04889154
-8400000.000000,0.00874124,0.05763278
-8300000.000000,0.00228745,0.05992023
-8200000.000000,0.00000018,0.05992041
-8100000.000000,0.00107239,0.06099280
-8000000.000000,0.00121446,0.06220726
-7900000.000000,0.00000389,0.06221115
-7800000.000000,0.00000000,0.06221115
-7700000.000000,0.00000078,0.06221193
-7600000.000000,0.00000000,0.06221193
-7500000.000000,0.00007773,0.06228966
-7400000.000000,0.00000000,0.06228966
-7300000.000000,0.00003794,0.06232759
-7200000.000000,0.00016197,0.06248957
-7100000.000000,0.00003979,0.06252936
-7000000.000000,0.00000389,0.06253324
-6900000.000000,0.00000448,0.06253773
-6800000.000000,0.00003872,0.06257645
-6700000.000000,0.00006190,0.06263835
-6600000.000000,0.00000389,0.06264223
-6500000.000000,0.00000741,0.06264964
-6400000.000000,0.00000138,0.06265102
-6300000.000000,0.00000329,0.06265431
-6200000.000000,0.00000000,0.06265431
-6100000.000000,0.00000389,0.06265820
-6000000.000000,0.00000060,0.06265880
-5900000.000000,0.00002008,0.06267887
-5800000.000000,0.00000000,0.06267887
-5700000.000000,0.00000000,0.06267887
-5600000.000000,0.00014208,0.06282095
-5500000.000000,0.00014208,0.06296303
-5400000.000000,0.00000389,0.06296692
-5300000.000000,0.00026681,0.06323373
-5200000.000000,0.00026741,0.06350114
-5100000.000000,0.00000018,0.06350133
-5000000.000000,0.00040889,0.06391022
-4900000.000000,0.00000000,0.06391022
-4800000.000000,0.00014208,0.06405230
-4700000.000000,0.00026681,0.06431912
-4600000.000000,0.00000000,0.06431912
-4500000.000000,0.00000000,0.06431912
-4400000.000000,0.00052778,0.06484689
-4300000.000000,0.00001990,0.06486679
-4200000.000000,0.00105555,0.06592234
-4100000.000000,0.00028378,0.06620612
-4000000.000000,0.00135738,0.06756349
-3900000.000000,0.00079166,0.06835516
-3800000.000000,0.00109349,0.06944864
-3700000.000000,0.00079555,0.07024419
-3600000.000000,0.00134382,0.07158801
-3500000.000000,0.00186729,0.07345530
-3400000.000000,0.00079226,0.07424756
-3300000.000000,0.00105573,0.07530329
-3200000.000000,0.00026389,0.07556718
-3100000.000000,0.00053166,0.07609884
-3000000.000000,0.00000000,0.07609884
-2900000.000000,0.00000448,0.07610332
-2800000.000000,0.00052796,0.07663128
-2700000.000000,0.00000060,0.07663188
-2600000.000000,0.00000018,0.07663206
-2500000.000000,0.00000000,0.07663206
-2400000.000000,0.00000000,0.07663206
-2300000.000000,0.00345835,0.08009041
-2200000.000000,0.00345835,0.08354875
-2100000.000000,0.00360043,0.08714918
-2000000.000000,0.00345835,0.09060752
-1900000.000000,0.00698289,0.09759042
-1800000.000000,0.01368163,0.11127205
-1700000.000000,0.02736326,0.13863531
-1600000.000000,0.02736326,0.16599857
-1500000.000000,0.04104489,0.20704346
-1400000.000000,0.02736326,0.23440673
-1300000.000000,0.00684082,0.24124754
-1200000.000000,0.00684082,0.24808836
-1100000.000000,0.00000000,0.24808836
-1000000.000000,0.00000000,0.24808836
-900000.000000,0.00000000,0.24808836
-800000.000000,0.00000000,0.24808836
-700000.000000,0.00001990,0.24810825
-600000.000000,0.00000000,0.24810825
-500000.000000,0.00001990,0.24812815
-400000.000000,0.00000000,0.24812815
-300000.000000,0.00000000,0.24812815
