#Portfolio,RiskClass,RiskType,Quantile_0.010000,Quantile_0.050000,Quantile_0.950000,Quantile_0.990000
All,All,All,-874502.874530,-629898.758251,552878.029114,846747.430447
All,All,DeltaGamma,-874502.874530,-629898.758251,552878.029114,846747.430447
All,InterestRate,All,-63274.820389,-47022.474424,75704.146136,103062.394662
All,InterestRate,DeltaGamma,-63274.820389,-47022.474424,75704.146136,103062.394662
All,FX,All,-884243.685619,-636898.503103,534980.158696,806008.620044
All,FX,DeltaGamma,-884243.685619,-636898.503103,534980.158696,806008.620044
