#TradeId,ResultId,ResultType,ResultValue
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-08-28,double,0.159290
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-08-29,double,0.158943
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-08-30,double,0.158625
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-08-31,double,0.158333
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-01,double,0.158065
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-04,double,0.157371
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-05,double,0.157171
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-06,double,0.156985
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-07,double,0.156810
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-08,double,0.156646
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-11,double,0.156209
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-12,double,0.156079
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-13,double,0.155956
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-14,double,0.155840
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-15,double,0.155729
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-18,double,0.156298
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-19,double,0.156469
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-20,double,0.156633
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-21,double,0.156789
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-22,double,0.156938
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-25,double,0.157349
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-26,double,0.157474
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-27,double,0.157595
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-28,double,0.157711
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-09-29,double,0.157822
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-02,double,0.158132
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-03,double,0.158228
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-04,double,0.158321
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-05,double,0.158410
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-06,double,0.158497
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-09,double,0.158739
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-10,double,0.158815
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-11,double,0.158888
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-12,double,0.158959
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-13,double,0.159028
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-16,double,0.159223
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-17,double,0.159284
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-18,double,0.159344
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-19,double,0.159401
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-20,double,0.159458
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-23,double,0.159925
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-24,double,0.160072
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-25,double,0.160216
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-26,double,0.160356
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-27,double,0.160492
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-30,double,0.160881
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-10-31,double,0.161005
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-11-01,double,0.161125
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-11-02,double,0.161242
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-11-03,double,0.161357
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-11-06,double,0.161686
7:EquityBarrierOption,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-11-07,double,0.161791
7:EquityBarrierOption,CurrentNotional,double,4350000.000000
7:EquityBarrierOption,cashFlowResults[0],cashflows,
7:EquityBarrierOption,instMultiplier,double,1.000000
7:EquityBarrierOption,notionalCurrency,string,EUR
8:EquityAccumulator,isdaAssetClass,string,Equity
8:EquityAccumulator,isdaBaseProduct,string,Other
8:EquityAccumulator,isdaSubProduct,string,
8:EquityAccumulator,isdaTransaction,string,
8:EquityAccumulator,Alive,double,0.372900
8:EquityAccumulator,BlackScholes.CalibrationStrike_EQ-RIC:.STOXX50E,string,4400.000000
8:EquityAccumulator,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-08-07,double,4337.500000
8:EquityAccumulator,BlackScholes.Forward_EQ-RIC:.STOXX50E_2023-08-09,double,4338.379869
8:EquityAccumulator,BlackScholes.Forward_EQ-RIC:.STOXX50E_2024-08-09,double,4504.880015
8:EquityAccumulator,BlackScholes.Forward_EQ-RIC:.STOXX50E_2025-08-09,double,4647.154673
8:EquityAccumulator,BlackScholes.Forward_EQ-RIC:.STOXX50E_2026-08-09,double,4776.778155
8:EquityAccumulator,BlackScholes.Forward_EQ-RIC:.STOXX50E_2027-08-09,double,4905.065901
8:EquityAccumulator,BlackScholes.Forward_EQ-RIC:.STOXX50E_2028-08-09,double,5041.904462
8:EquityAccumulator,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2023-08-09,double,0.158373
8:EquityAccumulator,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2024-08-09,double,0.191622
8:EquityAccumulator,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2025-08-09,double,0.206673
8:EquityAccumulator,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2026-08-09,double,0.216240
8:EquityAccumulator,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2027-08-09,double,0.221457
8:EquityAccumulator,BlackScholes.Volatility_EQ-RIC:.STOXX50E_2028-08-09,double,0.229914
8:EquityAccumulator,CurrentNotional,double,440000.000000
8:EquityAccumulator,Fixing[0],double,4504.602728
8:EquityAccumulator,Fixing[1],double,4646.349683
8:EquityAccumulator,Fixing[2],double,4775.171968
8:EquityAccumulator,Fixing[3],double,4904.157228
8:EquityAccumulator,Fixing[4],double,5040.974011
8:EquityAccumulator,cashFlowResults[0],cashflows,79151.866187 EUR @ 2024-08-09
8:EquityAccumulator,cashFlowResults[1],cashflows,127949.598654 EUR @ 2025-08-09
8:EquityAccumulator,cashFlowResults[2],cashflows,-42833.678634 EUR @ 2026-08-09
8:EquityAccumulator,cashFlowResults[3],cashflows,-47119.867518 EUR @ 2027-08-09
8:EquityAccumulator,cashFlowResults[4],cashflows,-50170.146193 EUR @ 2028-08-09
8:EquityAccumulator,instMultiplier,double,1.000000
8:EquityAccumulator,notionalCurrency,string,EUR
