#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-02-19,14,3112562.320592,3112219.872629,0.000000,3003833.018184,CPTY_A,0.038251
1,2016-03-04,14,3106520.920979,3105906.063373,0.000000,3105331.431415,CPTY_A,0.076503
2,2016-03-18,14,2981166.337896,2979141.916866,0.000000,2931557.830634,CPTY_A,0.114754
3,2016-04-01,14,3085903.887733,3085750.692281,0.000000,2825879.901058,CPTY_A,0.153005
4,2016-04-15,14,3100291.822046,3100369.664612,0.000000,3222884.221386,CPTY_A,0.191257
5,2016-04-29,14,2977306.566954,2977513.500193,0.000000,2955489.019703,CPTY_A,0.229508
6,2016-05-13,14,2995506.796541,2995248.996119,0.000000,3008650.292502,CPTY_A,0.267760
7,2016-05-27,14,3025628.044533,3024747.240588,0.000000,2916546.424049,CPTY_A,0.306011
8,2016-06-10,14,3005425.433033,3004849.250110,0.000000,3178223.281354,CPTY_A,0.344262
9,2016-06-24,14,3008309.534024,3006087.225955,0.000000,3014391.541198,CPTY_A,0.382514
10,2016-07-08,14,2966061.113731,2965844.765099,0.000000,2988065.467830,CPTY_A,0.420765
11,2016-07-22,14,2919421.882208,2919295.609716,0.000000,3117664.183830,CPTY_A,0.459016
12,2016-08-05,14,2978278.081136,2975264.385783,0.000000,2762145.606496,CPTY_A,0.497268
13,2016-08-19,14,2946581.442479,2946593.932933,0.000000,3049744.295713,CPTY_A,0.535519
14,2016-09-02,14,2977995.597624,2978001.227115,0.000000,3196902.884755,CPTY_A,0.573770
15,2016-09-16,14,2870426.910801,2867714.403590,0.000000,2852892.852876,CPTY_A,0.612022
16,2016-09-30,14,2908786.438083,2909333.915815,0.000000,2884916.222158,CPTY_A,0.650273
17,2016-10-14,14,2916999.916605,2917345.111302,0.000000,2873465.689597,CPTY_A,0.688525
18,2016-10-28,17,2813937.152464,2813991.024123,0.000000,2796897.914917,CPTY_A,0.726776
19,2016-11-14,11,2835989.800263,2832911.278460,0.000000,2890874.438172,CPTY_A,0.773224
20,2016-11-25,14,2850762.565523,2850645.676644,0.000000,2835013.093449,CPTY_A,0.803279
21,2016-12-09,14,2869180.098968,2867659.323842,0.000000,3083927.305336,CPTY_A,0.841530
22,2016-12-23,14,2860543.679267,2861087.384453,0.000000,2885832.646259,CPTY_A,0.879781
23,2017-01-06,14,2850529.814207,2849291.303112,0.000000,2823303.978593,CPTY_A,0.918070
24,2017-01-20,14,2809128.391899,2809651.876469,0.000000,2667911.361058,CPTY_A,0.956426
25,2017-02-03,14,2718261.052493,2717357.266654,0.000000,2836027.580398,CPTY_A,0.994783
26,2017-02-17,14,2670771.570852,2666816.892758,0.000000,3023140.103494,CPTY_A,1.033139
27,2017-03-03,14,2782547.881935,2781984.607717,0.000000,2593539.543793,CPTY_A,1.071495
28,2017-03-17,14,2685516.003075,2679864.651533,0.000000,2848493.487468,CPTY_A,1.109851
29,2017-03-31,18,2667227.872884,2666931.930584,0.000000,2633451.078293,CPTY_A,1.148207
30,2017-04-18,10,2754468.488938,2750859.136900,0.000000,2665380.688605,CPTY_A,1.197522
31,2017-04-28,14,2633624.825195,2630982.470599,0.000000,2614850.913578,CPTY_A,1.224920
32,2017-05-12,14,2666635.499633,2654855.691811,0.000000,2726141.449640,CPTY_A,1.263276
33,2017-05-26,14,2635205.466909,2633105.962630,0.000000,2750302.661022,CPTY_A,1.301632
34,2017-06-09,14,2639560.780530,2636454.360108,0.000000,2754543.088947,CPTY_A,1.339988
35,2017-06-23,14,2429272.541684,2429679.415556,0.000000,2303043.380821,CPTY_A,1.378344
36,2017-07-07,14,2831397.613261,2831185.697494,0.000000,2858854.624179,CPTY_A,1.416700
37,2017-07-21,14,2620344.871363,2619021.833360,0.000000,2504187.564401,CPTY_A,1.455057
38,2017-08-04,14,2626606.352616,2624783.945721,0.000000,2428478.679753,CPTY_A,1.493413
39,2017-08-18,14,2590715.669453,2585797.306870,0.000000,2693470.213982,CPTY_A,1.531769
40,2017-09-01,14,2648511.532299,2648044.685721,0.000000,2592443.550200,CPTY_A,1.570125
41,2017-09-15,14,2505932.050527,2505170.144101,0.000000,2542801.300402,CPTY_A,1.608481
42,2017-09-29,14,2565710.148198,2562518.043581,0.000000,2747807.096480,CPTY_A,1.646837
43,2017-10-13,14,2465590.202713,2463631.620905,0.000000,2428530.152312,CPTY_A,1.685194
44,2017-10-27,17,2495076.853858,2489403.108634,0.000000,2572461.960754,CPTY_A,1.723550
45,2017-11-13,11,2513739.438233,2515485.599841,0.000000,2471293.448216,CPTY_A,1.770125
46,2017-11-24,14,2494330.115291,2493750.090542,0.000000,2585893.745245,CPTY_A,1.800262
47,2017-12-08,14,2458777.684173,2459149.369571,0.000000,2460350.384857,CPTY_A,1.838618
48,2017-12-22,14,2520998.072548,2515653.489961,0.000000,2628341.139676,CPTY_A,1.876974
49,2018-01-05,14,2438201.895654,2437697.494038,0.000000,2203938.608212,CPTY_A,1.915330
50,2018-01-19,14,2511680.454978,2512048.445309,0.000000,2525019.508709,CPTY_A,1.953687
51,2018-02-02,14,2383228.281117,2380984.728281,0.000000,2489474.825705,CPTY_A,1.992043
52,2018-02-16,14,2347554.445610,2345547.071628,0.000000,2413104.077253,CPTY_A,2.030399
53,2018-03-02,14,2339416.954294,2337187.913688,0.000000,2359081.624306,CPTY_A,2.068755
54,2018-03-16,18,2220427.780247,2217660.255547,0.000000,2215305.690486,CPTY_A,2.107111
55,2018-04-03,10,2290128.730099,2284315.471848,0.000000,2150422.359341,CPTY_A,2.156426
56,2018-04-13,14,2235546.849504,2234311.032528,0.000000,2171363.259681,CPTY_A,2.183824
57,2018-04-27,14,2269535.556236,2267002.090874,0.000000,2188536.861391,CPTY_A,2.222180
58,2018-05-11,14,2255050.135194,2250652.011822,0.000000,2279265.147605,CPTY_A,2.260536
59,2018-05-25,14,2260380.544790,2241113.504885,0.000000,2407528.276760,CPTY_A,2.298892
60,2018-06-08,14,2256867.129052,2254687.265422,0.000000,2176405.882944,CPTY_A,2.337248
61,2018-06-22,14,2229418.508485,2230292.902819,0.000000,2158955.766464,CPTY_A,2.375604
62,2018-07-06,14,2164140.053233,2156102.115374,0.000000,2149143.529532,CPTY_A,2.413961
63,2018-07-20,14,2171738.003702,2170975.826175,0.000000,2128345.321730,CPTY_A,2.452317
64,2018-08-03,14,2239784.955508,2240063.714908,0.000000,2298472.155489,CPTY_A,2.490673
65,2018-08-17,14,2205390.075804,2201872.131394,0.000000,2375338.475653,CPTY_A,2.529029
66,2018-08-31,14,2311708.373071,2279851.476629,0.000000,2378202.733016,CPTY_A,2.567385
67,2018-09-14,14,2103331.169960,2100410.972798,0.000000,2272953.438249,CPTY_A,2.605741
68,2018-09-28,14,2127629.274450,2112188.853271,0.000000,2281855.816616,CPTY_A,2.644098
69,2018-10-12,14,2103987.399620,2103293.192770,0.000000,2141220.257301,CPTY_A,2.682454
70,2018-10-26,14,2064413.259141,2048289.070806,0.000000,1984650.243645,CPTY_A,2.720810
71,2018-11-09,14,2109522.998012,2091818.954658,0.000000,2373743.830434,CPTY_A,2.759166
72,2018-11-23,14,2069292.365893,2067318.061379,0.000000,2077764.706956,CPTY_A,2.797522
73,2018-12-07,14,2051895.296152,2052068.743053,0.000000,1987889.585177,CPTY_A,2.835878
74,2018-12-21,14,2110986.587527,2109698.834764,0.000000,2019807.088995,CPTY_A,2.874235
75,2019-01-04,14,2142899.565136,2140106.341064,0.000000,2170302.849429,CPTY_A,2.912591
76,2019-01-18,14,2087750.007824,2088480.294706,0.000000,2177213.360792,CPTY_A,2.950947
77,2019-02-01,14,2080594.919032,2077953.611191,0.000000,2082278.248502,CPTY_A,2.989303
78,2019-02-15,14,2159090.055394,2153980.062173,0.000000,2231773.633071,CPTY_A,3.027659
79,2019-03-01,14,2002660.228527,2000137.743334,0.000000,1994517.976288,CPTY_A,3.066015
80,2019-03-15,14,1971752.980183,1966906.098930,0.000000,2078024.237898,CPTY_A,3.104372
81,2019-03-29,14,1980388.318667,1970990.049233,0.000000,1842309.032008,CPTY_A,3.142728
82,2019-04-12,14,1992005.136819,1985692.041482,0.000000,1994308.953964,CPTY_A,3.181084
83,2019-04-26,14,2036761.397912,2033084.643888,0.000000,2212575.011839,CPTY_A,3.219440
84,2019-05-10,14,1981805.980840,1971680.727807,0.000000,2004297.313667,CPTY_A,3.257796
85,2019-05-24,14,1964268.914439,1960320.487479,0.000000,2020644.596000,CPTY_A,3.296152
86,2019-06-07,14,1990794.448859,1969952.200790,0.000000,2071424.823092,CPTY_A,3.334509
87,2019-06-21,14,1978903.444262,1950852.137853,0.000000,2013724.677619,CPTY_A,3.372865
88,2019-07-05,14,1955839.047845,1941831.188757,0.000000,2212119.578371,CPTY_A,3.411221
89,2019-07-19,14,1980711.679867,1969067.937705,0.000000,1910968.736232,CPTY_A,3.449577
90,2019-08-02,14,1902921.001146,1898536.834376,0.000000,1895932.293528,CPTY_A,3.487933
91,2019-08-16,14,1934357.624877,1915790.200929,0.000000,1987174.760230,CPTY_A,3.526289
92,2019-08-30,14,1912812.784366,1897062.897497,0.000000,1862681.030496,CPTY_A,3.564646
93,2019-09-13,14,1865717.979989,1862015.051995,0.000000,1992154.209018,CPTY_A,3.603002
94,2019-09-27,14,1825716.894355,1821370.191559,0.000000,1948838.740788,CPTY_A,3.641358
95,2019-10-11,14,1830545.140222,1811222.760598,0.000000,1922185.668313,CPTY_A,3.679714
96,2019-10-25,14,1822304.285483,1809855.703464,0.000000,1915994.818655,CPTY_A,3.718070
97,2019-11-08,14,1840890.457637,1834406.230235,0.000000,1940562.055698,CPTY_A,3.756426
98,2019-11-22,14,1801212.676513,1789027.463232,0.000000,1821844.020121,CPTY_A,3.794783
99,2019-12-06,14,1810179.525921,1795454.130754,0.000000,1868640.282972,CPTY_A,3.833139
100,2019-12-20,14,1811162.637582,1787785.367552,0.000000,1814981.645253,CPTY_A,3.871495
101,2020-01-03,14,1826326.835995,1815980.428154,0.000000,1963727.758748,CPTY_A,3.909836
102,2020-01-17,14,1756574.206353,1747700.232233,0.000000,1845463.641978,CPTY_A,3.948087
103,2020-01-31,14,1774685.142821,1757861.534905,0.000000,1814566.043061,CPTY_A,3.986339
104,2020-02-14,14,1819983.086100,1785630.428589,0.000000,1834913.283483,CPTY_A,4.024590
105,2020-02-28,14,1658543.790159,1650983.269905,0.000000,1787408.725032,CPTY_A,4.062842
106,2020-03-13,14,1593873.678513,1559531.108551,0.000000,1646546.709268,CPTY_A,4.101093
107,2020-03-27,18,1570980.109812,1567589.581533,0.000000,1542896.285700,CPTY_A,4.139344
108,2020-04-14,10,1619184.731841,1583900.886662,0.000000,1731722.704559,CPTY_A,4.188525
109,2020-04-24,17,1620191.932675,1612361.988714,0.000000,1660104.165841,CPTY_A,4.215847
110,2020-05-11,11,1561709.165329,1552810.341242,0.000000,1544553.350640,CPTY_A,4.262295
111,2020-05-22,14,1703091.009676,1686614.675680,0.000000,1749046.782443,CPTY_A,4.292350
112,2020-06-05,14,1486863.601042,1475466.612388,0.000000,1376496.889030,CPTY_A,4.330601
113,2020-06-19,17,1556431.088924,1554972.425462,0.000000,1658211.383763,CPTY_A,4.368852
114,2020-07-06,11,1507670.935086,1503894.304704,0.000000,1578516.064425,CPTY_A,4.415301
115,2020-07-17,14,1603748.485834,1578774.897608,0.000000,1623239.465549,CPTY_A,4.445355
116,2020-07-31,14,1550466.926382,1541835.368107,0.000000,1441941.977455,CPTY_A,4.483607
117,2020-08-14,14,1509898.337742,1503771.732980,0.000000,1464721.025277,CPTY_A,4.521858
118,2020-08-28,14,1549517.816073,1543720.889330,0.000000,1475155.549379,CPTY_A,4.560109
119,2020-09-11,14,1387820.683152,1377157.062627,0.000000,1429373.036227,CPTY_A,4.598361
120,2020-09-25,14,1479565.717277,1467885.623028,0.000000,1384521.292089,CPTY_A,4.636612
121,2020-10-09,14,1505780.294755,1470510.217301,0.000000,1569841.820303,CPTY_A,4.674863
122,2020-10-23,14,1439939.803018,1431831.940384,0.000000,1510788.288584,CPTY_A,4.713115
123,2020-11-06,14,1493459.588201,1482906.488705,0.000000,1420398.569083,CPTY_A,4.751366
124,2020-11-20,14,1477200.071920,1441758.453832,0.000000,1713235.674337,CPTY_A,4.789617
125,2020-12-04,14,1422692.028568,1410581.459793,0.000000,1462536.335410,CPTY_A,4.827869
126,2020-12-18,17,1449264.349584,1422171.351445,0.000000,1509913.639025,CPTY_A,4.866120
127,2021-01-04,11,1473383.566248,1454323.143107,0.000000,1515335.692922,CPTY_A,4.912591
128,2021-01-15,14,1397852.929802,1396478.351272,0.000000,1323963.888222,CPTY_A,4.942728
129,2021-01-29,14,1406743.659108,1392356.636479,0.000000,1303567.401092,CPTY_A,4.981084
130,2021-02-12,14,1373102.469060,1363964.763104,0.000000,1435556.341041,CPTY_A,5.019440
131,2021-02-26,14,1372525.842935,1358010.365214,0.000000,1564380.560761,CPTY_A,5.057796
132,2021-03-12,14,1286804.098973,1277240.916378,0.000000,1349757.548189,CPTY_A,5.096152
133,2021-03-26,14,1300671.598802,1291053.471618,0.000000,1517921.305318,CPTY_A,5.134509
134,2021-04-09,14,1223387.746417,1219039.568960,0.000000,1167438.958816,CPTY_A,5.172865
135,2021-04-23,14,1294846.023564,1285822.855643,0.000000,1308546.990737,CPTY_A,5.211221
136,2021-05-07,14,1319122.965437,1310402.529038,0.000000,1282261.813876,CPTY_A,5.249577
137,2021-05-21,14,1291525.297014,1291079.462807,0.000000,1228221.389185,CPTY_A,5.287933
138,2021-06-04,14,1263644.817251,1253867.642150,0.000000,1398452.653275,CPTY_A,5.326289
139,2021-06-18,14,1235891.749762,1216208.560215,0.000000,1202075.718131,CPTY_A,5.364646
140,2021-07-02,14,1265091.206931,1255154.976050,0.000000,1408398.159546,CPTY_A,5.403002
141,2021-07-16,14,1220107.993814,1209614.218686,0.000000,1226068.835280,CPTY_A,5.441358
142,2021-07-30,14,1197005.953749,1181111.422510,0.000000,1277297.879841,CPTY_A,5.479714
143,2021-08-13,14,1214327.187183,1206008.793720,0.000000,1146958.105002,CPTY_A,5.518070
144,2021-08-27,14,1268036.238691,1213985.479412,0.000000,1305875.797554,CPTY_A,5.556426
145,2021-09-10,14,1124084.044099,1114115.861786,0.000000,1157488.848332,CPTY_A,5.594783
146,2021-09-24,14,1167725.342102,1150194.782560,0.000000,1245496.414299,CPTY_A,5.633139
147,2021-10-08,14,1138537.695159,1137212.953797,0.000000,1129783.964969,CPTY_A,5.671495
148,2021-10-22,14,1133057.189210,1123997.252573,0.000000,1262820.148336,CPTY_A,5.709851
149,2021-11-05,14,1133545.126196,1101818.578201,0.000000,1112639.728657,CPTY_A,5.748207
150,2021-11-19,14,1103522.326509,1097394.103077,0.000000,1159588.980457,CPTY_A,5.786563
151,2021-12-03,14,1129445.726184,1098213.255028,0.000000,1174617.448274,CPTY_A,5.824920
152,2021-12-17,18,1120016.938704,1107484.357805,0.000000,1225617.516002,CPTY_A,5.863276
153,2022-01-04,10,1115311.179920,1105982.983267,0.000000,1305797.590770,CPTY_A,5.912591
154,2022-01-14,14,1130306.231038,1119885.131247,0.000000,1180469.716354,CPTY_A,5.939988
155,2022-01-28,14,1108043.910492,1100989.550657,0.000000,1100899.236373,CPTY_A,5.978344
156,2022-02-11,14,1084967.924566,1082368.607230,0.000000,1214635.984012,CPTY_A,6.016700
157,2022-02-25,14,1111202.372558,1100692.955226,0.000000,1140201.707320,CPTY_A,6.055057
158,2022-03-11,14,1013503.624469,1006093.636949,0.000000,1006753.014594,CPTY_A,6.093413
159,2022-03-25,14,969528.042480,963921.017707,0.000000,1001780.990437,CPTY_A,6.131769
160,2022-04-08,14,1014261.706549,1001696.693269,0.000000,1093793.921179,CPTY_A,6.170125
161,2022-04-22,14,1020860.606769,967835.632133,0.000000,1074826.391427,CPTY_A,6.208481
162,2022-05-06,14,996754.367665,980678.045531,0.000000,983499.412545,CPTY_A,6.246837
163,2022-05-20,18,986031.325845,983185.779477,0.000000,974073.108820,CPTY_A,6.285194
164,2022-06-07,10,923666.549386,915871.325412,0.000000,946709.835960,CPTY_A,6.334509
165,2022-06-17,14,1001865.864623,985460.344654,0.000000,1055722.888761,CPTY_A,6.361906
166,2022-07-01,14,950058.009740,950897.866392,0.000000,951403.926239,CPTY_A,6.400262
167,2022-07-15,14,985610.716216,964626.860229,0.000000,1035070.056268,CPTY_A,6.438618
168,2022-07-29,14,974118.117595,968237.839347,0.000000,1045739.808353,CPTY_A,6.476974
169,2022-08-12,14,968018.626732,956869.452609,0.000000,1011374.443928,CPTY_A,6.515330
170,2022-08-26,14,981557.246887,954667.030424,0.000000,992872.415641,CPTY_A,6.553687
171,2022-09-09,14,876682.412563,876166.199635,0.000000,895229.812250,CPTY_A,6.592043
172,2022-09-23,14,863813.826964,848123.859863,0.000000,860053.903845,CPTY_A,6.630399
