#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.033306,154169.240823,155603.758615,122585.826534,122580.915142,149883.746147,170531.464031
1,-0.033222,154169.240823,155601.333500,122585.826534,122580.915142,64735.783903,170531.464031
2,-0.033168,154169.240823,0.000000,122585.826534,122580.915142,188869.770558,170531.464031
3,-0.033073,154169.240823,0.000000,122585.826534,122580.915142,86689.674833,170531.464031
4,-0.030307,154169.240823,0.000000,122585.826534,122580.915142,-8065.772416,170531.464031
5,-0.027914,154169.240823,0.000000,122585.826534,122580.915142,-180635.132697,170531.464031
6,-0.027806,154169.240823,0.000000,122585.826534,122580.915142,113146.119831,170531.464031
7,-0.027027,154169.240823,0.000000,122585.826534,122580.915142,78216.091844,170531.464031
8,-0.026774,154169.240823,0.000000,122585.826534,122580.915142,-196802.865107,170531.464031
9,-0.026600,154169.240823,0.000000,122585.826534,122580.915142,168415.011024,170531.464031
10,-0.025851,154169.240823,0.000000,122585.826534,122580.915142,440931.124307,170531.464031
11,-0.025616,154169.240823,0.000000,122585.826534,122580.915142,-126621.984372,170531.464031
12,-0.024448,154169.240823,0.000000,122585.826534,122580.915142,290027.697952,170531.464031
13,-0.023588,154169.240823,0.000000,122585.826534,122580.915142,-176.898900,170531.464031
14,-0.023556,154169.240823,155323.589151,122585.826534,122580.915142,-54071.032493,170531.464031
15,-0.023474,154169.240823,0.000000,122585.826534,122580.915142,-159134.455501,170531.464031
16,-0.022323,154169.240823,0.000000,122585.826534,122580.915142,-62548.854720,170531.464031
17,-0.022059,154169.240823,0.000000,122585.826534,122580.915142,-29738.782512,170531.464031
18,-0.021708,154169.240823,0.000000,122585.826534,122580.915142,-4696.741626,170531.464031
19,-0.021495,154169.240823,0.000000,122585.826534,122580.915142,-47566.704430,170531.464031
20,-0.020961,154169.240823,0.000000,122585.826534,122580.915142,-154425.571127,170531.464031
21,-0.020875,154169.240823,0.000000,122585.826534,122580.915142,-16047.961995,170531.464031
22,-0.020448,154169.240823,0.000000,122585.826534,122580.915142,-177785.847606,170531.464031
23,-0.020269,154169.240823,155229.146852,122585.826534,122580.915142,24290.352111,170531.464031
24,-0.019632,154169.240823,0.000000,122585.826534,122580.915142,210068.164084,170531.464031
25,-0.019214,154169.240823,0.000000,122585.826534,122580.915142,-50702.700355,170531.464031
26,-0.019142,154169.240823,0.000000,122585.826534,122580.915142,123980.003575,170531.464031
27,-0.019037,154169.240823,0.000000,122585.826534,122580.915142,-55990.628852,170531.464031
28,-0.019016,154169.240823,0.000000,122585.826534,122580.915142,55974.608848,170531.464031
29,-0.018114,154169.240823,0.000000,122585.826534,122580.915142,50644.041348,170531.464031
30,-0.017515,154169.240823,0.000000,122585.826534,122580.915142,-122367.854942,170531.464031
31,-0.016831,154169.240823,0.000000,122585.826534,122580.915142,130733.477249,170531.464031
32,-0.016736,154169.240823,0.000000,122585.826534,122580.915142,-90144.715331,170531.464031
33,-0.016271,154169.240823,0.000000,122585.826534,122580.915142,149173.353893,170531.464031
34,-0.015539,154169.240823,0.000000,122585.826534,122580.915142,-214534.388507,170531.464031
35,-0.015112,154169.240823,0.000000,122585.826534,122580.915142,58042.259421,170531.464031
36,-0.014967,154169.240823,0.000000,122585.826534,122580.915142,-83848.305064,170531.464031
37,-0.014681,154169.240823,0.000000,122585.826534,122580.915142,51258.584673,170531.464031
38,-0.014618,154169.240823,0.000000,122585.826534,122580.915142,-31311.496593,170531.464031
39,-0.013907,154169.240823,0.000000,122585.826534,122580.915142,-50630.350322,170531.464031
40,-0.013607,154169.240823,0.000000,122585.826534,122580.915142,-109403.881552,170531.464031
41,-0.013547,154169.240823,0.000000,122585.826534,122580.915142,-124272.167904,170531.464031
42,-0.013175,154169.240823,155025.348196,122585.826534,122580.915142,13245.768563,170531.464031
43,-0.013094,154169.240823,0.000000,122585.826534,122580.915142,-11044.749145,170531.464031
44,-0.013078,154169.240823,0.000000,122585.826534,122580.915142,42545.277351,170531.464031
45,-0.012897,154169.240823,0.000000,122585.826534,122580.915142,112772.181075,170531.464031
46,-0.012584,154169.240823,0.000000,122585.826534,122580.915142,-266513.241401,170531.464031
47,-0.012368,154169.240823,0.000000,122585.826534,122580.915142,141276.547652,170531.464031
48,-0.012350,154169.240823,0.000000,122585.826534,122580.915142,-107223.814812,170531.464031
49,-0.012238,154169.240823,0.000000,122585.826534,122580.915142,-61218.472487,170531.464031
50,-0.010947,154169.240823,0.000000,122585.826534,122580.915142,143986.914185,170531.464031
51,-0.010730,154169.240823,0.000000,122585.826534,122580.915142,-194788.292429,170531.464031
52,-0.010677,154169.240823,0.000000,122585.826534,122580.915142,52717.976533,170531.464031
53,-0.010395,154169.240823,154945.491777,122585.826534,122580.915142,15575.647211,170531.464031
54,-0.010372,154169.240823,0.000000,122585.826534,122580.915142,-37798.965902,170531.464031
55,-0.010342,154169.240823,0.000000,122585.826534,122580.915142,-16313.423676,170531.464031
56,-0.010288,154169.240823,0.000000,122585.826534,122580.915142,46778.335619,170531.464031
57,-0.010217,154169.240823,0.000000,122585.826534,122580.915142,98254.250749,170531.464031
58,-0.010026,154169.240823,0.000000,122585.826534,122580.915142,80296.532373,170531.464031
59,-0.009901,154169.240823,0.000000,122585.826534,122580.915142,-3281.874919,170531.464031
60,-0.009757,154169.240823,0.000000,122585.826534,122580.915142,-120977.406728,170531.464031
61,-0.009717,154169.240823,154926.023221,122585.826534,122580.915142,200106.799734,170531.464031
62,-0.009563,154169.240823,154921.606624,122585.826534,122580.915142,-287227.745027,170531.464031
63,-0.009358,154169.240823,0.000000,122585.826534,122580.915142,-56496.115227,170531.464031
64,-0.009201,154169.240823,0.000000,122585.826534,122580.915142,146131.722525,170531.464031
65,-0.009060,154169.240823,0.000000,122585.826534,122580.915142,-42312.042437,170531.464031
66,-0.008732,154169.240823,0.000000,122585.826534,122580.915142,41538.796423,170531.464031
67,-0.008419,154169.240823,0.000000,122585.826534,122580.915142,-25768.465952,170531.464031
68,-0.008324,154169.240823,0.000000,122585.826534,122580.915142,222507.916547,170531.464031
69,-0.008256,154169.240823,0.000000,122585.826534,122580.915142,-199198.567569,170531.464031
70,-0.008235,154169.240823,154883.469172,122585.826534,122580.915142,79450.161031,170531.464031
71,-0.007737,154169.240823,0.000000,122585.826534,122580.915142,-37285.459794,170531.464031
72,-0.007665,154169.240823,0.000000,122585.826534,122580.915142,197650.799683,170531.464031
73,-0.007634,154169.240823,0.000000,122585.826534,122580.915142,-43522.432834,170531.464031
74,-0.007625,154169.240823,0.000000,122585.826534,122580.915142,-7764.481219,170531.464031
75,-0.007520,154169.240823,0.000000,122585.826534,122580.915142,-113737.898826,170531.464031
76,-0.007493,154169.240823,0.000000,122585.826534,122580.915142,-58749.004174,170531.464031
77,-0.007420,154169.240823,0.000000,122585.826534,122580.915142,-23676.894512,170531.464031
78,-0.007416,154169.240823,0.000000,122585.826534,122580.915142,-157199.299031,170531.464031
79,-0.007171,154169.240823,0.000000,122585.826534,122580.915142,-162607.579258,170531.464031
80,-0.006965,154169.240823,0.000000,122585.826534,122580.915142,-123698.181814,170531.464031
81,-0.006959,154169.240823,154846.818394,122585.826534,122580.915142,-31086.935579,170531.464031
82,-0.006804,154169.240823,154842.365142,122585.826534,122580.915142,3705.277061,170531.464031
83,-0.006635,154169.240823,0.000000,122585.826534,122580.915142,124092.401695,170531.464031
84,-0.006210,154169.240823,0.000000,122585.826534,122580.915142,-67465.990050,170531.464031
