#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.027304,102737.107209,103021.412506,95139.809097,95118.480996,127921.405033,118461.755299
1,-0.020338,102737.107209,102940.272957,95139.809097,95118.480996,-19173.040875,118461.755299
2,-0.016144,102737.107209,102891.430876,95139.809097,95118.480996,20433.866406,118461.755299
3,-0.015579,102737.107209,102884.850080,95139.809097,95118.480996,-157416.073032,118461.755299
4,-0.015061,102737.107209,102878.818215,95139.809097,95118.480996,-7305.997182,118461.755299
5,-0.011704,102737.107209,102839.733680,95139.809097,95118.480996,17846.436525,118461.755299
6,-0.011252,102737.107209,102834.467177,95139.809097,95118.480996,64447.357949,118461.755299
7,-0.010991,102737.107209,102831.433736,95139.809097,95118.480996,6816.651738,118461.755299
8,-0.010219,102737.107209,102822.445812,95139.809097,95118.480996,-105005.839758,118461.755299
9,-0.010075,102737.107209,102820.764884,95139.809097,95118.480996,-10789.656033,118461.755299
10,-0.009657,102737.107209,102815.901778,95139.809097,95118.480996,48047.341495,118461.755299
11,-0.009304,102737.107209,102811.787673,95139.809097,95118.480996,-44233.413799,118461.755299
12,-0.008005,102737.107209,102796.658243,95139.809097,95118.480996,15075.567900,118461.755299
13,-0.006054,102737.107209,102773.950041,95139.809097,95118.480996,64424.017798,118461.755299
14,-0.005367,102737.107209,102765.953810,95139.809097,95118.480996,-80065.785955,118461.755299
15,-0.004518,102737.107209,102756.067983,95139.809097,95118.480996,-3646.840570,118461.755299
16,-0.004061,102737.107209,102750.744477,95139.809097,95118.480996,-72958.614294,118461.755299
17,-0.002439,102737.107209,102731.854737,95139.809097,95118.480996,-16842.708913,118461.755299
18,-0.001156,102737.107209,102716.922909,95139.809097,95118.480996,20434.663463,118461.755299
19,-0.001132,102737.107209,102716.644653,95139.809097,95118.480996,-14468.814614,118461.755299
20,0.001654,102737.107209,102684.214340,95139.809097,95118.480996,-5983.804475,118461.755299
21,0.001962,102737.107209,102680.623543,95139.809097,95118.480996,62080.711311,118461.755299
22,0.002477,102737.107209,102674.625727,95139.809097,95118.480996,6204.416332,118461.755299
23,0.002485,102737.107209,102674.537833,95139.809097,95118.480996,24607.791180,118461.755299
24,0.002704,102737.107209,102671.985542,95139.809097,95118.480996,35811.160503,118461.755299
25,0.003143,102737.107209,102666.877583,95139.809097,95118.480996,-63642.112399,118461.755299
26,0.003243,102737.107209,102665.715407,95139.809097,95118.480996,-1487.045663,118461.755299
27,0.003282,102737.107209,102665.256965,95139.809097,95118.480996,-17785.844536,118461.755299
28,0.003911,102737.107209,102657.940132,95139.809097,95118.480996,33755.354024,118461.755299
29,0.004155,102737.107209,102655.094239,95139.809097,95118.480996,60453.709271,118461.755299
30,0.004286,102737.107209,102653.569046,95139.809097,95118.480996,17027.379646,118461.755299
31,0.004438,102737.107209,102651.809258,95139.809097,95118.480996,-15424.433858,118461.755299
32,0.006215,102737.107209,102631.120232,95139.809097,95118.480996,-32623.728908,118461.755299
33,0.009346,102737.107209,102594.674187,95139.809097,95118.480996,30213.702586,118461.755299
34,0.009743,102737.107209,102590.063355,95139.809097,95118.480996,70.702155,118461.755299
35,0.010478,102737.107209,102581.504241,95139.809097,95118.480996,-24124.520375,118461.755299
36,0.014858,102737.107209,102530.529106,95139.809097,95118.480996,8258.766765,118461.755299
37,0.015298,102737.107209,102525.413330,95139.809097,95118.480996,2490.942429,118461.755299
38,0.015402,102737.107209,102524.195081,95139.809097,95118.480996,-10848.292027,118461.755299
39,0.015838,102737.107209,102519.128416,95139.809097,95118.480996,-9012.789534,118461.755299
40,0.017529,102737.107209,102499.451340,95139.809097,95118.480996,-1656.633201,118461.755299
41,0.017933,102737.107209,102494.745077,95139.809097,95118.480996,-7330.867414,118461.755299
42,0.020421,102737.107209,102465.789918,95139.809097,95118.480996,744.896072,118461.755299
43,0.021813,102737.107209,102449.593963,95139.809097,95118.480996,-2976.108159,118461.755299
44,0.021991,102737.107209,102447.524152,95139.809097,95118.480996,10438.402260,118461.755299
45,0.022106,102737.107209,102446.187940,95139.809097,95118.480996,4523.039788,118461.755299
46,0.023918,102737.107209,102425.100947,95139.809097,95118.480996,1972.737427,118461.755299
47,0.024618,102737.107209,102416.961520,95139.809097,95118.480996,-5786.964718,118461.755299
48,0.027708,102737.107209,102381.008810,95139.809097,95118.480996,-60.216358,118461.755299
49,0.033923,102737.107209,102308.707205,95139.809097,95118.480996,-203.745316,118461.755299
