#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.027284,201200.386376,113468.926250,96155.420319,104782.328765,131271.222770,121563.922812
1,-0.020322,184900.871414,113386.682907,96155.420319,104782.328765,-19842.800820,121563.922812
2,-0.016131,174355.295186,113337.174765,96155.420319,104782.328765,21811.445542,121563.922812
3,-0.015567,172886.658770,113330.510706,96155.420319,104782.328765,-167564.278253,121563.922812
4,-0.015048,171525.068472,113324.382766,96155.420319,104782.328765,-7546.614136,121563.922812
5,-0.011695,162448.710486,113284.772651,96155.420319,104782.328765,19468.838440,121563.922812
6,-0.011242,161183.441765,113279.421975,96155.420319,104782.328765,69696.620716,121563.922812
7,-0.010983,160454.601943,113276.358796,96155.420319,104782.328765,7615.155365,121563.922812
8,-0.010212,158269.311350,113267.257684,96155.420319,104782.328765,-114505.584074,121563.922812
9,-0.010068,157858.845461,113265.562140,96155.420319,104782.328765,-11497.214717,121563.922812
10,-0.009650,156655.531276,113260.616903,96155.420319,104782.328765,52478.557414,121563.922812
11,-0.009296,155631.005972,113256.436271,96155.420319,104782.328765,-48174.907835,121563.922812
12,-0.007999,151816.940888,113241.114031,96155.420319,104782.328765,16813.507228,121563.922812
13,-0.006051,145903.015933,113218.108113,96155.420319,104782.328765,71631.681684,121563.922812
14,-0.005364,143758.145714,113209.990252,96155.420319,104782.328765,-89864.139887,121563.922812
15,-0.004514,141061.697567,113199.955435,96155.420319,104782.328765,-3860.294944,121563.922812
16,-0.004056,139585.733480,113194.543143,96155.420319,104782.328765,-82588.602037,121563.922812
17,-0.002436,134238.090497,113175.410556,96155.420319,104782.328765,-19010.807111,121563.922812
18,-0.001153,129846.564391,113160.257766,96155.420319,104782.328765,23696.299036,121563.922812
19,-0.001131,129768.644299,113159.993458,96155.420319,104782.328765,-16464.936291,121563.922812
20,0.001652,119684.008554,113127.125427,96155.420319,104782.328765,-6844.241821,121563.922812
21,0.001961,118510.944068,113123.474751,96155.420319,104782.328765,72810.159501,121563.922812
22,0.002478,116525.335565,113117.377338,96155.420319,104782.328765,7544.596939,121563.922812
23,0.002484,116499.420433,113117.298439,96155.420319,104782.328765,29251.101897,121563.922812
24,0.002703,115646.513523,113114.711547,96155.420319,104782.328765,42477.536858,121563.922812
25,0.003141,113922.940971,113109.541937,96155.420319,104782.328765,-76594.383940,121563.922812
26,0.003242,113522.732252,113108.352676,96155.420319,104782.328765,-1581.125501,121563.922812
27,0.003282,113362.783058,113107.878541,96155.420319,104782.328765,-21097.802262,121563.922812
28,0.003908,110840.010066,113100.488779,96155.420319,104782.328765,40445.986614,121563.922812
29,0.004155,109825.091376,113097.562778,96155.420319,104782.328765,72088.432939,121563.922812
30,0.004285,109292.131754,113096.037042,96155.420319,104782.328765,20614.391050,121563.922812
31,0.004435,108669.857252,113094.265013,96155.420319,104782.328765,-18468.577374,121563.922812
32,0.006211,101010.679379,113073.283139,96155.420319,104782.328765,-40130.395851,121563.922812
33,0.009343,85863.523814,113036.302532,96155.420319,104782.328765,37919.652559,121563.922812
34,0.009736,83767.662456,113031.657868,96155.420319,104782.328765,224.766455,121563.922812
35,0.010471,79705.065861,113022.981605,96155.420319,104782.328765,-30988.195391,121563.922812
36,0.014849,48941.241672,112971.279235,96155.420319,104782.328765,11087.263652,121563.922812
37,0.015288,44700.219318,112966.091220,96155.420319,104782.328765,3432.271594,121563.922812
38,0.015393,43622.294515,112964.847504,96155.420319,104782.328765,-14634.780074,121563.922812
39,0.015827,38871.593811,112959.727862,96155.420319,104782.328765,-12196.829433,121563.922812
40,0.017518,0.000000,112939.764132,96155.420319,104782.328765,-2217.444026,121563.922812
41,0.017922,0.000000,112934.988079,96155.420319,104782.328765,-10169.071350,121563.922812
42,0.020408,0.000000,112905.631496,96155.420319,104782.328765,1116.391466,121563.922812
43,0.021799,0.000000,112889.202579,96155.420319,104782.328765,-4300.897458,121563.922812
44,0.021978,0.000000,112887.098787,96155.420319,104782.328765,15011.289736,121563.922812
45,0.022093,0.000000,112885.731941,96155.420319,104782.328765,6591.868639,121563.922812
46,0.023902,0.000000,112864.372075,96155.420319,104782.328765,2968.029612,121563.922812
47,0.024601,0.000000,112856.118457,96155.420319,104782.328765,-8830.065359,121563.922812
48,0.027691,0.000000,112819.637000,96155.420319,104782.328765,-72.332939,121563.922812
49,0.033900,0.000000,112746.326300,96155.420319,104782.328765,-341.164636,121563.922812
