#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.033718,234262.360496,0.000000,100186.593704,108778.601016,-181537.231289,152978.099282
1,-0.032605,231610.742383,0.000000,100186.593704,108778.601016,-121119.389476,152978.099282
2,-0.029652,224418.443450,0.000000,100186.593704,108778.601016,62304.069261,152978.099282
3,-0.029477,223985.262161,0.000000,100186.593704,108778.601016,34812.877627,152978.099282
4,-0.028912,222580.641506,0.000000,100186.593704,108778.601016,22000.489588,152978.099282
5,-0.027665,219447.431351,0.000000,100186.593704,108778.601016,113309.935214,152978.099282
6,-0.027304,218530.788284,0.000000,100186.593704,108778.601016,127921.405033,152978.099282
7,-0.027150,218139.315652,0.000000,100186.593704,108778.601016,-59224.011073,152978.099282
8,-0.026610,216759.249520,117791.616749,100186.593704,108778.601016,66177.069677,152978.099282
9,-0.026348,216087.957142,0.000000,100186.593704,108778.601016,53031.624119,152978.099282
10,-0.026010,215218.140805,117783.731449,100186.593704,108778.601016,1523.178620,152978.099282
11,-0.025248,213241.890585,0.000000,100186.593704,108778.601016,-285500.769659,152978.099282
12,-0.024713,211844.237116,117766.664988,100186.593704,108778.601016,59435.356188,152978.099282
13,-0.024629,211624.239519,0.000000,100186.593704,108778.601016,-46488.317717,152978.099282
14,-0.024568,211463.013004,0.000000,100186.593704,108778.601016,-35139.953052,152978.099282
15,-0.024294,210743.217857,0.000000,100186.593704,108778.601016,-15494.434890,152978.099282
16,-0.024080,210179.282213,0.000000,100186.593704,108778.601016,-9375.957370,152978.099282
17,-0.023522,208698.510196,0.000000,100186.593704,108778.601016,-38924.120331,152978.099282
18,-0.023195,207826.312275,0.000000,100186.593704,108778.601016,-123732.326720,152978.099282
19,-0.023191,207816.163716,0.000000,100186.593704,108778.601016,37777.332377,152978.099282
20,-0.023073,207501.595369,0.000000,100186.593704,108778.601016,-58718.106373,152978.099282
21,-0.022881,206987.004978,0.000000,100186.593704,108778.601016,-151361.802066,152978.099282
22,-0.022803,206777.569970,0.000000,100186.593704,108778.601016,170204.105700,152978.099282
23,-0.022609,206256.663557,0.000000,100186.593704,108778.601016,33290.280254,152978.099282
24,-0.022591,206205.877195,0.000000,100186.593704,108778.601016,-61705.533964,152978.099282
25,-0.022454,205837.907903,0.000000,100186.593704,108778.601016,165172.053834,152978.099282
26,-0.022069,204796.549730,0.000000,100186.593704,108778.601016,-142045.442302,152978.099282
27,-0.021504,203257.369732,0.000000,100186.593704,108778.601016,-64676.365693,152978.099282
28,-0.021120,202206.345215,117719.399591,100186.593704,108778.601016,-162014.898668,152978.099282
29,-0.020613,200810.079303,0.000000,100186.593704,108778.601016,32553.025722,152978.099282
30,-0.020546,200624.720528,0.000000,100186.593704,108778.601016,41984.221296,152978.099282
31,-0.020361,200111.206684,0.000000,100186.593704,108778.601016,2738.230762,152978.099282
32,-0.020338,200046.443424,0.000000,100186.593704,108778.601016,-19173.040875,152978.099282
33,-0.020006,199124.184616,0.000000,100186.593704,108778.601016,-61215.561455,152978.099282
34,-0.019939,198937.154271,0.000000,100186.593704,108778.601016,-104139.775790,152978.099282
35,-0.019800,198549.365998,0.000000,100186.593704,108778.601016,-110661.017959,152978.099282
36,-0.019512,197741.266969,0.000000,100186.593704,108778.601016,21121.476444,152978.099282
37,-0.019499,197704.636566,117698.077189,100186.593704,108778.601016,-133572.100045,152978.099282
38,-0.019422,197488.308306,0.000000,100186.593704,108778.601016,95352.945775,152978.099282
39,-0.019400,197426.655380,0.000000,100186.593704,108778.601016,13051.123769,152978.099282
40,-0.019361,197316.006333,0.000000,100186.593704,108778.601016,-21164.435135,152978.099282
41,-0.019223,196928.615655,0.000000,100186.593704,108778.601016,53692.546583,152978.099282
42,-0.018925,196086.167333,0.000000,100186.593704,108778.601016,93141.448504,152978.099282
43,-0.018806,195749.967499,0.000000,100186.593704,108778.601016,69699.418200,152978.099282
44,-0.018714,195486.967145,0.000000,100186.593704,108778.601016,60839.585387,152978.099282
45,-0.018533,194973.610086,0.000000,100186.593704,108778.601016,61342.865623,152978.099282
46,-0.018509,194904.145144,0.000000,100186.593704,108778.601016,271411.838725,152978.099282
47,-0.018287,194270.380563,0.000000,100186.593704,108778.601016,12064.549316,152978.099282
48,-0.018196,194011.807743,0.000000,100186.593704,108778.601016,-26081.170624,152978.099282
