#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.033718,301026.009875,0.000000,91094.058924,108778.601016,-181537.231289,152978.099282
1,-0.032605,294935.281538,0.000000,91094.058924,108778.601016,-121119.389476,152978.099282
2,-0.029652,278747.668224,0.000000,91094.058924,108778.601016,62304.069261,152978.099282
3,-0.029477,277788.221034,0.000000,91094.058924,108778.601016,34812.877627,152978.099282
4,-0.028912,274689.245892,0.000000,91094.058924,108778.601016,22000.489588,152978.099282
5,-0.027665,267843.110534,0.000000,91094.058924,108778.601016,113309.935214,152978.099282
6,-0.027304,265857.589220,0.000000,91094.058924,108778.601016,127921.405033,152978.099282
7,-0.027150,265012.021774,0.000000,91094.058924,108778.601016,-59224.011073,152978.099282
8,-0.026610,262042.545592,117791.616749,91094.058924,108778.601016,66177.069677,152978.099282
9,-0.026348,260604.560273,0.000000,91094.058924,108778.601016,53031.624119,152978.099282
10,-0.026010,258747.567738,117783.731449,91094.058924,108778.601016,1523.178620,152978.099282
11,-0.025248,254554.642360,0.000000,91094.058924,108778.601016,-285500.769659,152978.099282
12,-0.024713,251611.262677,117766.664988,91094.058924,108778.601016,59435.356188,152978.099282
13,-0.024629,251149.616163,0.000000,91094.058924,108778.601016,-46488.317717,152978.099282
14,-0.024568,250811.581737,0.000000,91094.058924,108778.601016,-35139.953052,152978.099282
15,-0.024294,249305.377353,0.000000,91094.058924,108778.601016,-15494.434890,152978.099282
16,-0.024080,248128.681498,0.000000,91094.058924,108778.601016,-9375.957370,152978.099282
17,-0.023522,245053.000335,0.000000,91094.058924,108778.601016,-38924.120331,152978.099282
18,-0.023195,243250.902903,0.000000,91094.058924,108778.601016,-123732.326720,152978.099282
19,-0.023191,243229.975935,0.000000,91094.058924,108778.601016,37777.332377,152978.099282
20,-0.023073,242581.789958,0.000000,91094.058924,108778.601016,-58718.106373,152978.099282
21,-0.022881,241523.425693,0.000000,91094.058924,108778.601016,-151361.802066,152978.099282
22,-0.022803,241093.381140,0.000000,91094.058924,108778.601016,170204.105700,152978.099282
23,-0.022609,240025.538088,0.000000,91094.058924,108778.601016,33290.280254,152978.099282
24,-0.022591,239921.562043,0.000000,91094.058924,108778.601016,-61705.533964,152978.099282
25,-0.022454,239168.924124,0.000000,91094.058924,108778.601016,165172.053834,152978.099282
