#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.027284,245764.933194,102943.049897,78591.688254,95046.642439,127794.575519,118344.368143
1,-0.020322,206294.620203,102862.106674,78591.688254,95046.642439,-19153.629144,118344.368143
2,-0.016131,182445.082515,102813.384487,78591.688254,95046.642439,20414.714247,118344.368143
3,-0.015567,179227.785725,102806.826413,78591.688254,95046.642439,-157272.116557,118344.368143
4,-0.015048,176267.599472,102800.795971,78591.688254,95046.642439,-7298.728203,118344.368143
5,-0.011695,157087.306977,102761.816992,78591.688254,95046.642439,17830.810339,118344.368143
6,-0.011242,154489.273193,102756.551694,78591.688254,95046.642439,64387.851830,118344.368143
7,-0.010983,153001.064966,102753.537407,78591.688254,95046.642439,6810.796346,118344.368143
8,-0.010212,148575.428270,102744.581612,78591.688254,95046.642439,-104921.093587,118344.368143
9,-0.010068,147750.242598,102742.913151,78591.688254,95046.642439,-10781.021442,118344.368143
10,-0.009650,145342.203167,102738.046919,78591.688254,95046.642439,48006.797081,118344.368143
11,-0.009296,143304.920796,102733.933096,78591.688254,95046.642439,-44195.290403,118344.368143
12,-0.007999,135824.879918,102718.855867,78591.688254,95046.642439,15063.795166,118344.368143
13,-0.006051,124548.070935,102696.218276,78591.688254,95046.642439,64380.117831,118344.368143
14,-0.005364,120553.369961,102688.230512,78591.688254,95046.642439,-80012.659408,118344.368143
15,-0.004514,115602.173993,102678.356606,78591.688254,95046.642439,-3644.181483,118344.368143
16,-0.004056,112925.066972,102673.031143,78591.688254,95046.642439,-72904.037013,118344.368143
17,-0.002436,103417.759477,102654.205742,78591.688254,95046.642439,-16832.178747,118344.368143
18,-0.001153,95829.837199,102639.296505,78591.688254,95046.642439,20421.033764,118344.368143
19,-0.001131,95696.942857,102639.036447,78591.688254,95046.642439,-14460.756188,118344.368143
20,0.001652,78982.488493,102606.697521,78591.688254,95046.642439,-5981.594133,118344.368143
21,0.001961,77097.345402,102603.105681,78591.688254,95046.642439,62052.801346,118344.368143
22,0.002478,73932.196750,102597.106568,78591.688254,95046.642439,6201.502248,118344.368143
23,0.002484,73891.095442,102597.028941,78591.688254,95046.642439,24597.275703,118344.368143
24,0.002703,72541.309052,102594.483765,78591.688254,95046.642439,35796.098516,118344.368143
25,0.003141,69830.482179,102589.397540,78591.688254,95046.642439,-63627.586949,118344.368143
26,0.003242,69204.155842,102588.227466,78591.688254,95046.642439,-1486.451991,118344.368143
27,0.003282,68954.155385,102587.760981,78591.688254,95046.642439,-17778.666462,118344.368143
28,0.003908,65034.225566,102580.490475,78591.688254,95046.642439,33747.200177,118344.368143
29,0.004155,63468.824202,102577.611710,78591.688254,95046.642439,60423.121738,118344.368143
30,0.004285,62649.267052,102576.110607,78591.688254,95046.642439,17021.879119,118344.368143
31,0.004435,61694.426100,102574.367192,78591.688254,95046.642439,-15421.285447,118344.368143
32,0.006211,50080.300747,102553.724361,78591.688254,95046.642439,-32621.403874,118344.368143
33,0.009343,26520.892555,102517.342414,78591.688254,95046.642439,30209.373472,118344.368143
34,0.009736,22809.931930,102512.773038,78591.688254,95046.642439,70.810563,118344.368143
35,0.010471,14296.533125,102504.237473,78591.688254,95046.642439,-24133.112057,118344.368143
36,0.014849,0.000000,102453.375130,78591.688254,95046.642439,8263.531073,118344.368143
37,0.015288,0.000000,102448.271557,78591.688254,95046.642439,2492.622320,118344.368143
38,0.015393,0.000000,102447.048088,78591.688254,95046.642439,-10855.498507,118344.368143
39,0.015827,0.000000,102442.011809,78591.688254,95046.642439,-9020.658002,118344.368143
40,0.017518,0.000000,102422.373403,78591.688254,95046.642439,-1658.132351,118344.368143
41,0.017922,0.000000,102417.675240,78591.688254,95046.642439,-7338.260823,118344.368143
42,0.020408,0.000000,102388.797928,78591.688254,95046.642439,745.942318,118344.368143
43,0.021799,0.000000,102372.637611,78591.688254,95046.642439,-2980.686445,118344.368143
44,0.021978,0.000000,102370.568234,78591.688254,95046.642439,10452.056795,118344.368143
45,0.022093,0.000000,102369.223750,78591.688254,95046.642439,4528.855329,118344.368143
46,0.023902,20343.975270,102348.213590,78591.688254,95046.642439,1976.477242,118344.368143
47,0.024601,27119.221353,102340.095225,78591.688254,95046.642439,-5799.952171,118344.368143
48,0.027691,50249.777503,102304.212433,78591.688254,95046.642439,-60.337713,118344.368143
49,0.033900,89092.353156,102232.108886,78591.688254,95046.642439,-204.531949,118344.368143
