#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-02-19,14,80767.621027,80876.856979,0.000000,69535.427433,CPTY_A,0.038251
1,2016-03-04,14,81519.059252,81567.729373,0.000000,95335.790560,CPTY_A,0.076503
2,2016-03-18,14,77253.886171,77360.358982,0.000000,86782.508499,CPTY_A,0.114754
3,2016-04-01,14,90608.506161,90665.613487,0.000000,104678.915243,CPTY_A,0.153005
4,2016-04-15,14,70019.074719,70267.162544,0.000000,70039.940532,CPTY_A,0.191257
5,2016-04-29,14,77146.378519,77154.440145,0.000000,94256.697060,CPTY_A,0.229508
6,2016-05-13,14,72464.224914,72513.183180,0.000000,64180.885616,CPTY_A,0.267760
7,2016-05-27,14,82902.310884,82904.521722,0.000000,82549.930391,CPTY_A,0.306011
8,2016-06-10,14,93292.794323,93637.216299,0.000000,141044.494171,CPTY_A,0.344262
9,2016-06-24,14,77452.562184,77541.686639,0.000000,80706.675765,CPTY_A,0.382514
10,2016-07-08,14,90488.885938,90583.287335,0.000000,115679.004120,CPTY_A,0.420765
11,2016-07-22,14,69341.931075,69355.425234,0.000000,60883.530368,CPTY_A,0.459016
12,2016-08-05,14,77525.571065,77682.095385,0.000000,70460.044589,CPTY_A,0.497268
13,2016-08-19,14,83218.134411,83313.640001,0.000000,108457.681932,CPTY_A,0.535519
14,2016-09-02,14,76486.860557,76818.734664,0.000000,88074.261852,CPTY_A,0.573770
15,2016-09-16,14,72063.902830,72266.571429,0.000000,77289.520743,CPTY_A,0.612022
16,2016-09-30,14,76657.492788,76661.549263,0.000000,70466.383734,CPTY_A,0.650273
17,2016-10-14,14,84854.643372,85549.175618,0.000000,89551.810381,CPTY_A,0.688525
18,2016-10-28,17,78958.609061,79371.759300,0.000000,54660.858606,CPTY_A,0.726776
19,2016-11-14,11,73013.113379,73015.459236,0.000000,103013.898441,CPTY_A,0.773224
20,2016-11-25,14,88930.813008,89054.506746,0.000000,124344.034603,CPTY_A,0.803279
21,2016-12-09,14,76488.464719,76492.039771,0.000000,81789.219254,CPTY_A,0.841530
22,2016-12-23,14,91820.888080,91825.600039,0.000000,125160.862600,CPTY_A,0.879781
23,2017-01-06,14,91463.405282,91838.196033,0.000000,140223.126661,CPTY_A,0.918070
