#Date,EPE,ENE
2016-02-05,99230.3007,0.0000
2016-02-19,124269.9363,25039.6356
2016-03-04,143563.3792,44333.0786
2016-03-18,166692.2028,67461.9021
2016-04-01,180510.9125,81280.6119
2016-04-15,193764.3517,94534.0510
2016-04-29,206775.8903,107140.7869
2016-05-13,218132.2655,118497.1621
2016-05-27,229717.9018,130082.7984
2016-06-10,239650.6936,140015.5902
2016-06-24,247867.6116,148232.5082
2016-07-08,257300.0300,157664.9266
2016-07-22,265886.7363,166251.6329
2016-08-05,276162.7222,176527.6188
2016-08-19,283234.5791,183599.4757
2016-09-02,290076.7953,190441.6919
2016-09-16,297676.0309,198040.9275
2016-09-30,304438.7901,204803.6867
2016-10-14,311465.5280,211830.4246
2016-10-28,267827.9925,266245.2428
2016-11-14,275600.2813,274017.5316
2016-11-25,280099.0223,278516.2726
2016-12-09,285525.8905,283943.1409
2016-12-23,290499.0406,288916.2909
2017-01-06,295706.5019,294123.7522
2017-01-20,299991.4715,298408.7218
2017-02-03,303157.7491,301574.9994
2017-02-17,309686.1268,308103.3771
2017-03-03,316514.3451,314931.5954
2017-03-17,322028.0547,320445.3050
2017-03-31,327709.3962,326126.6465
2017-04-18,333305.2348,331722.4851
2017-04-28,378386.0002,280783.9786
2017-05-12,384429.5416,286827.5199
2017-05-26,388946.4985,291344.4768
2017-06-09,393982.9006,296380.8790
2017-06-23,399098.9458,301496.9241
2017-07-07,403906.5967,306304.5751
2017-07-21,406841.1163,309239.0946
2017-08-04,410694.5564,313092.5347
2017-08-18,411666.0282,314064.0065
2017-09-01,416997.5607,319395.5390
2017-09-15,422617.7319,325015.7102
2017-09-29,426946.2083,329344.1866
2017-10-13,432320.3023,334718.2806
2017-10-27,436270.9994,338668.9777
2017-11-13,383982.0046,384001.0741
2017-11-24,387189.5796,387208.6491
2017-12-08,390953.0714,390972.1409
2017-12-22,395061.0133,395080.0828
2018-01-05,399547.8175,399566.8870
2018-01-19,403523.3765,403542.4460
2018-02-02,405338.0584,405357.1279
2018-02-16,410293.5112,410312.5807
2018-03-02,415175.4527,415194.5222
2018-03-16,416149.7430,416168.8125
2018-04-03,420921.5421,420940.6116
2018-04-13,423997.3010,424016.3705
2018-04-27,427209.0580,427228.1276
2018-05-11,466552.4005,372114.5977
2018-05-25,469619.2459,375181.4431
2018-06-08,473226.9205,378789.1176
2018-06-22,475479.7396,381041.9367
2018-07-06,479365.6205,384927.8176
2018-07-20,481912.2719,387474.4691
2018-08-03,485353.3938,390915.5910
2018-08-17,488845.3802,394407.5773
