#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma,Currency(Trade),Base NPV(Trade),Delta(Trade),Gamma(Trade)
EqSwap_STOXX_decomp,true,DiscountCurve/EUR/0/2W,0.000100,,0.000000,EUR,-2768437.58,3.08,#N/A,EUR,-2768437.58,3.08,#N/A
EqSwap_STOXX_decomp,true,DiscountCurve/EUR/2/3M,0.000100,,0.000000,EUR,-2768437.58,2.97,#N/A,EUR,-2768437.58,2.97,#N/A
EqSwap_STOXX_decomp,true,DiscountCurve/EUR/3/6M,0.000100,,0.000000,EUR,-2768437.58,131.99,#N/A,EUR,-2768437.58,131.99,#N/A
EqSwap_STOXX_decomp,true,DiscountCurve/EUR/4/9M,0.000100,,0.000000,EUR,-2768437.58,0.10,#N/A,EUR,-2768437.58,0.10,#N/A
EqSwap_STOXX_decomp,true,DiscountCurve/EUR/5/1Y,0.000100,,0.000000,EUR,-2768437.58,4.18,#N/A,EUR,-2768437.58,4.18,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EONIA/0/2W,0.000100,,0.000000,EUR,-2768437.58,8.12,#N/A,EUR,-2768437.58,8.12,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EONIA/2/3M,0.000100,,0.000000,EUR,-2768437.58,-4.52,#N/A,EUR,-2768437.58,-4.52,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EONIA/3/6M,0.000100,,0.000000,EUR,-2768437.58,-130.98,#N/A,EUR,-2768437.58,-130.98,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EONIA/4/9M,0.000100,,0.000000,EUR,-2768437.58,58.51,#N/A,EUR,-2768437.58,58.51,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EONIA/5/1Y,0.000100,,0.000000,EUR,-2768437.58,949.83,#N/A,EUR,-2768437.58,949.83,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EURIBOR-6M/0/2W,0.000100,,0.000000,EUR,-2768437.58,0.00,#N/A,EUR,-2768437.58,0.00,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000100,,0.000000,EUR,-2768437.58,10.90,#N/A,EUR,-2768437.58,10.90,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,,0.000000,EUR,-2768437.58,484.20,#N/A,EUR,-2768437.58,484.20,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EURIBOR-6M/4/9M,0.000100,,0.000000,EUR,-2768437.58,-24.89,#N/A,EUR,-2768437.58,-24.89,#N/A
EqSwap_STOXX_decomp,true,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,,0.000000,EUR,-2768437.58,-970.48,#N/A,EUR,-2768437.58,-970.48,#N/A
EqSwap_STOXX_decomp,true,EquitySpot/Lufthansa/0/spot,21.475600,,0.000000,EUR,-2768437.58,36556.53,0.00,EUR,-2768437.58,36556.53,0.00
EqSwap_STOXX_decomp,true,EquitySpot/SPXE/0/spot,21.475600,,0.000000,EUR,-2768437.58,36556.53,0.00,EUR,-2768437.58,36556.53,0.00
INDEX_CDS,true,DiscountCurve/EUR/0/2W,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/1/1M,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/2/3M,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/3/6M,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/4/9M,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/5/1Y,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/6/2Y,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/7/3Y,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/8/4Y,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/9/5Y,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/10/7Y,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/11/10Y,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/EUR/12/15Y,0.000100,,0.000000,EUR,9.62,0.00,#N/A,EUR,9.62,0.00,#N/A
INDEX_CDS,true,DiscountCurve/USD/0/2W,0.000100,,0.000000,EUR,9.62,0.01,#N/A,EUR,9.62,0.01,#N/A
