#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma,Currency(Trade),Base NPV(Trade),Delta(Trade),Gamma(Trade)
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/2/3M,0.000100,,0.000000,EUR,-2768437.58,3.05,0.00,EUR,-2768437.58,3.05,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/3/6M,0.000100,,0.000000,EUR,-2768437.58,132.93,-0.01,EUR,-2768437.58,132.93,-0.01
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,,0.000000,EUR,-2768437.58,0.10,0.00,EUR,-2768437.58,0.10,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/5/1Y,0.000100,,0.000000,EUR,-2768437.58,4.04,0.00,EUR,-2768437.58,4.04,0.00
EqSwap_STOXX_decomp,false,IndexCurve/EUR-EONIA/2/3M,0.000100,,0.000000,EUR,-2768437.58,-4.65,0.00,EUR,-2768437.58,-4.65,0.00
EqSwap_STOXX_decomp,false,IndexCurve/EUR-EONIA/3/6M,0.000100,,0.000000,EUR,-2768437.58,-131.86,0.04,EUR,-2768437.58,-131.86,0.04
EqSwap_STOXX_decomp,false,IndexCurve/EUR-EONIA/4/9M,0.000100,,0.000000,EUR,-2768437.58,58.41,0.00,EUR,-2768437.58,58.41,0.00
EqSwap_STOXX_decomp,false,IndexCurve/EUR-EONIA/5/1Y,0.000100,,0.000000,EUR,-2768437.58,944.08,0.09,EUR,-2768437.58,944.08,0.09
EqSwap_STOXX_decomp,false,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000100,,0.000000,EUR,-2768437.58,11.23,0.00,EUR,-2768437.58,11.23,0.00
EqSwap_STOXX_decomp,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,,0.000000,EUR,-2768437.58,488.80,-0.02,EUR,-2768437.58,488.80,-0.02
EqSwap_STOXX_decomp,false,IndexCurve/EUR-EURIBOR-6M/4/9M,0.000100,,0.000000,EUR,-2768437.58,-24.91,0.00,EUR,-2768437.58,-24.91,0.00
EqSwap_STOXX_decomp,false,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,,0.000000,EUR,-2768437.58,-983.47,-0.10,EUR,-2768437.58,-983.47,-0.10
EqSwap_STOXX_decomp,false,EquitySpot/Lufthansa/0/spot,21.475600,,0.000000,EUR,-2768437.58,36556.53,0.00,EUR,-2768437.58,36556.53,0.00
EqSwap_STOXX_decomp,false,EquitySpot/SPXE/0/spot,21.475600,,0.000000,EUR,-2768437.58,36556.53,0.00,EUR,-2768437.58,36556.53,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/2/3M,0.000100,DiscountCurve/EUR/3/6M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/2/3M,0.000100,IndexCurve/EUR-EONIA/2/3M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/2/3M,0.000100,IndexCurve/EUR-EONIA/3/6M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/3/6M,0.000100,IndexCurve/EUR-EONIA/2/3M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/3/6M,0.000100,IndexCurve/EUR-EONIA/3/6M,0.000100,EUR,-2768437.58,0.00,-0.02,EUR,-2768437.58,0.00,-0.02
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,DiscountCurve/EUR/5/1Y,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EONIA/2/3M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EONIA/3/6M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EONIA/4/9M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EONIA/5/1Y,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EURIBOR-6M/4/9M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/4/9M,0.000100,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
EqSwap_STOXX_decomp,false,DiscountCurve/EUR/5/1Y,0.000100,IndexCurve/EUR-EONIA/2/3M,0.000100,EUR,-2768437.58,0.00,0.00,EUR,-2768437.58,0.00,0.00
