#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
cap_01,CapFloor,6,0,2016-03-23,Interest,0.0000,USD,0.0000000000,0.2527777778,2015-12-23,2016-03-23,0.0000,2015-12-21,0.0059310000,-1000000.0000,0.9989089851,0.0000000000,0.8831293157,0.0000000000,EUR,#N/A,0.0300000000,#N/A,#N/A,#N/A,#N/A
cap_01,CapFloor,7,0,2016-06-23,InterestProjected,0.0000,USD,0.0000000000,0.2555555556,2016-03-23,2016-06-23,0.0000,2016-03-21,0.0077250894,-1000000.0000,0.9965941505,0.0000000000,0.8831293157,0.0000000000,EUR,#N/A,0.0300000000,#N/A,0.0074275701,#N/A,#N/A
cap_01,CapFloor,8,0,2016-09-23,InterestProjected,-0.0003,USD,0.0000000011,0.2555555556,2016-06-23,2016-09-23,0.0000,2016-06-21,0.0083511240,-1000000.0000,0.9941401369,-0.0002915710,0.8831293157,-0.0002574949,EUR,#N/A,0.0300000000,#N/A,0.0075101588,#N/A,#N/A
cap_01,CapFloor,9,0,2016-12-23,InterestProjected,-0.0809,USD,0.0000003202,0.2527777778,2016-09-23,2016-12-23,0.0000,2016-09-21,0.0088511340,-1000000.0000,0.9915018237,-0.0802540596,0.8831293157,-0.0708747128,EUR,#N/A,0.0300000000,#N/A,0.0075787121,#N/A,#N/A
cap_01,CapFloor,10,0,2017-03-23,InterestProjected,-1.0153,USD,0.0000040613,0.2500000000,2016-12-23,2017-03-23,0.0000,2016-12-21,0.0093523295,-1000000.0000,0.9880692005,-1.0032127470,0.8831293157,-0.8859665868,EUR,#N/A,0.0300000000,#N/A,0.0076400374,#N/A,#N/A
cap_01,CapFloor,11,0,2017-06-23,InterestProjected,-4.4977,USD,0.0000175996,0.2555555556,2017-03-23,2017-06-23,0.0000,2017-03-21,0.0097225173,-1000000.0000,0.9839535691,-4.4255043066,0.8831293157,-3.9082925901,EUR,#N/A,0.0300000000,#N/A,0.0077232544,#N/A,#N/A
cap_01,CapFloor,12,0,2017-09-25,InterestProjected,-12.1869,USD,0.0000466734,0.2611111111,2017-06-23,2017-09-25,0.0000,2017-06-21,0.0098566203,-1000000.0000,0.9797661730,-11.9403482526,0.8831293157,-10.5448715821,EUR,#N/A,0.0300000000,#N/A,0.0078530429,#N/A,#N/A
cap_01,CapFloor,13,0,2017-12-26,InterestProjected,-24.7383,USD,0.0000968019,0.2555555556,2017-09-25,2017-12-26,0.0000,2017-09-21,0.0098564855,-1000000.0000,0.9756851265,-24.1367541668,0.8831293157,-21.3158751916,EUR,#N/A,0.0300000000,#N/A,0.0080526425,#N/A,#N/A
cap_01,CapFloor,14,0,2018-03-23,InterestProjected,-53.5615,USD,0.0002216339,0.2416666667,2017-12-26,2018-03-23,0.0000,2017-12-21,0.0109164210,-1000000.0000,0.9717171991,-52.0466531207,0.8831293157,-45.9639251571,EUR,#N/A,0.0300000000,#N/A,0.0083184260,#N/A,#N/A
cap_01,CapFloor,15,0,2018-06-25,InterestProjected,-115.0149,USD,0.0004404826,0.2611111111,2018-03-23,2018-06-25,0.0000,2018-03-21,0.0120297121,-1000000.0000,0.9673048869,-111.2544839017,0.8831293157,-98.2520962414,EUR,#N/A,0.0300000000,#N/A,0.0086683481,#N/A,#N/A
cap_01,CapFloor,16,0,2018-09-24,InterestProjected,-167.1830,USD,0.0006613835,0.2527777778,2018-06-25,2018-09-24,0.0000,2018-06-21,0.0120291098,-1000000.0000,0.9630524803,-161.0060503995,0.8831293157,-142.1891631197,EUR,#N/A,0.0300000000,#N/A,0.0090892674,#N/A,#N/A
cap_01,CapFloor,17,0,2018-12-24,InterestProjected,-226.7409,USD,0.0008969970,0.2527777778,2018-09-24,2018-12-24,0.0000,2018-09-20,0.0120291098,-1000000.0000,0.9588187679,-217.4034326514,0.8831293157,-191.9953447175,EUR,#N/A,0.0300000000,#N/A,0.0094219995,#N/A,#N/A
cap_01,CapFloor,18,0,2019-03-25,InterestProjected,-315.0136,USD,0.0012462078,0.2527777778,2018-12-24,2019-03-25,0.0000,2018-12-20,0.0131004875,-1000000.0000,0.9543093085,-300.6204371041,0.8831293157,-265.4867209179,EUR,#N/A,0.0300000000,#N/A,0.0095658176,#N/A,#N/A
cap_01,CapFloor,19,0,2019-06-24,InterestProjected,-411.4606,USD,0.0016277562,0.2527777778,2019-03-25,2019-06-24,0.0000,2019-03-21,0.0143507937,-1000000.0000,0.9494793680,-390.6733510737,0.8831293157,-345.0150892126,EUR,#N/A,0.0300000000,#N/A,0.0095840320,#N/A,#N/A
cap_01,CapFloor,20,0,2019-09-23,InterestProjected,-456.4711,USD,0.0018058197,0.2527777778,2019-06-24,2019-09-23,0.0000,2019-06-20,0.0143507937,-1000000.0000,0.9446738729,-431.2163140367,0.8831293157,-380.8197683523,EUR,#N/A,0.0300000000,#N/A,0.0095893813,#N/A,#N/A
cap_01,CapFloor,21,0,2019-12-23,InterestProjected,-504.2476,USD,0.0019948255,0.2527777778,2019-09-23,2019-12-23,0.0000,2019-09-19,0.0143507937,-1000000.0000,0.9398926992,-473.9385918171,0.8831293157,-418.5490642954,EUR,#N/A,0.0300000000,#N/A,0.0096174219,#N/A,#N/A
cap_01,CapFloor,22,0,2020-03-23,InterestProjected,-611.4716,USD,0.0024190087,0.2527777778,2019-12-23,2020-03-23,0.0000,2019-12-19,0.0153994420,-1000000.0000,0.9350416632,-571.7514657945,0.8831293157,-504.9304807619,EUR,#N/A,0.0300000000,#N/A,0.0096657974,#N/A,#N/A
cap_01,CapFloor,23,0,2020-06-23,InterestProjected,-749.5896,USD,0.0029331768,0.2555555556,2020-03-23,2020-06-23,0.0000,2020-03-19,0.0166235983,-1000000.0000,0.9300524179,-697.1576507682,0.8831293157,-615.6803590876,EUR,#N/A,0.0300000000,#N/A,0.0097312897,#N/A,#N/A
cap_01,CapFloor,24,0,2020-09-23,InterestProjected,-803.7488,USD,0.0031451041,0.2555555556,2020-06-23,2020-09-23,0.0000,2020-06-19,0.0166235983,-1000000.0000,0.9250897945,-743.5398342588,0.8831293157,-656.6418250564,EUR,#N/A,0.0300000000,#N/A,0.0097637836,#N/A,#N/A
