#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,76600.59,0.00,76600.59,76600.59,76600.59,76600.59,76600.59,76600.59
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,241535.87,160983.96,750868.84,0.00,242743.77,242743.77,242743.77,242743.77
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,335366.08,242745.44,1261440.56,0.00,338757.69,338757.69,291278.28,291278.28
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,339975.13,348833.69,1599185.81,0.00,345189.20,345189.20,309639.25,309639.25
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,416026.91,448973.93,1912138.94,0.00,424511.05,424511.05,338145.66,338145.66
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,579613.29,440143.36,1928268.41,0.00,594323.65,594323.65,387790.85,387790.85
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,628805.84,463868.15,2700589.13,0.00,648116.02,648116.02,432437.37,432437.37
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,607829.55,532382.64,3119189.75,0.00,629631.40,648116.02,460515.58,463147.58
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,665877.12,565010.95,2888795.88,0.00,693196.37,693196.37,489517.19,491821.13
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,775202.67,459273.42,2877114.38,0.00,811054.10,811054.10,525152.33,527200.94
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,741029.42,455706.81,3453603.20,0.00,779190.53,811054.10,550497.78,555521.03
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,708967.23,530272.26,3048820.59,0.00,749217.70,811054.10,568525.49,578702.78
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,646372.35,532726.68,3026033.06,0.00,686534.20,811054.10,578439.51,598222.83
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,709305.92,369707.17,2897414.63,0.00,757116.64,811054.10,592008.83,614385.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,746220.35,423297.63,3203896.69,0.00,800515.95,811054.10,606877.74,628410.58
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,707695.22,559060.00,2406055.27,0.00,763039.02,811054.10,617379.08,640692.77
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,762918.31,628816.03,2834239.88,0.00,826753.63,826753.63,630558.83,652404.96
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,881419.33,520960.74,2863905.94,0.00,959909.72,959909.72,649633.21,670214.12
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,867249.98,574379.37,2822567.50,0.00,949269.74,959909.72,666380.81,686406.10
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,781681.65,615241.54,3270527.69,0.00,859949.16,959909.72,676627.24,700883.85
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,732889.37,614469.90,3535730.51,0.00,810361.51,959909.72,683357.15,713918.81
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,891406.00,564752.12,3532675.38,0.00,990471.09,990471.09,697637.07,726777.70
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,850200.91,599647.20,3101638.50,0.00,949478.93,990471.09,709186.60,738870.74
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,772581.89,641238.19,2981005.25,0.00,867173.14,990471.09,716114.19,749903.23
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,760596.72,674669.95,2856867.13,0.00,858145.70,990471.09,722204.69,760219.11
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,853035.66,593428.04,2874703.06,0.00,967056.53,990471.09,731551.43,769008.52
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,823862.75,624933.77,2940637.28,0.00,938722.15,990471.09,739589.79,777601.41
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,753398.91,672968.51,2755801.63,0.00,862884.12,990471.09,744291.29,785718.64
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,790076.99,690283.32,3004742.16,0.00,909432.64,990471.09,750170.52,793008.07
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,840055.92,581765.18,3129715.75,0.00,971653.23,990471.09,757541.84,799579.97
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,801478.78,587830.12,2992461.88,0.00,931838.02,990471.09,763525.50,806133.35
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,746543.97,636781.82,2680960.50,0.00,872323.20,990471.09,767025.06,812062.71
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,795466.37,708653.58,2653339.50,0.00,934151.87,990471.09,772228.00,817616.85
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,876503.23,612666.40,2616986.88,0.00,1034481.46,1034481.46,780132.95,824153.68
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,818067.88,575474.28,2701788.63,0.00,970358.13,1034481.46,785699.03,830307.97
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,757324.62,592505.31,2764289.94,0.00,902863.68,1034481.46,789065.41,836174.29
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,750856.44,579697.01,3104752.75,0.00,899693.17,1034481.46,792158.32,841718.53
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,803432.79,458326.38,3297906.45,0.00,967415.35,1034481.46,796781.15,846803.12
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,806664.09,482012.68,3205555.38,0.00,976233.54,1034481.46,801544.33,851784.64
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,695897.79,491620.55,2566306.38,0.00,846455.33,1034481.46,802705.57,856508.54
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,659489.57,504433.32,2728339.88,0.00,806239.55,1034481.46,802794.64,860994.32
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,696898.08,445776.19,2601794.75,0.00,856152.83,1034481.46,804064.71,865123.76
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,696569.98,493556.64,2857420.31,0.00,860090.81,1034481.46,805410.12,869190.71
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,621463.92,516000.73,2806249.25,0.00,771246.12,1034481.46,804608.94,873066.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,616234.53,528094.52,2999525.25,0.00,768635.83,1034481.46,803784.67,876765.50
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,710012.12,476767.23,3183303.75,0.00,889951.26,1034481.46,805653.25,880185.68
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,699904.81,517024.74,2808186.16,0.00,881732.72,1034481.46,807321.30,883568.63
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,601815.13,526812.18,2373027.36,0.00,762006.38,1034481.46,806349.08,886806.43
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,598146.38,538604.68,2197506.13,0.00,761286.75,1034481.46,805383.47,889970.86
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,649129.35,462037.77,2572032.06,0.00,830183.28,1034481.46,805870.39,892808.20
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,621517.78,470698.92,2403009.88,0.00,798990.37,1034481.46,805729.06,895718.44
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,510777.06,473359.10,2110061.25,0.00,659922.55,1034481.46,802886.04,898424.13
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,489280.82,479435.63,2083065.56,0.00,635321.23,1034481.46,799677.94,901029.01
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,556220.61,412859.92,2110855.06,0.00,725864.98,1034481.46,798289.01,903540.16
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,528516.60,416395.10,1932738.63,0.00,693171.98,1034481.46,796347.57,905958.55
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,421905.83,425432.04,1672113.06,0.00,556123.80,1034481.46,791991.27,908289.24
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,391869.32,434759.60,1647249.56,0.00,519152.21,1034481.46,787079.19,910561.15
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,464716.18,348252.03,1662495.69,0.00,618715.43,1034481.46,784165.25,912705.88
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,448303.47,359440.73,1645922.56,0.00,599858.54,1034481.46,780995.42,914800.26
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,362730.40,388968.99,1295171.55,0.00,487818.40,1034481.46,775984.86,916845.68
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,357488.88,399668.67,1187399.78,0.00,483208.13,1034481.46,771065.23,918822.36
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,417256.17,310538.95,1208848.42,0.00,566761.46,1034481.46,767797.31,920672.37
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,394896.41,325699.76,1173694.91,0.00,539111.04,1034481.46,764077.58,922523.55
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,312545.26,346001.92,1013459.22,0.00,428850.04,1034481.46,758712.16,924315.47
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,289611.88,339187.40,1161097.13,0.00,399398.48,1034481.46,753057.62,926049.16
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,332241.50,253668.18,1216086.52,0.00,460461.84,1034481.46,748628.83,927690.41
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,311143.64,246164.59,1064483.41,0.00,433409.27,1034481.46,743825.88,929317.57
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,235396.84,267788.30,945682.72,0.00,329560.68,1034481.46,737608.52,930895.89
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,208836.02,266114.49,760748.84,0.00,293890.43,1034481.46,730900.01,932461.98
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,244344.61,177287.35,881271.79,0.00,345510.19,1034481.46,725572.97,933872.14
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,229522.10,186731.55,915586.50,0.00,326197.11,1034481.46,719819.44,935321.55
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,149317.09,206196.76,625394.80,0.00,213309.60,1034481.46,712472.03,936759.96
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,133472.74,216995.39,661396.83,0.00,191631.57,1034481.46,705259.15,938113.26
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,164278.33,125095.46,636713.44,0.00,237004.57,1034481.46,699071.17,939386.77
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,148104.15,135820.03,601879.28,0.00,214777.58,1034481.46,692330.02,940710.44
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,75471.37,154551.00,393692.35,0.00,109996.17,1034481.46,684587.23,941957.23
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,62527.60,162457.26,347410.23,0.00,91588.45,1034481.46,676806.10,943171.31
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,82489.89,62873.04,322109.66,0.00,121434.83,1034481.46,669613.09,944353.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,66706.86,67787.08,324303.83,0.00,98693.07,1034481.46,662313.24,945506.31
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8277.20,103903.79,62631.51,0.00,12307.59,1034481.46,654107.12,946629.59
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,3069.56,121008.66,29631.77,0.00,4587.37,1034481.46,645929.90,947735.62
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,1034481.46,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,1034481.46,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,1034481.46,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,1034481.46,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,1034481.46,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,1034481.46,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,1034481.46,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,1034481.46,0.00,0.00
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,76585.68,0.00,76585.68,76585.68,76585.68,76585.68,76585.68,76585.68
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,241532.76,160996.74,750881.83,0.00,242746.64,242746.64,242746.64,242746.64
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,335376.69,242769.93,1261519.69,0.00,338785.31,338785.31,291293.66,291293.66
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,339990.68,348854.92,1599261.19,0.00,345231.09,345231.09,309663.65,309663.65
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,416047.19,449000.22,1912204.88,0.00,424574.29,424574.29,338179.70,338179.70
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,579632.47,440180.16,1928310.00,0.00,594399.29,594399.29,387832.95,387832.95
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,628821.92,463899.46,2700836.25,0.00,648189.44,648189.44,432484.85,432484.85
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,607860.53,532420.24,3119332.19,0.00,629714.79,648189.44,460568.16,463198.75
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,665916.86,565056.64,2889089.63,0.00,693289.89,693289.89,489574.88,491877.58
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,775237.19,459321.56,2877317.13,0.00,811146.16,811146.16,525213.83,527261.33
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,741074.76,455766.53,3454033.20,0.00,779287.09,811146.16,550562.78,555584.59
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,709003.99,530316.72,3049272.59,0.00,749298.87,811146.16,568591.95,578768.92
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,646408.80,532774.44,3026083.31,0.00,686607.36,811146.16,578506.54,598291.15
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,709340.86,369759.00,2897656.13,0.00,757187.25,811146.16,592076.13,614456.05
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,746256.77,423352.42,3203969.94,0.00,800585.25,811146.16,606945.18,628482.27
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,707735.04,559114.11,2406040.81,0.00,763105.95,811146.16,617446.49,640765.83
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,762962.16,628873.63,2834392.50,0.00,826821.91,826821.91,630626.29,652477.72
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,881470.89,521027.82,2864036.94,0.00,959984.06,959984.06,649701.07,670286.97
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,867304.80,574449.79,2822685.69,0.00,949341.74,959984.06,666448.90,686479.03
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,781736.43,615309.74,3271052.69,0.00,860014.86,959984.06,676695.20,700956.86
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,732949.68,614543.87,3536320.51,0.00,810428.20,959984.06,683425.05,713991.88
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,891465.03,564820.94,3533112.38,0.00,990530.62,990530.62,697704.58,726850.14
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,850256.08,599715.05,3101959.75,0.00,949528.75,990530.62,709253.30,738942.59
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,772648.39,641315.66,2981300.38,0.00,867231.53,990530.62,716180.53,749974.55
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,760666.86,674750.66,2857654.63,0.00,858203.22,990530.62,722270.65,760289.91
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,853110.52,593509.31,2874875.25,0.00,967111.26,990530.62,731616.96,769078.90
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,823947.75,625025.01,2940680.98,0.00,938783.82,990530.62,739655.17,777671.37
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,753477.73,673055.86,2756012.81,0.00,862936.49,990530.62,744356.18,785788.20
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,790170.17,690384.79,3005272.91,0.00,909494.26,990530.62,750235.29,793077.27
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,840141.55,581852.93,3130128.00,0.00,971697.66,990530.62,757605.93,799648.85
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,801560.73,587916.64,2992836.38,0.00,931874.90,990530.62,763588.66,806201.91
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,746624.79,636872.23,2681313.38,0.00,872357.53,990530.62,767087.29,812130.98
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,795571.37,708768.24,2653657.75,0.00,934204.97,990530.62,772289.94,817684.85
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,876592.25,612761.28,2617339.63,0.00,1034502.32,1034502.32,780193.66,824220.26
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,818150.73,575564.58,2702136.25,0.00,970371.35,1034502.32,785758.34,830373.20
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,757394.71,592590.24,2764707.69,0.00,902862.40,1034502.32,789122.98,836238.25
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,750932.43,579786.22,3105207.88,0.00,899693.99,1034502.32,792214.31,841781.29
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,803509.52,458406.89,3298710.95,0.00,967404.81,1034502.32,796835.39,846864.78
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,806749.57,482098.25,3205998.25,0.00,976226.97,1034502.32,801596.95,851845.21
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,695981.39,491713.43,2566686.38,0.00,846456.27,1034502.32,802756.86,856568.09
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,659566.67,504522.18,2728727.13,0.00,806232.75,1034502.32,802844.46,861052.89
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,696966.57,445849.19,2602200.75,0.00,856124.44,1034502.32,804112.66,865181.43
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,696654.79,493647.40,2857884.19,0.00,860077.05,1034502.32,805456.59,869247.50
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,621544.49,516097.29,2806778.25,0.00,771235.00,1034502.32,804654.07,873122.87
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,616312.60,528188.41,3000070.75,0.00,768617.61,1034502.32,803828.35,876820.64
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,710088.79,476844.30,3183860.25,0.00,889908.08,1034502.32,805695.04,880240.07
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,699992.82,517111.12,2808257.03,0.00,881700.04,1034502.32,807361.46,883622.29
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,601888.36,526897.61,2373100.05,0.00,761970.22,1034502.32,806387.60,886859.39
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,598232.24,538700.14,2197853.00,0.00,761262.36,1034502.32,805420.64,890023.13
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,649209.20,462116.28,2572220.75,0.00,830134.62,1034502.32,805905.88,892859.85
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,621597.74,470779.71,2403542.50,0.00,798942.89,1034502.32,805762.85,895769.46
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,510843.11,473442.78,2110167.78,0.00,659879.65,1034502.32,802918.33,898474.56
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,489349.48,479520.88,2083419.69,0.00,635282.97,1034502.32,799708.87,901078.87
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,556290.77,412931.82,2111172.69,0.00,725806.44,1034502.32,798318.26,903589.48
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,528591.19,416470.96,1933068.88,0.00,693122.13,1034502.32,796375.37,906007.35
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,421965.13,425511.83,1672416.00,0.00,556080.02,1034502.32,792017.76,908337.52
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,391922.52,434834.79,1647549.06,0.00,519105.56,1034502.32,787104.36,910608.94
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,464781.12,348320.30,1662793.25,0.00,618658.48,1034502.32,784189.01,912753.21
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,448374.40,359514.25,1646272.31,0.00,599810.66,1034502.32,781017.94,914847.14
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,362785.81,389044.12,1295141.75,0.00,487773.72,1034502.32,776006.24,916892.11
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,357554.91,399752.61,1187627.72,0.00,483176.26,1034502.32,771085.71,918868.36
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,417328.67,310607.89,1208803.55,0.00,566714.41,1034502.32,767816.71,920717.97
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,394971.46,325772.80,1173944.34,0.00,539071.67,1034502.32,764096.02,922568.74
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,312600.47,346075.97,1013383.81,0.00,428810.26,1034502.32,758729.67,924360.27
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,289665.86,339260.55,1161068.81,0.00,399362.80,1034502.32,753074.30,926093.58
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,332301.99,253728.12,1216080.90,0.00,460415.88,1034502.32,748644.56,927734.48
